word1,word2,n,unique_ids,unique_authors
qc,20130731.000000,2,2,1
qc,20130803.000000,2,2,1
qc,20130804.000000,2,2,1
qc,20130806.000000,2,2,1
qc,20130807.000000,2,2,1
qc,20130808.000000,2,2,1
qc,20130809.000000,2,2,1
qc,20130810.000000,2,2,1
qc,20130811.000000,2,2,1
qc,20130812.000000,2,2,1
qc,20130813.001908,2,2,1
qc,20130814.000000,2,2,1
qc,20130816.000000,2,2,1
qc,20130817.000000,2,2,1
qc,20130818.000000,2,2,1
qc,20130820.000000,2,2,1
qc,20130821.000000,2,2,1
qc,20130822.000000,2,2,1
qc,20130823.000000,2,2,1
qc,20130824.000000,2,2,1
qc,20130825.000000,2,2,1
qc,20130828.000000,2,2,1
qc,20130829.000000,2,2,1
qc,20130830.000000,2,2,1
qc,20130831.000000,2,2,1
qc,20130901.000000,2,2,1
qc,20130902.000000,2,2,1
qc,20130903.000000,2,2,1
qc,20130904.000000,2,2,1
qc,20130905.000000,2,2,1
qc,20130906.000000,2,2,1
qc,20130907.000000,2,2,1
qc,20130908.000000,2,2,1
qc,20130910.000000,2,2,1
qc,20130912.000000,2,2,1
qc,20130913.000000,2,2,1
qc,20130914.000000,2,2,1
qc,20130915.000000,2,2,1
qc,20130916.000000,2,2,1
qc,20130917.000000,2,2,1
qc,20130920.000000,2,2,1
qc,20130921.000000,2,2,1
qc,20130922.000000,2,2,1
qc,20130923.000000,2,2,1
qc,20130924.000000,2,2,1
qc,20130925.000000,2,2,1
qc,20130926.000000,2,2,1
qc,20130927.000000,2,2,1
qc,20130928.000000,2,2,1
qc,20130929.000000,2,2,1
qc,20130930.000000,2,2,1
qc,20131001.000000,2,2,1
qc,20131002.000000,2,2,1
qc,20131003.000000,2,2,1
qc,20131004.000000,2,2,1
qc,20131005.000000,2,2,1
qc,20131006.000000,2,2,1
qc,20131007.000000,2,2,1
qc,20131008.000000,2,2,1
qc,20131009.000000,2,2,1
qc,20131010.000000,2,2,1
qc,20131011.000000,2,2,1
qc,20131015.000000,2,2,1
qc,20131016.000000,2,2,1
qc,20131017.000000,2,2,1
qc,20131018.000000,2,2,1
qc,20131022.000000,2,2,1
qc,20131023.000000,2,2,1
qc,20131024.000000,2,2,1
qc,20131025.000000,2,2,1
qc,20131026.000000,2,2,1
qc,20131027.000000,2,2,1
qc,20131029.000000,2,2,1
qc,20131030.000000,2,2,1
qc,20131031.000000,2,2,1
qc,20131101.000000,2,2,1
qc,20131102.000000,2,2,1
qc,20131103.000000,2,2,1
qc,20131104.000000,2,2,1
qc,20131105.000000,2,2,1
qc,20131106.000000,2,2,1
qc,20131107.000000,2,2,1
qc,20131108.000000,2,2,1
qc,20131109.000000,2,2,1
qc,20131110.000000,2,2,1
qc,20131111.000000,2,2,1
qc,20131112.000000,2,2,1
qc,20131113.000000,2,2,1
qc,20131114.000000,2,2,1
qc,20131115.000000,2,2,1
qc,20131120.120001,2,2,1
qc,20131124.000000,2,2,1
qc,20131127.000000,2,2,1
qc,20131202.000000,2,2,1
qc,20131203.000000,2,2,1
qc,20131205.000837,2,2,1
qc,20131206.000000,2,2,1
qc,20131212.000000,2,2,1
qc,20131215.010014,2,2,1
qc,20131225.000000,2,2,1
qc,20131228.000000,2,2,1
qc,20131229.000000,2,2,1
qc,20140102.004528,2,2,1
qc,20140103.000000,2,2,1
qc,20140107.000000,2,2,1
qc,20140113.004533,2,2,1
qc,20140119.060000,2,2,1
qc,20140208.000000,2,2,1
qc,20140215.000000,2,2,1
qc,20140216.000000,2,2,1
qc,20140218.000000,2,2,1
qc,20140220.000000,2,2,1
qc,20140223.000000,2,2,1
qc,20140224.000000,2,2,1
qc,20140225.000000,2,2,1
qc,20140228.000000,2,2,1
qc,20140301.000000,2,2,1
qc,20140304.000000,2,2,1
qc,20140305.000000,2,2,1
qc,20140306.000000,2,2,1
qc,20140307.000000,2,2,1
qc,20140308.000000,2,2,1
qc,20140309.000000,2,2,1
qc,20140310.000000,2,2,1
qc,20140311.000000,2,2,1
qc,20140312.000000,2,2,1
qc,20140314.000000,2,2,1
qc,20140315.000000,2,2,1
qc,20140316.000000,2,2,1
qc,20140319.000000,2,2,1
qc,20140320.000000,2,2,1
qc,20140321.000000,2,2,1
qc,20140322.000000,2,2,1
qc,20140323.000000,2,2,1
qc,20140324.000000,2,2,1
qc,20140326.000000,2,2,1
qc,20140330.000000,2,2,1
qc,20140331.034358,2,2,1
qc,20140401.000000,2,2,1
qc,20140402.000000,2,2,1
qc,20140403.000000,2,2,1
qc,20140404.000000,2,2,1
qc,20140405.000000,2,2,1
qc,20140406.000000,2,2,1
qc,20140408.000000,2,2,1
qc,20140409.000000,2,2,1
qc,20140410.000000,2,2,1
qc,20140411.000000,2,2,1
qc,20140416.000000,2,2,1
qc,20140417.000000,2,2,1
qc,20140418.000000,2,2,1
qc,20140419.000000,2,2,1
qc,20140420.000000,2,2,1
qc,20140421.000000,2,2,1
qc,20140422.000000,2,2,1
qc,20140424.000000,2,2,1
qc,20140425.000000,2,2,1
qc,20140426.000000,2,2,1
qc,20140428.000000,2,2,1
qc,20140430.000000,2,2,1
qc,20140502.000000,2,2,1
qc,20140503.000000,2,2,1
qc,20140504.000000,2,2,1
qc,20140505.000000,2,2,1
qc,20140508.000000,2,2,1
qc,20140512.000000,2,2,1
qc,20140513.000000,2,2,1
qc,20140514.000000,2,2,1
qc,20140515.000000,2,2,1
qc,20140517.000000,2,2,1
qc,20140518.004731,2,2,1
qc,20140523.000000,2,2,1
qc,20140524.000000,2,2,1
qc,20140525.000000,2,2,1
qc,20140526.000000,2,2,1
qc,20140527.000000,2,2,1
qc,20140528.000000,2,2,1
qc,20140529.000000,2,2,1
qc,20140530.000000,2,2,1
qc,20140531.000000,2,2,1
qc,20140601.000000,2,2,1
qc,20140602.000000,2,2,1
qc,20140603.000000,2,2,1
qc,20140604.000000,2,2,1
qc,20140605.000000,2,2,1
qc,20140607.000000,2,2,1
qc,20140608.000000,2,2,1
qc,20140609.000000,2,2,1
qc,20140610.000000,2,2,1
qc,20140616.000000,2,2,1
qc,20140617.000000,2,2,1
qc,20140618.000000,2,2,1
qc,20140619.000000,2,2,1
qc,20140620.000000,2,2,1
qc,20140621.000000,2,2,1
qc,20140622.000000,2,2,1
qc,20140623.000000,2,2,1
qc,20140624.000000,2,2,1
qc,20140625.000000,2,2,1
qc,20140626.000000,2,2,1
qc,20140627.000000,2,2,1
qc,20140628.000000,2,2,1
qc,20140629.000000,2,2,1
qc,20140630.000000,2,2,1
qc,snc03,2,1,1
qxrd,mineralogy.csv,2,1,1
qzc,001,2,2,1
r1,thru20100304,2,1,1
r2,geojson,2,1,1
raw.csv,accumulation,2,1,1
recap,wais,2,1,1
report,sed,2,1,1
revised.csv,lakee5,2,1,1
rink,crevasse,2,1,1
river,discharge,2,2,2
rmt,004,2,2,1
root,biomass,2,1,1
routes.zip,1992,2,2,1
rov1,20170506xx00a,2,1,1
rov1,20170507xx00a,2,1,1
rov1,20170508xx00a,2,1,1
rov1,20170509xx00a,2,1,1
rov1,20170510xx00a,2,1,1
rov1,20170511xx00a,2,1,1
rov1,20170512xx00a,2,1,1
rov1,20170513xx00a,2,1,1
rov1,20170514xx00a,2,1,1
rov1,20170515xx00a,2,1,1
rov1,20170516xx00a,2,1,1
rov1,20170517xx00a,2,1,1
rov1,20170522xx00a,2,1,1
rov1,20170523xx00a,2,1,1
rov1,20170524xx00a,2,1,1
rov1,20170525xx00a,2,1,1
rov1,20170526xx00a,2,1,1
rov1,20170527xx00a,2,1,1
rov1,20170531xx00a,2,1,1
rov1,20170601xx00a,2,1,1
rov1,20170602xx00a,2,1,1
rov1,20170603xx00a,2,1,1
rov1,20170604xx00a,2,1,1
rov1,20170606xx00a,2,1,1
rov1,20170607xx00a,2,1,1
rov1,20170608xx00a,2,1,1
rov1,20170609xx00a,2,1,1
rov1,20170610xx00a,2,1,1
rov1,20170611xx00a,2,1,1
rov1,20170612xx00a,2,1,1
rov1,20170613xx00a,2,1,1
rov1,20170614xx00a,2,1,1
rov1,20170615xx00a,2,1,1
rov1,20170616xx00a,2,1,1
rov1,20170617xx00a,2,1,1
rov1,20170618xx00a,2,1,1
rov1,20170619xx00a,2,1,1
rtk,dem,2,1,1
rtk,ortho,2,1,1
russell,glacier,2,1,1
ryder,crevasse,2,1,1
s3,bathy,2,1,1
s6,bathy,2,1,1
sagwon,aci,2,2,1
salts,isotopes,2,1,1
sami57,csv,2,1,1
sapflow,sensor,2,1,1
sbe37,sn10527,2,1,1
sbe37,sn10528,2,1,1
sbe37,sn12926,2,1,1
sbe37,sn12928,2,1,1
sbe37,sn12929,2,1,1
sbe37,sn12960,2,1,1
sbe37,sn6158,2,1,1
sbe37,sn6284,2,1,1
sbe37,txt,2,1,1
sbe37sm,pg03,2,1,1
sbe37sm,pg26,2,1,1
scarfs,2015,2,1,1
scarfs,2016,2,1,1
scass,farmstead,2,1,1
script,output,2,2,1
sed,geochemistry.csv,2,1,1
sediment,pigment,2,1,1
sedoc,env,2,1,1
segl,accumulation,2,1,1
sensor,information,2,1,1
sf6,csv,2,2,2
shading,experiment,2,1,1
shorebird,banding.csv,2,1,1
shrub,bacteria,2,1,1
simplified,2013,2,1,1
simplified,2018,2,1,1
sims.csv,data,2,2,1
site1,eddy,2,1,1
site1,logger,2,1,1
site10,eddy,2,1,1
site10,logger,2,1,1
site2,eddy,2,1,1
site2,logger,2,1,1
site3,eddy,2,1,1
site3,logger,2,1,1
site4,eddy,2,1,1
site4,logger,2,1,1
site5,eddy,2,1,1
site5,logger,2,1,1
site6,eddy,2,1,1
site6,logger,2,1,1
site7,eddy,2,1,1
site7,logger,2,1,1
site8,eddy,2,1,1
site8,logger,2,1,1
site9,eddy,2,1,1
site9,logger,2,1,1
sitelake,eddy,2,1,1
sitelake,logger,2,1,1
sitesroster.csv,ca,2,2,1
skq201612s,o2ar,2,1,1
smtcapablx1,c1,2,2,1
smtmplpolx1,a1,2,2,1
smtpossx1,c1,2,2,1
smtsodarx1,a1,2,2,1
smtsondewnpnx1,b1,2,2,1
smv,navsnc,2,1,1
snow,data,2,2,2
snow,hg.csv,2,1,1
soil,field,2,1,1
soil,gasses,2,2,1
soil,temperatures,2,2,2
soilgasdata,22nov2013,2,2,1
soilrespirationdata,22nov2013,2,2,1
soilrespirationdatabase,tk,2,2,1
sonde,data,2,1,1
spconductance.csv,2012,2,2,1
spp.csv,arcsees,2,1,1
srftpco2,smv,2,1,1
srfund,srftpco2,2,1,1
ssc,manual.csv,2,2,1
stable,isotopes,2,1,1
station,hobo,2,1,1
stations.csv,nabos,2,1,1
stem,tdr,2,1,1
stninfo,dbo.txt,2,2,1
sube,concatenated,2,1,1
suharnaya,16,2,2,1
sum,ch4,2,1,1
sum,co2,2,1,1
summary,enviro.csv,2,1,1
summit,2015,2,1,1
summit,greenland.csv,2,2,2
sumup,datasets,2,1,1
swamp,bathy,2,1,1
swk,015,2,2,1
swl,0019,2,2,1
swl,0021,2,2,1
swl,0022,2,2,1
swl,0023,2,2,1
swl,0024,2,2,1
swl,0025,2,2,1
t3,envirodata.csv,2,1,1
t4,envirodata.csv,2,1,1
ta,data.csv,2,2,1
table,1,2,2,2
table3,csv,2,2,2
tables,cumberlandp,2,1,1
tdr,vwc,2,1,1
tempcond,datecut.csv,2,1,1
temperature,depth,2,2,2
terrace,t1percov,2,1,1
terrace,t2percov,2,1,1
terrace,t3percov,2,1,1
tfw,south,2,1,1
thaw,2016,2,1,1
thaw,depth.csv,2,2,2
thetao,rcp45,2,1,1
thetao,rcp85,2,1,1
thru20100304,ict,2,1,1
thule,2015,2,1,1
tif,peters,2,1,1
tif,ru,2,1,1
tif,sf,2,1,1
tif,south,2,1,1
tif.aux.xml,south,2,1,1
tif.ovr,sancruz50cm1,2,1,1
tif.ovr,shakan2m,2,1,1
tilt,current,2,2,2
tk,ldocdata,2,2,1
tk,soilgasdata,2,2,1
tk,soilrespirationdata,2,2,1
toacadis,20180608,2,2,1
toi,beaufortgyre,2,1,1
toolik,aci,2,2,1
toolik,calm,2,1,1
transplant,air,2,1,1
transplant,leaf,2,1,1
transplant,sagwon,2,2,1
transplant,sla,2,2,1
transplant,toolik,2,2,1
transplant,tussock,2,2,1
tree,biomass,2,1,1
treeline,summary2017,2,1,1
treeline,summary2018,2,1,1
tundra.txt,sat,2,1,1
txt,20072008,2,2,1
txt,gps,2,2,2
txt,melt,2,1,1
txt,okslose,2,1,1
txt,swe,2,2,1
txt,thule2017,2,1,1
u61,09,2,1,1
u66,09,2,1,1
uaf,102,2,2,1
uci,ice,2,1,1
uff,101,2,2,1
umiamako,crevasse,2,1,1
underwayo2,o2ar.txt,2,2,1
upernaviknorth,crevasse,2,1,1
upernaviksouth,crevasse,2,1,1
upper,ablation,2,2,2
upper,kuparuk,2,1,1
utqiagvik,calm,2,1,1
utqiagvik,invertebrate,2,1,1
utqiagvik,predator,2,1,1
v20171129,csv,2,1,1
v3,csv,2,1,1
vaisala,gmp343,2,1,1
viper,woody,2,1,1
waccm,arctic,2,1,1
waccm,fv2,2,1,1
wais,ipg,2,1,1
water,equivalent,2,2,2
water,levels.csv,2,1,1
wgs84,r2,2,1,1
wh,adcp,2,2,1
wt1,ctd,2,1,1
wtd,data,2,1,1
wv.txt,helheim,2,1,1
wv.txt,jakobshavn,2,1,1
wv.txt,kongoscar,2,1,1
wv.txt,ryder,2,1,1
wv.txt,upernaviksouth,2,1,1
www1202,bf013,2,1,1
www1202,sf009,2,1,1
www1204,bf005,2,1,1
www1204,df001,2,1,1
xlinebb,migtk,2,1,1
xliner,migtk,2,1,1
xtf,20120527022,2,1,1
z192cm.tif,peters,2,1,1
zachariae,crevasse,2,1,1
zip,infra,2,1,1
0,0,1,1,1
0,00,1,1,1
0,03,1,1,1
0,04,1,1,1
0,05,1,1,1
0,08,1,1,1
0,1,1,1,1
0,16,1,1,1
0,18,1,1,1
0,21,1,1,1
0,25,1,1,1
0,36,1,1,1
0,38,1,1,1
0,4,1,1,1
0,tif,1,1,1
00,a.xtf,1,1,1
00,m.tif,1,1,1
00.872,keku,1,1,1
000009,nc,1,1,1
000012,nc,1,1,1
000014,nc,1,1,1
000041,cdf,1,1,1
0001,14,1,1,1
0001,16,1,1,1
0001,19,1,1,1
0001,cnv,1,1,1
000122,cdf,1,1,1
0002,06,1,1,1
0002,07,1,1,1
0002,14,1,1,1
0002,15,1,1,1
0002,cnv,1,1,1
0003,19,1,1,1
0003,cnv,1,1,1
0004,07,1,1,1
0004,08,1,1,1
0004,19,1,1,1
0004,cnv,1,1,1
0005,cnv,1,1,1
0005,txt,1,1,1
0006,07,1,1,1
0006,16,1,1,1
0006,cnv,1,1,1
0006,txt,1,1,1
0007,07,1,1,1
0007,cnv,1,1,1
0007,txt,1,1,1
0008,07,1,1,1
0008,14,1,1,1
0008,cnv,1,1,1
0008,txt,1,1,1
0009,14,1,1,1
0009,19,1,1,1
0009,cnv,1,1,1
001,122919,1,1,1
001,164310,1,1,1
001,185913,1,1,1
001,cnv,1,1,1
001,dcc,1,1,1
0010,07,1,1,1
0010,14,1,1,1
0010,16,1,1,1
0010,19,1,1,1
0010,cnv,1,1,1
0011,07,1,1,1
0011,14,1,1,1
0011,16,1,1,1
0011,19,1,1,1
0011,cnv,1,1,1
0012,07,1,1,1
0012,15,1,1,1
0012,cnv,1,1,1
0013,14,1,1,1
0013,19,1,1,1
0013,cnv,1,1,1
0014,13,1,1,1
0014,15,1,1,1
0014,cnv,1,1,1
0015,10,1,1,1
0015,14,1,1,1
0015,15,1,1,1
0015,19,1,1,1
0015,cnv,1,1,1
0016,07,1,1,1
0016,09,1,1,1
0016,11,1,1,1
0016,12,1,1,1
0016,13,1,1,1
0016,16,1,1,1
0016,cnv,1,1,1
0017,cnv,1,1,1
0017,scs,1,1,1
0018,07,1,1,1
0018,08,1,1,1
0018,08nsidc.csv,1,1,1
0018,cnv,1,1,1
0018,scs,1,1,1
0019,08,1,1,1
0019,08nsidc.csv,1,1,1
0019,14,1,1,1
0019,19,1,1,1
0019,cnv,1,1,1
002,2019,1,1,1
002,cnv,1,1,1
002,dcc,1,1,1
002,txt,1,1,1
0020,07,1,1,1
0020,08,1,1,1
0020,08nsidc.csv,1,1,1
0020,2013,1,1,1
0020,cnv,1,1,1
0020,scs,1,1,1
0021,08nsidc.csv,1,1,1
0021,13,1,1,1
0021,14,1,1,1
0021,cnv,1,1,1
0021a,08,1,1,1
0021a,09,1,1,1
0021a,10,1,1,1
0021a,12,1,1,1
0022,08,1,1,1
0022,08nsidc.csv,1,1,1
0022,cnv,1,1,1
0023,08,1,1,1
0023,08nsidc.csv,1,1,1
0023,15,1,1,1
0023,19,1,1,1
0023,cnv,1,1,1
0024,16,1,1,1
0024,19,1,1,1
0024,cnv,1,1,1
0025,06,1,1,1
0025,14,1,1,1
0025,16,1,1,1
0025,19,1,1,1
0025,cnv,1,1,1
0026,09,1,1,1
0026,10,1,1,1
0026,11,1,1,1
0026,12,1,1,1
0026,13,1,1,1
0026,cnv,1,1,1
0026,scs,1,1,1
0027,11,1,1,1
0027,13,1,1,1
0027,19,1,1,1
0027,cnv,1,1,1
0028,06,1,1,1
0028,07,1,1,1
0028,10,1,1,1
0028,11,1,1,1
0028,12,1,1,1
0028,13,1,1,1
0028,14,1,1,1
0028,bc,1,1,1
0028,cnv,1,1,1
0029,06,1,1,1
0029,09,1,1,1
0029,11,1,1,1
0029,12,1,1,1
0029,13,1,1,1
0029,14,1,1,1
0029,19,1,1,1
0029,bc,1,1,1
0029,cnv,1,1,1
003,2018,1,1,1
003,cnv,1,1,1
003,dcc,1,1,1
003,txt,1,1,1
0030,06,1,1,1
0030,07,1,1,1
0030,10,1,1,1
0030,11,1,1,1
0030,12,1,1,1
0030,13,1,1,1
0030,14,1,1,1
0030,bc,1,1,1
0030,cnv,1,1,1
0031,06,1,1,1
0031,07,1,1,1
0031,10,1,1,1
0031,11,1,1,1
0031,12,1,1,1
0031,13,1,1,1
0031,14,1,1,1
0031,bc,1,1,1
0031,cnv,1,1,1
0032,06,1,1,1
0032,07,1,1,1
0032,08,1,1,1
0032,10,1,1,1
0032,11,1,1,1
0032,12,1,1,1
0032,13,1,1,1
0032,14,1,1,1
0032,bc,1,1,1
0032,cnv,1,1,1
0033,06,1,1,1
0033,07,1,1,1
0033,09,1,1,1
0033,10,1,1,1
0033,11,1,1,1
0033,12,1,1,1
0033,13,1,1,1
0033,bc,1,1,1
0033,cnv,1,1,1
0034,06,1,1,1
0034,07,1,1,1
0034,10,1,1,1
0034,11,1,1,1
0034,12,1,1,1
0034,13,1,1,1
0034,14,1,1,1
0034,15,1,1,1
0034,2012,1,1,1
0034,bc,1,1,1
0034,cnv,1,1,1
0035,06,1,1,1
0035,07,1,1,1
0035,10,1,1,1
0035,11,1,1,1
0035,12,1,1,1
0035,13,1,1,1
0035,14,1,1,1
0035,15,1,1,1
0035,19,1,1,1
0035,bc,1,1,1
0035,cnv,1,1,1
0036,06,1,1,1
0036,07,1,1,1
0036,10,1,1,1
0036,11,1,1,1
0036,12,1,1,1
0036,13,1,1,1
0036,14,1,1,1
0036,15,1,1,1
0036,bc,1,1,1
0036,cnv,1,1,1
0037,06,1,1,1
0037,09,1,1,1
0037,11,1,1,1
0037,12,1,1,1
0037,13,1,1,1
0037,14,1,1,1
0037,15,1,1,1
0037,19,1,1,1
0037,bc,1,1,1
0037,cnv,1,1,1
0038,10,1,1,1
0038,11,1,1,1
0038,12,1,1,1
0038,13,1,1,1
0038,14,1,1,1
0038,15,1,1,1
0038,19,1,1,1
0038,cnv,1,1,1
0039,06,1,1,1
0039,07,1,1,1
0039,10,1,1,1
0039,11,1,1,1
0039,12,1,1,1
0039,13,1,1,1
0039,cnv,1,1,1
004,2017,1,1,1
004,2018,1,1,1
004,cnv,1,1,1
004,dcc,1,1,1
004,txt,1,1,1
0040,09,1,1,1
0040,10,1,1,1
0040,11,1,1,1
0040,13,1,1,1
0040,19,1,1,1
0040,cnv,1,1,1
0041,09,1,1,1
0041,10,1,1,1
0041,11,1,1,1
0041,12,1,1,1
0041,13,1,1,1
0041,cnv,1,1,1
0042,08,1,1,1
0042,09,1,1,1
0042,11,1,1,1
0042,13,1,1,1
0042,19,1,1,1
0042,cnv,1,1,1
0043,08,1,1,1
0043,09,1,1,1
0043,10,1,1,1
0043,11,1,1,1
0043,12,1,1,1
0043,13,1,1,1
0043,19,1,1,1
0043,cnv,1,1,1
0044,08,1,1,1
0044,09,1,1,1
0044,cnv,1,1,1
0045,13,1,1,1
0045,19,1,1,1
0045,cnv,1,1,1
0046,13,1,1,1
0046,19,1,1,1
0046,cnv,1,1,1
0047,19,1,1,1
0047,cnv,1,1,1
0048,11,1,1,1
0048,12,1,1,1
0048,13,1,1,1
0048,19,1,1,1
0048,cnv,1,1,1
0049,13,1,1,1
0049,14,1,1,1
0049,19,1,1,1
0049,cnv,1,1,1
005,cnv,1,1,1
005,dcc,1,1,1
005,txt,1,1,1
0050,10,1,1,1
0050,11,1,1,1
0050,13,1,1,1
0050,14,1,1,1
0050,cnv,1,1,1
0051,13,1,1,1
0051,14,1,1,1
0051,19,1,1,1
0051,cnv,1,1,1
0052,09,1,1,1
0052,10,1,1,1
0052,11,1,1,1
0052,12,1,1,1
0052,13,1,1,1
0052,14,1,1,1
0052,19,1,1,1
0052,cnv,1,1,1
0053,10,1,1,1
0053,14,1,1,1
0053,19,1,1,1
0054,11,1,1,1
0054,12,1,1,1
0054,13,1,1,1
0054,14,1,1,1
0054,19,1,1,1
0055,12,1,1,1
0055,13,1,1,1
0055,14,1,1,1
0055,19,1,1,1
0056,12,1,1,1
0056,13,1,1,1
0056,14,1,1,1
0057,12,1,1,1
0057,13,1,1,1
0057,14,1,1,1
0057,19,1,1,1
0058,12,1,1,1
0058,13,1,1,1
0059,13,1,1,1
0059,19,1,1,1
006,2018,1,1,1
006,dcc,1,1,1
006,txt,1,1,1
0060,13,1,1,1
0060,19,1,1,1
0061,10,1,1,1
0061,14,1,1,1
0062,13,1,1,1
0062,14,1,1,1
0062,cnv,1,1,1
0063,13,1,1,1
0063,19,1,1,1
0064,14,1,1,1
0064,19,1,1,1
0065,13,1,1,1
0065,19,1,1,1
0069,19,1,1,1
007,2017,1,1,1
007,2018,1,1,1
007,cnv,1,1,1
007,dcc,1,1,1
007,txt,1,1,1
0070,19,1,1,1
008,cnv,1,1,1
008,dcc,1,1,1
008,txt,1,1,1
009,cnv,1,1,1
009,txt,1,1,1
0097439,data,1,1,1
01,0020,1,1,1
01,0026,1,1,1
01,0028,1,1,1
01,0030,1,1,1
01,0035,1,1,1
01,0036,1,1,1
01,0037,1,1,1
01,arcsees,1,1,1
01,healy,1,1,1
01.872,keku,1,1,1
010,2016,1,1,1
010,2017,1,1,1
010,2018,1,1,1
010,cnv,1,1,1
010,txt,1,1,1
011,2015,1,1,1
011,2016,1,1,1
011,2017,1,1,1
011,2018,1,1,1
011,cnv,1,1,1
011,dcc,1,1,1
011,pc,1,1,1
011,txt,1,1,1
012,2014,1,1,1
012,cnv,1,1,1
012,dcc,1,1,1
012,txt,1,1,1
012218,csv,1,1,1
013,2014,1,1,1
013,cnv,1,1,1
013,dcc,1,1,1
013,txt,1,1,1
014,2014,1,1,1
014,2017,1,1,1
014,cnv,1,1,1
014,dcc,1,1,1
014,txt,1,1,1
015,2016,1,1,1
015,2017,1,1,1
015,2018,1,1,1
015,cnv,1,1,1
015,dcc,1,1,1
015,txt,1,1,1
016,0,1,1,1
016,2016,1,1,1
016,2017,1,1,1
016,2018,1,1,1
016,cnv,1,1,1
016,txt,1,1,1
0168711,s001,1,1,1
017,2015,1,1,1
017,cnv,1,1,1
017,txt,1,1,1
018,cnv,1,1,1
018,dcc,1,1,1
018,txt,1,1,1
019,cnv,1,1,1
019,dcc,1,1,1
019,txt,1,1,1
02,07,1,1,1
02,18,1,1,1
02,51,1,1,1
02,dem,1,1,1
02,nc,1,1,1
02,ortho,1,1,1
02,sizrs,1,1,1
02.872,keku,1,1,1
020,cnv,1,1,1
020,dcc,1,1,1
020,txt,1,1,1
021,cnv,1,1,1
021,dcc,1,1,1
021,txt,1,1,1
022,cnv,1,1,1
022,dcc,1,1,1
022,txt,1,1,1
023,dcc,1,1,1
023,txt,1,1,1
024,cnv,1,1,1
024,txt,1,1,1
025,2014,1,1,1
025,2016,1,1,1
025,2017,1,1,1
025,2018,1,1,1
025,cnv,1,1,1
025,dcc,1,1,1
025,txt,1,1,1
026,2014,1,1,1
026,2016,1,1,1
026,2017,1,1,1
026,2018,1,1,1
026,cnv,1,1,1
026,dcc,1,1,1
026,txt,1,1,1
027,cnv,1,1,1
027,dcc,1,1,1
027,txt,1,1,1
028,2014,1,1,1
028,2016,1,1,1
028,2017,1,1,1
028,2018,1,1,1
028,cnv,1,1,1
028,dcc,1,1,1
028,txt,1,1,1
029,cnv,1,1,1
029,dcc,1,1,1
029,txt,1,1,1
03,0069,1,1,1
03,0070,1,1,1
03,1,1,1,1
03,22,1,1,1
03,m.tif,1,1,1
03,sizrs,1,1,1
03.872,keku,1,1,1
030,cnv,1,1,1
030,dcc,1,1,1
030,txt,1,1,1
031,2014,1,1,1
031,2016,1,1,1
031,2017,1,1,1
031,2018,1,1,1
031,cnv,1,1,1
031,dcc,1,1,1
031,txt,1,1,1
032,2014,1,1,1
032,2016,1,1,1
032,2017,1,1,1
032,2018,1,1,1
032,cnv,1,1,1
032,txt,1,1,1
033,2014,1,1,1
033,2016,1,1,1
033,2017,1,1,1
033,2018,1,1,1
033,cnv,1,1,1
033,txt,1,1,1
033117,csv,1,1,1
034,cnv,1,1,1
034,txt,1,1,1
035,cnv,1,1,1
035,txt,1,1,1
036,2016,1,1,1
036,2017,1,1,1
036,2018,1,1,1
036,cnv,1,1,1
036,dat,1,1,1
036,txt,1,1,1
037,cnv,1,1,1
037,dat,1,1,1
037,txt,1,1,1
038,2013,1,1,1
038,2014,1,1,1
038,2016,1,1,1
038,2017,1,1,1
038,2018,1,1,1
038,cnv,1,1,1
038,dat,1,1,1
038,txt,1,1,1
039,2014,1,1,1
039,2016,1,1,1
039,2017,1,1,1
039,2018,1,1,1
039,cnv,1,1,1
039,dat,1,1,1
039,txt,1,1,1
03uw,forams.csv,1,1,1
04,0013,1,1,1
04,006,1,1,1
04,21,1,1,1
04,25,1,1,1
04,csv,1,1,1
04,daily.csv,1,1,1
04,m.tif,1,1,1
04,sizrs,1,1,1
04,xtf,1,1,1
04.872,esquibel2m.tfw,1,1,1
040,cnv,1,1,1
040,dat,1,1,1
040,txt,1,1,1
041,cnv,1,1,1
041,dat,1,1,1
041,txt,1,1,1
042,cnv,1,1,1
042,dat,1,1,1
042,txt,1,1,1
043,cnv,1,1,1
043,dat,1,1,1
043,txt,1,1,1
044,cnv,1,1,1
044,dat,1,1,1
044,txt,1,1,1
045,cnv,1,1,1
045,dat,1,1,1
045,txt,1,1,1
046,cnv,1,1,1
046,dat,1,1,1
046,txt,1,1,1
047,cnv,1,1,1
047,dat,1,1,1
047,txt,1,1,1
048,cnv,1,1,1
048,dat,1,1,1
048,txt,1,1,1
049,cnv,1,1,1
049,dat,1,1,1
049,txt,1,1,1
05,001,1,1,1
05,08,1,1,1
05,09,1,1,1
05,10,1,1,1
05,18,1,1,1
05,22,1,1,1
05,24,1,1,1
05,26,1,1,1
05,dem,1,1,1
05,m.tif,1,1,1
05,ortho,1,1,1
05,sizrs,1,1,1
05,xtf,1,1,1
05.27.2018,dat,1,1,1
050,cnv,1,1,1
050,dat,1,1,1
050,txt,1,1,1
051,cnv,1,1,1
051,dat,1,1,1
051,txt,1,1,1
052,cnv,1,1,1
052,dat,1,1,1
052,txt,1,1,1
