word1,word2,word3,n
data,greenland,august,2
data,itkillik,river,2
data,jago,river,2
data,kuparuk,river,2
data,lake,hazen,2
data,larch,tree,2
data,model,2015,2
data,netcdf,ncar,2
data,nims,2010,2
data,nims,2011,2
data,product,calculated,2
data,relative,humidity,2
data,seabeam,centerbeam,2
data,spruce,forest,2
data,temperature,dew,2
data,true,wind,2
data,utqiagvik,ak,2
deep,borehole,array,2
deep,boreholes,2005,2
degree,celsius,driven,2
delta,fire,vegetation,2
dem,nims,grid,2
denali,national,park,2
depth,additional,stations,2
depth,ctd,instruments,2
depth,dissolved,oxygen,2
depth,measurements,ascii,2
depth,measurements,excel,2
depth,plot,ncar,2
depth,salinity,measurements,2
depth,wtd,misp,2
depths,northern,bering,2
derived,historical,lake,2
dic,data,bates,2
dic,data,excel,2
dic,measurements,bates,2
diet,physical,activity,2
dioxide,response,curve,2
direction,plot,ncar,2
discrete,water,samples,2
dissolved,nitrogen,tdn,2
dissolved,oxygen,conductivity,2
dissolved,oxygen:argon,gas,2
distribution,fm,fog,2
distribution,meteorological,particle,2
distribution,southeastern,bering,2
dmsp,ols,infrared,2
dmsp,ols,visible,2
doc,data,hansell,2
domain,matlab,ncep,2
drainage,basin,alaska,2
drained,lake,basins,2
drift,depth,data,2
driven,phenological,change,2
dry,tundra,ecosystem,2
dynamics,kongsbreen,system,2
e1,lake,e5,2
earth,system,model,2
ease,grid,data,2
east,greenland,2014,2
east,greenland,fjord,2
east,greenland,sea,2
east,siberian,arctic,2
east,siberian,sea,2
east,siberian,seas,2
ecco2,model,arctic,2
eclipse,icefield,yukon,2
ecmwf,column,output,2
ecosystem,plot,1,2
ecosystem,plot,2,2
ecosystem,plot,3,2
ecosystem,plot,4,2
ecosystem,plot,5,2
ecosystem,respiration,flux,2
eemian,ice,drilling,2
effort,cpue,data,2
electromagnetic,tem,soundings,2
elevation,models,2002,2
ensemble,1.5,degree,2
ensemble,historical,driven,2
ensemble,rcp,8.5,2
ensemble,simulations,final,2
ensemble,simulations,raw,2
environmental,sensors,data,2
era,40,2,2
era,interim,driven,2
eriophorum,vaginatum,leaf,2
espenberg,birnirk,project,2
event,data,ashjian,2
event,data,grebmeier,2
event,data,sambrotto,2
excel,data,magnusson,2
excel,data,webber,2
experiment,2002,snow,2
experiment,dry,site,2
experiment,itex,plant,2
experiment,snow,drift,2
experimental,heating,research,2
facies,reflectance,spectra,2
fast,sea,ice,2
fe,oxide,mineral,2
feast,hindcast,model,2
fed,lake,linné,2
field,station,summer,2
final,10,min,2
final,cloud,boundaries,2
fire,regime,influences,2
fjord,greenland,2017,2
fjord,greenland,april,2
fjord,greenland,march,2
fjord,sediment,core,2
flash,interim,report,2
flights,2002,2009,2
flights,2002,2010,2
florida,site,preliminary,2
flow,cytometry,data,2
flux,data,alaska,2
flux,data,burned,2
flux,data,forest,2
flux,data,heath,2
flux,data,mat,2
flux,data,mnt,2
flux,data,moss,2
flux,data,ncar,2
flux,data,shallow,2
flux,data,spruce,2
flux,data,tundra,2
fm,fog,monitor,2
fnl,operational,model,2
forest,ascii,beringer,2
forest,excel,beringer,2
forest,site,romanovsky,2
form,data,calef,2
form,stats,calef,2
fox,river,sites,2
framing,format,data,2
freeze,thaw,5,2
frost,boil,ecosystems,2
functional,type,deadhorse,2
functional,type,franklin,2
functional,type,west,2
future,climate,change,2
gas,ratio,measured,2
geosummit,station,greenland,2
gif,national,ice,2
gif,psc,mcphee,2
glacial,geology,map,2
glacier,1976,2010,2
glacier,2004,2010,2
glacier,alaska,2017,2
glacier,alaska,2018,2
glacier,arctic,national,2
glacier,fed,lake,2
glacier,gps,data,2
glacier,mass,balance,2
glacier,surface,velocity,2
glaciers,1964,roll,2
gletscher,greenland,2015,2
global,emissions,reductions,2
global,positioning,system,2
global,upper,air,2
glucose,addition,experiment,2
goose,vegetation,interactions,2
gps,network,gnet,2
grain,size,nutrient,2
greenland,1948,2016,2
greenland,2011,2013,2
greenland,2012,2014,2
greenland,2014,2015,2
greenland,2014,2016,2
greenland,2014,2019,2
greenland,2015,2017,2
greenland,april,2017,2
greenland,eemian,ice,2
greenland,firn,aquifer,2
greenland,gps,network,2
greenland,march,april,2
grid,imnavait,creek,2
grid,photo,barrow,2
grid,vascular,plants,2
gridded,surface,air,2
ground,depth,based,2
ground,ice,content,2
ground,root,biomass,2
ground,surface,temperatures,2
ground,temperatures,2016,2
ground,temperatures,2017,2
ground,temperatures,2018,2
ground,temperatures,soil,2
growth,data,welker,2
growth,form,data,2
growth,form,stats,2
guy,rowe,stream,2
happy,valley,ak,2
happy,valley,co2,2
happy,valley,mat,2
hazen,nunavut,canada,2
healy,hly,06,2
healy,hly1001,barrow,2
healy,hly1001,shipboard,2
healy,hly1003,shipboard,2
healy,hly1101,barrow,2
healy,hly1103,shipboard,2
healy,hly1201,barrow,2
healy,hly1201,bering,2
healy,hly1203,shipboard,2
healy,hly1301,bering,2
healy,hly1303,shipboard,2
heat,island,air,2
heath,site,ascii,2
heath,site,excel,2
heating,research,cipehr,2
hegranes,flash,interim,2
hemisphere,1951,2007,2
hindcast,model,output,2
historical,lake,extents,2
hly1001,barrow,canyon,2
hly1001,shipboard,acoustic,2
hly1003,shipboard,acoustic,2
hly1101,barrow,canyon,2
hly1103,shipboard,acoustic,2
hly1201,barrow,canyon,2
hly1203,shipboard,acoustic,2
hly1303,shipboard,acoustic,2
holocene,methane,data,2
holocene,physical,properties,2
holocene,sediment,record,2
hot,spring,alaska,2
hour,final,andreas,2
hourly,interpolated,position,2
humidity,plot,ncar,2
hunter,denali,national,2
hydrogen,isotopes,toolik,2
hydrographic,data,kuparuk,2
hydrographic,data,product,2
hydroxybenzoic,acid,concentrations,2
hyperboreus,abundance,data,2
i8,inlet,csasn,2
i8,outlet,csasn,2
iabp,daily,buoy,2
iabp,interpolated,ice,2
iabp,twelve,hourly,2
ice,analysis,beaufort,2
ice,analysis,chukchi,2
ice,camp,ctd,2
ice,camp,ncar,2
ice,camp,ocean,2
ice,cap,recap,2
ice,chukchi,sea,2
ice,core,aerosol,2
ice,core,continuous,2
ice,core,data,2
ice,core,late,2
ice,core,stable,2
ice,core,studies,2
ice,core,temperatures,2
ice,core,vanillic,2
ice,ctd,data,2
ice,drilling,neem,2
ice,melt,pond,2
ice,movie,ashjian,2
ice,sheet,central,2
ice,sheet,east,2
ice,sheet,project,2
ice,sheet,west,2
ice,tethered,winch,2
ice,zone,reconnaissance,2
icefield,yukon,canada,2
id,ascii,grebmeier,2
id,excel,grebmeier,2
idaea,data,walker,2
ii,data,cmf,2
ii,mooring,m1_1a,2
ii,mooring,m6b,2
iii,1,hour,2
iii,5,minute,2
iii,atlanta,site,2
iii,baltimore,site,2
iii,cleveland,site,2
iii,florida,site,2
iii,maui,site,2
iii,seattle,site,2
imagery,gif,univ,2
imagery,svalbard,norway,2
images,gif,uttal,2
imnavait,creek,grid,2
imnavait,creek,weir,2
imnaviat,alaska,2015,2
imnaviat,alaska,2016,2
imnaviat,alaska,2017,2
index,data,walker,2
index,measurements,ascii,2
index,measurements,excel,2
infrared,imagery,ncar,2
inorganic,species,measured,2
integrated,chlorophyll,0,2
integrated,chlorophyll,concentration,2
interior,alaska,2013,2
interpolated,ice,velocity,2
interpolated,position,velocity,2
inverse,tide,model,2
ioeb,data,1992,2
ipy,international,tundra,2
ipy,middle,atmosphere,2
island,air,temperatures,2
island,borough,alaska,2
island,july,2003,2
isotope,composition,data,2
isotope,data,ascii,2
isotope,data,collected,2
isotope,data,excel,2
isotope,ratios,summit,2
itex,detailed,microclimate,2
itex,plant,community,2
itex,sites,webber,2
ivishak,hot,spring,2
ivotuk,calm,mat,2
ivotuk,mat,site,2
ivotuk,meteorological,data,2
ivotuk,moist,acidic,2
ivotuk,otuk,creek,2
ivotuk,radiation,data,2
ivotuk,shrub,lines,2
ivotuk,snow,melt,2
ivotuk,snow,temperature,2
ivotuk,snow,water,2
ivotuk,soil,data,2
ivotuk,vegetation,data,2
july,2003,field,2
july,23,2008,2
july,25,august,2
kilometer,grid,developed,2
kn,195,10,2
kn195,10,zooplankton,2
kodiak,island,borough,2
kongsbreen,system,svalbard,2
kongsfjorden,svalbard,2010,2
kongsfjorden,svalbard,norway,2
kongsvegen,kongsfjorden,svalbard,2
konkovaya,river,kolyma,2
kronebreen,kongsvegen,kongsfjorden,2
kuparuk,region,walker,2
kuropatochya,river,kolyma,2
lai,data,epstein,2
lake,alaska,"12,000",2
lake,alaska,2019,2
lake,alaska,holocene,2
lake,basal,ages,2
lake,basins,north,2
lake,e1,lake,2
lake,hazen,nunavut,2
lake,lake,n2,2
lake,linnévatnet,spitsbergen,2
lake,n2,lake,2
lake,peters,water,2
lake,site,1,2
lake,site,ascii,2
lake,site,excel,2
lake,survey,13c,2
lakes,observation,network,2
land,fast,sea,2
land,petermann,glacier,2
landsat,derived,historical,2
late,season,productivity,2
latitude,lake,basal,2
layer,depth,misp,2
layer,nims,barrow,2
leads,profile,sbe,2
leaf,gas,exchange,2
leaf,nitrogen,data,2
leconte,glacier,alaska,2
leconte,glacier,time,2
lena,delta,edoma,2
lidar,dataset,10,2
lidar,dem,nims,2
lidar,photographs,2011,2
lidar,photographs,2012,2
lidar,scanner,snow,2
light,absorbing,chemical,2
lines,snow,depth,2
linking,belowground,phenology,2
linné,svalbard,norway,2
linnébreen,svalbard,2013,2
linnédalen,svalbard,2005,2
low,rate,navigation,2
low,shrub,ascii,2
low,shrub,excel,2
low,warming,ensemble,2
lter,experimental,plots,2
macrobenthic,sampling,stations,2
macrofauna,data,bluhm,2
magnetic,resonance,nmr,2
mammal,sighting,data,2
mammal,watch,northern,2
manipulation,soil,temperature,2
maps,utqiagvik,ak,2
mar,rcm,grid,2
march,april,2017,2
marine,mammal,sighting,2
marine,sediment,cores,2
marine,terminating,glaciers,2
marsh,creek,u31,2
mat,site,grid,2
mat,thawed,soil,2
matter,concentration,doc,2
maui,site,preliminary,2
mauze,gulch,stream,2
maximum,ice,thickness,2
mbl,gem,iii,2
meas,deadhorse,mnt,2
meas,franklin,bluffs,2
meas,happy,valley,2
meas,sagwon,mat,2
meas,sagwon,mnt,2
meas,site,factors,2
meas,west,dock,2
measurement,warm,buoys,2
measurements,ascii,hinzman,2
measurements,beaufort,sea,2
measurements,excel,hinzman,2
measurements,happy,valley,2
measurements,nims,transect,2
measurements,warm,buoy,2
melsing,creek,stream,2
melt,pond,data,2
met,data,plots,2
metal,content,data,2
meteorological,particle,spectrometers,2
method,oct,2012,2
mhz,profiler,winds,2
micro,zooplankton,mz,2
microbial,community,composition,2
microtopographic,grid,photo,2
microtopographic,grid,vascular,2
microzooplankton,abundance,biomass,2
microzooplankton,flow,cytometry,2
microzooplankton,grazing,data,2
microzooplankton,stocks,data,2
middle,atmosphere,temperatures,2
mile,lake,alaska,2
mile,u31,alaska,2
mineral,nutrition,welker,2
minus,outlet,stream,2
minute,final,andreas,2
misp,atqasuk,alaska,2
misp,imnavait,creek,2
misp,toolik,lake,2
model,2015,16,2
model,arctic,domain,2
model,dem,data,2
model,ecmwf,column,2
model,global,tropospheric,2
model,mrf,500mb,2
model,simulated,hydrological,2
models,2002,2010,2
modern,climate,change,2
moist,site,eriophorum,2
monitoring,data,collected,2
monitoring,network,calm,2
monthly,station,records,2
moored,adcp,observations,2
moored,current,observations,2
moored,profiler,observations,2
mooring,data,2010,2
mooring,m1_4a,sbe,2
mooring,m1_5a,sbe,2
mooring,m1_6a,sbe,2
mooring,m3e,sbe,2
mooring,site,2,2
moorings,2003,06,2
moorings,2007,09,2
moss,site,ascii,2
moss,site,excel,2
moss,site,romanovsky,2
mount,hunter,denali,2
movie,ashjian,ldeo,2
mt,rodinka,kolyma,2
multi,site,vegetation,2
multichannel,radar,depth,2
multiproxy,sediment,data,2
n2,lake,e1,2
narrow,data,ahlquist,2
narrow,growth,form,2
national,ice,center,2
national,park,alaska,2
navigation,data,cooper,2
navigation,data,grebmeier,2
navigation,data,sambrotto,2
navigation,information,uscg,2
nbp03,04a,dissolved,2
nbp03,04a,service,2
ncep,fnl,operational,2
ncep,reanalysis,longwavedown,2
ncep,reanalysis,longwavenet,2
ncep,reanalysis,longwaveup,2
ncep,reanalysis,maximum,2
ncep,reanalysis,minimum,2
ncep,reanalysis,precipitation,2
ncep,reanalysis,shortwavedown,2
ncep,reanalysis,shortwavenet,2
ncep,reanalysis,shortwaveup,2
ncep,reanalysis,temperature,2
ncep,reanalysis,vapor,2
ndvi,data,oberbauer,2
ndvi,lai,data,2
ndvi,meas,deadhorse,2
ndvi,meas,franklin,2
ndvi,meas,happy,2
ndvi,meas,site,2
ndvi,meas,west,2
ndvi,northern,alaska,2
nearshore,impact,monitoring,2
needle,gas,exchange,2
neem,ice,core,2
neogloboquadrina,pachyderma,geochemistry,2
net,ecosystem,exchange,2
net,weather,stations,2
netcdf,ncar,raf,2
network,2008,2009,2
newly,exposed,carbon,2
nims,barrow,alaska,2
nitrogen,data,bates,2
nitrogen,isotope,data,2
noaa,12,14,2
noaa,12,band,2
north,america,temperature,2
north,greenland,eemian,2
north,head,lake,2
north,pole,bottom,2
north,slope,1994,2
north,slope,air,2
north,slope,drainage,2
north,slope,peatland,2
northeast,water,polynya,2
northeastern,siberia,2012,2
northeastern,siberia,2013,2
northern,alaska,2018,2
northern,alaska,coastline,2
npeo,aerial,ctd,2
npeo,oceanographic,mooring,2
npeo,pmel,crrel,2
nuclear,magnetic,resonance,2
nunavut,canada,raw,2
observation,network,2017,2
observation,network,calon,2
observations,2002,2003,2
observations,2003,2004,2
observatory,dbo,regions,2
observatory,npeo,aerial,2
observatory,npeo,oceanographic,2
observatory,npeo,pmel,2
observatory,npeo,weather,2
ocean,1934,2016,2
ocean,1998,2018,2
ocean,2000,2002,2
ocean,2016,2017,2
ocean,acidification,bering,2
ocean,carbonate,data,2
ocean,flux,buoys,2
ocean,inverse,tide,2
ocean,observing,system,2
ocean,sediment,grain,2
ocean,turbulence,mast,2
oceanographic,mooring,data,2
oechel,manipulation,soil,2
oil,industry,chemical,2
ols,infrared,imagery,2
ols,visible,imagery,2
operational,model,global,2
optical,backscattering,data,2
optics,jaz,2,2
optics,station,information,2
organic,matter,concentration,2
organic,nitrogen,data,2
otter,surface,properties,2
otuk,creek,stream,2
oumalik,sites,1,2
outlet,csasn,discharge,2
outlet,stream,watersheds,2
oxide,mineral,data,2
oxygen,16,ratios,2
oxygen,8,oxygen,2
oxygen,conductivity,water,2
oxygen,data,collected,2
oxygen:argon,gas,ratio,2
p2c2,reconstructing,central,2
pachyderma,geochemistry,data,2
pacific,arctic,carbon,2
pacmars,bottom,water,2
pam,ii,data,2
pam,iii,1,2
pam,iii,5,2
pan,arctic,water,2
para,hydroxybenzoic,acid,2
partial,pressure,pco2,2
particle,spectrometers,mps,2
particulate,organic,nitrogen,2
partners,project,arctic,2
peat,inlet,2011,2
peat,inlet,csasn,2
peninsula,tree,establishment,2
peninsula,tree,ring,2
permafrost,active,layer,2
peters,watershed,arctic,2
photophysiological,measurements,gradinger,2
physical,chemical,biological,2
physical,properties,data,2
phytoplankton,id,ascii,2
phytoplankton,id,excel,2
phytoplankton,photophysiological,measurements,2
pigment,data,ascii,2
pigment,data,excel,2
pigment,data,hill,2
piston,core,sample,2
plant,soil,interactions,2
platform,misp,atqasuk,2
platform,misp,imnavait,2
platform,misp,toolik,2
platform,toolik,lake,2
plot,1,epstein,2
plot,2,epstein,2
plot,3,epstein,2
plot,4,epstein,2
plot,5,epstein,2
plot,info,webber,2
plot,method,oct,2
plot,microclimate,webber,2
plot,photographs,2010,2
plot,photographs,2011,2
plot,resampling,photos,2
pmel,crrel,ice,2
polar,bears,data,2
polar,pathfinder,app,2
polar,star,2000,2
pole,bottom,pressure,2
polycyclic,aromatic,hydrocarbons,2
pore,water,nutrient,2
porewater,oxidant,concentration,2
positioning,system,gps,2
post,deposition,processes,2
preliminary,aeri,channel,2
pressure,ctd,measurements,2
pressure,data,2013,2
pressure,plot,ncar,2
pressure,temperature,depth,2
pribilof,islands,2008,2
primarily,oksrukuyik,creek,2
processing,greenland,2008,2
processing,greenland,2009,2
processing,greenland,2016,2
product,calculated,parameters,2
profiling,data,collected,2
proglacial,lake,linnévatnet,2
project,arctic,river,2
project,automated,weather,2
project,terrestrial,lidar,2
proposal,aerosol,concentrations,2
radar,gpr,data,2
radar,profiling,data,2
radarsat,sar,imagery,2
radarsat,sar,sea,2
radiation,buoy,data,2
radiometer,avhrr,polar,2
radiometric,data,hill,2
radium,isotope,data,2
rapid,arctic,climate,2
rass,virtual,temperatures,2
rate,data,netcdf,2
rate,plot,data,2
rate,plot,resampling,2
ratios,summit,greenland,2
raw,data,files,2
raw,dmsp,satellite,2
raw,hrpt,satellite,2
raw,satellite,data,2
raw,scalar,time,2
rcm,grid,2000,2
rcp,8.5,driven,2
reanalysis,longwavedown,radiation,2
reanalysis,longwavenet,radiation,2
reanalysis,longwaveup,radiation,2
reanalysis,maximum,temperature,2
reanalysis,minimum,temperature,2
reanalysis,shortwavedown,radiation,2
reanalysis,shortwavenet,radiation,2
reanalysis,shortwaveup,radiation,2
reanalysis,vapor,pressure,2
reanalysis,wind,direction,2
reanalysis,wind,speed,2
reconnaissance,survey,dropsonde,2
reconstructing,central,alaskan,2
reduction,rates,devol,2
reflectance,spectra,summer,2
refuge,alaska,2016,2
relative,humidity,plot,2
remote,sensing,baid,2
remote,sensing,imagery,2
remote,sensing,products,2
research,climate,mediated,2
research,community,based,2
research,greenland,ice,2
research,linking,belowground,2
research,pacific,arctic,2
research,sinking,rates,2
research,vessel,bering,2
research,vessel,xuelong,2
resolution,elemental,analysis,2
resolution,late,holocene,2
resolution,lidar,deployed,2
resolution,radiometer,avhrr,2
resolution,soundings,tundra,2
resolution,timelapse,movies,2
resonance,nmr,soundings,2
respiration,specific,leaf,2
respiration,water,chemistry,2
response,curve,dark,2
rgps,ice,motion,2
ring,carbon,isotopes,2
river,alaska,2016,2
river,basin,indigenous,2
river,fire,sampled,2
river,flows,scarfs,2
river,kolyma,r12,2
river,kolyma,r15,2
river,nunavut,canada,2
river,sites,lloyd,2
river,watershed,alaska,2
rivers,data,set,2
root,biomass,carbon,2
rowe,stream,discharge,2
rural,alaska,2000,2
russia,2018,2019,2
russian,arctic,1930,2
sadcp,data,southern,2
sagavanirktok,primarily,oksrukuyik,2
sagwon,ak,collected,2
sample,matrix,ahlquist,2
sapflow,data,forest,2
saqardleq,fjord,west,2
sar,floe,size,2
sar,sea,ice,2
saskatchewan,western,boreal,2
satellite,images,cooper,2
satellite,sar,floe,2
sbi,bacteria,archaea,2
sbi,domain,matlab,2
sbi,hly,04,2
sbi,microzooplankton,flow,2
sbi,microzooplankton,grazing,2
sbi,microzooplankton,stocks,2
scale,distribution,2008,2
scale,distribution,southeastern,2
scanner,snow,accumulation,2
scicex,hydrographic,data,2
sea,2008,burger,2
sea,alaska,2015,2
sea,coastal,zone,2
sea,gif,national,2
sea,ice,analysis,2
sea,ice,brines,2
sea,ice,characteristics,2
sea,ice,chukchi,2
sea,ice,motion,2
sea,ice,observations,2
sea,ice,ocean,2
sea,ice,variability,2
sea,water,column,2
seabeam,bathymetry,imagery,2
seabeam,centerbeam,depth,2
seabeam,data,ashjian,2
seabeam,data,cooper,2
seas,arctic,ocean,2
seasonal,time,series,2
seattle,site,preliminary,2
sediment,charcoal,pollen,2
sediment,chemical,data,2
sediment,chlorophyll,data,2
sediment,concentration,alaska,2
sediment,dynamics,kongsbreen,2
sediment,grain,size,2
sediment,mooring,data,2
sediment,pore,water,2
sediment,trap,data,2
sensor,data,ashjian,2
sensor,data,grebmeier,2
sensor,platform,toolik,2
series,2008,3007,2
series,beaufort,sea,2
series,calon,2012,2
series,calon,2013,2
series,calon,2014,2
series,calon,2015,2
series,data,arctic,2
series,temperature,depth,2
seward,peninsula,alaska,2
seward,peninsula,united,2
sfo,atqasuk,fluxes,2
sfo,barrow,fluxes,2
sheba,airborne,imaging,2
sheba,polar,star,2
sheba,project,office,2
sheet,central,greenland,2
sheet,east,greenland,2
sheet,project,2,2
sheet,surface,mass,2
sheet,west,greenland,2
shelf,sediment,mooring,2
shipboard,acoustic,doppler,2
shoreline,change,risk,2
shrub,lines,snow,2
shrub,ring,carbon,2
siberia,2012,2017,2
siberia,2013,2017,2
siberian,arctic,shelf,2
siberian,boreal,forests,2
siberian,larch,forests,2
sikuliaq,research,vessel,2
simulated,hydrological,estimates,2
simulations,raw,scalar,2
site,2,quantitative,2
site,2,species,2
site,56,mile,2
site,allaiha,indigirka,2
site,bely,island,2
site,c2,ascii,2
site,c2,lynch,2
site,c8,ascii,2
site,characteristics,beringer,2
site,eriophorum,vaginatum,2
site,happy,valley,2
site,konkovaya,river,2
site,kuropatochya,river,2
site,marsh,creek,2
site,sagwon,hills,2
site,urengoy,gas,2
site,vaccinium,vitis,2
site,vegetation,species,2
site,west,dock,2
situ,carbon,dioxide,2
situ,ice,deformation,2
size,distribution,fm,2
size,distribution,meteorological,2
slope,1994,1996,2
slope,drainage,basin,2
slope,peatland,carbon,2
slope,shoreline,change,2
slope,tree,ring,2
snacs,erosion,rates,2
snow,accumulation,maps,2
snow,accumulation,rates,2
snow,depth,additional,2
snow,depth,eicken,2
snow,depth,maps,2
snow,depth,measurements,2
snow,free,date,2
snow,melt,data,2
snow,temperature,data,2
snow,water,equivalence,2
snowfence,experiment,1994,2
snowfence,experiment,dry,2
snowfence,experiment,itex,2
snowpack,gas,concentrations,2
soil,gas,data,2
soil,moisture,data,2
soil,moisture,misp,2
soil,physiochemical,properties,2
soil,pore,water,2
soil,respiration,water,2
soil,temperature,misp,2
soil,temperatures,1998,2
sound,beaufort,sea,2
sound,velocity,data,2
sounder,data,ashjian,2
soundings,ice,camp,2
soundings,tundra,site,2
source,regions,precipitation,2
southeast,greenland,2015,2
southeastern,bering,sea,2
southwestern,greenland,2015,2
space,based,instruments,2
spatial,data,model,2
species,data,bret,2
species,data,magnusson,2
species,info,webber,2
specific,depths,northern,2
spom,data,ascii,2
spom,data,excel,2
spruce,forest,ascii,2
spruce,forest,excel,2
spruce,forest,site,2
spruce,needle,gas,2
star,2000,expeditions,2
station,alaska,2016,2
station,data,v1,2
station,hly,02,2
station,information,hill,2
stefansson,sound,beaufort,2
strait,2012,2013,2
strait,2013,2014,2
strait,time,series,2
studies,seward,peninsula,2
study,adcp,moorings,2
study,ctd,surveys,2
subarctic,ponds,2011,2
subglacial,water,intrusion,2
subsistence,harvest,survey,2
summary,analysis,2016,2
summer,leads,profile,2
summit,ice,cores,2
sumup,snow,density,2
surface,air,pressure,2
surface,air,temperature,2
surface,nuclear,magnetic,2
surface,properties,surveys,2
surface,seawater,flowthrough,2
surface,sediment,chlorophyll,2
surface,water,collected,2
survey,scass,coring,2
suspended,sediment,dynamics,2
svalbard,norway,2007,2
svalbard,research,experience,2
svalbard,reu,holocene,2
synthesis,transformations,fluxes,2
system,bgos,mooring,2
system,final,10,2
taimyr,russia,1969,2
taimyr,russia,1992,2
temp,data,moritz,2
temperature,depth,dissolved,2
temperature,depth,rosette,2
temperature,depth,salinity,2
temperature,measurements,warm,2
temperature,pressure,ctd,2
temperature,time,series,2
temperature,topographically,adjusted,2
temperatures,council,forest,2
temperatures,council,shrub,2
temperatures,council,tundra,2
temperatures,council,woodland,2
temperatures,ivotuk,moss,2
temperatures,ivotuk,shrub,2
temperatures,soil,moisture,2
terascan,raw,dmsp,2
terascan,raw,hrpt,2
terascan,raw,satellite,2
terrestrial,lidar,scanner,2
territories,canada,august,2
territories,canada,l129,2
territories,canada,l280,2
territories,canada,l520,2
territories,canada,l56,2
territories,canada,manta,2
tethered,balloon,data,2
tethered,profiler,19,2
text,retrieval,conference,2
thaw,5,day,2
thawed,soil,depth,2
throughflow,study,ct,2
throughflow,study,ctd,2
thule,greenland,2016,2
tidal,current,atlas,2
time,corrected,low,2
time,integrated,ndvi,2
time,project,automated,2
time,project,terrestrial,2
time,series,2008,2
time,series,beaufort,2
time,series,temperature,2
toolik,alaska,2015,2
toolik,alaska,2016,2
toolik,alaska,2017,2
toolik,lake,2011,2
toolik,snow,depth,2
total,dissolved,nitrogen,2
tower,5,level,2
trace,inorganic,species,2
track,upper,kuparuk,2
traditional,ecological,knowledge,2
transect,northern,alaska,2
transient,electromagnetic,tem,2
transpolar,drift,2009,2
tree,data,aged,2
tree,size,distribution,2
triple,oxygen,isotopes,2
true,wind,speed,2
tundra,ecosystem,flux,2
tundra,ecosystems,perch,2
turbulence,mast,data,2
tutakoke,field,site,2
twelve,hourly,pressure,2
twin,otter,surface,2
type,deadhorse,mnt,2
type,franklin,bluffs,2
type,sagwon,mat,2
type,sagwon,mnt,2
type,west,dock,2
typical,tussock,tundra,2
uaf,tethered,balloon,2
uggianaqtuq,inuit,observations,2
unattended,lidar,dataset,2
unburned,moist,acidic,2
understanding,climate,driven,2
understory,flux,data,2
underway,data,atmospheric,2
underway,data,relative,2
underway,data,seabeam,2
underway,data,temperature,2
underway,data,true,2
unit,effort,cpue,2
updated,north,slope,2
upper,kuparuk,region,2
urengoy,gas,field,2
uscgc,healy,hly1301,2
uscgc,healy,hly1303,2
uscgc,healy,october,2
uscgc,polar,sea,2
utc,gif,ncar,2
valley,ak,1994,2
valley,co2,h2o,2
valley,mat,site,2
vegetation,change,plant,2
vegetation,interactions,implications,2
vegetation,studies,seward,2
velocity,fields,moritz,2
vitis,idaea,data,2
warm,buoys,deployed,2
warm,spring,stream,2
warming,data,webber,2
warming,ensemble,1.5,2
washington,land,petermann,2
watch,northern,bering,2
water,column,phytoplankton,2
water,column,temperature,2
water,current,data,2
water,energy,balance,2
water,equivalent,data,2
water,level,calon,2
water,polynya,project,2
water,radiometric,data,2
water,temperature,salinity,2
water,track,upper,2
water,vapor,isotope,2
watershed,alaska,2015,2
watershed,arctic,alaska,2
watersheds,north,slope,2
weather,data,ncar,2
weekly,ice,analysis,2
west,dock,1,2
west,greenland,2013,2
western,arctic,benthic,2
western,arctic,boundary,2
western,arctic,coastal,2
western,arctic,shelf,2
western,boreal,mature,2
western,greenland,2013,2
whale,broad,scale,2
white,spruce,needle,2
winter,carbon,flux,2
winter,snow,depth,2
woodland,ascii,beringer,2
woodland,excel,beringer,2
woodland,site,romanovsky,2
woody,data,ahlquist,2
woody,debris,abundance,2
yukon,river,basin,2
yukon,territory,canada,2
zev,lake,toolik,2
zone,reconnaissance,survey,2
zooplankton,abundance,life,2
zooplankton,data,compilation,2
zooplankton,mz,abundance,2
0,1900,ce,1
0.5km,visible,imagery,1
0000,c1,03996,1
0000,c1,11988,1
0000,c6,04716,1
0000,c6,12708,1
01,1,minute,1
01,96,1,1
01,aft,thermosalinograph,1
01,argos,drogued,1
01,bio,optics,1
01,biomarkers,ascii,1
01,bottle,data,1
01,calibration,underway,1
01,ctd,data,1
01,dissolved,inorganic,1
01,dissolved,organic,1
01,dmsp,satellite,1
01,ek60,acoustic,1
01,environmental,sensors,1
01,genbank,accession,1
01,hourly,position,1
01,ice,algal,1
01,ice,chlorophyll,1
01,iron,data,1
01,mesozooplankton,abundance,1
01,nitrate,isotope,1
01,nitrogen,productivity,1
01,particulate,organic,1
01,poes,satellite,1
01,pore,water,1
01,raw,150,1
01,sea,ice,1
01,seabeam,data,1
01,shipboard,bottle,1
01,terascan,avhrr,1
01,terascan,chrpt,1
01,tn249,10,1
01,underway,data,1
01,zooplankton,abundance,1
"01,03",biomarkers,excel,1
02,01,1,1
02,01,bio,1
02,01,biomarkers,1
02,01,bottle,1
02,01,ctd,1
02,01,eicken,1
02,01,flagg,1
02,01,hourly,1
02,01,ice,1
02,01,moran,1
02,01,particulate,1
02,01,seabeam,1
02,01,underway,1
02,01,uscg,1
02,"01,03",biomarkers,1
02,03,1,1
