word1,word2,word3,n
212,854,6851,1
212,pp,1165,1
2120,0209,6,1
2130i,cavity,ring,1
2146,0128,6,1
215,temp,humidity,1
2161,2169,bt,1
2169,bt,hassett,1
218,231,taxonomists,1
2190,award,program,1
21st,2012,sixteen,1
21st,27th,august,1
21st,century,4,1
21st,century,climate,1
21st,century,compared,1
21st,century,evolution,1
21st,century,fire,1
21st,century,geophysical,1
21st,century,ice,1
21st,century,shifts,1
21st,century,time,1
21x,micrologger,measuring,1
21x21,pixel,region,1
22,1800,2327,1
22,1998,flt13,1
22,1998,flt6,1
22,2009,updated,1
22,23,2014,1
22,31,includes,1
22,april,2018,1
22,columnar,fields,1
22,flight,1771,1
22,july,2014,1
22,june,2004,1
22,march,2006,1
22,nov,1997,1
22,october,1997,1
22,october,2009,1
22,rf13,1627,1
"22,000","90,000",km,1
"22,000",km2,region,1
2200,utc,beginning,1
2200,utc,images,1
2215,raggio,parkway,1
2218,6,14,1
2238,0307,5,1
225,operating,range,1
2250,6,09,1
2255,5,21,1
2259,6,13,1
226,ra,radium,1
226ra,radium,isotopes,1
228,mg,wet,1
228,ra,t1,1
23,0332,7,1
23,1904,2053,1
23,2015,july,1
23,2120,0209,1
23,april,2009,1
23,august,2016,1
23,bottles,rotating,1
23,experiments,88,1
23,flight,1754,1
23,march,2003,1
23,september,2008,1
23,september,2015,1
23,study,plots,1
23,treshnikov,divisions,1
23,treshnikov,domains,1
2305,2316,doi,1
2310,6,24,1
2316,5,28,1
2316,doi,10.1038,1
2317,6,02,1
2319,6,06,1
2327,6,22,1
235,unique,locations,1
2350,2352,correction,1
2351,5,20,1
237,doi,10.1086,1
239,312,329,1
239pu,measurement,method,1
23rd,august,14th,1
24,0327,5,1
24,2014,2310,1
24,25,2010,1
24,25,2012,1
24,25,2013,1
24,29,july,1
24,3331,3343,1
24,6,30,1
24,aug,2004,1
24,august,2004,1
24,element,array,1
24,element,doi,1
24,flight,1772,1
24,growth,curves,1
24,hour,day,1
24,hour,forecast,1
24,hour,solar,1
24,hour,surface,1
24,hours,averaged,1
24,july,12,1
24,june,1998,1
24,km,spatial,1
24,mb,raw,1
24,mile,69,1
24,rf14,1547,1
24,september,13,1
24,shallow,screened,1
24,systems,locations,1
246,file,data,1
25,16,sites,1
25,1998,flt11,1
25,2008,updated,1
25,2009,spanning,1
25,25,50,1
25,30,35,1
25,50,100,1
25,50,200,1
25,50,50,1
25,6426,6440,1
25,august,2004,1
25,cm,hole,1
25,cm,thaw,1
25,cores,site,1
25,days,61,1
25,degrees,celsius,1
25,ice,core,1
25,july,2005,1
25,kilometers,north,1
25,miles,south,1
25,minutes,west,1
25,mm,acrodisc,1
25,occurred,analysis,1
25,peer,reviewed,1
25,pptv,pi,1
25,radiocarbon,dated,1
25,rf08,1652,1
25,rural,communities,1
250,400,meters,1
250,cubic,centimeter,1
250,µm,fraction,1
"250,000",scale,hamilton,1
250ml,bottle,samples,1
254,nanometers,nm,1
25km,grid,ease,1
25m,elev,asl,1
26,0004,7,1
26,15,tl,1
26,2008,updated,1
26,27,2017,1
26,april,2003,1
26,august,1993,1
26,august,1998,1
26,august,2004,1
26,microns,grained,1
26,october,2008,1
26,separate,experiments,1
26,september,2008,1
260,nm,standardized,1
264,21,mol,1
264,2735,meters,1
266.7,mm,length,1
269,283,doi,1
26al,10be,change,1
27,0312,5,1
27,2010,measurements,1
27,2017,workshop,1
27,2238,0307,1
27,april,2005,1
27,april,2006,1
27,c.hyperboreus,abundances,1
27,july,2004,1
27,july,2011,1
27,rf15,1556,1
27,september,1996,1
2735,meters,depth,1
279,286,doi,1
27th,august,2016,1
28,0003,7,1
28,2000,2316,1
28,218,231,1
28,april,2004,1
28,april,2007,1
28,august,2012,1
28,chain,length,1
28,flight,1755,1
28,flight,1756,1
28,july,1990,1
28,july,2010,1
28,june,2017,1
28,june,27,1
28,mg,cm2,1
28,minutes,north,1
28,respired,validating,1
28,rf09,1630,1
28,sep,98,1
"28,750",km2,total,1
2800,nm,unit,1
280nm,ammonium,nitrate,1
283,doi,10.1007,1
286,doi,10,1
29,0004,7,1
29,1919,0124,1
29,2009,updated,1
29,2013,details,1
29,april,2002,1
29,december,2007,1
29,july,2011,1
29,july,2013,1
29,rf16,1658,1
29,september,10,1
2922,2940,andrews,1
2946,http,scholarlyrepository.miami.edu,1
2b,technologies,o3,1
2bb716a2,35dc,400a,1
2d,data,collected,1
2d,groundwater,investigations,1
2h,depleted,values,1
2h,enriched,values,1
2h,plots,1,1
2m,air,temperature,1
2m,height,solar,1
2m,nr,instrument,1
2m,potassium,chloride,1
2m,water,vapor,1
2mm,fraction,0,1
2n2,4,diurnal,1
3,0.08,μm,1
3,148,152,1
3,15,hours,1
3,2002,ice,1
3,22,08,1
3,28,respired,1
3,31,2008,1
3,355,363,1
3,4,0,1
3,4,140,1
3,4,celsius,1
3,4,meter,1
3,4,meters,1
3,5,meters,1
3,5,samples,1
3,5,species,1
3,6,days,1
3,6,fold,1
3,6,weeks,1
3,68,degrees,1
3,9,98,1
3,â,7,1
3,airborne,lidar,1
3,ascii,darby,1
3,biome,shifts,1
3,ccma,model,1
3,ch4,data,1
3,cloud,microphysics,1
3,conducting,lab,1
3,control,1,1
3,control,2,1
3,control,3,1
3,control,4,1
3,convert_geotiff,output,1
3,data,filtering,1
3,datasets,2,1
3,day,cruises,1
3,define,community,1
3,dichlorodiphenyltrichloroethanes,ddts,1
3,dimensional,3,1
3,dimensional,dataset,1
3,dimensional,density,1
3,dimensional,finite,1
3,dimensional,terrain,1
3,dimensions,depth,1
3,dimensions,temperature,1
3,do8,xlsx,1
3,document,local,1
3,employ,electron,1
3,establish,relationships,1
3,estimate,key,1
3,estimate,nest,1
3,excel,community,1
3,experimental,reaches,1
3,fert,1,1
3,fert,2,1
3,file,fulltundra_series.txt,1
3,firn,cores,1
3,foraminiferal,percentage,1
3,freshwater,release,1
3,glacier,cover,1
3,graminoid,tundra,1
3,heat,addition,1
3,holocene,glaciation,1
3,hour,averages,1
3,hour,cycle,1
3,hourly,10,1
3,hourly,data,1
3,hourly,output,1
3,indicating,core,1
3,international,collaborations,1
3,july,2010,1
3,km,supporting,1
3,located,southeast,1
3,lowell,tcm,1
3,measure,englacial,1
3,melt,ponds,1
3,meter,tall,1
3,minute,averages,1
3,ml,aliquots,1
3,model,experiments,1
3,modern,snow,1
3,moorings,lm1,1
3,mutually,orthogonal,1
3,newly,expanded,1
3,nh,4,1
3,nm,resolution,1
3,paul,shepson,1
3,phytomass,data,1
3,po4,na,1
3,precipitation,partitioning,1
3,process,studies,1
3,provide,regional,1
3,q2when,date,1
3,raynolds,martha,1
3,reparameterize,alfresco,1
3,replicate,measurements,1
3,replications,12,1
3,requesting,experienced,1
3,rescuing,precious,1
3,resilient,sensor,1
3,sampling,day,1
3,sociopolitical,organization,1
3,specific,heat,1
3,step,lugol,1
3,submarine,melt,1
3,summer,fall,1
3,summit,station,1
3,supporting,firn,1
3,tar,files,1
3,temp,1,1
3,temp,2,1
3,terrestrial,vegetation,1
3,tf,1,1
3,tf,2,1
3,timepoints,paired,1
3,times,daily,1
3,timewor,time,1
3,tundra,types,1
3,type,waters,1
3,watershed,averaged,1
3,week,period,1
3,weeks,earlier,1
3,weeks,sample,1
3,wider,4,1
3,zip,files,1
"3,500",cal,bp,1
3.0,mm,mesh,1
3.18,cm,diameter,1
3.2,features,improvements,1
3.2,mm,ball,1
3.30,ppb,σ,1
3.46,10,6,1
3.5,khz,data,1
3.5,minutes,typical,1
3.7,micron,band,1
3.8,microns,arctic,1
3.9,1.5,0.5,1
30,1906,0026,1
30,1998,flt7,1
30,1998,frames,1
30,40,ug,1
30,50,centimeters,1
30,50,km,1
30,50,students,1
30,70,km,1
30,arctic,system,1
30,cm,depth,1
30,cm,depths,1
30,cm,i.d,1
30,community,elders,1
30,december,2008,1
30,degree,north,1
30,flight,1757,1
30,january,2007,1
30,june,2002,1
30,ky,bp,1
30,march,2009,1
30,meters,length,1
30,miles,south,1
30,min,intervals,1
30,minute,averages,1
30,minutes,lines,1
30,minutes,logger,1
30,ml,serum,1
30,precipitation,events,1
30,psia,0,1
30,psia,approximately,1
30,standard,locations,1
30,usb,unit,1
30,yr,normals,1
30,yr,temporal,1
30.9,practical,salinity,1
300,3000,nm,1
300,400,mm,1
300,geotiff,files,1
300,shoreline,change,1
300khz,adcp,300khz,1
300khz,rdi,teledyne,1
301,anchorage,ak,1
3017,masl,st,1
303,days,equipped,1
3039,57,hibler,1
305,284,4877,1
305,nm,320,1
31,11,4483,1
31,2010,pages,1
31,2014,future,1
31,2016,future,1
31,39,meters,1
31,august,2004,1
31,december,1993,1
31,december,2003,1
31,december,2005,1
31,december,2007,1
31,december,2010,1
31,december,2012,1
31,elements,al,1
31,flight,1758,1
31,ground,based,1
31,hydrological,gauges,1
31,includes,derived,1
31,july,2009,1
31,modis,imagery,1
31,students,interviewed,1
31.40,ghz,window,1
310,kpa,45,1
315,profiles,deep,1
32,309,313,1
32,58,meters,1
32,km,transect,1
32,station,network,1
32,station,observing,1
3210,doi,10.1029,1
3211,3226,data,1
3211,3226,nowacki,1
322,332,doi,1
3226,data,archived,1
323,1.60,ng,1
324,profiles,deep,1
324150,shipboard,data,1
328,ft,wetted,1
33,140,148,1
33,4,269,1
33,43,meters,1
33,box,cores,1
330,343,mann,1
331,co2,flux,1
33146,305,284,1
33199,0001,grand,1
332,doi,10.3189,1
333,west,4th,1
3331,3343,doi,1
3343,doi,10.1111,1
3372,related,urls,1
34,000,atoms,1
34,1097,1103,1
34,expendable,drops,1
34,individual,compounds,1
34,minutes,west,1
34,variables,including,1
"34,805",current,ensembles,1
343,days,equipped,1
343,mann,d.h,1
345,persistent,ponds,1
346,days,equipped,1
347,days,equipped,1
349,days,ice,1
35,chemical,proxies,1
35,distinct,moss,1
35,ka,assessing,1
35,russian,east,1
"35,645",665,zhang,1
35.3,km,catchment,1
3500,hertz,hz,1
3500,soil,samples,1
351,days,equipped,1
351,km2,6,1
351,survey,responses,1
3523,ge,detector,1
354,m.a.s.l,groundwater,1
35487,205,348,1
355,363,doi,1
357,days,equipped,1
358,days,equipped,1
35dc,400a,9c4a,1
36,12,2350,1
36,2,28,1
36,cl,chlorine,1
36,pg,1553,1
36,trees,exposed,1
360,degree,unwrapped,1
360,degree,views,1
360,fac10,observations,1
363,doi,10.1657,1
366,days,equipped,1
368,1984,pp,1
368,days,equipped,1
369,days,equipped,1
369,element,matrices,1
37,7,tg,1
37,degrees,38,1
37,ghz,data,1
37,l13501,doi,1
37,minutes,west,1
37,reference,tables,1
37,temperature,salinity,1
"37,344",indirect,alaskan,1
370,days,equipped,1
371,element,matrices,1
374,days,equipped,1
374,eubosmina,specimens,1
375,days,equipped,1
376,days,equipped,1
379,days,equipped,1
37pc,37tc,40pc,1
37sm,conductivity,temperature,1
37tc,40pc,40tc,1
38,2,115,1
38,70,120,1
38,degrees,30,1
38,khz,acoustic,1
38,response,rate,1
38,silk,mesh,1
"38,000",fe,oxide,1
"38,000",lakes,larger,1
38.17600834,2,photographs,1
38.48,atqasuk,usa,1
38.54980,degrees,west,1
380,meter,thick,1
380,nanometers,nm,1
380,nm,ultraviolet,1
387,days,equipped,1
39,1985,1992,1
39,kilovolts,potential,1
39,lakes,located,1
39,meters,depth,1
39,minke,21,1
39,suppl,2,1
"39,000",fe,grain,1
"39,926",grid,cells,1
39.0435,west,1563,1
39.1788,west,1543,1
39.3119,west,1664,1
39.6,mm,diameter,1
391,days,collecting,1
3cm,resolution,targeting,1
3d,electromagnetic,induction,1
3d,flow,modeling,1
3d,resolved,sea,1
3d,watershed,scale,1
3m,running,averages,1
3rd,largest,diamond,1
4,0,00,1
4,10,cm,1
4,14,07,1
4,140,150,1
4,2,0.6,1
4,2,tdp,1
4,2014,mooring,1
4,269,283,1
4,38,mm,1
4,5,celsius,1
4,5,doi,1
4,5,stations,1
4,5,times,1
4,"5,2008",coinciding,1
4,5o,celsius,1
4,6,8,1
4,65,78,1
4,7,stations,1
4,795,805,1
4,8,degrees,1
4,98,0017,1
4,bacterial,phyla,1
4,barrel,haps,1
4,barren,tundra,1
4,borax,buffered,1
4,centimeter,cm,1
4,channel,radiometers,1
4,cm,photographs,1
4,control,1,1
4,control,2,1
4,control,3,1
4,control,4,1
4,convair,580,1
4,cultural,conservation,1
4,data,files,1
4,december,2011,1
4,degree,celsius,1
4,emissions,zona,1
4,estimate,environmental,1
4,excel,community,1
4,exchange,deglaciated,1
4,females,5,1
4,fert,1,1
4,fert,2,1
4,fluxes,operating,1
4,fluxes,suggested,1
4,formalin,solution,1
4,funnel,type,1
4,geogrid,parameter,1
4,glacier,mass,1
4,grain,size,1
4,ground,based,1
4,heat,budget,1
4,hexachlorocyclohexanes,hchs,1
4,identified,alaskan,1
4,inch,electromechanical,1
4,intended,harvests,1
4,investigate,arctic,1
4,itex,sites,1
4,killer,35,1
4,km,2,1
4,km,horizontal,1
4,largest,amplitude,1
4,los,gatos,1
4,meter,average,1
4,micron,ice,1
4,miroc,3.2,1
4,ml,cryovials,1
4,modify,ed,1
4,months,365,1
4,moss,grids,1
4,noble,gas,1
4,phi,modal,1
4,phi,sand,1
4,phytomass,data,1
4,po,4,1
4,postproc,script,1
4,precipitation,precipitation,1
4,primary,productivity,1
4,public,outreach,1
4,quantifying,water,1
4,questions,1,1
4,sampling,time,1
4,shorter,5,1
4,sites,sampled,1
4,snow,depths,1
4,source,sediment,1
4,species,species,1
4,square,km,1
4,swe,measurements,1
4,t30,resolution,1
4,temp,1,1
4,temp,2,1
4,test,hypotheses,1
4,tf,1,1
4,tf,2,1
4,thermal,diffusivity,1
4,transect,5,1
4,undergraduate,theses,1
4,utilizing,inuit,1
4,wb9,wb21,1
"4,000",people,roughly,1
4.1,meter,deep,1
4.2,times,10,1
4.5,1,km3,1
4.5,cm,diameter,1
4.8,versus,1.9,1
40,11,2161,1
40,20,snow,1
40,3,4,1
40,80,cm,1
40,8m,wide,1
40,air,temperatures,1
40,cesm,le,1
40,cm,bags,1
40,cm,jmc,1
40,data,set,1
40,db,amp,1
40,degree,fahrenheit,1
40,european,centre,1
40,file,data,1
40,foot,12m,1
40,kilometer,km,1
40,ml,water,1
40,reanalysis,1979,1
40,station,records,1
40,students,annual,1
40,trigger,core,1
40,ug,liter,1
40,µm,sized,1
400,700,nanometers,1
400,700,nm,1
400,900,mass,1
400,c.e,current,1
400,protist,cells,1
400,square,kilometers,1
400a,9c4a,9db9a7a03cb4,1
4017,4027,data,1
401d,a0d8,aadf031f6ee4,1
4027,data,archived,1
4043,8232,columbia,1
40ca,44ca,42ca,1
40f,4c,computed,1
40m,footprints,stemming,1
40pc,40tc,41gc,1
40pc,mscl,data,1
40tc,40pc,ct,1
40tc,40pc,mscl,1
40tc,41gc,references,1
40th,seattle,washington,1
41,12,4238,1
41,continuously,observing,1
41,element,grid,1
"41,667",monthly,values,1
41.4807,65.7751,41.8672,1
41.8672,65.9997,42.7831,1
413,421,information,1
413,days,equipped,1
4147,af66,f45eac53738d,1
418,428,kunze,1
41gc,data,include,1
41gc,references,reilly,1
42,snow,samples,1
420,instruments,tvecsbe,1
420,khz,upward,1
420x106,cubic,meter,1
4210,university,ave,1
423,days,equipped,1
4246,43.3.355,files,1
426,days,equipped,1
428,days,equipped,1
43,10,2008_greenland_to.csv,1
43,10,2009_greenland_to.csv,1
43,10,2016_greenland_g1xb.csv,1
43,2044,2048,1
43,3,355,1
43,applications,received,1
43,cnv,copy,1
43,doi,10.1002,1
43,meters,depth,1
43,oxygen,sensor,1
43,reference,tables,1
4391,doi,10.1029,1
43df,9929,8152b5c26b51,1
44,418,428,1
44,degrees,52,1
445,2011,doi,1
445,452,2011,1
4483,4500,doi,1
449f,aad1,2ff8f8d0fb27,1
44ca,40ca,44ca,1
45,250,µm,1
45,569,579,1
45,kilometers,km,1
45,permanent,plots,1
450,1050,nm,1
4500,doi,10.1175,1
452,2011,www.the,1
4521,2015,2015,1
4521,4538,https,1
4538,https,doi.org,1
458m,extensive,mass,1
4591,2013,bg,1
4591,2013,html,1
4591,data,tables,1
46,fixed,stations,1
46,minutes,47,1
4614,aleut,international,1
4614,funding,agency,1
466,doi,10.3354,1
47,e2020gl088854,https,1
47,minke,7,1
"47,943",scale,chart,1
471,square,kilometers,1
4735,guarded,wheatstone,1
475,484,bt,1
4774,b275,0e979152f7eb,1
47x51,octagonal,grid,1
48,1,547,1
48,10,2397,1
48,1307,1328,1
48,4,795,1
48,hour,500mb,1
48,hour,forecast,1
48,hour,surface,1
48,hours,prior,1
48.4,degrees,northward,1
4800,dpi,scanned,1
484,bt,hassett,1
488,nm,laser,1
4888,820f,8025be9c09be,1
49,730,90,1
49,minutes,west,1
49,strainmeters,installed,1
49,xctd,xbt,1
49401,9401,university,1
4c,computed,tomography,1
4cafe16b,b91b,4ea0,1
4d,var,adjoint,1
4ea0,9cb0,6a8fb8eb4525,1
4km,resolution,ice,1
4km,visual,range,1
4mm,dds,3,1
4mm,dds2,tape,1
4th,avenue,ste,1
5,0350,5,1
5,10,15,1
5,10,centimeters,1
5,10,cm,1
5,10,mph,1
5,11,0312,1
5,111,schulla,1
5,12,rf04,1
5,15,0256,1
5,15,cm,1
5,16,50,1
5,16,pfa,1
5,16,rf05,1
5,18,0330,1
5,19,09,1
5,19,2106,1
5,19,rf06,1
5,20,0300,1
5,20,1947,1
5,200,meters,1
5,2010,updated,1
5,2014,approximately,1
5,2015,april,1
5,21,09,1
5,21,2005,1
5,21,6,1
5,21,flight,1
5,21,rf07,1
5,23,1904,1
5,23,flight,1
5,24,0327,1
5,25,rf08,1
5,27,0312,1
5,27,2238,1
5,28,08,1
5,28,2000,1
5,28,june,1
5,28,rf09,1
5,29,1919,1
5,30,1906,1
5,30,50,1
5,30,flight,1
5,31,flight,1
5,4,98,1
5,445,452,1
5,4cm,sections,1
5,5,0350,1
5,5,rf01b,1
5,5,rf02,1
5,7,0220,1
5,773,2012,1
5,8,microns,1
5,8,rf03,1
5,analyze,observations,1
5,appraise,policy,1
5,april,2018,1
5,august,1985,1
5,august,2005,1
5,august,2011,1
5,boreal,forest,1
5,ch4,hs,1
5,climate,projections,1
5,cloud,radiative,1
5,clusters,87.5,1
5,cm,degrees,1
5,cm,sampling,1
5,cm,soil,1
5,cm,station,1
5,continuing,3d,1
5,contributing,data,1
5,control,5,1
5,core,climate,1
5,couple,ed,1
5,cyano,"2,3",1
5,data,files,1
5,day,time,1
5,decimal,latitude,1
5,degrees,centigrade,1
5,depths,soil,1
5,dinitrogen,pentoxide,1
5,doi,10.1002,1
5,enlisting,inuit,1
5,enzymes,leucine,1
5,era5,2010,1
5,geogrid,namelist.wps,1
5,hdi,hybrid,1
5,heave,measurements,1
5,iceberg,tracker,1
5,july,2003,1
5,july,2010,1
5,khz,mid,1
5,kilometer,polar,1
5,km,downvalley,1
5,km,equal,1
5,km,resolution,1
5,marine,sediment,1
5,meteorological,data,1
5,meter,spaced,1
5,meters,covering,1
5,min,data,1
5,min,intervals,1
5,min,met,1
5,mineral,weight,1
5,minute,data,1
5,minute,gridded,1
5,minute,logging,1
5,percent,final,1
5,phytomass,data,1
5,ps80,323,1
5,replicates,soil,1
5,rf01b,0036,1
5,rf02,1849,1
5,semidiurnal,m2,1
5,september,2002,1
5,september,2015,1
5,sponsors,university,1
5,square,meters,1
5,um,photosynthetic,1
5,west,greenland,1
5,zip,files,1
5,µs,cm,1
5_min,data,columns,1
"5,942",grid,cells,1
5.0,functional,gene,1
5.0,investigators,extrapolated,1
5.4,min,north,1
5.4,times,10,1
5.75,km,lake,1
50,100,200,1
50,100,meter,1
50,200,500,1
50,200,khz,1
50,50,75,1
50,53,west,1
50,75,75,1
50,cm,depth,1
50,cm,layer,1
50,cm,provided,1
50,degrees,north,1
50,kilometers,west,1
50,km,box,1
50,km,coastal,1
50,km,foot,1
50,km,reindeer,1
50,km,series,1
50,marine,terminating,1
50,meter,50,1
50,meter,tower,1
50,meter,transects,1
50,milliliter,centrifuge,1
50,ml,clean,1
50,students,annual,1
500,km,radius,1
500,land,cover,1
500,mhz,antennae,1
5000,capillary,ion,1
5000,individual,frontal,1
50188,2013,sediment,1
502c,df,igps,1
502cdf,igps,sonar,1
504.862.3270,files,6,1
50km,arcmip,ease,1
50km_series.txt,50,km,1
50th,75th,85th,1
51,103,converted,1
51,172,159,1
51,minutes,west,1
510,instrument,biospherical,1
5103,hobo,pro,1
519,1,0,1
5192,program,arctic,1
52,minutes,52,1
52,minutes,west,1
5250,campanile,drive,1
53,bottom,pressure,1
53,c.w,thorntwaite,1
53,conductivity,temperature,1
53,microcat,recorder,1
53,minutes,west,1
53,space,delimited,1
53,µm,mesh,1
53.2,degrees,southward,1
53.3,day,half,1
53.442,ny,alesund,1
54,63,322,1
"54,800",square,kilometers,1
54.7,min,west,1
543,1258,departmental,1
543,1394,roger,1
543,4043,8232,1
547,606,sonar,1
55,abundance,biomass,1
55,conductivity,temperature,1
55,inuit,interviews,1
55,releve,plots,1
550,samples,collected,1
5500,6500,14c,1
5500,hectare,ha,1
555,ice,velocity,1
56,conductivity,temperature,1
56,minutes,north,1
56,temperature,loggers,1
569,579,putt,1
57,136,152,1
57,72,62,1
57,final,report,1
5700,gps,receiver,1
5700,mg,wet,1
5717,corbett,hall,1
575,kb,compressed,1
58,212,pp,1
58,published,radon,1
580,flight,date,1
587519.70w,7920274.01n,zone,1
59.8,gm,2.11,1
595a,4774,b275,1
5cm,depth,sensors,1
5cm,ice,core,1
5m,2,receiver,1
5m,water,depth,1
6,00,utc,1
6,01,2000,1
6,02,1959,1
6,03,1906,1
6,04,flight,1
6,05,2146,1
6,06,1932,1
6,07,1904,1
6,08,flight,1
6,09,1859,1
6,09,flight,1
6,1,76,1
6,1,cnrm,1
6,11,1801,1
6,11,flight,1
6,12,24,1
6,13,1746,1
6,13,flight,1
6,14,1912,1
6,14,flight,1
6,141,159,1
6,17,08,1
6,18,1856,1
6,19,2051,1
6,19,flight,1
6,1997,data,1
6,20,flight,1
6,2001,2009,1
6,2014,details,1
6,2014,individual,1
6,22,1800,1
6,22,flight,1
6,23,2010,1
6,23,2120,1
6,24,2014,1
6,24,6,1
6,24,flight,1
6,25,2009,1
6,8,10,1
6,cal,ka,1
6,clusters,defined,1
6,cmip6,models,1
6,cnv,data,1
6,conducting,modern,1
6,cr6,data,1
6,days,resulting,1
6,decimal,longitude,1
6,females,returned,1
6,future,circulation,1
6,glacier,cover,1
6,hamilton,l.c,1
6,hourly,analysis,1
6,hours,ablation,1
6,hours,averaged,1
6,hours,recorded,1
6,hr,forecasts,1
6,hrs,depending,1
6,https,www.nestanet.org,1
6,internal,descriptor,1
6,itp,instrument,1
6,itp,systems,1
6,jun,30,1
6,killer,23,1
6,locati,respondent,1
6,march,2,1
6,march,5,1
6,meter,depth,1
6,miles,south,1
6,minute,records,1
6,minutes,north,1
6,months,cap,1
6,moorings,moorings,1
6,november,2009,1
6,phytomass,data,1
6,principal,component,1
6,q5age,age,1
6,sediment,temperature,1
6,shallower,sill,1
6,snow,depth,1
6,study,sites,1
6,water,level,1
6,week,cruise,1
6,μm,potassium,1
6.0,scenario,based,1
6.1,1.5,tg,1
6.2,2.3,versus,1
6.25,km,sea,1
6.3,mm,mounting,1
6.5,hole,calibrated,1
6.5,weight,lost,1
6.528,finally,based,1
6.5ºc,surpassing,previously,1
6.7,ghz,19,1
6.7,microns,arctic,1
6.82,ounces,buoyancy,1
60,000,70,1
60,71n,time,1
60,cloud,cover,1
60,degree,tilt,1
60,degrees,latitude,1
60,fold,increase,1
60,ft,depth,1
60,humpback,39,1
60,individual,geotiff,1
60,meters,landsat,1
60,min,averages,1
60,minutes,information,1
60,ml,brown,1
60,unvegetated,dominant,1
60_min,data,columns,1
600,km,ice,1
600,million,individual,1
600,mm,w.eq,1
600,nanometers,nm,1
600m,sbe37,2864,1
600m,sbe37,3524,1
600m,sbe37,3638,1
600m,sbe37,3647,1
600m,sbe37,4923,1
606,sonar,depth,1
60m,digital,elevation,1
611,variables,covering,1
62,70,doi,1
6200,portable,gas,1
63,150,µm,1
63,179,194,1
63,322,332,1
63,deg,15.467,1
635,667,nir,1
637,icebergs,discharged,1
64,kb,total,1
64.04n,145.74w,354,1
64.0891n,16.3357w,wgs84,1
64.0961n,16.3441w,wgs84,1
6400,09,soil,1
6400,csv,comma,1
6400,leaf,level,1
6400,net,ecosystem,1
64kbytes,sample,rate,1
65,2,theta,1
65,conductivity,temperature,1
65,degrees,6,1
65,meter,core,1
65.17,north,145.50,1
65.26,north,150.17,1
65.7751,41.8672,65.9997,1
65.9671,41.4807,65.7751,1
6500,14c,yr,1
65m,a.s.l,"11,000",1
65x65,polar,grids,1
65x65,polar,stereographic,1
66,3,4,1
66,68,north,1
66,alaskan,boreholes,1
66,winter,season,1
66.1812,north,39.0435,1
66.30298333,37.8867000,images,1
66.33081264,38.17600834,2,1
66.3548,north,39.1788,1
66.3622,north,39.3119,1
667,masl,station,1
667,nir,835,1
6698,fax,206,1
66n,ocean,transports,1
67,1524,1535,1
67,alaska,communities,1
67,alaskan,communities,1
67,degrees,north,1
67.11n,50.37w,data,1
67556c02,75c9,43df,1
68,deg,26,1
68,deg,30,1
68,degrees,37,1
68,degrees,46,1
68,discrete,stations,1
68.141,53.442,ny,1
68.33,161.33,ikerasaarsuk,1
68.63,north,149.6,1
69,21.077,west,1
69,deg,30,1
69,degrees,56,1
69,degrees,9,1
69.05,105.083,cherskii,1
69.29031,144.93134,1860,1
69.29312,144.93814,1772,1
69.42,north,149.58,1
69.99841,156.55,lower,1
6999,soil,temperature,1
6a8fb8eb4525,mary,louise,1
6th,april,2014,1
7,00,00,1
7,0220,5,1
7,10,mph,1
7,14,days,1
7,15,0250,1
7,16,rf11,1
7,18,0335,1
7,19,rf12,1
7,2011,2,1
7,21,0254,1
7,22,rf13,1
7,23,0332,1
7,24,rf14,1
7,26,0004,1
7,27,rf15,1
7,28,0003,1
7,29,0004,1
7,29,rf16,1
7,459,563,1
7,8,0318,1
7,8,2010,1
7,89,mm,1
7,9,2010,1
7,9,rf10,1
7,95,98,1
7,9775,9786,1
7,april,1,1
7,cm,medium,1
7,compare,corrected,1
7,conductor,cable,1
7,days,stations,1
7,discuss,means,1
7,etm,landsat,1
7,harvest,level,1
7,km,upglacier,1
7,legacy,organochlorine,1
7,phytomass,data,1
7,sei,1,1
7,upper,sampling,1
"7,018","7,975",cal,1
"7,946","10,226",cal,1
"7,975",cal,bp,1
7.0,cm,wide,1
7.5,myr,consistent,1
7.7,ndash,11.9,1
70,000,km,1
70,19,18.36n,1
70,benthic,invertebrate,1
70,conductivity,temperature,1
70,degrees,17,1
70,degrees,28,1
70,doi,10.1017,1
70,khz,airborne,1
70,kilometers,km,1
70,km,east,1
70.33,north,149.06,1
70.46677,156.939,reindeer,1
70.47,156.6,barrow,1
70.4891n,152.2665w,ice,1
700,bp,beringian,1
700,nm,bic,1
7000,thermal,erosion,1
70115,usa,meadallison,1
7039fe5d,a649,4147,1
704694,data,span,1
707,profiles,354,1
71,19,18.36n,1
71,deg,23,1
71,degrees,21,1
71,km,transect,1
71,samples,date,1
71.22198,156.783,atqasuk,1
71.2818,depth,1288,1
71.323,156.609,cambridge,1
71.3697,depth,1703,1
71.3755,depth,1858,1
71n,time,period,1
72,62,70,1
72,conductivity,temperature,1
72,degrees,35,1
72,degrees,36,1
72,hour,forecast,1
72,hour,surface,1
72,monitoring,stations,1
72.58,38.48,atqasuk,1
721,"39,926",grid,1
7210.1016,j.gca,2011.7208.7002,1
727,seaplane,destinations,1
7291,7303,doi,1
73,conductivity,temperature,1
73,study,plots,1
73,um,mesh,1
730,90,730,1
7303,doi,7210.1016,1
74,speleothems,providing,1
