word1,word2,n
qc,20130722.001900,2
qc,20130724.000000,2
qc,20130727.000000,2
qc,20130728.000000,2
qc,20130729.000000,2
qc,20130730.000000,2
qc,20130731.000000,2
qc,20130803.000000,2
qc,20130804.000000,2
qc,20130806.000000,2
qc,20130807.000000,2
qc,20130808.000000,2
qc,20130809.000000,2
qc,20130810.000000,2
qc,20130811.000000,2
qc,20130812.000000,2
qc,20130813.001908,2
qc,20130814.000000,2
qc,20130816.000000,2
qc,20130817.000000,2
qc,20130818.000000,2
qc,20130820.000000,2
qc,20130821.000000,2
qc,20130822.000000,2
qc,20130823.000000,2
qc,20130824.000000,2
qc,20130825.000000,2
qc,20130828.000000,2
qc,20130829.000000,2
qc,20130830.000000,2
qc,20130831.000000,2
qc,20130901.000000,2
qc,20130902.000000,2
qc,20130903.000000,2
qc,20130904.000000,2
qc,20130905.000000,2
qc,20130906.000000,2
qc,20130907.000000,2
qc,20130908.000000,2
qc,20130910.000000,2
qc,20130912.000000,2
qc,20130913.000000,2
qc,20130914.000000,2
qc,20130915.000000,2
qc,20130916.000000,2
qc,20130917.000000,2
qc,20130920.000000,2
qc,20130921.000000,2
qc,20130922.000000,2
qc,20130923.000000,2
qc,20130924.000000,2
qc,20130925.000000,2
qc,20130926.000000,2
qc,20130927.000000,2
qc,20130928.000000,2
qc,20130929.000000,2
qc,20130930.000000,2
qc,20131001.000000,2
qc,20131002.000000,2
qc,20131003.000000,2
qc,20131004.000000,2
qc,20131005.000000,2
qc,20131006.000000,2
qc,20131007.000000,2
qc,20131008.000000,2
qc,20131009.000000,2
qc,20131010.000000,2
qc,20131011.000000,2
qc,20131015.000000,2
qc,20131016.000000,2
qc,20131017.000000,2
qc,20131018.000000,2
qc,20131022.000000,2
qc,20131023.000000,2
qc,20131024.000000,2
qc,20131025.000000,2
qc,20131026.000000,2
qc,20131027.000000,2
qc,20131029.000000,2
qc,20131030.000000,2
qc,20131031.000000,2
qc,20131101.000000,2
qc,20131102.000000,2
qc,20131103.000000,2
qc,20131104.000000,2
qc,20131105.000000,2
qc,20131106.000000,2
qc,20131107.000000,2
qc,20131108.000000,2
qc,20131109.000000,2
qc,20131110.000000,2
qc,20131111.000000,2
qc,20131112.000000,2
qc,20131113.000000,2
qc,20131114.000000,2
qc,20131115.000000,2
qc,20131120.120001,2
qc,20131124.000000,2
qc,20131127.000000,2
qc,20131202.000000,2
qc,20131203.000000,2
qc,20131205.000837,2
qc,20131206.000000,2
qc,20131212.000000,2
qc,20131215.010014,2
qc,20131225.000000,2
qc,20131228.000000,2
qc,20131229.000000,2
qc,20140102.004528,2
qc,20140103.000000,2
qc,20140107.000000,2
qc,20140113.004533,2
qc,20140119.060000,2
qc,20140208.000000,2
qc,20140215.000000,2
qc,20140216.000000,2
qc,20140218.000000,2
qc,20140220.000000,2
qc,20140223.000000,2
qc,20140224.000000,2
qc,20140225.000000,2
qc,20140228.000000,2
qc,20140301.000000,2
qc,20140304.000000,2
qc,20140305.000000,2
qc,20140306.000000,2
qc,20140307.000000,2
qc,20140308.000000,2
qc,20140309.000000,2
qc,20140310.000000,2
qc,20140311.000000,2
qc,20140312.000000,2
qc,20140314.000000,2
qc,20140315.000000,2
qc,20140316.000000,2
qc,20140319.000000,2
qc,20140320.000000,2
qc,20140321.000000,2
qc,20140322.000000,2
qc,20140323.000000,2
qc,20140324.000000,2
qc,20140326.000000,2
qc,20140330.000000,2
qc,20140331.034358,2
qc,20140401.000000,2
qc,20140402.000000,2
qc,20140403.000000,2
qc,20140404.000000,2
qc,20140405.000000,2
qc,20140406.000000,2
qc,20140408.000000,2
qc,20140409.000000,2
qc,20140410.000000,2
qc,20140411.000000,2
qc,20140416.000000,2
qc,20140417.000000,2
qc,20140418.000000,2
qc,20140419.000000,2
qc,20140420.000000,2
qc,20140421.000000,2
qc,20140422.000000,2
qc,20140424.000000,2
qc,20140425.000000,2
qc,20140426.000000,2
qc,20140428.000000,2
qc,20140430.000000,2
qc,20140502.000000,2
qc,20140503.000000,2
qc,20140504.000000,2
qc,20140505.000000,2
qc,20140508.000000,2
qc,20140512.000000,2
qc,20140513.000000,2
qc,20140514.000000,2
qc,20140515.000000,2
qc,20140517.000000,2
qc,20140518.004731,2
qc,20140523.000000,2
qc,20140524.000000,2
qc,20140525.000000,2
qc,20140526.000000,2
qc,20140527.000000,2
qc,20140528.000000,2
qc,20140529.000000,2
qc,20140530.000000,2
qc,20140531.000000,2
qc,20140601.000000,2
qc,20140602.000000,2
qc,20140603.000000,2
qc,20140604.000000,2
qc,20140605.000000,2
qc,20140607.000000,2
qc,20140608.000000,2
qc,20140609.000000,2
qc,20140610.000000,2
qc,20140616.000000,2
qc,20140617.000000,2
qc,20140618.000000,2
qc,20140619.000000,2
qc,20140620.000000,2
qc,20140621.000000,2
qc,20140622.000000,2
qc,20140623.000000,2
qc,20140624.000000,2
qc,20140625.000000,2
qc,20140626.000000,2
qc,20140627.000000,2
qc,20140628.000000,2
qc,20140629.000000,2
qc,20140630.000000,2
qc,snc03,2
qxrd,mineralogy.csv,2
qzc,001,2
r1,thru20100304,2
r2,geojson,2
raw.csv,accumulation,2
recap,wais,2
report,sed,2
revised.csv,lakee5,2
rink,crevasse,2
river,discharge,2
rmt,004,2
root,biomass,2
routes.zip,1992,2
rov1,20170506xx00a,2
rov1,20170507xx00a,2
rov1,20170508xx00a,2
rov1,20170509xx00a,2
rov1,20170510xx00a,2
rov1,20170511xx00a,2
rov1,20170512xx00a,2
rov1,20170513xx00a,2
rov1,20170514xx00a,2
rov1,20170515xx00a,2
rov1,20170516xx00a,2
rov1,20170517xx00a,2
rov1,20170522xx00a,2
rov1,20170523xx00a,2
rov1,20170524xx00a,2
rov1,20170525xx00a,2
rov1,20170526xx00a,2
rov1,20170527xx00a,2
rov1,20170531xx00a,2
rov1,20170601xx00a,2
rov1,20170602xx00a,2
rov1,20170603xx00a,2
rov1,20170604xx00a,2
rov1,20170606xx00a,2
rov1,20170607xx00a,2
rov1,20170608xx00a,2
rov1,20170609xx00a,2
rov1,20170610xx00a,2
rov1,20170611xx00a,2
rov1,20170612xx00a,2
rov1,20170613xx00a,2
rov1,20170614xx00a,2
rov1,20170615xx00a,2
rov1,20170616xx00a,2
rov1,20170617xx00a,2
rov1,20170618xx00a,2
rov1,20170619xx00a,2
rtk,dem,2
rtk,ortho,2
russell,glacier,2
ryder,crevasse,2
s3,bathy,2
s6,bathy,2
sagwon,aci,2
salts,isotopes,2
sami57,csv,2
sapflow,sensor,2
sbe37,sn10527,2
sbe37,sn10528,2
sbe37,sn12926,2
sbe37,sn12928,2
sbe37,sn12929,2
sbe37,sn12960,2
sbe37,sn6158,2
sbe37,sn6284,2
sbe37,txt,2
sbe37sm,pg03,2
sbe37sm,pg26,2
scarfs,2015,2
scarfs,2016,2
scass,farmstead,2
script,output,2
sed,geochemistry.csv,2
sediment,pigment,2
sedoc,env,2
segl,accumulation,2
sensor,information,2
sf6,csv,2
shading,experiment,2
shorebird,banding.csv,2
shrub,bacteria,2
sikuliaq,final.dat,2
simplified,2013,2
simplified,2018,2
sims.csv,data,2
site1,eddy,2
site1,logger,2
site10,eddy,2
site10,logger,2
site2,eddy,2
site2,logger,2
site3,eddy,2
site3,logger,2
site4,eddy,2
site4,logger,2
site5,eddy,2
site5,logger,2
site6,eddy,2
site6,logger,2
site7,eddy,2
site7,logger,2
site8,eddy,2
site8,logger,2
site9,eddy,2
site9,logger,2
sitelake,eddy,2
sitelake,logger,2
sitesroster.csv,ca,2
skq201612s,o2ar,2
smtcapablx1,c1,2
smtmplpolx1,a1,2
smtpossx1,c1,2
smtsodarx1,a1,2
smtsondewnpnx1,b1,2
smv,navsnc,2
snow,data,2
snow,hg.csv,2
soil,field,2
soil,gasses,2
soil,temperatures,2
soilgasdata,22nov2013,2
soilrespirationdata,22nov2013,2
soilrespirationdatabase,tk,2
sonde,data,2
spconductance.csv,2012,2
spp.csv,arcsees,2
srftpco2,smv,2
srfund,srftpco2,2
ssc,manual.csv,2
stable,isotopes,2
station,hobo,2
stations.csv,nabos,2
statistics,releve,2
stem,tdr,2
stninfo,dbo.txt,2
sube,concatenated,2
suharnaya,16,2
sum,ch4,2
sum,co2,2
summary,enviro.csv,2
summit,2015,2
summit,greenland.csv,2
sumup,datasets,2
swamp,bathy,2
swk,015,2
swl,0019,2
swl,0021,2
swl,0022,2
swl,0023,2
swl,0024,2
swl,0025,2
t3,envirodata.csv,2
t4,envirodata.csv,2
ta,data.csv,2
table,1,2
table3,csv,2
tables,cumberlandp,2
tdr,vwc,2
temp,temps,2
tempcond,datecut.csv,2
temperature,depth,2
terrace,t1percov,2
terrace,t2percov,2
terrace,t3percov,2
tfw,south,2
thaw,2016,2
thaw,depth.csv,2
thetao,rcp45,2
thetao,rcp85,2
thru20100304,ict,2
thule,2015,2
thule,water,2
tif,peters,2
tif,ru,2
tif,sf,2
tif,south,2
tif.aux.xml,south,2
tif.ovr,sancruz50cm1,2
tif.ovr,shakan2m,2
tilt,current,2
tk,ldocdata,2
tk,soilgasdata,2
tk,soilrespirationdata,2
toacadis,20180608,2
toi,beaufortgyre,2
toolik,aci,2
toolik,calm,2
transplant,air,2
transplant,leaf,2
transplant,sagwon,2
transplant,sla,2
transplant,toolik,2
transplant,tussock,2
tree,biomass,2
treeline,summary2017,2
treeline,summary2018,2
tundra.txt,sat,2
txt,20072008,2
txt,gps,2
txt,melt,2
txt,okslose,2
txt,swe,2
txt,thule2017,2
u61,09,2
u66,09,2
uaf,102,2
uci,ice,2
uff,101,2
umiamako,crevasse,2
underwayo2,o2ar.txt,2
upernaviknorth,crevasse,2
upernaviksouth,crevasse,2
upper,ablation,2
upper,kuparuk,2
utqiagvik,calm,2
utqiagvik,invertebrate,2
utqiagvik,predator,2
v20171129,csv,2
v3,csv,2
vaisala,gmp343,2
viper,woody,2
waccm,arctic,2
waccm,fv2,2
wais,ipg,2
water,equivalent,2
water,levels.csv,2
water,vapor,2
wgs84,r2,2
wh,adcp,2
wt1,ctd,2
wtd,data,2
wv.txt,helheim,2
wv.txt,jakobshavn,2
wv.txt,kongoscar,2
wv.txt,ryder,2
wv.txt,upernaviksouth,2
www1202,bf013,2
www1202,sf009,2
www1204,bf005,2
www1204,df001,2
xlinebb,migtk,2
xliner,migtk,2
xtf,20120527022,2
z192cm.tif,peters,2
zachariae,crevasse,2
zip,infra,2
0,0,1
0,00,1
0,03,1
0,04,1
0,05,1
0,08,1
0,1,1
0,16,1
0,18,1
0,21,1
0,25,1
0,36,1
0,38,1
0,4,1
0,tif,1
00,a.xtf,1
00,m.tif,1
00.872,keku,1
000009,nc,1
000012,nc,1
000014,nc,1
000041,cdf,1
0001,14,1
0001,16,1
0001,19,1
0001,cnv,1
000122,cdf,1
0002,06,1
0002,07,1
0002,14,1
0002,15,1
0002,cnv,1
0003,19,1
0003,cnv,1
0004,07,1
0004,08,1
0004,19,1
0004,cnv,1
0005,cnv,1
0005,txt,1
0006,07,1
0006,16,1
0006,cnv,1
0006,txt,1
0007,07,1
0007,cnv,1
0007,txt,1
0008,07,1
0008,14,1
0008,cnv,1
0008,txt,1
0009,14,1
0009,19,1
0009,cnv,1
001,122919,1
001,164310,1
001,185913,1
001,cnv,1
001,dcc,1
0010,07,1
0010,14,1
0010,16,1
0010,19,1
0010,cnv,1
0011,07,1
0011,14,1
0011,16,1
0011,19,1
0011,cnv,1
0012,07,1
0012,15,1
0012,cnv,1
0013,14,1
0013,19,1
0013,cnv,1
0014,13,1
0014,15,1
0014,cnv,1
0015,10,1
0015,14,1
0015,15,1
0015,19,1
0015,cnv,1
0016,07,1
0016,09,1
0016,11,1
0016,12,1
0016,13,1
0016,16,1
0016,cnv,1
0017,cnv,1
0017,scs,1
0018,07,1
0018,08,1
0018,08nsidc.csv,1
0018,cnv,1
0018,scs,1
0019,08,1
0019,08nsidc.csv,1
0019,14,1
0019,19,1
0019,cnv,1
002,2019,1
002,cnv,1
002,dcc,1
002,txt,1
0020,07,1
0020,08,1
0020,08nsidc.csv,1
0020,2013,1
0020,cnv,1
0020,scs,1
0021,08nsidc.csv,1
0021,13,1
0021,14,1
0021,cnv,1
0021a,08,1
0021a,09,1
0021a,10,1
0021a,12,1
0022,08,1
0022,08nsidc.csv,1
0022,cnv,1
0023,08,1
0023,08nsidc.csv,1
0023,15,1
0023,19,1
0023,cnv,1
0024,16,1
0024,19,1
0024,cnv,1
0025,06,1
0025,14,1
0025,16,1
0025,19,1
0025,cnv,1
0026,09,1
0026,10,1
0026,11,1
0026,12,1
0026,13,1
0026,cnv,1
0026,scs,1
0027,11,1
0027,13,1
0027,19,1
0027,cnv,1
0028,06,1
0028,07,1
0028,10,1
0028,11,1
0028,12,1
0028,13,1
0028,14,1
0028,bc,1
0028,cnv,1
0029,06,1
0029,09,1
0029,11,1
0029,12,1
0029,13,1
0029,14,1
0029,19,1
0029,bc,1
0029,cnv,1
003,2018,1
003,cnv,1
003,dcc,1
003,txt,1
0030,06,1
0030,07,1
0030,10,1
0030,11,1
0030,12,1
0030,13,1
0030,14,1
0030,bc,1
0030,cnv,1
0031,06,1
0031,07,1
0031,10,1
0031,11,1
0031,12,1
0031,13,1
0031,14,1
0031,bc,1
0031,cnv,1
0032,06,1
0032,07,1
0032,08,1
0032,10,1
0032,11,1
0032,12,1
0032,13,1
0032,14,1
0032,bc,1
0032,cnv,1
0033,06,1
0033,07,1
0033,09,1
0033,10,1
0033,11,1
0033,12,1
0033,13,1
0033,bc,1
0033,cnv,1
0034,06,1
0034,07,1
0034,10,1
0034,11,1
0034,12,1
0034,13,1
0034,14,1
0034,15,1
0034,2012,1
0034,bc,1
0034,cnv,1
0035,06,1
0035,07,1
0035,10,1
0035,11,1
0035,12,1
0035,13,1
0035,14,1
0035,15,1
0035,19,1
0035,bc,1
0035,cnv,1
0036,06,1
0036,07,1
0036,10,1
0036,11,1
0036,12,1
0036,13,1
0036,14,1
0036,15,1
0036,bc,1
0036,cnv,1
0037,06,1
0037,09,1
0037,11,1
0037,12,1
0037,13,1
0037,14,1
0037,15,1
0037,19,1
0037,bc,1
0037,cnv,1
0038,10,1
0038,11,1
0038,12,1
0038,13,1
0038,14,1
0038,15,1
0038,19,1
0038,cnv,1
0039,06,1
0039,07,1
0039,10,1
0039,11,1
0039,12,1
0039,13,1
0039,cnv,1
004,2017,1
004,2018,1
004,cnv,1
004,dcc,1
004,txt,1
0040,09,1
0040,10,1
0040,11,1
0040,13,1
0040,19,1
0040,cnv,1
0041,09,1
0041,10,1
0041,11,1
0041,12,1
0041,13,1
0041,cnv,1
0042,08,1
0042,09,1
0042,11,1
0042,13,1
0042,19,1
0042,cnv,1
0043,08,1
0043,09,1
0043,10,1
0043,11,1
0043,12,1
0043,13,1
0043,19,1
0043,cnv,1
0044,08,1
0044,09,1
0044,cnv,1
0045,13,1
0045,19,1
0045,cnv,1
0046,13,1
0046,19,1
0046,cnv,1
0047,19,1
0047,cnv,1
0048,11,1
0048,12,1
0048,13,1
0048,19,1
0048,cnv,1
0049,13,1
0049,14,1
0049,19,1
0049,cnv,1
005,cnv,1
005,dcc,1
005,txt,1
0050,10,1
0050,11,1
0050,13,1
0050,14,1
0050,cnv,1
0051,13,1
0051,14,1
0051,19,1
0051,cnv,1
0052,09,1
0052,10,1
0052,11,1
0052,12,1
0052,13,1
0052,14,1
0052,19,1
0052,cnv,1
0053,10,1
0053,14,1
0053,19,1
0054,11,1
0054,12,1
0054,13,1
0054,14,1
0054,19,1
0055,12,1
0055,13,1
0055,14,1
0055,19,1
0056,12,1
0056,13,1
0056,14,1
0057,12,1
0057,13,1
0057,14,1
0057,19,1
0058,12,1
0058,13,1
0059,13,1
0059,19,1
006,2018,1
006,dcc,1
006,txt,1
0060,13,1
0060,19,1
0061,10,1
0061,14,1
0062,13,1
0062,14,1
0062,cnv,1
0063,13,1
0063,19,1
0064,14,1
0064,19,1
0065,13,1
0065,19,1
0069,19,1
007,2017,1
007,2018,1
007,cnv,1
007,dcc,1
007,txt,1
0070,19,1
008,cnv,1
008,dcc,1
008,txt,1
009,cnv,1
009,txt,1
0097439,data,1
01,0020,1
01,0026,1
01,0028,1
01,0030,1
01,0035,1
01,0036,1
01,0037,1
01,aplis,1
01,arcsees,1
01,healy,1
01,icex,1
01,sizrs,1
01.872,keku,1
010,2016,1
010,2017,1
010,2018,1
010,cnv,1
010,txt,1
011,2015,1
011,2016,1
011,2017,1
011,2018,1
011,cnv,1
011,dcc,1
011,pc,1
011,txt,1
012,2014,1
012,cnv,1
012,dcc,1
012,txt,1
012218,csv,1
013,2014,1
013,cnv,1
013,dcc,1
013,txt,1
014,2014,1
014,2017,1
014,cnv,1
014,dcc,1
014,txt,1
015,2016,1
015,2017,1
015,2018,1
015,cnv,1
015,dcc,1
015,txt,1
016,0,1
016,2016,1
016,2017,1
016,2018,1
016,cnv,1
016,txt,1
0168711,s001,1
017,2015,1
017,cnv,1
017,txt,1
018,cnv,1
018,dcc,1
018,txt,1
019,cnv,1
019,dcc,1
019,txt,1
02,07,1
02,18,1
02,51,1
02,aplis,1
02,dem,1
02,healy,1
02,nc,1
02,ortho,1
02,sikuliaq,1
02,sizrs,1
02.872,keku,1
020,cnv,1
020,dcc,1
020,txt,1
021,cnv,1
021,dcc,1
021,txt,1
022,cnv,1
022,dcc,1
022,txt,1
023,dcc,1
023,txt,1
024,cnv,1
024,txt,1
025,2014,1
025,2016,1
025,2017,1
025,2018,1
025,cnv,1
025,dcc,1
025,txt,1
026,2014,1
026,2016,1
026,2017,1
026,2018,1
026,cnv,1
026,dcc,1
026,txt,1
027,cnv,1
027,dcc,1
027,txt,1
028,2014,1
028,2016,1
028,2017,1
028,2018,1
028,cnv,1
028,dcc,1
028,txt,1
029,cnv,1
029,dcc,1
029,txt,1
03,0069,1
03,0070,1
03,1,1
03,22,1
03,araon,1
03,m.tif,1
03,mirai,1
03.872,keku,1
030,cnv,1
030,dcc,1
030,txt,1
031,2014,1
031,2016,1
031,2017,1
031,2018,1
031,cnv,1
031,dcc,1
031,txt,1
032,2014,1
032,2016,1
032,2017,1
032,2018,1
032,cnv,1
032,txt,1
033,2014,1
033,2016,1
033,2017,1
033,2018,1
033,cnv,1
033,txt,1
033117,csv,1
034,cnv,1
034,txt,1
035,cnv,1
035,txt,1
036,2016,1
036,2017,1
036,2018,1
036,cnv,1
036,dat,1
036,txt,1
037,cnv,1
037,dat,1
037,txt,1
038,2013,1
038,2014,1
038,2016,1
038,2017,1
038,2018,1
038,cnv,1
038,dat,1
038,txt,1
039,2014,1
039,2016,1
039,2017,1
039,2018,1
039,cnv,1
039,dat,1
039,txt,1
03uw,forams.csv,1
04,0013,1
04,006,1
04,21,1
04,25,1
04,csv,1
04,daily.csv,1
04,m.tif,1
04,xtf,1
04.872,esquibel2m.tfw,1
040,cnv,1
040,dat,1
040,txt,1
041,cnv,1
041,dat,1
041,txt,1
042,cnv,1
042,dat,1
042,txt,1
043,cnv,1
043,dat,1
043,txt,1
044,cnv,1
044,dat,1
044,txt,1
045,cnv,1
045,dat,1
045,txt,1
046,cnv,1
046,dat,1
046,txt,1
047,cnv,1
047,dat,1
047,txt,1
048,cnv,1
048,dat,1
048,txt,1
049,cnv,1
049,dat,1
049,txt,1
05,001,1
05,08,1
05,09,1
05,10,1
05,18,1
05,22,1
05,24,1
05,26,1
05,amundsen,1
05,araon,1
05,dem,1
05,laurier,1
05,m.tif,1
05,ortho,1
05,sizrs,1
05,xtf,1
05.27.2018,dat,1
050,cnv,1
050,dat,1
050,txt,1
051,cnv,1
051,dat,1
051,txt,1
052,cnv,1
052,dat,1
052,txt,1
05201avg.cnv,05301avg.cnv,1
053,cnv,1
053,dat,1
053,nc,1
053,txt,1
05301,bl,1
05301,btl,1
05301,cnv,1
05301,ros,1
05301avg.cnv,05301,1
05301avg.cnv,05401avg.cnv,1
054,cnv,1
054,dat,1
054,txt,1
05401,bl,1
05401,btl,1
05401,cnv,1
05401,ros,1
05401avg.cnv,05401,1
05401avg.cnv,05501avg.cnv,1
054430,cnv,1
055,cnv,1
055,dat,1
055,txt,1
05501,bl,1
05501,btl,1
05501,cnv,1
05501,ros,1
05501avg.cnv,05501,1
05501avg.cnv,05601avg.cnv,1
056,cnv,1
056,dat,1
056,nc,1
056,txt,1
05601,bl,1
05601,btl,1
05601,cnv,1
05601,ros,1
05601avg.cnv,05601,1
05601avg.cnv,05701avg.cnv,1
057,cnv,1
057,dat,1
057,txt,1
05701,bl,1
05701,btl,1
05701,cnv,1
05701,ros,1
05701avg.cnv,05701,1
05701avg.cnv,05801avg.cnv,1
058,cnv,1
058,dat,1
058,txt,1
05801,bl,1
05801,btl,1
05801,cnv,1
05801,ros,1
05801avg.cnv,05801,1
05801avg.cnv,05901avg.cnv,1
059,cnv,1
059,dat,1
059,txt,1
05901,bl,1
05901,btl,1
05901,cnv,1
05901,ros,1
05901avg.cnv,05901,1
05901avg.cnv,06001avg.cnv,1
06,0010,1
06,0011,1
06,0021,1
06,0025,1
06,04,1
06,05,1
06,08,1
06,12,1
06,14,1
06,2010,1
06,23,1
06,amundsen,1
06,daily.csv,1
06,dem,1
06,healy,1
06,nc,1
06,np,1
06,ortho,1
06,sizrs,1
06,xtf,1
060,cnv,1
060,dat,1
060,txt,1
06001,bl,1
06001,btl,1
06001,cnv,1
06001,ros,1
06001avg.cnv,06001,1
06001avg.cnv,06101avg.cnv,1
061,cnv,1
061,dat,1
061,txt,1
06101,bl,1
06101,btl,1
06101,cnv,1
06101,ros,1
061019,dat,1
06101avg.cnv,06101,1
06101avg.cnv,station,1
061219,dat,1
061419,dat,1
061620,csv,1
061913,txt,1
062,cnv,1
062,dat,1
062,txt,1
06201,bl,1
06201,btl,1
06201,cnv,1
06201,ros,1
06201avg.cnv,06201,1
062418,dat,1
063,cnv,1
063,dat,1
063,txt,1
064,cnv,1
064,dat,1
064,txt,1
064811,cnv,1
065,cnv,1
065,dat,1
065,txt,1
066,cnv,1
066,dat,1
066,txt,1
067,cnv,1
067,dat,1
067,nc,1
067,txt,1
068,cnv,1
068,dat,1
068,dcc,1
068,txt,1
069,2013,1
069,2014,1
069,2016,1
069,2017,1
069,2018,1
069,cnv,1
069,dat,1
069,dcc,1
069,txt,1
07,03,1
07,20,1
07,2016,1
07,30,1
07,cadis.csv,1
07,dem,1
07,healy,1
07,ortho,1
07,sizrs,1
07,xtf,1
070,cnv,1
070,dat,1
070,dcc,1
070,nc,1
070857,cnv,1
071,cnv,1
071,dat,1
071,dcc,1
071318,dat,1
072,cnv,1
072,dat,1
072,dcc,1
073,cnv,1
073,dat,1
073,dcc,1
073019,dat,1
073119,dat,1
074,cnv,1
074,dat,1
074,dcc,1
075,2014,1
075,2016,1
075,2018,1
075,cnv,1
075,dat,1
075,dcc,1
076,cnv,1
076,dat,1
077,cnv,1
077,dat,1
078,cnv,1
078,dat,1
079,cnv,1
079,dat,1
08,0005,1
08,0010,1
08,0012,1
08,0013,1
08,0019,1
08,0020,1
08,0023,1
08,04,1
08,10,1
08,14,1
08,17,1
08,2018,1
08,22,1
08,amundsen,1
08,araon,1
08,dem,1
08,m.tif,1
08,ortho,1
08,sizrs,1
08,xtf,1
080,cnv,1
080,dat,1
080519,dat,1
080531,cnv,1
080619,dat,1
080719,dat,1
0808cg044,cnv,1
080919,dat,1
081,cnv,1
081,dat,1
081,dcc,1
081019,dat,1
081119,dat,1
081519,dat,1
0818,txt,1
082,cnv,1
082,dat,1
082,dcc,1
083,cnv,1
083,dat,1
084,cnv,1
084,dat,1
084,dcc,1
084553,cnv,1
085,btl,1
085,dat,1
085,dcc,1
086,cnv,1
086,dat,1
086,dcc,1
087,cnv,1
087,dat,1
087,dcc,1
088,cnv,1
088,dat,1
089,btl,1
089,dat,1
09,11,1
09,15,1
09,16,1
09,17,1
09,30,1
09,amundsen,1
09,sikuliaq,1
09,single.csv,1
090,cnv,1
090,dat,1
091,cnv,1
091,dat,1
0911,csv,1
091312,061913,1
0917,0818,1
091944,cnv,1
092,cnv,1
092,dat,1
093,2013,1
093,2014,1
093,2016,1
093,2017,1
093,2018,1
093,cnv,1
093,dat,1
094,cnv,1
094,dat,1
095,cnv,1
095,dat,1
096,cnv,1
096,dat,1
097,cnv,1
097,dat,1
098,cnv,1
098,dat,1
099,cnv,1
099,dat,1
09snw3,flux.dat,1
09snw3,nc,1
0d1507,csv,1
1,16,1
1,4,1
1,adcp75,1
1,ais.csv,1
1,arcticdbv2,1
1,bruncin.csv,1
1,contour.zip,1
1,contours.zip,1
1,hour,1
1,irid.csv,1
1,readme.txt,1
1,slugtests.csv,1
1,stratigraphy,1
1,tac.csv,1
1,tfw,1
1,tif.aux.xml,1
1,tif.ovr,1
1,txt,1
1,water,1
10,0017,1
10,0034,1
10,0035,1
10,0036,1
10,0037,1
10,0038,1
10,0039,1
10,0040,1
10,0041,1
10,0052,1
10,1,1
10,11,1
10,13,1
10,2016,1
10,amundsen,1
10,cadis.csv,1
10,cnv,1
10,daily.csv,1
100,cnv,1
100,dat,1
101,cnv,1
101,dat,1
102,cnv,1
102,dat,1
103,cnv,1
103,dat,1
104,dat,1
105,dat,1
106,dat,1
107,dat,1
107m,qc.txt,1
107m.txt,m1,1
108,dat,1
109,dat,1
10bedata.csv,crumpetal2020,1
10m,borehole,1
11,12,1
11,18,1
11,amundsen,1
110,dat,1
111,dat,1
111543,cdf,1
112,2016,1
112,2017,1
112,2018,1
112,dat,1
113,dat,1
114,dat,1
115,2013,1
115,2014,1
115,2016,1
115,2017,1
115,2018,1
115,dat,1
116,2016,1
116,2017,1
116,2018,1
116,dat,1
117,dat,1
118,dat,1
119,dat,1
11a,icetemp.txt,1
11b,icetemp.txt,1
11pcforam.csv,od1507,1
12,0001,1
12,0002,1
12,0003,1
12,0005,1
12,07,1
12,2017,1
12,dem,1
12,ortho,1
12,polarstern,1
12,wsl.csv,1
120,dat,1
121,dat,1
122,dat,1
122919,csv,1
123,dat,1
124,dat,1
125,dat,1
126,dat,1
127,dat,1
128,dat,1
129,dat,1
12snw3,flux.dat,1
12snw3,nc,1
13,2019,1
13,mirai,1
130,dat,1
131,dat,1
132,dat,1
133,dat,1
133m.txt,m3f,1
134,dat,1
135,2016,1
135,2017,1
135m,qc.txt,1
135m.txt,m1,1
138m,qc.txt,1
138m.txt,m1,1
13ch4,csv,1
13co2,13ch4,1
14,15,1
14,2016,1
14,apr,1
14,daily.csv,1
14,icetemp.txt,1
14,mirai,1
1416,hr,1
1425m.csv,1750m.csv,1
14b,watertemp.csv,1
14c,ch4,1
14c,data.csv,1
14c,delc,1
14c,nsf.csv,1
14c,pw.txt,1
14c,results,1
14c,soil.csv,1
14c,v2,1
14c.csv,summit2013,1
15,apr,1
15,mirai,1
15,zip,1
150423,dem,1
150423,n83,1
150607,csv,1
150609,csv,1
150612,csv,1
150614,csv,1
150617,csv,1
150620,csv,1
150623,csv,1
150626,csv,1
150628,csv,1
150630,csv,1
150702,csv,1
150703,csv,1
150705,dem,1
150706,csv,1
150710,csv,1
150715,csv,1
150720,csv,1
150721,csv,1
150725,csv,1
150727,csv,1
150804,csv,1
150806,csv,1
150812,csv,1
151,0,1
156,2014,1
156,2016,1
156,2017,1
156,2018,1
15a,icetemp.txt,1
15b,icetemp.txt,1
15c,icetemp.txt,1
15min.csv,suicide,1
16,1,1
16,11,1
16,2,1
16,apr,1
16,barrow1,1
16,barrow2,1
16,bonan1,1
16,gakona,1
16,gulkana,1
16,icetemp.txt,1
16,kotzebue,1
16,livengood,1
16,lter2,1
16,m.tif,1
16,nsidc.csv,1
16,polarstern,1
16,single.csv,1
16,ufarm.csv,1
160419,150423,1
160419,dem,1
160419,n83,1
160711,dem,1
160805,160419,1
160805,dem,1
164,2016,1
164,2017,1
