word1,word2,word3,n
20130530.000000,cdf,smtfm02,1
20130530.000001,cdf,smtfm10,1
20130531.000000,cdf,smtfm02,1
20130531.000001,cdf,smtfm10,1
20130601.000000,cdf,smtfm02,1
20130601.000001,cdf,smtfm10,1
20130602.000000,cdf,smtfm02,1
20130602.000001,cdf,smtfm10,1
20130603,iceberg,meltinfo.txt,1
20130603.000000,cdf,smtfm02,1
20130603.000001,cdf,smtfm10,1
20130604.000000,cdf,smtfm02,1
20130604.000001,cdf,smtfm10,1
20130604001,xtf,portsantacruz,1
20130604002,xtf,portsantacruz,1
20130604003,xtf,portsantacruz,1
20130604004,xtf,portsantacruz,1
20130604005,xtf,portsantacruz,1
20130604006,xtf,portsantacruz,1
20130604007,xtf,portsantacruz,1
20130604008,xtf,portsantacruz,1
20130604009,xtf,portsantacruz,1
20130604010,xtf,portsantacruz,1
20130604011,xtf,portsantacruz,1
20130604012,xtf,portsantacruz,1
20130604013,xtf,portsantacruz,1
20130604014,xtf,portsantacruz,1
20130604015,xtf,portsantacruz,1
20130604016,xtf,portsantacruz,1
20130604017,xtf,portsantacruz,1
20130605,20130725,iceberg,1
20130605,iceberg,meltinfo.txt,1
20130605.000000,cdf,smtfm02,1
20130605.000001,cdf,smtfm10,1
20130605000,xtf,portsantacruz,1
20130605001,xtf,portsantacruz,1
20130605002,xtf,portsantacruz,1
20130605003,xtf,portsantacruz,1
20130605004,xtf,portsantacruz,1
20130605005,xtf,portsantacruz,1
20130605006,xtf,portsantacruz,1
20130605007,xtf,portsantacruz,1
20130605008,xtf,20120525000,1
20130605009,xtf,portsantacruz,1
20130605010,xtf,portrefugio,1
20130606.000000,cdf,smtfm02,1
20130606.000002,cdf,smtfm10,1
20130606000,xtf,portdelores,1
20130606001,xtf,portdelores,1
20130606002,xtf,portdelores,1
20130606003,xtf,portdelores,1
20130606004,xtf,portdelores,1
20130606005,xtf,portdelores,1
20130606006,xtf,portdelores,1
20130606007,xtf,portdelores,1
20130606008,xtf,portdelores,1
20130606009,xtf,portdelores,1
20130606010,xtf,portdelores,1
20130606011,xtf,portdelores,1
20130606012,xtf,portdelores,1
20130606013,xtf,portdelores,1
20130606014,xtf,portdelores,1
20130606015,xtf,portdelores,1
20130606016,xtf,portdelores,1
20130606017,xtf,portdelores,1
20130606018,xtf,portdelores,1
20130606019,xtf,portdelores,1
20130606020,xtf,portdelores,1
20130606021,xtf,portdelores,1
20130606022,xtf,portrefugio,1
20130607.000000,cdf,smtfm02,1
20130607.000001,cdf,smtfm10,1
20130607000,xtf,portrefugio,1
20130607001,xtf,portrefugio,1
20130607002,xtf,portrefugio,1
20130607003,xtf,portrefugio,1
20130607004,xtf,portrefugio,1
20130607005,xtf,portrefugio,1
20130607006,xtf,portrefugio,1
20130607007,xtf,portrefugio,1
20130607008,xtf,portrefugio,1
20130607009,xtf,portrefugio,1
20130607010,xtf,portrefugio,1
20130607011,xtf,portrefugio,1
20130607013,xtf,portrefugio,1
20130607014,xtf,portrefugio,1
20130607015,xtf,portrefugio,1
20130607016,xtf,portrefugio,1
20130607017,xtf,portrefugio,1
20130607018,xtf,portrefugio,1
20130608.000000,cdf,smtfm02,1
20130608.000001,cdf,smtfm10,1
20130608000,xtf,portrefugio,1
20130608001,xtf,portrefugio,1
20130608002,xtf,portrefugio,1
20130608003,xtf,portrefugio,1
20130608004,xtf,portrefugio,1
20130608005,xtf,portrefugio,1
20130608006,xtf,portrefugio,1
20130608007,xtf,portrefugio,1
20130608008,xtf,portrefugio,1
20130608009,xtf,portrefugio,1
20130608010,xtf,portrefugio,1
20130608011,xtf,portrefugio,1
20130608012,xtf,portsantacruz,1
20130609.000001,cdf,smtfm02,1
20130609.000001,cdf,smtfm10,1
20130610.000000,cdf,smtfm02,1
20130610.000001,cdf,smtfm10,1
20130611.000000,cdf,smtfm02,1
20130611.000001,cdf,smtfm10,1
20130612.000000,cdf,smtfm02,1
20130612.000001,cdf,smtfm10,1
20130613.000000,cdf,smtfm02,1
20130613.000005,cdf,smtfm10,1
20130614.000000,cdf,smtfm02,1
20130614.000000,cdf,smtfm10,1
20130615.000000,cdf,smtfm02,1
20130615.000001,cdf,smtfm10,1
20130616.000000,cdf,smtfm02,1
20130616.000001,cdf,smtfm10,1
20130617.000000,cdf,smtfm02,1
20130617.000001,cdf,smtfm10,1
20130618.000000,cdf,smtfm02,1
20130618.000001,cdf,smtfm10,1
20130619.000000,cdf,smtfm02,1
20130619.000000,cdf,smtfm10,1
20130620.000000,cdf,smtfm02,1
20130620.000000,cdf,smtfm10,1
20130621.000000,cdf,smtfm02,1
20130621.000001,cdf,smtfm10,1
20130622,20130707,iceberg,1
20130622,iceberg,meltinfo.txt,1
20130622.000000,cdf,smtfm02,1
20130622.000001,cdf,smtfm10,1
20130623.000000,cdf,smtfm02,1
20130623.000001,cdf,smtfm10,1
20130624.000000,cdf,smtfm02,1
20130624.000000,cdf,smtfm10,1
20130625.000000,cdf,smtfm02,1
20130625.000000,cdf,smtfm10,1
20130626.000000,cdf,smtfm02,1
20130626.000000,cdf,smtfm10,1
20130627.000000,cdf,smtfm02,1
20130627.000000,cdf,smtfm10,1
20130628.000000,cdf,smtfm10,1
20130629.155926,cdf,smtfm10,1
20130629.201214,cdf,smtfm02,1
20130630.000000,cdf,smtfm02,1
20130630.000000,cdf,smtfm10,1
20130701.000000,cdf,smtfm02,1
20130701.000000,cdf,smtfm10,1
20130702.000000,cdf,smtfm02,1
20130702.000000,cdf,smtfm10,1
20130703.000000,cdf,smtfm02,1
20130703.000000,cdf,smtfm10,1
20130704.000000,cdf,smtfm02,1
20130704.000000,cdf,smtfm10,1
20130705.000000,cdf,smtfm02,1
20130705.000000,cdf,smtfm10,1
20130706.000000,cdf,smtfm02,1
20130706.000000,cdf,smtfm10,1
20130707,20130722,iceberg,1
20130707,iceberg,meltinfo.txt,1
20130708.000000,cdf,smtfm02,1
20130708.000000,cdf,smtfm10,1
20130709.232846,cdf,smtfm10,1
20130709.232847,cdf,smtfm02,1
20130710.000000,cdf,smtfm02,1
20130710.000000,cdf,smtfm10,1
20130715.000000,cdf,smtfm02,1
20130715.000000,cdf,smtfm10,1
20130716.000000,cdf,smtfm02,1
20130716.000000,cdf,smtfm10,1
20130717.000000,cdf,smtfm02,1
20130717.000000,cdf,smtfm10,1
20130718.000000,cdf,smtfm02,1
20130718.000000,cdf,smtfm10,1
20130719.000000,cdf,smtfm02,1
20130719.000001,cdf,smtfm10,1
20130721.001859,cdf,smtfm02,1
20130721.001859,cdf,smtfm10,1
20130722,iceberg,meltinfo.txt,1
20130722.001900,cdf,smtfm02,1
20130722.001900,cdf,smtfm10,1
20130723.000647,cdf,smtfm10,1
20130723.000648,cdf,smtfm02,1
20130724.000000,cdf,smtfm02,1
20130724.000000,cdf,smtfm10,1
20130725,20130810,iceberg,1
20130725,iceberg,meltinfo.txt,1
20130725.000000,cdf,smtfm02,1
20130726.000000,cdf,smtfm02,1
20130726.114517,cdf,smtfm10,1
20130727.000000,cdf,smtfm02,1
20130727.000000,cdf,smtfm10,1
20130728.000000,cdf,smtfm02,1
20130728.000000,cdf,smtfm10,1
20130729.000000,cdf,smtfm02,1
20130729.000000,cdf,smtfm10,1
20130730.000000,cdf,smtfm02,1
20130730.000000,cdf,smtfm10,1
20130731.000000,cdf,smtfm02,1
20130731.000000,cdf,smtfm10,1
20130801.000000,cdf,smtfm02,1
20130801.000001,cdf,smtfm10,1
20130802.000000,cdf,smtfm02,1
20130802.000001,cdf,smtfm10,1
20130803.000000,cdf,smtfm02,1
20130803.000000,cdf,smtfm10,1
20130804.000000,cdf,smtfm02,1
20130804.000000,cdf,smtfm10,1
20130805.021515,cdf,smtfm02,1
20130805.021516,cdf,smtfm10,1
20130806.000000,cdf,smtfm02,1
20130806.000000,cdf,smtfm10,1
20130807.000000,cdf,smtfm02,1
20130807.000000,cdf,smtfm10,1
20130808.000000,cdf,smtfm02,1
20130808.000000,cdf,smtfm10,1
20130809.000000,cdf,smtfm02,1
20130809.000000,cdf,smtfm10,1
20130810,iceberg,meltinfo.txt,1
20130810.000000,cdf,smtfm02,1
20130810.000000,cdf,smtfm10,1
20130811.000000,cdf,smtfm02,1
20130811.000000,cdf,smtfm10,1
20130812.000000,cdf,smtfm02,1
20130812.000000,cdf,smtfm10,1
20130813.001908,cdf,smtfm02,1
20130813.001908,cdf,smtfm10,1
20130814.000000,cdf,smtfm02,1
20130814.000000,cdf,smtfm10,1
20130815.000000,cdf,smtfm10,1
20130815.000001,cdf,smtfm02,1
20130816.000000,cdf,smtfm02,1
20130816.000000,cdf,smtfm10,1
20130817.000000,cdf,smtfm02,1
20130817.000000,cdf,smtfm10,1
20130818.000000,cdf,smtfm02,1
20130818.000000,cdf,smtfm10,1
20130819.000000,cdf,smtfm02,1
20130819.000001,cdf,smtfm10,1
20130820.000000,cdf,smtfm02,1
20130820.000000,cdf,smtfm10,1
20130821.000000,cdf,smtfm02,1
20130821.000000,cdf,smtfm10,1
20130822.000000,cdf,smtfm02,1
20130822.000000,cdf,smtfm10,1
20130823.000000,cdf,smtfm02,1
20130823.000000,cdf,smtfm10,1
20130824.000000,cdf,smtfm02,1
20130824.000000,cdf,smtfm10,1
20130825.000000,cdf,smtfm02,1
20130825.000000,cdf,smtfm10,1
20130826.045754,cdf,smtfm10,1
20130826.045755,cdf,smtfm02,1
20130827.151234,cdf,smtfm02,1
20130827.151235,cdf,smtfm10,1
20130828.000000,cdf,smtfm02,1
20130828.000000,cdf,smtfm10,1
20130829.000000,cdf,smtfm02,1
20130829.000000,cdf,smtfm10,1
20130830.000000,cdf,smtfm02,1
20130830.000000,cdf,smtfm10,1
20130831.000000,cdf,smtfm02,1
20130831.000000,cdf,smtfm10,1
20130901.000000,cdf,smtfm02,1
20130901.000000,cdf,smtfm10,1
20130902.000000,cdf,smtfm02,1
20130902.000000,cdf,smtfm10,1
20130903.000000,cdf,smtfm02,1
20130903.000000,cdf,smtfm10,1
20130904.000000,cdf,smtfm02,1
20130904.000000,cdf,smtfm10,1
20130905.000000,cdf,smtfm02,1
20130905.000000,cdf,smtfm10,1
20130906.000000,cdf,smtfm02,1
20130906.000000,cdf,smtfm10,1
20130907.000000,cdf,smtfm02,1
20130907.000000,cdf,smtfm10,1
20130908.000000,cdf,smtfm02,1
20130908.000000,cdf,smtfm10,1
20130909.000000,cdf,smtfm02,1
20130909.000001,cdf,smtfm10,1
20130910.000000,cdf,smtfm02,1
20130910.000000,cdf,smtfm10,1
20130912.000000,cdf,smtfm02,1
20130912.000000,cdf,smtfm10,1
20130913.000000,cdf,smtfm02,1
20130913.000000,cdf,smtfm10,1
20130914.000000,cdf,smtfm02,1
20130914.000000,cdf,smtfm10,1
20130915.000000,cdf,smtfm02,1
20130915.000000,cdf,smtfm10,1
20130916.000000,cdf,smtfm02,1
20130916.000000,cdf,smtfm10,1
20130917.000000,cdf,smtfm02,1
20130917.000000,cdf,smtfm10,1
20130919.124403,cdf,smtfm02,1
20130919.124404,cdf,smtfm10,1
20130920.000000,cdf,smtfm02,1
20130920.000000,cdf,smtfm10,1
20130921.000000,cdf,smtfm02,1
20130921.000000,cdf,smtfm10,1
20130922.000000,cdf,smtfm02,1
20130922.000000,cdf,smtfm10,1
20130923.000000,cdf,smtfm02,1
20130923.000000,cdf,smtfm10,1
20130924.000000,cdf,smtfm02,1
20130924.000000,cdf,smtfm10,1
20130925.000000,cdf,smtfm02,1
20130925.000000,cdf,smtfm10,1
20130926.000000,cdf,smtfm02,1
20130926.000000,cdf,smtfm10,1
20130927.000000,cdf,smtfm02,1
20130927.000000,cdf,smtfm10,1
20130928.000000,cdf,smtfm02,1
20130928.000000,cdf,smtfm10,1
20130929.000000,cdf,smtfm02,1
20130929.000000,cdf,smtfm10,1
20130930.000000,cdf,smtfm02,1
20130930.000000,cdf,smtfm10,1
20131001.000000,cdf,smtfm02,1
20131001.000000,cdf,smtfm10,1
20131002.000000,cdf,smtfm02,1
20131002.000000,cdf,smtfm10,1
20131003.000000,cdf,smtfm02,1
20131003.000000,cdf,smtfm10,1
20131004.000000,cdf,smtfm02,1
20131004.000000,cdf,smtfm10,1
20131005.000000,cdf,smtfm02,1
20131005.000000,cdf,smtfm10,1
20131006.000000,cdf,smtfm02,1
20131006.000000,cdf,smtfm10,1
20131007.000000,cdf,smtfm02,1
20131007.000000,cdf,smtfm10,1
20131008.000000,cdf,smtfm02,1
20131008.000000,cdf,smtfm10,1
20131009.000000,cdf,smtfm02,1
20131009.000000,cdf,smtfm10,1
20131010.000000,cdf,smtfm02,1
20131010.000000,cdf,smtfm10,1
20131011.000000,cdf,smtfm02,1
20131011.000000,cdf,smtfm10,1
20131012.000000,cdf,smtfm02,1
20131012.000001,cdf,smtfm10,1
20131013.000000,cdf,smtfm02,1
20131014.165543,cdf,smtfm10,1
20131014.165544,cdf,smtfm02,1
20131015.000000,cdf,smtfm02,1
20131015.000000,cdf,smtfm10,1
20131016.000000,cdf,smtfm02,1
20131016.000000,cdf,smtfm10,1
20131017.000000,cdf,smtfm02,1
20131017.000000,cdf,smtfm10,1
20131018.000000,cdf,smtfm02,1
20131018.000000,cdf,smtfm10,1
20131019.000000,cdf,smtfm02,1
20131019.000001,cdf,smtfm10,1
20131021.150654,cdf,smtfm02,1
20131021.150655,cdf,smtfm10,1
20131022.000000,cdf,smtfm02,1
20131022.000000,cdf,smtfm10,1
20131023.000000,cdf,smtfm02,1
20131023.000000,cdf,smtfm10,1
20131024.000000,cdf,smtfm02,1
20131024.000000,cdf,smtfm10,1
20131025.000000,cdf,smtfm02,1
20131025.000000,cdf,smtfm10,1
20131026.000000,cdf,smtfm02,1
20131026.000000,cdf,smtfm10,1
20131027.000000,cdf,smtfm02,1
20131027.000000,cdf,smtfm10,1
20131028.000000,cdf,smtfm02,1
20131028.000001,cdf,smtfm10,1
20131029.000000,cdf,smtfm02,1
20131029.000000,cdf,smtfm10,1
20131030.000000,cdf,smtfm02,1
20131030.000000,cdf,smtfm10,1
20131031.000000,cdf,smtfm02,1
20131031.000000,cdf,smtfm10,1
20131101.000000,cdf,smtfm02,1
20131101.000000,cdf,smtfm10,1
20131102.000000,cdf,smtfm02,1
20131102.000000,cdf,smtfm10,1
20131103.000000,cdf,smtfm02,1
20131103.000000,cdf,smtfm10,1
20131104.000000,cdf,smtfm02,1
20131104.000000,cdf,smtfm10,1
20131105.000000,cdf,smtfm02,1
20131105.000000,cdf,smtfm10,1
20131106.000000,cdf,smtfm02,1
20131106.000000,cdf,smtfm10,1
20131107.000000,cdf,smtfm02,1
20131107.000000,cdf,smtfm10,1
20131108.000000,cdf,smtfm02,1
20131108.000000,cdf,smtfm10,1
20131109.000000,cdf,smtfm02,1
20131109.000000,cdf,smtfm10,1
20131110.000000,cdf,smtfm02,1
20131110.000000,cdf,smtfm10,1
20131111.000000,cdf,smtfm02,1
20131111.000000,cdf,smtfm10,1
20131112.000000,cdf,smtfm02,1
20131112.000000,cdf,smtfm10,1
20131113.000000,cdf,smtfm02,1
20131113.000000,cdf,smtfm10,1
20131114.000000,cdf,smtfm02,1
20131114.000000,cdf,smtfm10,1
20131115.000000,cdf,smtfm02,1
20131115.000000,cdf,smtfm10,1
20131119.000000,cdf,smtfm02,1
20131119.000001,cdf,smtfm10,1
20131120.120001,cdf,smtfm02,1
20131120.120001,cdf,smtfm10,1
20131122.134107,cdf,smtfm10,1
20131122.134108,cdf,smtfm02,1
20131123.000000,cdf,smtfm02,1
20131123.000001,cdf,smtfm10,1
20131124.000000,cdf,smtfm02,1
20131124.000000,cdf,smtfm10,1
20131125.163648,cdf,smtfm02,1
20131125.163649,cdf,smtfm10,1
20131126.000000,cdf,smtfm02,1
20131126.000001,cdf,smtfm10,1
20131127.000000,cdf,smtfm02,1
20131127.000000,cdf,smtfm10,1
20131128.151141,cdf,smtfm02,1
20131128.151142,cdf,smtfm10,1
20131201.000000,cdf,smtfm02,1
20131201.000001,cdf,smtfm10,1
20131202.000000,cdf,smtfm02,1
20131202.000000,cdf,smtfm10,1
20131203.000000,cdf,smtfm02,1
20131203.000000,cdf,smtfm10,1
20131204.000000,cdf,smtfm02,1
20131204.000001,cdf,smtfm10,1
20131205.000837,cdf,smtfm02,1
20131205.000837,cdf,smtfm10,1
20131206.000000,cdf,smtfm02,1
20131206.000000,cdf,smtfm10,1
20131207.000000,cdf,smtfm02,1
20131207.000001,cdf,smtfm10,1
20131210.041340,cdf,smtfm02,1
20131210.041341,cdf,smtfm10,1
20131211.000000,cdf,smtfm02,1
20131211.000001,cdf,smtfm10,1
20131212.000000,cdf,smtfm02,1
20131212.000000,cdf,smtfm10,1
20131215.010014,cdf,smtfm02,1
20131215.010014,cdf,smtfm10,1
20131217.000000,cdf,smtfm02,1
20131217.000001,cdf,smtfm10,1
20131218.000000,cdf,smtfm02,1
20131218.000001,cdf,smtfm10,1
20131221.000000,cdf,smtfm02,1
20131221.000001,cdf,smtfm10,1
20131223.004730,cdf,smtfm02,1
20131223.004731,cdf,smtfm10,1
20131224.000000,cdf,smtfm02,1
20131224.000001,cdf,smtfm10,1
20131225.000000,cdf,smtfm02,1
20131225.000000,cdf,smtfm10,1
20131227.000000,cdf,smtfm02,1
20131227.000001,cdf,smtfm10,1
20131228.000000,cdf,smtfm02,1
20131228.000000,cdf,smtfm10,1
20131229.000000,cdf,smtfm02,1
20131229.000000,cdf,smtfm10,1
20131230.155019,cdf,smtfm02,1
20131230.155020,cdf,smtfm10,1
2013a,mass,balance,1
2013a,meteorological,data.csv,1
2013a,position,data.csv,1
2013a,temperature,data.csv,1
2013b,mass,balance,1
2013b,meteorological,data.csv,1
2013b,position,data.csv,1
2013b,temperature,data.csv,1
2013c,mass,balance,1
2013c,meteorological,data.csv,1
2013c,position,data.csv,1
2013c,temperature,data.csv,1
2013d,mass,balance,1
2013d,meteorological,data.csv,1
2013d,position,data.csv,1
2013d,temperature,data.csv,1
2013e,mass,balance,1
2013e,meteorological,data.csv,1
2013e,position,data.csv,1
2013e,temperature,data.csv,1
2013f,mass,balance,1
2013f,meteorological,data.csv,1
2013f,position,data.csv,1
2013f,temperature,data.csv,1
2013g,mass,balance,1
2013g,meteorological,data.csv,1
2013g,position,data.csv,1
2013g,temperature,data.csv,1
2013h,mass,balance,1
2013h,meteorological,data.csv,1
2013h,position,data.csv,1
2013h,temperature,data.csv,1
2013i,mass,balance,1
2013i,meteorological,data.csv,1
2013i,position,data.csv,1
2013i,temperature,data.csv,1
2013to2015,alongfjordstudy.nc,p2,1
2013to2015,alongfjordstudy.nc,p3,1
2014,01,12,1
2014,01,aplis,1
2014,02,aplis,1
2014,03,sizrs,1
2014,04,sizrs,1
2014,05,araon,1
2014,06,sizrs,1
2014,07,sizrs,1
2014,08,04,1
2014,08,araon,1
2014,09,amundsen,1
2014,10,amundsen,1
2014,11,amundsen,1
2014,12,polarstern,1
2014,13,mirai,1
2014,14,mirai,1
2014,15,mirai,1
2014,16,polarstern,1
2014,2.10,borehole,1
2014,2.11,thawdepth.csv,1
2014,2.12,soil,1
2014,2.13,borhole,1
2014,2.1a,t1,1
2014,2.1b,t2,1
2014,2.2abc,enviro,1
2014,2.2d,enviro,1
2014,2.3,spp,1
2014,2.4a,t1,1
2014,2.4b,t2,1
2014,2.5abc,soil,1
2014,2.6,location,1
2014,2.7abc,templogger,1
2014,2.8,icewedge,1
2014,2.9,soil,1
2014,2015,csv,1
2014,2018,csv,1
2014,2019,nc,1
2014,bird.csv,2015,1
2014,ch,2044,1
2014,csv,depth,1
2014,csv,hth,1
2014,csv,mat,1
2014,csv,phs,1
2014,csv,radar,1
2014,csv,suib,1
2014,csv,super,1
2014,csv,tfs,1
2014,daily.csv,isa,1
2014,fishscape,microsatellites,1
2014,ic,1523,1
2014,ic,1993,1
2014,insect.csv,2015,1
2014,itp84,sami88,1
2014,itp85,sami87,1
2014,mammal.csv,2015,1
2014,mooring,a.csv,1
2014,mooring,b.csv,1
2014,nc,jc,1
2014,river,data,1
2014,rs22,053,1
2014,summer,e5,1
2014,summer,e6,1
2014,summer,toolik,1
2014,ua3,zip,1
2014,v1,aon.txt,1
2014,zip,disko,1
2014,zip,nuus,1
20140101.000000,cdf,smtfm02,1
20140101.000001,cdf,smtfm10,1
20140102.004528,cdf,smtfm02,1
20140102.004528,cdf,smtfm10,1
20140103.000000,cdf,smtfm02,1
20140103.000000,cdf,smtfm10,1
20140104.000000,cdf,smtfm02,1
20140104.000001,cdf,smtfm10,1
20140105.000000,cdf,smtfm10,1
20140105.000001,cdf,smtfm02,1
20140106.000000,cdf,smtfm02,1
20140106.000001,cdf,smtfm10,1
20140107.000000,cdf,smtfm02,1
20140107.000000,cdf,smtfm10,1
20140108.000000,cdf,smtfm02,1
20140108.000001,cdf,smtfm10,1
20140110.000000,cdf,smtfm02,1
20140110.000001,cdf,smtfm10,1
20140112.000000,cdf,smtfm10,1
20140112.000001,cdf,smtfm02,1
20140113.004533,cdf,smtfm02,1
20140113.004533,cdf,smtfm10,1
20140114.000000,cdf,smtfm02,1
20140114.000001,cdf,smtfm10,1
20140116.000000,cdf,smtfm10,1
20140116.000001,cdf,smtfm02,1
20140118.000000,cdf,smtfm02,1
20140118.000001,cdf,smtfm10,1
20140119.060000,cdf,smtfm02,1
20140119.060000,cdf,smtfm10,1
20140121.000000,cdf,smtfm02,1
20140121.000001,cdf,smtfm10,1
20140122.000000,cdf,smtfm02,1
20140122.000001,cdf,smtfm10,1
20140123.000000,cdf,smtfm02,1
20140123.000001,cdf,smtfm10,1
20140124.000000,cdf,smtfm02,1
20140124.000001,cdf,smtfm10,1
20140126.150000,cdf,smtfm02,1
20140126.150001,cdf,smtfm10,1
20140128.000000,cdf,smtfm02,1
20140128.000001,cdf,smtfm10,1
20140129.000000,cdf,smtfm02,1
20140129.000001,cdf,smtfm10,1
20140130.000000,cdf,smtfm02,1
20140130.000001,cdf,smtfm10,1
20140131.180000,cdf,smtfm02,1
20140131.180001,cdf,smtfm10,1
20140202.000000,cdf,smtfm02,1
20140202.000001,cdf,smtfm10,1
20140208.000000,cdf,smtfm02,1
20140208.000000,cdf,smtfm10,1
20140211.000000,cdf,smtfm02,1
20140211.000001,cdf,smtfm10,1
20140212.000000,cdf,smtfm02,1
20140212.000001,cdf,smtfm10,1
20140213.000000,cdf,smtfm02,1
20140213.000001,cdf,smtfm10,1
20140214.000000,cdf,smtfm02,1
20140214.000001,cdf,smtfm10,1
20140215.000000,cdf,smtfm02,1
20140215.000000,cdf,smtfm10,1
20140216.000000,cdf,smtfm02,1
20140216.000000,cdf,smtfm10,1
20140218.000000,cdf,smtfm02,1
20140218.000000,cdf,smtfm10,1
20140219.000000,cdf,smtfm02,1
20140219.000001,cdf,smtfm10,1
20140220.000000,cdf,smtfm02,1
20140220.000000,cdf,smtfm10,1
20140221.000000,cdf,smtfm02,1
20140221.000001,cdf,smtfm10,1
20140222.000000,cdf,smtfm02,1
20140222.000001,cdf,smtfm10,1
20140223.000000,cdf,smtfm02,1
20140223.000000,cdf,smtfm10,1
20140224.000000,cdf,smtfm02,1
20140224.000000,cdf,smtfm10,1
20140225.000000,cdf,smtfm02,1
20140225.000000,cdf,smtfm10,1
20140226.000000,cdf,smtfm02,1
20140226.000001,cdf,smtfm10,1
20140227.000000,cdf,smtfm02,1
20140227.000001,cdf,smtfm10,1
20140228.000000,cdf,smtfm02,1
20140228.000000,cdf,smtfm10,1
20140301.000000,cdf,smtfm02,1
20140301.000000,cdf,smtfm10,1
20140302.000000,cdf,smtfm02,1
20140302.000001,cdf,smtfm10,1
20140303.000000,cdf,smtfm02,1
20140303.000001,cdf,smtfm10,1
20140304.000000,cdf,smtfm02,1
20140304.000000,cdf,smtfm10,1
20140305.000000,cdf,smtfm02,1
20140305.000000,cdf,smtfm10,1
20140306.000000,cdf,smtfm02,1
20140306.000000,cdf,smtfm10,1
20140307.000000,cdf,smtfm02,1
20140307.000000,cdf,smtfm10,1
20140308.000000,cdf,smtfm02,1
20140308.000000,cdf,smtfm10,1
20140309.000000,cdf,smtfm02,1
20140309.000000,cdf,smtfm10,1
20140310.000000,cdf,smtfm02,1
20140310.000000,cdf,smtfm10,1
20140311.000000,cdf,smtfm02,1
20140311.000000,cdf,smtfm10,1
20140312.000000,cdf,smtfm02,1
20140312.000000,cdf,smtfm10,1
20140313.000000,cdf,smtfm02,1
20140313.000001,cdf,smtfm10,1
20140314.000000,cdf,smtfm02,1
20140314.000000,cdf,smtfm10,1
20140315.000000,cdf,smtfm02,1
20140315.000000,cdf,smtfm10,1
20140316.000000,cdf,smtfm02,1
20140316.000000,cdf,smtfm10,1
20140319.000000,cdf,smtfm02,1
20140319.000000,cdf,smtfm10,1
20140320.000000,cdf,smtfm02,1
20140320.000000,cdf,smtfm10,1
20140321.000000,cdf,smtfm02,1
20140321.000000,cdf,smtfm10,1
20140322.000000,cdf,smtfm02,1
20140322.000000,cdf,smtfm10,1
20140323.000000,cdf,smtfm02,1
20140323.000000,cdf,smtfm10,1
20140324.000000,cdf,smtfm02,1
20140324.000000,cdf,smtfm10,1
20140326.000000,cdf,smtfm02,1
20140326.000000,cdf,smtfm10,1
20140328,20140417,iceberg,1
20140329.221210,cdf,smtfm02,1
20140329.221211,cdf,smtfm10,1
20140330,20140419,iceberg,1
20140330.000000,cdf,smtfm02,1
20140330.000000,cdf,smtfm10,1
20140331.034358,cdf,smtfm02,1
20140331.034358,cdf,smtfm10,1
20140401.000000,cdf,smtfm02,1
20140401.000000,cdf,smtfm10,1
20140402.000000,cdf,smtfm02,1
20140402.000000,cdf,smtfm10,1
20140403.000000,cdf,smtfm02,1
20140403.000000,cdf,smtfm10,1
20140404.000000,cdf,smtfm02,1
20140404.000000,cdf,smtfm10,1
20140405.000000,cdf,smtfm02,1
20140405.000000,cdf,smtfm10,1
20140406.000000,cdf,smtfm02,1
20140406.000000,cdf,smtfm10,1
20140408.000000,cdf,smtfm02,1
20140408.000000,cdf,smtfm10,1
20140409.000000,cdf,smtfm02,1
20140409.000000,cdf,smtfm10,1
20140410.000000,cdf,smtfm02,1
20140410.000000,cdf,smtfm10,1
20140411.000000,cdf,smtfm02,1
20140411.000000,cdf,smtfm10,1
20140412.000000,cdf,smtfm02,1
20140412.000001,cdf,smtfm10,1
20140413.000000,cdf,smtfm02,1
20140413.000001,cdf,smtfm10,1
20140414.000000,cdf,smtfm02,1
20140414.000001,cdf,smtfm10,1
20140415.000000,cdf,smtfm02,1
20140415.000001,cdf,smtfm10,1
20140416.000000,cdf,smtfm02,1
20140416.000000,cdf,smtfm10,1
20140417,iceberg,meltinfo.txt,1
20140417.000000,cdf,smtfm02,1
20140417.000000,cdf,smtfm10,1
20140418.000000,cdf,smtfm02,1
20140418.000000,cdf,smtfm10,1
20140419,iceberg,meltinfo.txt,1
20140419.000000,cdf,smtfm02,1
20140419.000000,cdf,smtfm10,1
20140420.000000,cdf,smtfm02,1
20140420.000000,cdf,smtfm10,1
20140421.000000,cdf,smtfm02,1
20140421.000000,cdf,smtfm10,1
20140422.000000,cdf,smtfm02,1
20140422.000000,cdf,smtfm10,1
20140424.000000,cdf,smtfm02,1
20140424.000000,cdf,smtfm10,1
20140425.000000,cdf,smtfm02,1
20140425.000000,cdf,smtfm10,1
20140426.000000,cdf,smtfm02,1
20140426.000000,cdf,smtfm10,1
20140427.000000,cdf,smtfm02,1
20140427.000001,cdf,smtfm10,1
20140428.000000,cdf,smtfm02,1
20140428.000000,cdf,smtfm10,1
20140430.000000,cdf,smtfm02,1
20140430.000000,cdf,smtfm10,1
20140502.000000,cdf,smtfm02,1
20140502.000000,cdf,smtfm10,1
20140503.000000,cdf,smtfm02,1
20140503.000000,cdf,smtfm10,1
20140504,20140613,iceberg,1
20140504.000000,cdf,smtfm02,1
