token,n,unique_ids,unique_authors
b69,4,4,4
babe,4,4,1
baltimore,4,4,3
basis,4,4,2
benthos,4,4,4
bethel,4,3,1
bgos,4,4,1
bio,4,4,3
biology,4,4,4
biota,4,4,1
birds,4,4,3
bluffs,4,4,1
bluhm,4,4,1
borough,4,4,2
branch,4,4,1
breidamerkurjokull,4,4,3
bulk,4,4,3
c14,4,4,2
canimida,4,4,3
capacity,4,4,4
caspr,4,4,2
catch,4,4,3
catchment,4,4,4
cd,4,4,3
ce,4,4,3
center,4,4,3
century,4,4,4
characterizing,4,4,4
cirque,4,4,2
city,4,4,1
clumped,4,4,4
cod,4,4,4
code,4,4,4
colony,4,4,3
computed,4,4,2
conduit,4,4,3
conference,4,4,4
cont,4,4,1
continuously,4,4,1
cosmogenic,4,4,4
coupling,4,4,3
covered,4,4,4
creamer's,4,4,2
cryosphere,4,4,3
csesp,4,4,2
dachi,4,4,1
dark,4,4,3
datasets,4,4,4
deglaciation,4,4,3
denmark,4,4,4
direction,4,4,3
discrete,4,4,3
disturbance,4,4,4
drivers,4,4,3
dryas,4,4,4
drypehr,4,4,3
dyson,4,4,2
eagle,4,4,4
ease,4,4,3
ecological,4,4,4
efflux,4,4,2
egg,4,4,3
eicken,4,4,2
elder,4,4,4
element,4,4,4
estimating,4,4,3
evaluation,4,4,4
evolution,4,4,4
experience,4,4,4
extent,4,4,4
family,4,4,2
fed,4,4,4
federation,4,4,2
feedbacks,4,4,4
fertilization,4,4,4
fine,4,4,4
fiord,4,4,1
florida,4,4,3
flowers,4,4,4
flows,4,4,2
fluorescence,4,4,4
fox,4,4,3
fratantoni,4,4,1
freeze,4,4,4
garden,4,4,4
gateway,4,4,3
gc,4,4,1
gem,4,4,2
geology,4,4,2
geosummit,4,4,3
gpr,4,4,4
grant,4,4,3
greenhouse,4,4,4
gulch,4,4,1
habitat,4,4,2
hemisphere,4,4,3
hly1103,4,4,2
hly1201,4,4,3
hly1301,4,4,4
hly1303,4,4,2
hunter,4,4,2
hx,4,4,1
hydrography,4,4,3
id,4,4,1
insar,4,4,2
institute,4,4,3
interim,4,4,2
inuit,4,4,4
jonsdottir,4,4,1
journal,4,4,2
kam12,4,4,2
kangerlussuaq,4,4,3
kongsbreen,4,4,3
krishfield,4,4,1
landsat,4,4,3
landscapes,4,4,3
latitudes,4,4,3
lawrence,4,4,3
lb,4,4,1
life,4,4,3
line,4,4,3
list,4,4,2
m1_5a,4,4,1
m1_6a,4,4,1
marginal,4,4,4
marie,4,4,3
mature,4,4,3
met1,4,4,1
met2,4,4,1
metabolism,4,4,3
meter,4,4,4
migration,4,4,4
mineralogy,4,4,4
momentum,4,4,3
moran,4,4,1
ms,4,4,3
multispectral,4,4,1
nasa,4,3,2
ncis,4,4,1
needle,4,4,1
nenets,4,4,2
norwegian,4,4,4
od1507,4,4,2
oden,4,4,4
okrug,4,4,2
orthomosaic,4,4,2
orthomosaics,4,4,1
oscar,4,4,2
otter,4,4,2
outreach,4,4,4
oxidation,4,4,4
paleoclimate,4,4,4
partial,4,4,3
pasternak,4,4,2
percent,4,4,4
permanent,4,4,2
permeability,4,4,4
physiochemical,4,4,3
pickart,4,4,1
pingo,4,4,1
polynya,4,4,4
pre,4,4,2
predicting,4,4,2
pribilof,4,4,3
primarily,4,2,2
productivity,4,4,4
profiling,4,4,3
provenance,4,4,4
proxy,4,4,4
radioisotope,4,4,1
raf,4,3,1
reconnaissance,4,4,3
reduction,4,4,3
regime,4,4,4
relative,4,4,3
retreat,4,4,4
round,4,4,2
sagavanirktok,4,4,3
saint,4,4,4
savoonga,4,4,4
scalar,4,4,2
scicex,4,4,4
section,4,4,2
sedge,4,4,3
sequences,4,4,4
sets,4,4,3
sfc,4,4,2
sfo,4,4,1
shrubs,4,4,4
shull,4,4,1
sizonet,4,4,4
social,4,4,4
southeastern,4,4,3
speed,4,4,3
spom,4,4,1
status,4,3,2
stereographic,4,4,2
storage,4,4,4
subdataset,4,4,1
subsurface,4,4,4
sustainable,4,3,3
sustained,4,4,4
sustaining,4,4,4
tag,4,3,2
tascc,4,4,1
thermosalinograph,4,4,2
tidal,4,4,2
timing,4,4,3
tn,4,4,1
togiak,4,4,4
tomography,4,4,2
torres,4,4,1
trawl,4,4,2
tutakoke,4,4,3
u31,4,4,1
uas,4,4,1
underwater,4,4,4
utqiaġvik,4,3,3
volume,4,4,2
vpr,4,4,1
walrus,4,4,2
washington,4,4,3
wave,4,4,4
waves,4,4,4
web,4,4,2
westward,4,4,2
wolken,4,4,1
xls,4,4,1
yamin,4,4,2
0,3,3,2
04.37,3,3,2
100,3,3,2
10be,3,3,2
1100,3,3,1
15n,3,3,3
1850,3,3,3
1921,3,3,1
1948,3,3,3
195,3,3,2
2099,3,3,2
250,3,3,2
30jul07,3,3,1
30jul09,3,3,1
72,3,3,2
915,3,3,1
absorbing,3,3,3
access,3,3,3
accession,3,3,3
acidification,3,3,2
acoustics,3,3,3
acquired,3,3,3
adjusted,3,3,3
adp,3,3,1
aerosols,3,3,3
airport,3,3,2
alas,3,3,1
alaska's,3,3,2
aldebaran,3,3,1
algae,3,3,3
alos,3,3,1
alt,3,3,1
amplifying,3,3,3
amundsen,3,3,2
ancient,3,3,3
argon,3,3,2
argos,3,3,3
aromatic,3,3,2
atlanta,3,3,2
audkuluheidi,3,3,1
availability,3,3,3
award,3,3,3
b64,3,3,1
b65,3,3,2
b77,3,3,2
balloon,3,3,1
band,3,3,2
banks,3,3,2
barium,3,3,1
belowground,3,3,3
betty,3,3,1
bigelowii,3,3,1
bird,3,3,3
blooms,3,3,3
bog,3,3,2
boreas,3,3,3
bound,3,3,2
breeding,3,3,3
bretherton,3,3,2
bromine,3,3,3
bykovsky,3,3,1
c13,3,3,1
c8,3,3,1
calving,3,3,3
camden,3,3,3
carbonate,3,3,2
cdom,3,3,3
cheese,3,3,1
chick,3,3,1
chinese,3,3,2
chirikov,3,3,2
chl,3,3,1
church,3,3,1
circum,3,3,3
cleveland,3,3,2
cold,3,3,3
comma,3,3,1
complex,3,3,3
composites,3,3,3
contrasting,3,3,3
creeks,3,3,2
critical,3,3,2
cultural,3,3,3
cumberland,3,3,2
cycle,3,3,3
cycles,3,3,3
d13c,3,3,2
dabul,3,3,2
date,3,3,2
dbo3,3,3,1
dbo5,3,3,1
dca,3,3,1
dd,3,3,2
debris,3,3,2
decomposition,3,3,3
degradation,3,3,1
denali,3,3,2
detailed,3,3,2
deuterium,3,2,2
devol,3,3,1
dietrich,3,3,1
dna,3,3,3
documentation,3,3,2
dome,3,3,3
dominant,3,3,2
drew,3,3,2
economic,3,3,3
edoma,3,3,1
education,3,3,3
educational,3,3,3
eis,3,3,2
electromagnetic,3,3,3
ellesmere,3,3,3
emmonak,3,3,3
epibenthos,3,3,1
estimation,3,3,2
estuaries,3,3,2
ethane,3,3,2
euphausiidae,3,3,1
evenness,3,3,1
excavation,3,3,3
exchanges,3,3,3
expeditions,3,3,2
experiments,3,3,3
exposure,3,3,3
extension,3,3,1
facies,3,3,1
fall,3,3,3
fallout,3,3,2
fasting,3,3,2
fate,3,3,3
fco2,3,3,1
flash,3,3,1
floe,3,3,2
floor,3,3,3
flowering,3,3,2
foliar,3,3,2
foothills,3,3,2
fornbyli,3,3,1
forty,3,3,1
forward,3,3,2
fossil,3,3,3
fram,3,3,3
freezing,3,3,3
fungal,3,3,3
g.c,3,3,1
gases,3,3,3
genbank,3,3,3
geo,3,3,1
gis,3,3,3
gisp2,3,3,3
glacialis,3,3,2
glacimarine,3,3,3
glaciomarine,3,3,2
glauca,3,3,2
gletscher,3,3,2
goose,3,3,2
harvest,3,3,3
head,3,3,1
hegranes,3,3,1
helo,3,3,1
heterogeneity,3,3,1
hg,3,2,2
hills,3,3,2
hindcast,3,3,2
hly09,3,3,2
hly1003,3,3,2
holarctic,3,3,1
horseshoe,3,3,2
hot,3,3,3
hr,3,3,1
humans,3,3,1
hydrocarbons,3,3,2
iceberg,3,3,3
icebergs,3,3,3
icp,3,3,2
icpms,3,3,3
idaea,3,3,1
imaging,3,3,1
increasing,3,3,1
industrial,3,3,1
interdisciplinary,3,3,3
interviews,3,3,1
inupiaq,3,3,3
inventory,3,3,3
k1,3,3,1
k2,3,3,1
k3,3,3,1
kanger,3,3,1
keyhole,3,3,1
khromov,3,3,1
kml,3,3,1
kodiak,3,3,2
kromov,3,3,1
la,3,3,2
lacustrine,3,3,3
laii,3,3,3
latitudinal,3,3,3
lead,3,3,3
library,3,3,2
linking,3,3,3
lynch,3,3,1
m1_2a,3,3,1
m1_3a,3,3,1
m1_4a,3,3,1
m3e,3,3,1
markup,3,3,1
material,3,3,3
mathworks,3,3,1
matrix,3,3,1
maui,3,3,2
mbl,3,3,1
measures,3,3,2
measuring,3,3,3
melling,3,3,1
meltwaters,3,3,3
mercury,3,3,3
metal,3,3,2
methanogenesis,3,3,2
method,3,3,1
methods,3,3,3
mhz,3,3,1
micro,3,3,2
microsite,3,3,1
mid,3,3,1
midwater,3,3,1
millennia,3,3,2
millennial,3,3,2
minus,3,3,3
monoxide,3,3,3
mount,3,3,2
mountain,3,3,3
movie,3,3,2
multibeam,3,3,3
multichannel,3,3,2
multiproxy,3,3,3
mwalker,3,3,1
mycorrhizal,3,3,3
naicex,3,3,3
nares,3,3,2
naturalist,3,3,1
nee,3,3,3
nelson,3,3,2
networks,3,3,3
neutral,3,3,2
nic,3,3,1
noatak,3,3,3
nov,3,2,2
nuclear,3,3,3
numerical,3,3,2
nunatsiavut,3,3,3
nw,3,3,2
oceanic,3,3,3
office,3,3,2
operational,3,3,2
original,3,3,3
origins,3,3,2
overpass,3,3,2
p2c2,3,3,3
paleoecological,3,3,3
pathways,3,3,3
patterned,3,3,3
pegau,3,3,1
periods,3,3,1
phenarc,3,3,3
phenological,3,3,3
photochemical,3,3,2
pipeline,3,3,1
piston,3,3,2
pliocene,3,3,3
ploskii,3,3,1
pollution,3,3,3
polycyclic,3,3,2
predation,3,3,1
prelim,3,3,2
projected,3,3,3
proposal,3,3,3
protists,3,3,2
proximal,3,3,3
r29,3,3,1
r30,3,3,1
r38,3,3,1
radiative,3,3,3
radio,3,3,3
radium,3,3,2
rass,3,3,1
rcm,3,3,1
recap,3,3,1
recovered,3,3,3
reflection,3,3,1
regimes,3,3,3
renland,3,3,1
resource,3,3,2
retention,3,3,3
retrievals,3,3,3
retrospective,3,3,3
rich,3,3,1
risk,3,3,2
robinson,3,3,1
role,3,3,3
rosetta,3,3,1
rsf,3,3,1
rusalca,3,3,1
salt,3,3,2
sandbox,3,3,1
sarqardleq,3,3,3
sat,3,3,2
scanner,3,3,2
scass,3,3,1
sciences,3,3,3
seabirds,3,3,3
seacat,3,3,3
sedimentary,3,3,3
separated,3,3,1
sermilik,3,3,3
short,3,3,3
shupe,3,3,2
sikuliaq,3,3,1
silica,3,3,3
skagafjörður,3,3,1
snowfield,3,3,1
snownet,3,3,1
sociocultural,3,3,2
southwest,3,3,3
spo,3,3,1
ssm,3,3,3
stanton,3,3,1
stefansson,3,3,1
storm,3,2,2
storvold,3,3,1
stress,3,3,3
submarine,3,3,3
substances,3,3,2
suding,3,3,1
summers,3,3,2
summertime,3,3,1
surrounding,3,3,1
susceptibility,3,3,3
swiss,3,3,1
synoptic,3,3,3
targets,3,3,2
terminating,3,3,3
terminus,3,3,3
textural,3,3,1
thawed,3,3,2
thermistor,3,3,3
thingvellir,3,3,1
thousand,3,3,1
tide,3,3,2
timeseries,3,3,3
tolbachik,3,3,1
topography,3,3,3
transitions,3,3,3
translation,3,3,1
tunnel,3,3,3
tunu,3,3,2
turbulence,3,3,2
twin,3,3,1
u.s,3,3,3
u11,3,3,1
u7,3,3,1
ultra,3,3,3
unburned,3,3,2
undergraduates,3,3,3
unfocused,3,3,1
urban,3,3,2
vaccinium,3,3,1
vanillic,3,3,1
variables,3,3,3
vascular,3,3,1
vehicle,3,3,3
velocities,3,3,3
versus,3,3,3
virtual,3,3,1
vitis,3,3,1
warmed,3,3,3
wavelength,3,3,2
wax,3,3,3
wedge,3,3,1
width,3,3,1
wookey,3,3,1
wrkshp,3,3,1
xbt,3,3,3
xrf,3,3,2
00000,2,2,1
00998,2,2,1
00999,2,2,1
01997,2,2,1
01998,2,2,1
02996,2,2,1
02997,2,2,1
02aug09,2,2,1
02may10,2,2,1
05,2,2,2
0935336,2,2,1
1.5,2,2,1
111022,2,2,1
11aug08,2,2,1
11micron,2,2,1
"12,000",2,2,2
120517,2,2,1
120616,2,2,1
120628,2,2,1
120728,2,2,1
120808,2,2,1
120907,2,2,1
120919,2,2,1
121019,2,2,1
121031,2,2,1
121130,2,2,1
121211,2,2,1
130110,2,2,1
130122,2,2,1
130221,2,2,1
130415,2,2,1
130515,2,2,1
130527,2,2,1
130626,2,2,1
130707,2,2,1
130806,2,2,1
130818,2,2,1
1398,2,2,1
16s,2,2,2
18o,2,2,2
1900,2,2,2
1930,2,2,1
1934,2,2,1
1955,2,2,2
1958,2,2,2
1962,2,2,1
1963,2,2,2
1970s,2,2,2
2.5,2,2,1
2050,2,2,2
21st,2,2,2
22apr11,2,2,1
249,2,2,1
25jul07,2,2,1
29apr10,2,2,1
2m,2,2,2
30jul13,2,2,1
3d,2,2,2
44,2,2,1
49,2,2,2
53,2,2,2
8.5,2,2,1
80,2,2,1
82,2,2,1
ab,2,2,2
abundances,2,2,2
accessing,2,2,2
accompanying,2,2,1
acetate,2,2,1
acquisition,2,2,1
acrobat,2,2,2
activities,2,2,2
adaptation,2,2,2
addition,2,2,1
additional,2,2,1
adults,2,2,1
advanced,2,2,2
afb,2,2,1
aged,2,2,1
akhiok,2,2,1
akhmelo,2,2,1
akutan,2,2,2
albedos,2,2,2
alert,2,2,2
aliasing,2,2,1
alkane,2,2,2
allaiha,2,2,1
allocation,2,2,1
allometry,2,2,1
alter,2,2,2
altered,2,2,2
americas,2,2,2
amplified,2,2,2
anchored,2,2,1
app,2,2,2
apr13,2,2,1
archaea,2,2,1
archaeology,2,2,2
archived,2,2,1
arctica,2,2,2
asia,2,2,2
assembly,2,2,2
assess,2,2,2
assimilation,2,2,2
asynchrony,2,2,1
atdd,2,2,2
atmosphérique,2,2,2
automation,2,2,2
avg,2,2,1
aws02,2,2,1
b53,2,2,1
b55,2,2,1
b56,2,2,1
b60,2,2,2
b66,2,2,1
b70,2,2,1
backscattering,2,2,2
baldwin,2,2,2
barents,2,2,1
basetraps,2,2,1
bear,2,2,1
beaver,2,2,1
bedrock,2,2,2
behavior,2,2,2
bely,2,2,1
bilbrough,2,2,1
biochemical,2,2,1
biogenic,2,2,2
birnirk,2,2,2
body,2,2,1
boil,2,2,2
bones,2,2,2
boundaries,2,2,1
bp,2,2,2
brines,2,2,1
bromide,2,2,2
bssn,2,2,2
building,2,2,2
burger,2,2,1
burning,2,2,2
cad,2,2,2
cadis,2,2,2
cajanderi,2,2,2
calculated,2,2,1
california,2,2,2
campsite,2,2,1
caps,2,2,2
capsule,2,2,2
carg,2,1,1
carnivore,2,2,2
cascade,2,2,2
castaway,2,2,1
categorical,2,2,1
cavm,2,2,2
cebp,2,2,2
celsius,2,2,1
centennial,2,2,2
centerbeam,2,2,1
cesium,2,2,2
cfl,2,2,2
chara,2,2,1
cherskiy,2,2,2
chinare2012,2,2,1
chinare2014,2,2,1
chindadn,2,2,2
chironomus,2,2,2
chrolophyll,2,2,1
cipehr,2,2,1
circle,2,2,2
classifications,2,2,2
clay,2,2,2
clean,2,2,2
climatology,2,2,2
closing,2,2,1
clyde,2,2,2
clyde's,2,2,1
cmf,2,2,2
coastline,2,2,1
codes,2,2,1
col,2,2,2
collcted,2,2,2
colleen,2,2,1
collocation,2,2,1
combatant,2,2,2
compaction,2,2,2
compatible,2,2,2
competing,2,2,2
comprehensive,2,2,2
consolidated,2,2,1
context,2,2,2
continuation,2,2,2
controlling,2,2,2
copepod,2,2,2
corridor,2,2,2
corser,2,2,1
cota,2,2,1
covariance,2,2,2
coyle,2,2,1
cpue,2,2,1
cryostratigraphy,2,2,1
cumulative,2,2,2
currents,2,2,2
curve,2,2,1
cut,2,2,1
cyberinfrastructure,2,2,2
cyclone,2,2,2
cytometry,2,2,1
d4,2,2,2
dam,2,2,1
daphnia,2,2,1
das,2,2,2
dating,2,2,2
day,2,2,2
dbo6,2,2,1
dec,2,2,2
degree,2,2,1
delineation,2,2,2
demographic,2,2,2
demographics,2,2,2
densities,2,2,2
dependent,2,2,2
depol,2,2,2
depolarization,2,2,1
depositional,2,2,2
detected,2,2,2
detecting,2,2,2
determining,2,2,2
developed,2,2,1
dew,2,2,1
diamonds,2,2,1
diatom,2,2,2
diatoms,2,2,2
diet,2,2,1
dimensional,2,2,2
dimple,2,2,2
disaggregation,2,2,2
discovery,2,2,2
document,2,2,2
doi,2,2,1
dose,2,2,1
doserates,2,2,1
downscaled,2,2,2
downscaling,2,2,2
driver,2,2,2
dropsonde,2,2,1
dust,2,2,2
eager,2,2,2
ecco2,2,2,1
ecmwf,2,2,1
effort,2,2,1
eiders,2,2,1
elevated,2,2,2
elias,2,2,1
emphasis,2,2,2
engagement,2,1,1
equivalence,2,2,1
espenberg,2,2,2
establishment,2,2,1
euphausiids,2,2,2
eurycercus,2,1,1
evaluating,2,2,2
examining,2,2,2
excess,2,2,2
exclusion,2,2,2
existing,2,2,2
exopolymeric,2,2,1
expendable,2,2,2
experimentally,2,2,2
exported,2,2,1
exposed,2,2,1
extended,2,2,2
extents,2,2,1
extractable,2,2,2
extracted,2,2,2
f9,2,2,1
fairbanks,2,2,2
fairweather,2,2,2
fast,2,2,1
feast,2,2,1
filled,2,2,2
finse,2,2,1
firth,2,2,1
fishery,2,2,2
fjords,2,2,2
flags,2,2,1
flank,2,2,1
flat,2,2,1
flowthrough,2,2,1
fluvial,2,2,2
fm,2,2,1
fnl,2,2,1
foraminiferal,2,2,1
force,2,2,2
fork,2,1,1
framework,2,2,2
free,2,2,1
fresh,2,2,2
fukushima,2,2,1
functions,2,2,2
futures,2,1,1
gambell,2,2,2
gateways,2,2,1
gene,2,2,2
genomic,2,2,2
geographic,2,2,2
geomorphology,2,2,2
geospatial,2,2,2
glas,2,2,1
gleason,2,2,1
glucose,2,2,1
gnet,2,2,2
graphical,2,2,1
grayling,2,2,1
greenland’s,2,2,2
greentracs,2,2,2
gtn,2,2,1
guy,2,2,1
halogen,2,2,2
hazen,2,2,2
helheim,2,2,2
helicopter,2,2,2
herbivore,2,2,2
herbivory,2,2,2
heterotrophic,2,2,1
hillshade,2,2,2
hinkel,2,2,1
historic,2,2,2
hly0601,2,2,1
hoegh,2,2,2
holt,2,2,1
home,2,2,2
hormone,2,2,2
hunters,2,2,2
hydgrographic,2,2,2
hydrostatic,2,2,2
hydroxybenzoic,2,2,1
hyperboreus,2,2,1
ic,2,2,1
icebreaker,2,2,2
igarka,2,2,2
imet,2,2,2
impacted,2,2,1
importance,2,2,1
inclinometry,2,2,2
increased,2,2,2
increments,2,2,2
incubation,2,2,2
indian,2,2,1
indicators,2,2,2
indigirka,2,2,1
individuals,2,2,1
influx,2,2,1
infrastructure,2,2,2
inmotion,2,2,1
integrals,2,2,1
integrating,2,2,2
interdisciplinarity,2,2,2
internal,2,2,2
intervals,2,2,1
intrusion,2,2,1
inverse,2,2,2
investigating,2,2,2
iron,2,2,2
isccp,2,2,2
isus,2,2,2
ivishak,2,2,2
jakobshavn,2,2,2
jpl,2,1,1
kane,2,2,2
kap,2,2,2
kharp,2,2,1
khomus,2,2,1
kilohertz,2,1,1
klondike,2,2,1
kn,2,2,1
kongressvatnet,2,2,2
konkovaya,2,2,1
kotzebue,2,2,1
krill,2,2,1
krp13,2,2,1
kuropatochya,2,2,1
kurupa,2,2,1
kwok,2,2,1
l129,2,2,1
l280,2,2,1
l520,2,2,1
l56,2,2,1
labeling,2,2,2
lamination,2,2,2
landcover,2,2,2
larix,2,2,2
laser,2,2,2
layers,2,2,2
legacy,2,2,2
levels,2,2,2
limitation,2,2,2
limnology,2,2,1
lines,2,2,1
linkages,2,2,2
linnédalen,2,2,2
lipids,2,2,1
livelihoods,2,2,2
logging,2,2,2
logs,2,2,2
longitudinal,2,2,2
longwave,2,2,2
longwavedown,2,2,2
longwavenet,2,2,2
longwaveup,2,2,2
m1_1a,2,2,1
m6b,2,2,1
macrofauna,2,2,1
macrofossils,2,2,2
maidment,2,2,1
manta,2,2,1
manual,2,2,1
margins,2,2,2
marsh,2,2,1
maslanik,2,2,1
mast,2,2,1
master,2,2,1
mauze,2,2,1
mccarty,2,2,1
mcmanus,2,2,1
mediated,2,2,1
melsing,2,2,1
membranes,2,2,2
methyl,2,1,1
mg,2,2,1
microbes,2,2,2
micromet,2,2,2
micrometers,2,1,1
microorganisms,2,2,1
middle,2,2,1
mineralization,2,2,2
mining,2,2,1
mixing,2,2,2
modèle,2,2,2
molecular,2,2,2
monitor,2,2,1
morphological,2,2,2
mosaics,2,2,2
movies,2,2,2
mps,2,2,1
msmts,2,2,2
mz,2,2,1
names,2,2,2
nansen,2,2,2
nauk,2,2,2
nenana,2,2,2
neodymium,2,2,2
neogloboquadrina,2,2,1
newly,2,2,1
ngrip,2,2,2
nic_weekly_1980_07_15_tot.v0,2,2,1
nic_weekly_1999_12_27_fst.v0,2,2,1
nitrite,2,2,2
nitrous,2,2,2
nm,2,1,1
nmr,2,2,2
nonlinearities,2,2,2
noy,2,2,2
nsidc,2,1,1
nutrition,2,2,1
observer,2,2,2
oksrukuyik,2,2,2
onboard,2,2,1
operations,2,2,2
orthorectified,2,2,2
oxidant,2,2,1
oxides,2,2,1
oxygen:argon,2,2,1
pachyderma,2,2,1
pahs,2,2,1
paleoceanography,2,2,2
paleoenvironment,2,2,1
pamir,2,1,1
par,2,2,2
para,2,2,1
partners,2,2,2
paulson,2,2,1
pelagic,2,2,2
perch,2,2,2
pfas,2,2,1
phase,2,2,2
photolysis,2,2,2
photophysiological,2,2,1
physiological,2,2,1
physiology,2,2,2
pictures,2,2,2
ping,2,2,1
platforms,2,2,1
plutonium,2,2,2
pmel,2,2,2
polarstern,2,2,2
policy,2,2,2
pollutants,2,2,2
polychlorinated,2,2,2
polythermal,2,2,2
pom,2,2,2
pomeroy,2,2,1
pools,2,2,2
pops,2,2,2
populations,2,2,2
positioning,2,2,2
precision,2,2,1
predator,2,2,2
predictions,2,2,2
privatization,2,2,2
probes,2,2,2
product,2,2,1
prototype,2,2,2
provisional,2,2,1
publications,2,2,1
quantum,2,2,2
r12,2,2,1
r13,2,2,1
r15,2,2,1
r18,2,2,1
r24,2,2,1
r31,2,2,1
r37,2,2,1
racine,2,2,1
radioactive,2,2,2
radionuclide,2,2,2
rasters,2,2,2
rayleigh,2,2,1
rcp,2,2,1
recovery,2,2,2
red,2,2,2
redox,2,1,1
reductions,2,2,2
reference,2,2,2
regeneration,2,2,1
relations,2,2,2
relationship,2,2,2
removal,2,2,2
resampling,2,2,1
resilience,2,2,2
resolving,2,2,2
resonance,2,2,2
respired,2,2,2
retrieval,2,2,2
rgps,2,2,2
riparian,2,2,2
rocks,2,2,2
rogue,2,2,1
roles,2,2,2
roms,2,2,2
rosette,2,2,1
rowe,2,2,1
rrna,2,2,2
rui,2,2,2
s3,2,2,2
saline,2,2,2
sampled,2,2,1
sapflow,2,2,1
saqardleq,2,2,2
saskatchewan,2,2,1
saturated,2,2,2
scales,2,2,2
scarfs,2,2,1
se,2,2,1
seals,2,2,2
seasonally,2,2,2
secondary,2,2,2
security,2,2,2
sedimentological,2,2,2
sentinel,2,2,2
services,2,2,2
shapefiles,2,2,2
shorebird,2,2,2
shortwavedown,2,2,2
shortwavenet,2,2,2
shortwaveup,2,2,2
sighting,2,2,1
sightings,2,2,2
silt,2,2,2
simpson,2,2,1
simulation,2,2,2
single,2,2,2
sinking,2,2,1
sliding,2,2,1
slp,2,2,2
snowmelt,2,2,2
societies,2,2,2
soft,2,2,2
solute,2,2,2
southwestern,2,2,1
spectrometers,2,2,1
spectrometry,2,2,2
spp,2,2,2
stability,2,2,2
stage,2,2,1
stake,2,2,2
stand,2,2,2
star,2,2,1
statistical,2,2,2
stats,2,2,1
stomatal,2,2,2
strain,2,2,1
stratospheric,2,2,2
structured,2,2,2
student,2,2,2
subfossil,2,2,2
subice,2,2,1
suna,2,2,1
surfaces,2,2,2
surge,2,2,2
survival,2,2,2
sustainability,2,2,2
swift,2,2,1
swl11,2,2,2
tagged,2,2,2
taxonomy,2,2,1
tdn,2,2,1
tdr,2,2,1
televiewer,2,2,2
territory,2,2,2
text,2,2,2
thawing,2,2,2
tiller,2,2,1
tilt,2,2,2
top,2,2,2
topographically,2,2,2
totland,2,2,1
tovs,2,2,1
towns,2,2,2
tracks,2,2,1
transformations,2,2,2
transient,2,2,2
traps,2,2,2
trec,2,2,2
triple,2,2,1
trophic,2,2,2
true,2,2,1
tuktoyaktuk,2,2,2
twelve,2,2,1
typical,2,2,1
u1,2,2,2
u12,2,2,1
u2,2,2,2
u32,2,2,1
u9,2,2,1
uav,2,2,2
uggianaqtuq,2,2,2
ultraviolet,2,2,1
umiat,2,2,2
unattended,2,2,1
undergraduate,2,2,2
understand,2,2,2
undisturbed,2,2,1
unit,2,2,1
unprecedented,2,2,2
updated,2,2,1
upward,2,2,2
urals,2,2,2
urengoy,2,2,1
utc,2,2,1
utilization,2,2,2
v1,2,2,1
varve,2,2,2
varved,2,2,2
verification,2,2,2
version,2,2,2
viruses,2,2,2
visualization,2,2,2
vital,2,2,2
volcanic,2,2,2
wais,2,2,2
warmth,2,2,2
webs,2,2,2
weir,2,2,1
wetting,2,2,1
winch,2,2,1
wolf,2,2,2
world,2,2,2
worldview,2,2,2
xuelong,2,2,1
yakutsk,2,2,1
yenisei,2,2,2
yield,2,2,2
zev,2,2,1
_cbl,1,1,1
0.3,1,1,1
0.5km,1,1,1
"02,03",1,1,1
03995,1,1,1
03996,1,1,1
04715,1,1,1
04716,1,1,1
04994,1,1,1
04995,1,1,1
04apr09,1,1,1
04may12,1,1,1
0519840,1,1,1
05714,1,1,1
05715,1,1,1
05993,1,1,1
05994,1,1,1
05apr09,1,1,1
05gc,1,1,1
05may,1,1,1
05may07,1,1,1
06713,1,1,1
06714,1,1,1
06992,1,1,1
06993,1,1,1
07712,1,1,1
07713,1,1,1
07991,1,1,1
07992,1,1,1
08711,1,1,1
08712,1,1,1
08990,1,1,1
08991,1,1,1
0902130,1,1,1
09035336,1,1,1
0909354,1,1,1
0909362,1,1,1
09710,1,1,1
09711,1,1,1
09989,1,1,1
09990,1,1,1
"1,000",1,1,1
1.1,1,1,1
"10,900",1,1,1
1000,1,1,1
10000,1,1,1
1002,1,1,1
10709,1,1,1
10710,1,1,1
10988,1,1,1
10989,1,1,1
"11,200",1,1,1
11708,1,1,1
11709,1,1,1
11987,1,1,1
11988,1,1,1
11may07,1,1,1
120405,1,1,1
120406,1,1,1
1204220,1,1,1
120505,1,1,1
120506,1,1,1
120901_000000_au_bs02,1,1,1
120901_000000_au_bs03,1,1,1
121008_100000_au_bs02,1,1,1
121008_110000_au_bs02,1,1,1
121012_140000_au_bs03,1,1,1
121012_150000_au_bs03,1,1,1
121114_210000_au_bs02,1,1,1
121114_220000_au_bs02,1,1,1
121123_050000_au_bs03,1,1,1
121123_060000_au_bs03,1,1,1
121222_080000_au_bs02,1,1,1
121222_090000_au_bs02,1,1,1
1222,1,1,1
12707,1,1,1
12708,1,1,1
12986,1,1,1
12987,1,1,1
130101_000000_au_bs04,1,1,1
130103_200000_au_bs03,1,1,1
130103_210000_au_bs03,1,1,1
130128_190000_au_bs02,1,1,1
130128_200000_au_bs02,1,1,1
1302,1,1,1
130205_080000_au_bs04,1,1,1
130205_090000_au_bs04,1,1,1
130214_110000_au_bs03,1,1,1
130304,1,1,1
130305,1,1,1
