word1,word2,n
data,package,9
dataset,beginning,9
dataset,orcid,9
day,00,9
day,observation,9
degrees,date,9
degrees,west,9
delta,15n,9
density,potential,9
depth,0.18m,9
depth,0.19m,9
depth,0.24m,9
depth,12.5,9
depth,17.5,9
depth,45.0,9
depth,55.0,9
depth,ice,9
device,measurement,9
diseased,individuals,9
e2,e6,9
e6,depth,9
eastward,sea,9
eaten,individuals,9
effects,removed,9
electricity,fluorescence,9
engraved,leg,9
eriophorum,angustifolium,9
explanation,code,9
fc_cwbu_f,gap,9
fc_cwbu_gf,fc_cwu_f,9
fc_cwu_gf,fc_cwu,9
filled,downward,9
filled,upward,9
filtered,fc_cwbu_f,9
firn,density,9
firn,liquid,9
firn,model,9
flux,h2o,9
flux,measured,9
foliar,biomass,9
forest,floor,9
game,management,9
geochronology,5,9
gps,coordinates,9
grid,mapfactor,9
h2o,flux,9
half,hour,9
height,acoustic,9
hourly,data,9
humidity,data,9
humidity,profile,9
icp,oes,9
id,depth,9
identifier,latitude,9
initial,surname,9
initiated,atmospheric,9
instrument,burial,9
iron,ion,9
isotopic,values,9
j2,j6,9
j6,e2,9
juvenile,individuals,9
kelvin,calculated,9
kelvin,index,9
kilopascals,date,9
landscape,position,9
layer,alt,9
layer,due,9
leg,flag,9
level,index,9
levels,time,9
lithium,ion,9
live,individuals,9
longitude,flag,9
lter's,data,9
m2,extracted,9
m2,gap,9
magnesium,concentration,9
magnesium,ion,9
management,unit,9
manganese,ion,9
match,snow,9
measured,oxygen,9
measured,relative,9
measured,type,9
measurement,levels,9
measurements,measurements,9
melt,layer,9
meter,content,9
meter,observed,9
meter,rectangular,9
middle,initial,9
minus,sublimation,9
mmol,m2,9
model,air,9
model,energy,9
model,modelled,9
model,net,9
model,total,9
modelled,surface,9
molar,ratio,9
muffle,furnace,9
na,meaning,9
nanomol,mol,9
nasa,oib,9
ndvi,scan,9
nearest,cell,9
net,sublimation,9
nims,grid,9
nm,cdom,9
northward,sea,9
notation,relative,9
observed,surface,9
operational,taxonomic,9
output,upward,9
oxygen,16,9
package,id,9
par,reflected,9
path,length,9
percentage,density,9
percentage,water,9
phospholipid,fatty,9
pit,observations,9
plot,center,9
pool,scaled,9
potassium,ion,9
ppm,determined,9
presssure,digiquartz,9
pressure,depth,9
pressure,effects,9
pressure,potential,9
profile,melt,9
profile,relative,9
profile,wind,9
program,sampling,9
quadrat,stem,9
quantum,yield,9
quaternary,geochronology,9
racmo2.3p2,output,9
radiation,latent,9
radiocarbon,content,9
radiocarbon,sequences,9
rate,origin,9
ratio,uncertainty,9
record,measurement,9
recorded,genus,9
recorded,pressure,9
recording,1998,9
recruit,percent,9
rectangular,transect,9
removal,treatments,9
residual,sol,9
salinity,scale,9
sample,center,9
sample,relative,9
saturation,sbe,9
sbe37sm,measured,9
seasonal,flooding,9
section,lower,9
sediment,bcf,9
sediment,carbon,9
sensor,11,9
sensor,12,9
sensor,5,9
sensor,7,9
sensor,8,9
sensor,firn,9
sequences,quaternary,9
short,cores,9
silicon,ion,9
snow,bucket,9
snow,lying,9
snowfall,minus,9
sodium,ion,9
soil,subsample,9
sol,data,9
sol,measurements,9
species,acronym,9
species,cymbella,9
species,list,9
speed,1,9
speed,2,9
speed,data,9
stable,isotopes,9
station,latitude,9
station,mast,9
station,sampling,9
stratification,heat,9
stratification,latent,9
string,temperature,9
strontium,ion,9
sublimation,sublimation,9
sulfur,concentration,9
sulfur,ion,9
surface,0,9
surface,ground,9
surface,humidity,9
surface,origin,9
surface,salinity,9
surface,wind,9
tall,shrubs,9
tarsal,joint,9
taxonomic,unit,9
thickness,reduction,9
time,1,9
time,ast,9
time,julian,9
time,net,9
time,water,9
timezone,8,9
top,model,9
topographic,position,9
total,percent,9
total,snowfall,9
trait,type,9
transplant,garden,9
travel,path,9
tree,ring,9
vegetation,removal,9
velocity,profile,9
vienna,standard,9
water,latitude,9
weight,dry,9
yyyy,format,9
0,23,8
0,meter,8
0.00001,fc_cwbexpu_f,8
0.02,meters,8
0.05,meters,8
00,dew,8
000.45m,temperature,8
000.46m,temperature,8
000.60m,time,8
000.68m,temperature,8
000.75m,temperature,8
1,total,8
1.5m,temperature,8
10,12,8
10,nm,8
10.5194,tc,8
12,centimeters,8
13,00,8
13,temperature,8
14,centimeters,8
14,standard,8
16,centimeters,8
16,meters,8
18,centimeters,8
18,oxygen,8
18.5,cm,8
2,19m,8
2,bad,8
2,centimeters,8
2,day,8
2,rebs,8
2,validy,8
2.5,meters,8
20,nm,8
2000,time,8
2005,units,8
2012,2013,8
2013,2014,8
2017,north,8
2018,172,8
2018,5,8
2018,https,8
20m,transects,8
22,centimeters,8
22,meters,8
23,latitudinal,8
24,centimeters,8
26,centimeters,8
28,centimeters,8
2min,nesr,8
30,cm,8
30cm,depth,8
30cm,measured,8
32,centimeters,8
34,centimeters,8
35,cm,8
36,centimeters,8
36,cm,8
38,centimeters,8
4,centimeters,8
4,letter,8
4,smooth,8
42,centimeters,8
44,centimeters,8
45deg,approximately,8
46,centimeters,8
48,centimeters,8
5,temperature,8
50m,depth,8
518,clam,8
52,centimeters,8
54,centimeters,8
56,centimeters,8
58,centimeters,8
6,centimeters,8
63,microns,8
70,cm,8
8,centimeters,8
80,instrument,8
90,instrument,8
aboveground,foliar,8
accelerator,mass,8
accumulation,observation,8
acid,concentration,8
acid,measured,8
acid,methyl,8
acids,plfa,8
acids,ratio,8
acoustic,rangefinder,8
acoustic,travel,8
active,thermo,8
acupar,model,8
air,brightness,8
air,content,8
alt,node,8
altimeter,mounted,8
altimeter,primary,8
aluminum,ion,8
ammonium,concentration,8
analysis,system,8
anthanum,ion,8
approximately,15m2,8
arsenic,ion,8
aspirated,radiation,8
attached,diagram,8
attenuation,calculated,8
august,jja,8
august,mjja,8
average,height,8
bacterial,production,8
bandwidth,red,8
bed,elevation,8
belt,plot,8
bgos,jois,8
billion,ppb,8
bin,potential,8
bird,count,8
bird,observed,8
boron,ion,8
bounding,boxes,8
brownie,cut,8
burba,0,8
canyon,river,8
capillary,tube,8
captured,colors,8
carbon,14,8
carbon,doc,8
carbon,total,8
cdom,absorbance,8
center,10,8
center,20,8
centered,polygon,8
centimeters,cms,8
cf,tl,8
ch2,aeri,8
chlorophyll,content,8
chlorophyll,fluorometer,8
chromium,ion,8
closed,dots,8
closure,momentum,8
co2,conc,8
co2,efflux,8
cobalt,ion,8
code,ble,8
code,distributed,8
collection,2016,8
community,id,8
concentration,error,8
concentration,mg,8
conductivity,temperature,8
content,filtered,8
control,plots,8
copper,ion,8
core,volume,8
correction,surface,8
correspondant,sediment,8
count,digiquartz,8
count,map,8
cover,estimate,8
cstar,transmissometer,8
ctd,aboard,8
cubic,centimeters,8
current,eastward,8
current,northward,8
cushion,forb,8
daily,species,8
data,time,8
date,collected,8
date,sampling,8
day,day,8
day,index,8
dbo,bounding,8
dead,carex,8
dead,erect,8
degrees,corresponds,8
degrees,tilt,8
delta,oxygen,8
depth,0.04m,8
depth,0.12m,8
depth,0.17m,8
depth,1m,8
depth,active,8
depth,date,8
depth,id,8
depth,lake,8
depth,refers,8
depth,samples,8
diagram,subset,8
digiquartz,pressure,8
discontinued,sampling,8
dissolved,methane,8
doi.org,10.5194,8
downcore,sections,8
drained,upland,8
dryas,integrifolia,8
electricity,recorded,8
elevated,air,8
elevation,measured,8
elevation,surface,8
ellipsoid,depth,8
ensemble,latitude,8
epply,longwave,8
epply,shortwave,8
erect,dwarf,8
erect,forb,8
event,species,8
experiment,appears,8
extractions,concentration,8
fc_cwbexpu_f,gapfilled,8
fc_cwbexpu_gf,latent,8
fc_cwbnegu_gf,fc_cwu_f,8
feature,type,8
final,paper,8
flight,time,8
fluorescence,seapoint,8
fluorometer,beam,8
fluxes,flag,8
format,meter,8
format,yyyy,8
fox,canyon,8
frozen,soil,8
gapfilled,qc,8
geographic,coordinates,8
gill,aspirated,8
glacier,center,8
glacier,retreat,8
global,hydrologic,8
gmt,8,8
grid,meter,8
grid,plot,8
h2o,conc,8
hbb,2min,8
hbb,view,8
herbivory,treatment,8
hmp,155,8
hour,watts,8
humidity,dry,8
humidity,smart,8
hummock,18.5,8
hydrologic,archive,8
i.e,ambient,8
ice,mass,8
id,presssure,8
identification,date,8
import,mcd,8
index,measured,8
individual,brownie,8
infrared,surface,8
injection,specific,8
instrument,1,8
instrument,adcp,8
instrument,density,8
instrument,fluorescence,8
instrument,real,8
irradiance,412,8
irradiance,443,8
irradiance,555,8
irradiance,par,8
isotopes,oxygen,8
isotropologues,ratio,8
jj,surface,8
jja,surface,8
july,jj,8
july,mjj,8
june,mj,8
june,surface,8
lake,tl,8
latitudinal,coordinate,8
launch,wind,8
layer,measurements,8
lead,ion,8
level,battery,8
level,center,8
licor,li,8
licor,pressure,8
licor,temperature,8
linearly,interpolated,8
live,erect,8
located,ble,8
location,sampling,8
longitude,total,8
low,shrub,8
lter's,research,8
lux,date,8
lw,hbb,8
lw,scene,8
map,document,8
measured,error,8
measured,volume,8
measurement,dissolved,8
measurements,raw,8
measurements,sigma,8
mercator,utm,8
mercury,concentration,8
meter,identifies,8
meter,marks,8
meter,sensor,8
meters,error,8
meters,irradiance,8
methyl,ester,8
microcat,salinity,8
minutes,spent,8
mj,surface,8
mjj,surface,8
mjja,surface,8
ml,ws,8
mmp,instrument,8
model,80,8
modified,degree,8
moist,lowland,8
molybdenum,ion,8
natural,increase,8
nearest,half,8
negative,burba,8
nesr,estimate,8
nest,color,8
nickle,ion,8
nitrite,no3,8
nitrogen,content,8
north,eastern,8
o2,ar,8
observation,depth,8
observation,event,8
observation,temperature,8
observed,bird,8
observing,snow,8
oib,flightline,8
onboard,acoustic,8
organic,material,8
pair,aboard,8
permil,vpdb,8
ph,measurement,8
plate,2,8
plot,community,8
plot,indicating,8
plot,soil,8
position,vaisala,8
precipitation,wind,8
pressure,distance,8
pressure,percent,8
pressure,sensor,8
pressure,wind,8
primary,ct,8
primary,ice,8
primary,voltage,8
prior,hour,8
probe,1,8
probe,36,8
program,lagoon,8
propagated,error,8
prostrate,dwarf,8
radar,sample,8
radiation,shield,8
radiation,wind,8
range,heights,8
rangefinder,observing,8
rate,mmol,8
raw,transmxssometer,8
real,depth,8
record,day,8
record,hour,8
record,longitudinal,8
record,month,8
record,ranges,8
recorded,transects,8
region,code,8
removal,range,8
removed,prior,8
research,nodes,8
research,program,8
resin,strip,8
richardsonii,cover,8
sagwon,sag,8
salix,ovalifolia,8
saltwater,injection,8
sample,latitude,8
sample,particulate,8
sample,ratio,8
samples,collected,8
samples,downcore,8
sampling,event,8
sampling,hour,8
sampling,locations,8
sampling,priority,8
sampling,season,8
seafloor,based,8
seapoint,altimeter,8
secondary,ct,8
sections,millimolar,8
sensor,10,8
sensor,13,8
sensor,14,8
sensor,15,8
sensor,16,8
sensor,9,8
sensor,reading,8
sex,color,8
sex,type,8
si,1h1,8
silicic,acid,8
silver,ion,8
site,abbreviation,8
site,measured,8
site,type,8
site,valid,8
situ,pressure,8
soil,7,8
soil,carbon,8
south,component,8
species,fragilaria,8
species,gomphonema,8
species,nitzschia,8
spectrum,standard,8
speed,ms,8
star,energy,8
station,average,8
station,identifier,8
status,height,8
steel,probe,8
stem,segments,8
storage,volumetric,8
stream,salinity,8
supersucker,depth,8
supersucker,salinity,8
supersucker,sigma,8
supersucker's,depth,8
surface,ablation,8
surface,converted,8
sw,scene,8
swale,20,8
system,ghaas,8
table,date,8
target,residual,8
tc,2018,8
temp,humidity,8
temp,temperature,8
temperature,i.e,8
temperature,soil,8
tfs,bird,8
thallium,ion,8
thb,m002,8
thickness,measurement,8
tides,wgs,8
time,discharge,8
time,measurements,8
time,recorded,8
tin,ion,8
titanium,ion,8
total,precipitation,8
total,sodium,8
transect,line,8
transects,values,8
transient,layer,8
transmissometer,raw,8
transmxssometer,voltage,8
treatment,advanced,8
treatment,vegetation,8
twenty,meter,8
type,4,8
type,data,8
umol,co2,8
umol,m2,8
unacidified,sediment,8
underway,system,8
unknown,flag,8
unknown,unknown,8
utc,latitude,8
utc,recorded,8
vaisala,hmp,8
valid,fluxes,8
values,represent,8
vanadium,ion,8
vegetation,depth,8
vegetation,sample,8
viper,transects,8
volume,operating,8
water,calibrated,8
weight,concentration,8
west,component,8
wet,dry,8
wetlabs,cstar,8
wetlabs,wetstar,8
wetstar,chlorophyll,8
wgs84,datum,8
yyyy,site,8
zinc,ion,8
0,10,7
0,degrees,7
0.01,meters,7
0.15m,measurement,7
0.8,meters,7
000.62m,temperature,7
000.65m,temperature,7
000.69m,temperature,7
000.70m,time,7
000.74m,temperature,7
000.80m,temperature,7
000.97m,temperature,7
007.00m,temperature,7
03,01,7
1,100,7
1,green,7
107,temperature,7
10be,concentration,7
12,cm,7
12,meters,7
13.1,meters,7
14.2,meters,7
150,187,7
15n,14n,7
171,241,7
18,isotope,7
187,typical,7
188os,ratios,7
190,226,7
1980,table,7
1m2,intensive,7
2,green,7
2,ms,7
2,shortwave,7
2,total,7
2.000,meters,7
2004,03,7
2010,2012,7
2015,treatment,7
241,late,7
3,green,7
4,6,7
4,green,7
4,sand,7
4,total,7
400,nm,7
440,nm,7
48,hours,7
5,green,7
5,transect,7
5.000,meters,7
590cm,oc,7
6,green,7
6,recruits,7
6,temperature,7
66,experimenetal,7
7,temperature,7
7.5cm,depth,7
8.000,meters,7
9,meters,7
9,temperature,7
acid,carbon,7
addtion,x2,7
advacement,experimental,7
advancement,ambient,7
advancement,treatment,7
aggregate,length,7
algae,cover,7
analyzed,fi,7
analyzed,int,7
annual,net,7
aquatilis,cover,7
arctic,domain,7
arrival,treatment,7
ast,net,7
average,depth,7
average,dew,7
bag,weight,7
balance,time,7
barium,concentration,7
bedfast,trans,7
betula,nana,7
boreholes,drilled,7
bounding,box,7
boxes,dbo,7
buoy,percentage,7
buoy,submerged,7
cdom,absorption,7
centimeters,relative,7
chamber,season,7
chloride,nacl,7
cm,identifier,7
cms,date,7
coarse,sand,7
code,cover,7
collected,nome,7
collected,percent,7
collected,temperature,7
composition,unc,7
concentration,total,7
concentration,water,7
concentrations,measured,7
control,ambient,7
conversion,factor,7
coordinate,system,7
coordinates,historical,7
coring,site,7
corrected,net,7
correction,mobile,7
costech,ecs4010,7
cover,percent,7
ctd,salinity,7
ctd,temperature,7
current,speed,7
data,due,7
data,net,7
data,type,7
data,values,7
datalogger,incoming,7
datasheets,transect,7
day,no3,7
day,phosphate,7
dbo,"1,2,3,4",7
dbo,official,7
dd,mmm,7
dead,individuals,7
decibar,10,7
degree,north,7
degrees,depth,7
delta,14c,7
depth,0.03m,7
depth,0.06m,7
depth,0.27m,7
depth,0.40m,7
depth,0.48m,7
depth,increment,7
depth,surface,7
detailed,information,7
deuterium,hydrogen,7
dissolved,phosphorus,7
doy,150,7
doy,171,7
doy,190,7
elemental,analyzer,7
elevation,difference,7
emission,scenario,7
equals,ctd,7
ester,1,7
estimate,count,7
exchange,capacity,7
experimenetal,block,7
experimental,goose,7
experimental,phenological,7
extensive,transects,7
feces,addtion,7
feces,removal,7
field,station,7
file,observation,7
flag,scan,7
flux,photosynthetically,7
format,temperature,7
fraction,phi_0,7
fraction,phi_2,7
fraction,phi_3,7
fraction,phi_4,7
fraction,phi_5,7
gas,concentration,7
gauge,1,7
gauge,2,7
gc,m2,7
gene,ontology,7
goose,arrival,7
gradients,dataset,7
grazing,control,7
grazing,pressure,7
grazing,treatment,7
green,moss,7
growth,rate,7
gww,m2,7
h8,pro,7
historical,station,7
hobo,h8,7
hour,data,7
humidity,precipitation,7
hydra,soil,7
hydrogen,isotope,7
hydrologic,unit,7
ice,structures,7
ice,trans,7
id,species,7
identifier,composed,7
identifier,equals,7
identifier,plot,7
inflorescence,status,7
inflorescences,count,7
instrument,temperature,7
int,lake,7
intensive,plots,7
intensive,quadrat,7
internal,units,7
isolates,identified,7
isotope,composition,7
late,goose,7
late,late,7
lichen,layer,7
litter,cover,7
magnetic,susceptibility,7
main,extensive,7
mass,grid,7
matter,absorbance,7
measured,grow,7
measured,thaw,7
measurement,average,7
measurement,instrument,7
measurement,standard,7
medium,sand,7
meter,ocean,7
meters,day,7
meters,time,7
microbial,biomass,7
micromoles,liter,7
midpoint,depth,7
min,avg,7
mobile,site,7
moderate,2,7
moist,soil,7
moisture,top,7
monthly,average,7
moss,lichen,7
nacl,grams,7
negative,longitude,7
nitrogen,isotope,7
no3,analyzed,7
oc,soil,7
official,station,7
os,concentrations,7
oxygen,quality,7
par,air,7
percent,canopy,7
permeability,measurement,7
phenological,season,7
phi,class,7
phi_0,gravel,7
phi_1,4,7
phi_1,coarse,7
phi_2,medium,7
phi_3,fine,7
phi_5,silt,7
plot,thaw,7
plot,treatment,7
po4,analyzed,7
polar,ocean,7
poopaddition,ambient,7
poopremoval,ambient,7
posterior,predictive,7
ppm,measured,7
ppt,temperature,7
precipitation,time,7
predictive,distribution,7
pressure,ctd,7
pressure,dbar,7
pressure,poopremoval,7
pressure,sea,7
primarily,engaged,7
primary,key,7
principal,investigator,7
pro,temperature,7
probes,water,7
program,start,7
project,details,7
project,typically,7
projected,glacier,7
quantum,sensor,7
radiation,raw,7
radiative,flux,7
ratio,wt,7
recap,core,7
record,count,7
recorded,trait,7
recording,1995,7
recording,data,7
recruit,counts,7
recruits,counts,7
recruits,found,7
recruits,moderate,7
region,id,7
removal,poopaddition,7
research,site,7
retreat,low,7
rock,percent,7
salinity,calculated,7
salinity,ppt,7
salinity,quality,7
sample,mg,7
sample,percent,7
sample,values,7
sampling,subplot,7
sand,total,7
saturation,ratio,7
season,advacement,7
sediment,chlorophyll,7
sediment,sediment,7
sediments,mg,7
segments,aged,7
sensor,6,7
shrubs,height,7
site,description,7
site,specific,7
size,phi,7
sodium,chloride,7
sodium,na,7
soil,1.5,7
soil,6,7
soil,calculated,7
soil,horizon,7
soil,missing,7
soil,respiration,7
soil,μg,7
species,cover,7
specific,core,7
specific,numerical,7
standing,count,7
start,time,7
status,infl,7
strait,annual,7
strontium,concentration,7
study,location,7
subplot,taxon,7
surface,0cm,7
surface,sediments,7
table,6,7
temperature,590cm,7
temperature,determined,7
temperature,quality,7
time,alaska,7
tl,sg,7
total,depth,7
total,exchange,7
trans,bi,7
trans,fi,7
treatment,herbivory,7
treatments,unburned,7
tree,core,7
type,identifier,7
typical,goose,7
typical,typical,7
uncertainty,1,7
underwater,instrument,7
unique,lake,7
unit,volume,7
unknown,attribute,7
utc,date,7
values,temperature,7
variable,dbo,7
vegetation,classification,7
vegetation,types,7
velocity,carbon,7
vitel,volumetric,7
volume,liter,7
water,fraction,7
water,track,7
webber,1980,7
weight,wet,7
wild,goose,7
wt,wt,7
0,40,6
0.02m,measurement,6
0.07m,measurement,6
0.11m,temperature,6
0.1m,temperature,6
0.4,meters,6
0.5,nan,6
0.6,meters,6
0.65,nan,6
0.7,nan,6
00,latitude,6
000,365,6
000.23m,time,6
000.49m,temperature,6
000.51m,temperature,6
000.61m,temperature,6
000.71m,temperature,6
000.83m,temperature,6
000.85m,temperature,6
000.86m,temperature,6
000.92m,temperature,6
000.93m,temperature,6
001,365,6
001.20m,time,6
001.25m,time,6
002.50m,temperature,6
01,data,6
015.00m,temperature,6
03001,wind,6
08,01,6
0cm,soil,6
0cm,volumetric,6
1,10cm,6
1,110cm,6
1,70,6
1,approximate,6
1,bad,6
1,cc,6
1,net,6
1,organic,6
1,uncertainty,6
1.0m,section,6
1.4,nan,6
1.5,nan,6
10,measurements,6
10,standard,6
100,volume,6
10cm,6,6
11,standard,6
11.000,meters,6
110cm,2,6
12,location,6
12,molecule,6
12,standard,6
12,temperature,6
12,trait,6
12.4,meters,6
12cm,soil,6
12cm,volumetric,6
13,standard,6
13.4,meters,6
13c,12c,6
14.000,meters,6
14.4,meters,6
15,standard,6
15,temperature,6
150,microns,6
16,01,6
16,standard,6
17,standard,6
18,00,6
18,30,6
18,59,6
18,standard,6
18,temperature,6
19,standard,6
190sb,quantum,6
1984,wgs84,6
2,10cm,6
2,40cm,6
2,5,6
2,measured,6
2,organic,6
2,pyranometer,6
2,representing,6
2,s.d,6
2.0,meters,6
2005,08,6
200cm,par,6
200m,2km,6
200m,aerosol,6
200m,bro,6
200m,bro_vcd_200,6
2012,20xx,6
2017,silicate,6
20cm,5,6
20xx,data,6
20xx,julian,6
22.9,meters,6
24cm,volumetric,6
250,nm,6
25cm,height,6
"26,000",observations,6
"27,000",observations,6
28.1,meters,6
2km,bro,6
3,30cm,6
3,organic,6
3,plots,6
3,standard,6
30,00,6
30cm,4,6
30cm,height,6
365,nm,6
390,centimeters,6
3m,date,6
4,20cm,6
4,depth,6
4,experimental,6
4,organic,6
40cm,3,6
"42,000",observations,6
45,degree,6
4km,aerosol,6
4km,bro,6
4m,temperature,6
5,10cm,6
5,day,6
5,methyl,6
5,nan,6
5,standard,6
59,59,6
59,utc,6
6,0cm,6
6,standard,6
6,total,6
7,12,6
7,standard,6
8,standard,6
81,line,6
84,longitude,6
84,site,6
9,standard,6
90,practical,6
aarhus,denmark,6
acceleration,multiplicative,6
activity,scale,6
activity,μg,6
addition,reported,6
aer_dof200,0.65,6
aerial,surveys,6
agc,16,6
age,5,6
age,master,6
age,model,6
air,interface,6
ak,daylight,6
al,1998,6
alaska,department,6
ambient,conditions,6
ambient,snowmelt,6
ammonium,measurement,6
analysis,e.g,6
anemometer,directional,6
aot361nm,5,6
approx,virtual,6
arcticum,percent,6
arizona,university,6
ash,weight,6
atmospheric,concentration,6
atmospheric,o2,6
average,mixing,6
averaged,measured,6
axis,amplitude,6
axis,tilt,6
baccalaureate,degree,6
bare,soil,6
barium,measurement,6
basal,interface,6
basin,id,6
belowground,material,6
benthic,foraminifers,6
bering,strait,6
bin,depth,6
biomass,0,6
biomass,collection,6
blood,sample,6
bro,layer,6
bro_dof200,0.7,6
bro_dofaloft,0.5,6
bro_dofs_fine,1.4,6
bro_ltvcd,approximate,6
bro_vcd_200,bro_ltvcd,6
bromide,measured,6
bromine,concentration,6
brown,moss,6
bulk,carbon,6
burn,treatment,6
caespitosa,percent,6
calcium,ca,6
calculated,depth,6
calibrated,age,6
campbell,03001,6
campbell,li,6
campbell,te525,6
capacity,values,6
capture,location,6
carbon,content,6
carbon,determined,6
carbon,disulfide,6
carbon,monoxide,6
carbon,sonic,6
carbonyl,sulfide,6
carex,bigelowii,6
carex,glareosa,6
carex,ramenskii,6
cf,toolik,6
chamber,otc,6
chi,dissipation,6
chrysanthemum,arcticum,6
cie,colorspace,6
cm,defined,6
coarse,grid,6
coarse,layer,6
coldfoot,cf,6
column,determined,6
community,combination,6
component,separately,6
concentration,ammonium,6
concentration,delta,6
concentration,flag,6
concentration,oxygen,6
conditions,amb,6
conductance,time,6
conductivity,measurement,6
conductivity,quality,6
connect,data,6
content,measured,6
control,notes,6
control,total,6
core,record,6
core,starting,6
correlation,length,6
counted,sample,6
cover,type,6
cup,anemometer,6
data,aerosol,6
data,analysis,6
data,line,6
data,report,6
database,compiled,6
dataset,nhd,6
date,description,6
day,ak,6
day,alaska,6
day,increment,6
day,month,6
dd,latitude,6
dead,leaves,6
dead,moss,6
decimal,minutes,6
decomposed,organic,6
deep,profile,6
deficit,measurement,6
definition,provided,6
degree,angle,6
degree,west,6
degrees,nad83,6
delivered,passively,6
delta,18o,6
delta,deuterium,6
delta13c,notation,6
denmark,glass,6
density,barometric,6
density,error,6
density,latent,6
density,mass,6
density,measurement,6
density,quantum,6
density,treatment,6
density,µmol,6
depth,0.16m,6
depth,0.33m,6
depth,0.41m,6
depth,390,6
depth,base,6
depth,count,6
depth,database,6
depth,mid,6
deschampsia,caespitosa,6
details,data,6
development,stage,6
digit,day,6
digit,month,6
directional,orientation,6
discrete,sample,6
dispersion,model,6
dissolved,nitrous,6
dofs_fine,1.5,6
downstream,site,6
downvalley,45,6
drilling,includes,6
drive,included,6
duck,fire,6
eastward,vertical,6
ecotype,location,6
edge,wavelengths,6
education,attainment,6
electricity,temperature,6
element,found,6
elevation,flow,6
elevation,minus,6
eminens,percent,6
engraved,flag,6
enzyme,activity,6
equations,reported,6
equisetum,variegatum,6
equivalent,age,6
error,uncertainty,6
estimated,error,6
evolved,co2,6
experimental,burn,6
experimental,grazing,6
experimental,treatment,6
experimental,treatments,6
exponential,fit,6
extinction,0,6
false,determined,6
festuca,rubra,6
field,multimeter,6
figure,included,6
firn,0,6
firn,depth,6
firn,n1,6
firn,n10,6
firn,n11,6
firn,n12,6
firn,n13,6
firn,n14,6
firn,n15,6
firn,n16,6
firn,n17,6
firn,n18,6
firn,n19,6
firn,n2,6
firn,n20,6
firn,n21,6
firn,n22,6
firn,n23,6
firn,n24,6
firn,n25,6
firn,n26,6
firn,n27,6
firn,n28,6
firn,n29,6
firn,n3,6
firn,n30,6
firn,n31,6
firn,n32,6
firn,n33,6
firn,n34,6
firn,n35,6
firn,n36,6
firn,n37,6
firn,n38,6
firn,n39,6
firn,n4,6
firn,n40,6
firn,n41,6
firn,n42,6
firn,n43,6
firn,n44,6
firn,n45,6
firn,n46,6
firn,n47,6
firn,n48,6
firn,n49,6
firn,n5,6
firn,n50,6
firn,n6,6
firn,n7,6
firn,n8,6
firn,n9,6
floatplane,destination,6
flourescense,measured,6
flourescense,quality,6
flux,evapotranspiration,6
flux,global,6
flux,net,6
flux,noaa,6
flux,wind,6
food,resources,6
foraminifers,150,6
format,dd,6
format,grid,6
fraction,1,6
fractional,day,6
frame,universal,6
freedom,coarse,6
frictional,velocity,6
gage,wind,6
gauge,conductivity,6
geodetic,system,6
glareosa,percent,6
glass,microsensors,6
gps,satellite,6
green,wavelength,6
grid,subset,6
half,hourly,6
height,wavelength,6
hinzman,2,6
hinzman,3,6
hinzman,4,6
horizon,1.25,6
horizon,1.50,6
horizontal,components,6
horsetails,algae,6
hour,rate,6
hour's,data,6
humidity,air,6
humidity,soil,6
humifusa,percent,6
hydrography,dataset,6
ice,bodies,6
ice,body,6
ice,bottom,6
ice,column,6
ice,draft,6
ice,eps_im,6
ice,flow,6
ice,mid,6
ice,rms,6
id,assigned,6
identifier,data,6
ifsar,data,6
imputed,"26,000",6
included,figure,6
increment,95,6
individuals,location,6
individuals,successfully,6
inferred,amount,6
infl,day,6
infrared,wavelengths,6
instrument,depth,6
instruments,coordinates,6
intensity,logger,6
interface,due,6
interface,snow,6
internal,uncertainty,6
interpolated,velocity,6
interval,start,6
investigator,project,6
ion,chromatograph,6
irms,delta,6
isotopic,ratio,6
joint,color,6
jois,cruises,6
joss_tim,1,6
key,parameter,6
kg,soil,6
km,1,6
km3,calculated,6
lab,blank,6
labeled,18,6
lagrangian,particle,6
lake,depths,6
lake,polygon,6
language,spoken,6
larch,tree,6
latitude,calculated,6
lavrentia,soils,6
layer,200m,6
layer,transient,6
layer,valid,6
lbr,low,6
ldr,low,6
lead,isotopes,6
leaf,8,6
leaf,9,6
length,cl,6
level,approximate,6
leymus,mollis,6
li,190sb,6
light,intensity,6
light,log,6
ligusticum,scoticum,6
limit,applied,6
limited,thermo,6
line,labeled,6
live,leaves,6
location,bottom,6
lofted,bro,6
logger,photosynthetic,6
longitude,calculated,6
longitude,pressure,6
longitude,snow,6
longitudinal,strain,6
longwave,channel,6
loss,um,6
low,biomass,6
low,density,6
lower,90,6
ltvcd,7,6
m3,hydra,6
m3,sec,6
m3,vitel,6
ma,usa,6
manganese,concentration,6
material,twenty,6
means,depth,6
measured,depth,6
measured,flourescense,6
measured,water,6
measurement,ammonium,6
measurement,interval,6
measurement,julian,6
measurement,utc,6
measurements,vapour,6
meesia,triquetra,6
meter,irradiance,6
meters,detailed,6
meters,height,6
methane,concentrations,6
methane,reported,6
methyl,branched,6
methyl,bromide,6
methyl,chloride,6
methyl,mercury,6
microcat,temperature,6
microsensors,interfaced,6
microzooplankton,grazing,6
middle,depth,6
