token,n,unique_ids,unique_authors
000.05m,37,3,1
000.07m,37,3,1
1.000000,37,2,1
84,37,15,7
algorithm,37,3,3
azimuth,37,15,4
benthic,37,6,4
biological,37,10,5
comment,37,18,4
compound,37,3,3
electrical,37,5,4
genus,37,13,9
geographic,37,24,16
hr,37,13,10
kilo,37,2,2
lysimeter,37,3,3
manta,37,1,1
ndvi,37,9,4
polygons,37,5,5
readme,37,13,4
regions,37,7,6
sand,37,9,3
score,37,3,3
severity,37,8,3
sex,37,7,6
stands,37,5,5
swath,37,1,1
walls,37,1,1
0.05,36,9,5
201,36,1,1
20m,36,7,5
3.0m,36,1,1
400,36,11,7
activity,36,7,6
basal,36,7,6
bi,36,2,2
blood,36,2,2
bromide,36,3,3
chamber,36,14,11
drops,36,2,1
equipment,36,21,3
fi,36,2,2
forest,36,3,3
hertz,36,1,1
hpa,36,4,4
imagery,36,4,4
metre,36,1,1
petal,36,2,1
pico,36,1,1
radiosity,36,1,1
received,36,8,7
reciprocal,36,12,1
replicate,36,29,19
simulated,36,2,1
stored,36,1,1
straits,36,1,1
tesla,36,1,1
transmit,36,11,1
009.00m,35,3,1
achieve,35,13,2
alkalinity,35,22,11
attribute,35,10,10
captured,35,7,7
check,35,13,3
colors,35,1,1
comma,35,1,1
critical,35,13,2
fc_cwu_f,35,14,1
hhmm,35,3,2
including,35,25,11
iso,35,18,10
methyl,35,6,5
notation,35,11,6
observer,35,3,3
pitch,35,14,3
rock,35,17,10
sami,35,3,1
serial,35,20,8
trait,35,6,2
wt,35,13,6
000.08m,34,3,1
1.00000,34,17,1
10be,34,4,3
15m,34,3,2
bro,34,3,2
ca,34,11,9
capacity,34,25,4
considered,34,5,5
cooperative,34,1,1
ease,34,5,5
ethane,34,5,4
genetic,34,4,4
gradients,34,1,1
hh:mm,34,11,7
identified,34,12,12
mmol,34,6,4
observatory,34,9,4
ratios,34,8,8
software,34,26,5
stand,34,3,3
sulfate,34,13,9
ug.g,34,5,1
visual,34,17,6
μg,34,3,3
0.2m,33,2,1
000.11m,33,3,1
1433770.952,33,1,1
1711771.97,33,1,1
2007jb004949,33,1,1
5955217.06,33,1,1
basestation,33,1,1
distributed,33,8,3
era,33,9,6
extractable,33,7,5
filling,33,11,7
function,33,9,9
general.php,33,1,1
independently,33,11,7
inorganic,33,19,13
itrf.ensg.ign.fr,33,1,1
joe,33,16,3
litter,33,9,8
micrograms,33,11,8
multiple,33,25,14
northward,33,11,8
occurred,33,11,9
outflow,33,4,3
polarization,33,12,2
posterior,33,2,2
released,33,2,2
removal,33,16,6
retrieved,33,18,4
scar,33,1,1
seedlings,33,4,4
sheppard,33,16,3
strontium,33,24,10
tair,33,14,2
0.50,32,2,2
000.40m,32,3,1
2005,32,15,9
36,32,9,7
aerosol,32,4,3
consistent,32,17,3
debris,32,4,3
duration,32,19,7
eastward,32,10,7
element2,32,1,1
epsg,32,4,4
firns,32,1,1
h2,32,8,4
hbb,32,12,1
marker,32,6,4
micromol,32,2,2
molar,32,11,10
national,32,17,8
normal,32,2,2
recruit,32,1,1
recruits,32,1,1
seafloor,32,6,5
spectra,32,18,4
types,32,17,10
woody,32,4,3
000.02m,31,3,1
000.70m,31,3,1
10.5194,31,2,2
1950,31,13,9
21x,31,1,1
adt,31,1,1
august,31,3,3
bdl,31,2,2
closure,31,31,2
computer,31,15,3
ct,31,4,4
destination,31,7,3
fast,31,2,2
hemisphere,31,4,4
i.e,31,22,14
installation,31,9,2
intercalibration,31,1,1
itex,31,8,4
local,31,18,12
lumped,31,1,1
mid,31,13,9
modeled,31,4,4
molting,31,1,1
obtain,31,3,2
pc,31,18,4
peak,31,18,7
percents,31,1,1
photons,31,3,3
previous,31,10,9
proportion,31,11,9
significant,31,4,3
swissteco,31,1,1
transmitter,31,6,4
vpdb,31,8,7
000.03m,30,3,1
000.13m,30,3,1
aluminum,30,27,7
breon,30,2,1
category,30,11,10
colzy,30,2,1
concentratin,30,1,1
drizzle,30,15,1
filtering,30,24,3
finnigan,30,1,1
freedom,30,2,1
hinzman,30,1,1
images,30,6,6
include,30,8,7
isotopes,30,15,8
kilometers,30,22,11
mark,30,1,1
methanesulfonic,30,15,3
mounted,30,19,6
noaa,30,9,8
numbered,30,11,6
permittivity,30,2,2
probability,30,25,4
pure,30,2,2
road,30,3,2
science,30,3,3
sr50a,30,15,3
stage,30,8,5
treatments,30,9,8
000.20m,29,3,1
15cm,29,10,8
17,29,12,10
59,29,19,4
arcss,29,7,3
covered,29,22,10
divergence,29,1,1
feather,29,2,2
fractional,29,13,12
leaves,29,5,5
lter's,29,9,1
manual,29,15,6
notebook,29,2,2
resin,29,4,3
shrubs,29,8,5
summer,29,9,8
topographic,29,5,4
vorticity,29,1,1
µg,29,3,3
5cm,28,15,10
aperature,28,12,1
automatic,28,28,4
blackbodies,28,12,1
c1,28,5,4
compressor,28,12,1
corrective,28,12,1
degradation,28,3,2
ecmwf,28,2,1
encoder,28,12,1
errors,28,5,5
exact,28,12,4
extractions,28,6,4
foliar,28,6,4
gravimetric,28,12,7
harvested,28,5,4
ideal,28,12,1
includes,28,17,12
indicator,28,16,6
kohm,28,12,1
landscape,28,6,5
latin,28,2,1
lidar,28,27,2
northeast,28,1,1
permil,28,7,6
pmol,28,2,2
positioning,28,12,1
processed,28,10,10
rack,28,12,1
sat,28,1,1
sce,28,12,1
shell,28,12,1
taxa,28,9,3
thermistors,28,12,1
twenty,28,3,2
δ18o,28,9,6
000.01m,27,3,1
000.18m,27,3,1
000.28m,27,3,1
09,27,19,6
0cm,27,6,5
1.0,27,4,4
1x1,27,6,2
3x3,27,6,2
4.00,27,1,1
6.00,27,1,1
bag,27,8,7
carried,27,12,3
catchment,27,1,1
ceilometer,27,26,1
codes,27,19,11
counting,27,25,4
describes,27,3,3
downcore,27,2,2
dust,27,3,2
intensive,27,2,2
microcat,27,4,1
moving,27,4,4
names,27,19,11
object,27,11,8
rating,27,7,6
referenced,27,12,8
respect,27,6,4
role,27,9,1
sensitive,27,14,2
warming,27,8,5
111,26,14,2
14c,26,10,9
1990,26,3,3
1998,26,8,5
200cm,26,1,1
205cm,26,1,1
412,26,8,5
abbreviation,26,16,9
auto,26,2,2
canada,26,3,3
d2,26,5,2
d7,26,5,2
delay,26,25,2
differential,26,3,2
fields,26,3,3
float,26,16,4
h7,26,5,2
kcl,26,6,4
key,26,10,7
mat,26,6,4
millivolts,26,13,3
moderate,26,9,4
multispectral,26,2,2
oxide,26,10,7
po4,26,13,8
sap,26,1,1
structure,26,16,5
sulfur,26,19,9
t1,26,3,3
validy,26,1,1
ws,26,4,3
2009,25,13,11
7.5,25,5,4
artifact,25,2,2
chromophoric,25,5,2
close,25,10,2
covariance,25,25,4
creek,25,10,5
definition,25,6,5
determine,25,19,8
din,25,4,3
foraminifers,25,2,2
freeze,25,7,5
injection,25,3,3
input,25,12,2
master,25,12,3
mcd,25,1,1
otu,25,2,2
poor,25,24,3
seawater,25,9,6
sec,25,11,9
temperatures,25,8,4
toolik,25,14,9
trough,25,4,3
uncalibrated,25,18,7
vsmow,25,6,5
0.63,24,19,3
000.09m,24,3,1
000.17m,24,3,1
001,24,6,2
2.5,24,6,5
20cm,24,10,6
20xx,24,2,1
3408,24,2,2
700nm,24,1,1
ablation,24,9,7
adc,24,11,1
alarm,24,11,1
allelle,24,1,1
alphanumeric,24,1,1
analyzer,24,8,7
attenuated,24,11,1
barrow,24,5,5
brine,24,2,2
calculate,24,15,12
cf,24,11,5
circular,24,23,2
complete,24,18,6
conducted,24,6,6
d14c,24,6,4
elemental,24,9,8
essen,24,1,1
event,24,8,6
factory,24,11,1
graminoid,24,8,6
greenseeker,24,12,1
incremented,24,1,1
kitchener,24,1,1
kpa,24,4,3
melting,24,3,3
micromolar,24,4,3
microsatellite,24,1,1
microsiemens,24,10,7
operational,24,16,5
orange,24,1,1
particles,24,4,4
real,24,3,3
rhodinka,24,6,1
route,24,12,1
segment,24,16,5
setting,24,11,1
specimens,24,4,3
stations,24,12,6
temporal,24,13,9
unitless,24,7,6
vaisala,24,4,3
van,24,1,1
vicinity,24,9,1
viper,24,1,1
_1,23,23,2
000.24m,23,3,1
000.30m,23,3,1
1c,23,15,3
26,23,6,4
48,23,7,6
acp,23,1,1
bits,23,22,1
buried,23,4,4
cavity,23,16,5
chopper,23,23,2
co2_1,23,23,2
cold,23,16,5
computed,23,20,5
coriolis,23,2,2
crbasic,23,23,2
densiometer,23,4,4
emission,23,3,3
fc_cwb_gf,23,23,2
figure,23,3,3
h_freqresp,23,23,2
interpolated,23,6,4
iterations,23,3,2
joss_tim,23,5,1
label,23,8,7
lock,23,23,2
measuring,23,6,6
mixed,23,21,6
ml,23,7,5
modern,23,12,11
picomol,23,2,2
pll,23,23,2
precipitable,23,11,2
reduction,23,6,5
rg_out,23,23,2
running,23,2,2
subplots,23,4,3
surrounding,23,6,4
synchronization,23,23,2
tiller,23,3,2
ust,23,23,2
wild,23,16,3
wire,23,3,3
wpl_fc,23,23,2
wpl_le,23,23,2
ws_1,23,23,2
0.22,22,12,3
000.04m,22,3,1
000.22m,22,3,1
000.54m,22,3,1
000.60m,22,3,1
2002,22,16,4
31.4,22,10,1
aged,22,2,2
attached,22,7,6
bathymetry,22,2,2
breast,22,9,7
cl,22,7,6
data's,22,11,7
dye,22,2,2
egg,22,2,2
forb,22,5,4
gate,22,11,1
generic,22,2,2
inclination,22,3,3
lagoon,22,10,2
li,22,9,7
major,22,19,6
medium,22,11,5
nitric,22,7,5
nitrite,22,9,8
pad,22,1,1
plfa,22,3,1
pptv,22,3,3
predator,22,3,3
pyranometer,22,2,2
quantum,22,9,7
ship,22,17,8
shown,22,6,5
spacing,22,22,3
spasskaya,22,1,1
ssp,22,1,1
subsample,22,3,3
sy10,22,1,1
sy14,22,1,1
tarsus,22,2,2
thermal,22,8,8
000.12m,21,3,1
000.14m,21,3,1
000.33m,21,3,1
000000l,21,1,1
1994,21,5,3
2001jd000807,21,1,1
2077,21,1,1
28,21,4,3
443,21,3,2
absolute,21,6,5
accounting,21,3,3
acids,21,4,2
actual,21,16,3
aerial,21,13,1
alpine,21,2,2
approximation,21,1,1
april,21,5,5
assimilation,21,1,1
banner,21,1,1
bey,21,1,1
boussinesq,21,1,1
breaking,21,1,1
charnok,21,1,1
chlorine,21,14,9
convergence,21,1,1
correspond,21,11,11
coupled,21,7,5
craig,21,1,1
decomposed,21,2,2
deuterium,21,13,11
diffusivity,21,1,1
dsi,21,1,1
duck,21,1,1
dwarf,21,3,2
excitation,21,5,5
excretion,21,1,1
farm,21,1,1
fatty,21,5,3
fit,21,7,5
identity,21,8,8
ignition,21,10,7
incorporated,21,1,1
initialization,21,1,1
initilization,21,1,1
iron,21,16,9
laplacian,21,1,1
lead,21,16,6
mercury,21,8,6
micron,21,3,3
multiplying,21,17,4
navicula,21,1,1
niskin,21,8,7
nonlinear,21,1,1
obukov,21,5,1
package,21,11,3
parrington,21,1,1
plug,21,15,3
proplus,21,1,1
quadratic,21,1,1
restart,21,1,1
sediments,21,9,3
si:n,21,1,1
slipperiness,21,1,1
sponge,21,1,1
statistically,21,1,1
support,21,19,4
synchronized,21,1,1
thick,21,2,2
tke,21,1,1
transformation,21,1,1
trend,21,1,1
um,21,5,4
underway,21,7,4
unfenced,21,1,1
v9,21,1,1
0.15,20,2,1
000.06m,20,3,1
000.48m,20,3,1
2500,20,13,2
254,20,13,10
40cm,20,7,4
4326,20,3,3
555,20,2,1
absorbed,20,10,6
agc,20,15,2
akst,20,4,3
bandwidth,20,4,1
bucket,20,8,7
bud,20,2,1
categories,20,5,5
database,20,6,6
daughter,20,2,2
dispersal,20,3,2
drive,20,1,1
exposed,20,6,4
false,20,12,1
fish,20,5,3
hc2s3,20,1,1
inertial,20,1,1
manganese,20,17,8
nmol,20,4,4
population,20,9,4
ppt,20,2,2
ran,20,1,1
repetition,20,13,3
thermokarst,20,2,1
tl,20,9,3
track,20,8,6
university,20,13,12
0.3,19,2,2
000.00m,19,3,1
0000,19,4,1
00t00,19,4,1
5th,19,2,2
9.00m,19,2,1
absorption,19,6,5
acetylene,19,3,3
ages,19,3,3
characters,19,2,2
combination,19,9,8
compaction,19,3,2
components,19,6,4
degrees_east,19,4,1
degrees_north,19,4,1
descriptions,19,3,3
form,19,11,11
habitat,19,14,6
hydrologic,19,4,4
identify,19,11,7
lena,19,3,2
picarro,19,5,5
previously,19,17,5
report,19,8,6
roots,19,5,4
runoff,19,5,5
sighting,19,5,3
similarity,19,2,2
smow,19,4,4
subsection,19,4,2
tag,19,7,7
uncertain,19,17,3
unfiltered,19,3,2
watershed,19,9,8
ysi,19,2,2
0.02m,18,3,1
0.06,18,2,1
000.16m,18,3,1
000.38m,18,3,1
05103,18,2,2
15n,18,6,5
590cm,18,1,1
approx,18,2,2
arm,18,13,2
aspect,18,12,9
ast,18,4,3
barents,18,1,1
clam,18,1,1
clockwise,18,14,2
correct,18,15,4
deployment,18,9,6
directional,18,13,2
divided,18,11,10
dominant,18,8,7
drying,18,5,4
ed,18,2,2
excess,18,6,5
exposure,18,6,4
extraction,18,7,7
facing,18,3,3
feces,18,1,1
fram,18,1,1
harvest,18,7,7
imaginary,18,3,2
inferred,18,5,5
irradiation,18,1,1
jones,18,2,2
kelvin,18,2,1
larch,18,4,3
lights,18,1,1
ln,18,2,1
lw,18,2,1
march,18,2,2
margin,18,9,8
microns,18,2,2
microzooplankton,18,2,2
nares,18,1,1
o3,18,4,3
port,18,16,3
seed,18,2,1
silt,18,10,4
slant,18,2,1
stratification,18,1,1
ten,18,4,4
theory,18,1,1
tibia,18,1,1
turbidity,18,9,7
unstable,18,1,1
µm,18,2,2
0.02,17,3,1
0.05m,17,1,1
000.27m,17,3,1
1.11000,17,16,3
1995,17,4,3
3.00,17,1,1
97,17,14,3
a.l.c,17,1,1
actived,17,2,1
arcticlcc.org,17,1,1
b.m,17,1,1
branched,17,2,2
break,17,2,2
c28,17,2,2
census,17,15,4
coincident,17,14,3
conservation,17,1,1
datasheets,17,2,2
deep,17,9,8
describing,17,13,3
etimate,17,2,1
feathers,17,2,2
grosse,17,1,1
hyperboreus,17,2,1
indication,17,2,2
intermediate,17,5,4
mwr,17,16,2
natural,17,6,6
outer,17,2,2
products,17,1,1
propagating,17,1,1
quartz,17,6,5
simply,17,1,1
t0,17,1,1
t2,17,2,2
technique,17,16,3
tempearture,17,17,1
umol.m,17,1,1
undercatch,17,16,3
wedge,17,3,2
written,17,6,5
zeroth,17,16,3
0.08,16,3,2
0.2,16,5,5
000.19m,16,3,1
000.32m,16,3,1
000.36m,16,3,1
000.47m,16,3,1
13c,16,10,9
366,16,4,1
50cm,16,3,3
50m,16,3,3
95th,16,1,1
aboard,16,1,1
animals,16,15,2
bands,16,2,2
basic,16,15,2
basin,16,4,4
bounding,16,9,3
carbonate,16,6,5
cc,16,5,5
cdr,16,2,2
chick,16,2,2
closing,16,1,1
conc,16,5,1
condition,16,14,2
consisting,16,6,5
country,16,13,3
d13c,16,9,6
densities,16,2,2
dscd,16,2,1
duterium,16,1,1
edge,16,10,7
epply,16,1,1
epsilon,16,1,1
erect,16,2,1
eunotia,16,1,1
falling,16,13,2
freeze_onset,16,1,1
freeze_up,16,1,1
g1_2,16,8,1
hinzmans,16,1,1
iii,16,4,4
increment,16,6,5
larix,16,2,2
male,16,6,6
mb,16,4,3
mille,16,4,3
msa,16,15,3
mul,16,1,1
nox,16,2,2
oxides,16,2,2
page,16,4,4
paper,16,5,5
procedural,16,2,2
quadrats,16,2,2
reanalysis,16,2,1
sci,16,1,1
sgip,16,1,1
site's,16,6,2
surveys,16,4,4
suspended,16,8,5
transverse,16,7,5
url,16,3,2
usa,16,4,4
void,16,1,1
vwc,16,2,2
werners,16,5,1
0.03,15,4,3
0.0752759,15,15,1
0.10,15,1,1
0.15m,15,1,1
0.65,15,6,4
08.00,15,1,1
18o,15,8,6
760cm,15,1,1
acceptable,15,13,2
account,15,15,4
actuation,15,3,1
alkanoic,15,1,1
atmos,15,15,1
barometric,15,9,8
book,15,2,2
boulean,15,15,1
c5,15,2,1
calcareous,15,3,3
celcius,15,10,8
ch1,15,3,2
chromium,15,14,5
contamination,15,13,3
contributing,15,13,2
copepodid,15,2,1
cross,15,12,2
cs616,15,1,1
d18o,15,5,5
datasets,15,4,4
departure,15,13,2
evergreen,15,7,6
examined,15,13,2
excel,15,2,2
february,15,2,2
fk,15,1,1
geolocator,15,2,2
glacalis,15,1,1
haze,15,15,1
integrifolia,15,2,1
irms,15,4,4
ivanova,15,15,1
iwc,15,15,1
labeled,15,6,5
lysimeters,15,2,2
mergedsounding,15,15,1
migrated,15,1,1
mnt,15,2,2
monitor,15,1,1
mxcra,15,15,1
n2,15,6,5
november,15,2,2
october,15,2,2
ordinary,15,1,1
os,15,1,1
p3,15,13,2
pco2,15,3,3
proper,15,13,2
protocol,15,9,7
publication,15,1,1
radiosonde,15,15,1
refer,15,15,4
reflectometer,15,1,1
related,15,6,6
res,15,15,1
rises,15,1,1
rm,15,1,1
savings,15,15,3
scaling,15,12,2
shutter,15,3,1
similarly,15,15,1
slip,15,1,1
squares,15,2,2
tidal,15,1,1
transducer,15,1,1
typical,15,2,2
visibility,15,13,2
ze,15,15,1
0.07m,14,1,1
0.10m,14,1,1
0.11m,14,1,1
000.35m,14,3,1
000.39m,14,3,1
000.41m,14,3,1
000.63m,14,3,1
000000utc,14,1,1
13cm,14,3,2
14.8,14,1,1
16o,14,7,5
2282_2287,14,2,1
7.5cm,14,3,2
abb,14,12,1
achnanthes,14,1,1
advancement,14,1,1
analyses,14,8,7
analyte,14,14,2
ascii,14,12,1
atop,14,12,1
backward,14,12,1
banana,14,12,1
bbs,14,12,1
beryllium,14,2,2
bp,14,4,4
butane,14,3,3
c6f,14,1,1
ch2,14,2,1
channels,14,12,1
cm3,14,7,5
columns,14,10,7
compartment,14,12,1
compatibility,14,12,1
complex,14,2,2
conditioning,14,12,1
d15n,14,7,6
deciduous,14,6,5
deployed,14,8,8
discrete,14,3,3
disturbance,14,4,2
driver,14,12,1
dummy,14,12,1
eairms,14,1,1
elements,14,2,2
enclosure,14,12,1
eol,14,7,1
equals,14,11,4
equilibrator,14,3,2
examples,14,2,2
expander,14,12,1
fc_cwu_gf,14,14,1
females,14,1,1
flange,14,12,1
forward,14,12,1
gisp2,14,2,2
h_c_f,14,14,1
h_gf,14,14,1
hand,14,5,5
headcount,14,13,1
heads,14,14,2
heatsink,14,12,1
heights,14,12,5
hyd,14,3,2
indicative,14,12,1
ingest,14,12,1
interferogram,14,12,1
interferomter,14,12,1
le_cw_f,14,14,1
le_cw_gf,14,14,1
lux,14,9,2
males,14,1,1
mercator,14,5,5
microbial,14,9,7
mottor,14,12,1
neem,14,1,1
nightime,14,14,1
nmr,14,3,3
nutrients,14,3,2
optics,14,12,1
outputs,14,2,1
p4,14,12,1
phi_1,14,7,1
piece,14,14,3
priority,14,9,3
productivity,14,3,3
publications,14,4,3
represent,14,6,6
rg_f,14,14,1
rg_gf,14,14,1
rh_f,14,14,1
rh_gf,14,14,1
rounded,14,3,1
safed,14,12,1
sections,14,4,3
sensed,14,12,1
silica,14,6,5
specifically,14,1,1
ta_f,14,14,1
ta_gf,14,14,1
tall,14,4,4
test,14,7,5
titanium,14,12,5
trans,14,1,1
transitioning,14,1,1
tsoil_f,14,14,1
tsoil_gf,14,14,1
turbid,14,2,1
tussocks,14,6,5
upland,14,4,4
vanadium,14,13,4
variation,14,8,5
vpd_f,14,14,1
vpd_gf,14,14,1
0.22m,13,3,1
0.23m,13,1,1
0.25m,13,2,2
000.21m,13,3,1
000.53m,13,3,1
000.55m,13,3,1
000.67m,13,3,1
000.78m,13,3,1
"1,000",13,12,1
"1,2",13,12,2
140.25,13,1,1
19m,13,2,2
25.0,13,1,1
25x25,13,13,1
35,13,8,6
44,13,5,4
45cm,13,4,3
63,13,3,3
8.50m,13,4,1
animal,13,4,3
arrival,13,5,5
arsenic,13,12,4
belt,13,3,2
betula,13,4,4
birds,13,2,2
boundaries,13,4,3
c24,13,1,1
cajanderi,13,2,2
charcoal,13,4,4
clay,13,11,5
closed,13,3,3
coded,13,12,2
collar,13,4,4
collect,13,8,7
coring,13,5,5
create,13,2,2
d13co,13,1,1
dc17o,13,1,1
dc18o,13,1,1
dee,13,3,2
deer,13,12,1
detailed,13,7,6
downstream,13,6,5
drained,13,6,4
exist,13,13,3
factors,13,12,2
fate,13,2,2
fc_cwbnegu_f,13,13,1
fc_cwbnegu_gf,13,13,1
filename,13,13,5
flooding,13,2,2
g.kg,13,1,1
gage,13,5,4
gear,13,7,3
geo,13,2,2
geology,13,5,3
gravel,13,10,3
growing,13,4,4
hillslope,13,2,2
homogenization,13,2,2
human,13,4,3
hummock,13,4,2
increase,13,3,3
inflorescences,13,6,4
initiated,13,2,2
intake,13,7,4
kilopascals,13,12,3
link,13,2,2
lithium,13,12,3
marked,13,4,4
micromole,13,6,5
nodes,13,10,4
official,13,13,7
person,13,3,3
photosynthesis,13,7,3
pinnularia,13,1,1
post,13,10,8
principle,13,13,2
references,13,3,2
sandpiper,13,1,1
sandvi,13,13,2
satellites,13,2,2
sightings,13,2,1
sr,13,8,5
stake,13,3,3
takes,13,13,2
tsoil,13,2,2
vial,13,6,5
warmed,13,9,4
0.08m,12,2,1
0.09,12,1,1
0.11,12,2,2
0.23,12,2,2
0.59,12,2,1
0.9,12,2,2
000.26m,12,3,1
000.31m,12,3,1
000.34m,12,3,1
000.37m,12,3,1
000.58m,12,3,1
005.00m,12,3,1
008.50m,12,3,1
10.1002,12,2,1
12cm,12,1,1
17δ,12,1,1
1997,12,6,4
2295_2300,12,2,1
24cm,12,1,1
25cm,12,5,4
3.2km,12,11,1
3.5,12,2,2
361nm,12,2,1
412nm,12,1,1
443nm,12,1,1
46,12,4,3
4km,12,2,1
555nm,12,1,1
7200,12,2,1
782009,12,2,1
828,12,2,1
9.00,12,1,1
985_990,12,2,1
9be,12,4,3
acronym,12,4,3
algae,12,5,4
altitudes,12,11,1
appears,12,2,2
atoms,12,5,4
banded,12,2,2
berrisford,12,2,1
biogeochemical,12,1,1
bk,12,1,1
bkf,12,1,1
bounded,12,1,1
broad,12,6,3
carbonates,12,1,1
centers,12,4,3
cobalt,12,11,4
componenets,12,12,1
connectivity,12,1,1
contrast,12,11,1
copepods,12,1,1
cycling,12,1,1
d180,12,1,1
davis,12,1,1
dbf,12,1,1
decagon_5tm,12,1,1
decibel,12,2,2
denormalized,12,11,1
depolarized,12,11,1
detrital,12,1,1
dg,12,1,1
diatoms,12,1,1
dist_corr,12,12,1
diurnally,12,1,1
dots,12,1,1
downslope,12,1,1
dpth,12,1,1
erosion,12,4,3
estimates,12,6,5
etip,12,1,1
extinction,12,2,1
female,12,4,4
flagellates,12,1,1
flexpart,12,1,1
flourescense,12,1,1
fluid,12,2,2
garden,12,8,3
geochip5,12,1,1
gf,12,1,1
gfe,12,1,1
gradientc,12,1,1
grip,12,1,1
h20,12,2,2
heath,12,4,3
historical,12,12,3
homogenized,12,2,2
humic,12,2,2
humididty,12,1,1
informatimon,12,11,1
involved,12,1,1
joss,12,1,1
kolyma,12,3,2
layers,12,4,4
lb,12,1,1
leftover,12,12,1
lg,12,1,1
library,12,2,1
linearly,12,2,2
longitide,12,11,1
mehlich,12,1,1
mobile,12,10,2
mpl,12,11,1
mub,12,1,1
nesr,12,2,1
ngrip,12,1,1
nuber,12,11,1
numerous,12,1,1
operating,12,12,2
past,12,4,3
precision,12,6,6
proprietary,12,11,1
qj,12,2,1
regional,12,4,3
repeat,12,6,5
respondents,12,3,2
rotations,12,12,1
sag,12,4,2
sagwon,12,4,2
selected,12,7,6
shielding,12,4,3
shots,12,11,1
summit,12,11,1
tare,12,3,2
tc,12,5,4
telescope,12,11,1
temprature,12,1,1
tillers,12,6,3
time1,12,1,1
transmitted,12,12,2
trap,12,4,4
tropospheric,12,2,1
unisense,12,2,2
unpolarized,12,11,1
uplift,12,1,1
vaisala_gmp343,12,1,1
vane,12,1,1
wf,12,1,1
wfe,12,1,1
www.ecmwf.int,12,2,1
x_,12,1,1
y_position,12,1,1
zinc,12,11,4
δ17o,12,1,1
0.13m,11,1,1
0.19m,11,1,1
0.24m,11,1,1
000.29m,11,3,1
000.43m,11,3,1
000.52m,11,3,1
000.57m,11,2,1
010.00m,11,3,1
100cm,11,3,3
1980,11,5,4
20.0,11,1,1
2004,11,10,3
23.5,11,1,1
271,11,2,2
290k,11,11,1
66,11,3,2
70cm,11,2,2
accuracy,11,7,5
acidification,11,1,1
advantage,11,3,3
adventitious,11,1,1
ammonia,11,7,6
apparent,11,4,3
aquatilis,11,3,2
ar,11,6,3
archive,11,4,4
bare,11,7,5
bounds,11,11,1
cal,11,1,1
clutter,11,11,1
coherent,11,11,1
compared,11,6,3
correlation,11,4,3
cut,11,4,3
dc,11,11,1
degrees_celsius,11,4,1
detectable,11,11,1
dic,11,6,4
document,11,3,3
dom,11,4,4
drawn,11,5,4
drilled,11,5,3
effects,11,3,3
electrode,11,2,2
enzyme,11,3,2
equations,11,2,2
eriophorum,11,2,1
fft,11,11,1
flights,11,2,1
game,11,2,1
gates,11,11,1
gdgts,11,1,1
glacial,11,5,3
h1,11,6,5
hatpro,11,10,1
hhmmss,11,2,1
home,11,4,4
installations,11,5,1
integrations,11,11,1
inter,11,11,1
irt,11,10,1
jaot,11,11,1
juvenile,11,4,3
laboratory,11,7,7
lost,11,6,6
lowland,11,2,2
match,11,2,2
modified,11,4,4
molecules,11,4,3
motion,11,1,1
narrow,11,5,2
nearfield,11,11,1
no2,11,6,3
nyquist,11,11,1
ovalifolia,11,3,2
pilots,11,2,1
pool,11,3,2
projected,11,2,2
rangecorrectedcalibratedpower,11,11,1
ranges,11,4,4
receivers,11,11,1
rocks,11,4,4
school,11,2,2
segments,11,3,3
sekelsky,11,11,1
shield,11,3,2
slave,11,10,1
subgrid,11,1,1
subunit,11,2,2
summed,11,4,4
taxonomic,11,4,4
term,11,7,5
terrace,11,1,1
thallium,11,11,2
tipping,11,7,6
toc,11,4,4
transplant,11,8,3
uncorrection,11,11,1
underlying,11,2,2
v19,11,11,1
vienna,11,6,5
windowing,11,11,1
x_uncertainty,11,1,1
y_uncertainty,11,1,1
0.04m,10,1,1
0.14,10,2,1
0.17,10,1,1
0.28m,10,1,1
0.7,10,4,3
0.70,10,1,1
000.65m,10,3,1
007.00m,10,3,1
1.25,10,3,3
125cm,10,2,2
187os,10,1,1
188os,10,1,1
1a,10,1,1
2510_2515,10,2,1
2cm,10,2,2
38,10,3,2
500,10,5,5
5mm,10,1,1
675_680,10,2,1
700_705,10,2,1
add,10,4,4
affect,10,1,1
ak,10,5,3
apogee,10,3,2
applicable,10,5,5
bacterial,10,3,3
behavior,10,3,3
bins,10,10,2
blauuw,10,1,1
boat,10,1,1
bonanza,10,5,1
box,10,10,4
built,10,4,4
c4,10,1,1
capillary,10,2,2
checked,10,2,2
cloudiness,10,1,1
coldfoot,10,4,2
conversion,10,9,2
copied,10,1,1
copper,10,10,3
crdirms,10,1,1
crustose,10,3,2
cymbella,10,1,1
daytime,10,1,1
derivative,10,3,2
designation,10,6,5
di,10,3,1
dionex,10,2,2
discontinued,10,1,1
dividing,10,3,3
drepanocladus,10,2,1
e5,10,2,2
eaten,10,4,3
ee03,10,1,1
eem,10,1,1
eems,10,1,1
elevated,10,3,2
evolved,10,1,1
exponential,10,4,3
farmstead,10,1,1
food,10,2,2
furnace,10,3,3
ghaas,10,2,2
hatched,10,2,2
haziness,10,1,1
held,10,1,1
hyt,10,1,1
hz,10,1,1
impact,10,5,4
investigator,10,7,5
kite,10,1,1
kuparuk,10,5,4
liters,10,4,4
maps,10,5,4
marks,10,2,2
martin,10,1,1
