token,n,unique_ids,unique_authors
Blank-corrected 10Be concentration (atoms/g),2,1,1
Blank-corrected 10Be uncertainty (atoms/g),2,1,1
BN,2,1,1
Borehole depth,2,1,1
Borehole Location,2,2,1
Bottle Salt,2,1,1
"Bottom Depth,m",2,2,1
bottom_depth,2,1,1
Bottom.Depth,2,2,1
Br (uM),2,2,1
br2,2,1,1
Brant goose,2,1,1
Brightness,2,1,1
brown_moss,2,1,1
Bryoerythrophyllum recurvirostre,2,1,1
Bryum cyclophyllum,2,1,1
BSI_bSiPercent,2,1,1
BSI_CalYrsBP,2,1,1
BSI_Depth,2,1,1
Buccella_frigida,2,1,1
Buliminella_elegantissma,2,1,1
Bulk Density (g/cm3),2,2,1
burn_yr,2,1,1
C_OS_C,2,1,1
C_OS_C_SD,2,1,1
C_perc,2,2,2
C13CH4,2,1,1
C14CH4,2,1,1
C16/C24,2,1,1
C16/C28,2,1,1
C18/C24,2,1,1
C18/C28,2,1,1
C24 FAME 1-sigma uncertainty,2,1,1
C24 FAME dD,2,1,1
C24/C28,2,1,1
C26 dD,2,1,1
C26 FAME 1-sigma uncertainty,2,1,1
C26 FAME dD,2,1,1
C28 1-sigma uncertainty,2,1,1
C28 dD,2,1,1
C28 FAME dD,2,1,1
C2H6,2,1,1
C2H6.err,2,1,1
C2H6.Gas.Age,2,1,1
C3H8,2,1,1
C3H8.err,2,1,1
C3H8.Gas.Age,2,1,1
Ca (uM),2,2,1
Ca_ppb,2,1,1
Ca_uM,2,2,1
CAD,2,1,1
Cadd,2,2,1
Calc True wind dir(deg),2,1,1
Calc True wind speed(m/s),2,1,1
Campylium stellatum,2,2,1
Carex aquatalis,2,1,1
Carex fuliginosa ssp. misandra,2,1,1
Carex saxatilis ssp. laxa,2,1,1
CarLyn,2,1,1
Category,2,2,2
CB,2,1,1
CBT',2,1,1
CBT5me,2,1,1
CCA,2,1,1
Cd,2,2,2
CDOM_a250,2,2,1
CDOM_a250_a365,2,2,1
CDOM_a254,2,2,1
CDOM_a350,2,2,1
CDOM_a365,2,2,1
CDOM_a375,2,2,1
CDOM_a412,2,2,1
CDOM_a440,2,2,1
CDT Pres [dbar],2,1,1
CH3Br,2,1,1
CH3Br.err,2,1,1
CH3Br.gas.age,2,1,1
CH3Cl,2,1,1
CH3Cl.err,2,1,1
CH3Cl.gas.age,2,1,1
CH4 (% saturation),2,2,1
CH4 (ppm),2,2,1
ch4_flux_gf_qc,2,2,1
CH4_stdev,2,1,1
CH4_uM,2,2,1
CH4flux,2,2,2
CHAR_Area,2,1,1
CHAR_CalYrsBP,2,1,1
CHAR_Count,2,1,1
CHAR_Depth,2,1,1
Chl_a,2,2,2
Chl-a,2,1,1
chlorophyll_a_ug_L,2,2,1
Cl (uM),2,2,1
Cl_ppb,2,1,1
Cl_stdev,2,1,1
Cl_uM,2,2,1
cl2,2,1,1
cn,2,2,1
CO2 (% saturation),2,2,1
CO2 (ppm),2,2,1
CO2 exchange,2,1,1
CO2_dry,2,2,1
CO2_Flux_Rate,2,1,1
CO2_ppmv,2,1,1
CO2_uM,2,2,1
CO2-C_Flux_Rate,2,1,1
CO2.CH4,2,1,1
coadditionsCount,2,2,1
coarse_fract,2,1,1
COG(deg),2,1,1
COL,2,2,1
column,2,1,1
Compensated Snow1,2,2,1
Compensated Snow2,2,2,1
Composite Bottom (cm),2,1,1
Composite depth midpoint,2,1,1
Composite Top (cm),2,1,1
conceal,2,2,2
ConChi,2,1,1
Cond_uS,2,2,1
Conduct,2,1,1
Conductivity (uS/m),2,2,1
cone_wt,2,1,1
Confidence_Class,2,1,1
Confidence_Domain,2,1,1
Confidence_Family,2,1,1
Confidence_Genus,2,1,1
Confidence_Order,2,1,1
Confidence_Phylum,2,1,1
Container,2,2,2
CORE,2,1,1
Core id,2,1,1
Core section,2,1,1
core_ID,2,1,1
Core_id,2,1,1
core_vol,2,1,1
CoreDrive,2,1,1
Corrected Intensity,2,1,1
Corrected O2/Ar,2,1,1
Corrected V1,2,2,1
corrected_distance_Avg__Avg,2,1,1
COS,2,1,1
COS.err,2,1,1
COS.Gas.Age,2,1,1
count,2,2,2
COUNT,2,2,2
Country,2,2,1
cpar,2,2,1
CPI (C19-C31),2,1,1
cpopP,2,1,1
CR1000_temp,2,2,1
CR3000_Panel_T_Avg,2,1,1
Cruise_ID,2,2,1
CRUISE_ID,2,2,1
Cruise.ID,2,2,1
CrvFitStatus,2,2,1
Cs,2,2,2
CS2,2,1,1
CS2.err,2,1,1
CS2.Gas.Age,2,1,1
CS655_Avg.1.1.__Avg,2,1,1
CS655_Avg.1.2.__Avg,2,1,1
CS655_Avg.1.3.__Avg,2,1,1
CS655_Avg.1.4.__Avg,2,1,1
CS655_Avg.1.5.__Avg,2,1,1
CS655_Avg.1.6.__Avg,2,1,1
CS655_Avg.2.1.__Avg,2,1,1
CS655_Avg.2.2.__Avg,2,1,1
CS655_Avg.2.3.__Avg,2,1,1
CS655_Avg.2.4.__Avg,2,1,1
CS655_Avg.2.5.__Avg,2,1,1
CS655_Avg.2.6.__Avg,2,1,1
CS655_Avg.3.1.__Avg,2,1,1
CS655_Avg.3.2.__Avg,2,1,1
CS655_Avg.3.3.__Avg,2,1,1
CS655_Avg.3.4.__Avg,2,1,1
CS655_Avg.3.5.__Avg,2,1,1
CS655_Avg.3.6.__Avg,2,1,1
CS655_Avg.4.1.__Avg,2,1,1
CS655_Avg.4.2.__Avg,2,1,1
CS655_Avg.4.3.__Avg,2,1,1
CS655_Avg.4.4.__Avg,2,1,1
CS655_Avg.4.5.__Avg,2,1,1
CS655_Avg.4.6.__Avg,2,1,1
CS655_Avg.5.1.__Avg,2,1,1
CS655_Avg.5.2.__Avg,2,1,1
CS655_Avg.5.3.__Avg,2,1,1
CS655_Avg.5.4.__Avg,2,1,1
CS655_Avg.5.5.__Avg,2,1,1
CS655_Avg.5.6.__Avg,2,1,1
CS655_Avg.6.1.__Avg,2,1,1
CS655_Avg.6.2.__Avg,2,1,1
CS655_Avg.6.3.__Avg,2,1,1
CS655_Avg.6.4.__Avg,2,1,1
CS655_Avg.6.5.__Avg,2,1,1
CS655_Avg.6.6.__Avg,2,1,1
CS655_Avg.7.1.__Avg,2,1,1
CS655_Avg.7.2.__Avg,2,1,1
CS655_Avg.7.3.__Avg,2,1,1
CS655_Avg.7.4.__Avg,2,1,1
CS655_Avg.7.5.__Avg,2,1,1
CS655_Avg.7.6.__Avg,2,1,1
CS655_Avg.8.1.__Avg,2,1,1
CS655_Avg.8.2.__Avg,2,1,1
CS655_Avg.8.3.__Avg,2,1,1
CS655_Avg.8.4.__Avg,2,1,1
CS655_Avg.8.5.__Avg,2,1,1
CS655_Avg.8.6.__Avg,2,1,1
CS655_Avg.9.1.__Avg,2,1,1
CS655_Avg.9.2.__Avg,2,1,1
CS655_Avg.9.3.__Avg,2,1,1
CS655_Avg.9.4.__Avg,2,1,1
CS655_Avg.9.5.__Avg,2,1,1
CS655_Avg.9.6.__Avg,2,1,1
CT,2,1,1
ctbr_id,2,1,1
CTD_depth_meters,2,2,1
CTD_Pressure,2,1,1
CTDSalt-1 [PSS-78],2,1,1
CTDTemp-1 [ITS-90 C],2,1,1
CTDTMP_C,2,2,1
culmen,2,1,1
cumulative_CH4_production_stdev,2,1,1
cumulative_CO2_production,2,1,1
cumulative_CO2_production_stdev,2,1,1
cup_anemometer_height,2,2,1
Cyclops_Chl,2,1,1
d13C_DIC,2,2,2
d13C-CH4,2,2,2
D17,2,1,1
d17O,2,1,1
D17O VAIR,2,1,1
d180,2,2,1
Data Source,2,2,1
Dataset,2,2,2
Date in,2,2,1
Date of Collection,2,1,1
Date out,2,2,1
Date received,2,1,1
Date run,2,2,1
Date sampled,2,1,1
Date Time,2,2,1
Date_Collected,2,2,2
Date_julian,2,1,1
date_measured,2,2,2
date_sampled,2,1,1
DATE_UTC,2,2,1
Date/time,2,2,2
Date/Time,2,1,1
datetime (summer),2,1,1
DateTimeHr,2,1,1
datetimestr,2,2,1
Day_of_Year_(DOY),2,1,1
DayID,2,1,1
dbh,2,2,2
DBH_cm,2,1,1
dd,2,2,2
dD_permil,2,1,1
DD14CPLFA-CO2,2,1,1
dDstdev,2,2,1
DeadBand,2,2,1
definition,2,1,1
DEG_N,2,1,1
DEG_W,2,1,1
Delta 17O_VAIR,2,2,1
DELTA_C13,2,2,2
deltaO2toAr,2,2,1
Dens,2,2,1
density_g_cm3,2,1,1
Density_stdev,2,1,1
Density.error,2,1,1
Density.kg.m.3,2,1,1
Deploy Time Range,2,1,1
Depth [m],2,1,1
DEPTH OF SAMPLE (CM),2,2,1
"Depth Range,m",2,2,1
depth_1,2,2,2
Depth_1.400,2,1,1
Depth_1.500,2,1,1
depth_10,2,2,2
Depth_10.400,2,1,1
depth_11,2,2,2
Depth_11.600,2,1,1
depth_12,2,2,2
Depth_12.200,2,1,1
Depth_12.800,2,1,1
depth_13,2,2,2
Depth_13.400,2,1,1
depth_14,2,2,2
Depth_14.00,2,1,1
Depth_14.600,2,1,1
depth_15,2,2,2
Depth_15.200,2,1,1
Depth_15.800,2,1,1
depth_16,2,2,2
Depth_16.400,2,1,1
depth_17,2,2,2
Depth_17.600,2,1,1
depth_18,2,2,2
Depth_18.200,2,1,1
Depth_18.800,2,1,1
depth_19,2,2,2
Depth_19.400,2,1,1
depth_2,2,2,2
Depth_2.500,2,1,1
Depth_2.600,2,1,1
depth_3,2,2,2
Depth_3.200,2,1,1
Depth_3.500,2,1,1
Depth_3.800,2,1,1
depth_4,2,2,2
Depth_4.400,2,1,1
Depth_4.500,2,1,1
depth_5,2,2,2
Depth_5.500,2,1,1
Depth_5.600,2,1,1
depth_6,2,2,2
Depth_6.200,2,1,1
Depth_6.500,2,1,1
Depth_6.800,2,1,1
depth_7,2,2,2
Depth_7.400,2,1,1
Depth_7.500,2,1,1
depth_8,2,2,2
Depth_8.500,2,1,1
Depth_8.600,2,1,1
depth_9,2,2,2
Depth_9.200,2,1,1
Depth_9.500,2,1,1
Depth_9.800,2,1,1
Depth_Avg_centimeters_Avg,2,1,1
Depth_cm,2,2,2
depth_interval_cm_lower,2,1,1
depth_interval_cm_upper,2,1,1
Depth.cm,2,2,2
Depth.mm,2,2,2
"destination_1 (9 is local), no_uni",2,1,1
"destination_2 (9 is local), no_unit",2,1,1
DestName,2,1,1
DestType,2,1,1
Development stage recoded,2,2,1
Dew_T(degC),2,1,1
DewTemp_Avg_Degrees.Celsius_Avg,2,1,1
DewTemp_Degrees.Celsius_Smp,2,1,1
DewTemp_Max_Degrees.Celsius_Max,2,1,1
DewTemp_Min_Degrees.Celsius_Min,2,1,1
DewTempUpper_Avg_Deg.C_Avg,2,1,1
DewTempUpper_Deg.C_Smp,2,1,1
DewTempUpper_Max_Deg.C_Max,2,1,1
DewTempUpper_Min_Deg.C_Min,2,1,1
dfCO2,2,2,1
dic,2,2,1
DIC (uM),2,2,1
DIC_Flag,2,2,1
din,2,2,1
DIN (uM),2,2,1
Discharge (L/s),2,2,1
dischargeDownstream_cms,2,1,1
Dissolved (<0.45micrometer) mercury concentration (ng/L),2,1,1
dissolved_mercury_flag,2,1,1
Distance from road,2,1,1
Distance_from_bromide_application(m),2,1,1
DO_%sat,2,1,1
DO_mg/L,2,1,1
DOC_conc_uM,2,2,1
DOC_d13C_permil,2,2,1
DOC_D14C_permil,2,2,1
DOC_ppm,2,1,1
DOC_stdev,2,1,1
DOC_uM,2,2,1
DOC-13C,2,2,1
DOC-14C,2,2,1
DOC-fm,2,2,1
DOC:DON,2,2,1
docb,2,2,1
docc,2,2,1
docdin,2,2,1
docdon,2,2,1
docloss,2,2,1
docloss10,2,2,1
docloss40,2,2,1
dom_land,2,2,2
dom_veg,2,2,2
Domain,2,1,1
don,2,2,1
DON (uM),2,2,1
double time,2,2,2
DOY_dat,2,1,1
doy_NH4Snc,2,1,1
doy_st,2,1,1
Drain_loca,2,2,1
Drepanocladus brevifolius,2,1,1
Drepanocladus revolvens,2,1,1
Drive,2,1,1
dry bulk density (g/cc),2,1,1
Dry mass in 5g wet,2,1,1
Dry mass/wet mass,2,1,1
DRY WEIGHT PLUS TARE,2,1,1
dry_soil_g,2,1,1
dry_soil_plus_tin_g,2,1,1
drywt_g_,2,1,1
dSCD_BrO,2,2,1
dSCD_BrO_err,2,2,1
dSCD_NO2,2,2,1
dSCD_NO2_err,2,2,1
dSCD_O3,2,2,1
dSCD_O3_err,2,2,1
dSCD_O4,2,2,1
dSCD_O4_err,2,2,1
DUST-PENETRATED PEAT,2,1,1
ecotype,2,2,1
Elev,2,2,2
Elev_Angle,2,1,1
elev_meter,2,2,2
ELEVAT,2,1,1
elevatedLayerAirTemp2282_2287,2,2,1
elevatedLayerAirTemp700_705,2,2,1
elevatedLayerRadiance2282_2287,2,2,1
elevatedLayerRadiance700_705,2,2,1
Elevation (m asl),2,1,1
Elevation (masl),2,1,1
ElevMEAN,2,1,1
EmpNig,2,1,1
EN,2,1,1
Encalypta alpina,2,1,1
Encalypta longicolla,2,1,1
Encalypta procera,2,1,1
End date,2,2,2
End_lat,2,1,1
End_lon,2,1,1
end_time,2,2,2
Ends,2,2,1
Eng_Name,2,1,1
Eng_Zoom,2,1,1
English_Name,2,1,1
Engraved_flag,2,1,1
Ephippia 13C,2,1,1
Er,2,2,2
ethane,2,2,2
ethane_numflag,2,2,2
Exp_Flux,2,2,1
Exp_FluxCV,2,2,1
Exp_No,2,1,1
Exp_R2,2,2,1
expandedInterferogramSize,2,2,1
export,2,2,2
export_cumulative,2,2,2
Extraction method,2,1,1
F_FC,2,1,1
F_G,2,1,1
F_H,2,1,1
F_LE,2,1,1
F2016_ID,2,1,1
FAD,2,1,1
fail_cause,2,2,2
Farm,2,1,1
fate,2,2,2
fCO2_ATM_interpolated,2,2,1
fCO2_SW_SST,2,2,1
FDOM (V),2,1,1
FDOM [V],2,1,1
fdoy,2,2,1
Fe-Dolomite,2,1,1
Feature altitude,2,2,1
Feature area (m2),2,2,1
Feature name,2,2,1
Feature perimeter (m),2,2,1
FeatureType,2,1,1
fecal_sample,2,2,2
Fert,2,2,1
FFOVhalfAngle,2,2,1
fibric,2,1,1
Field_section,2,1,1
Fig_A,2,1,1
Fig_B,2,1,1
Fig_C,2,1,1
Fig_D,2,1,1
File Name,2,2,1
Filter,2,1,1
filtered_data,2,1,1
final_wt,2,1,1
Fl (uM),2,2,1
flag_NH3,2,1,1
flag_NO23,2,1,1
flag_PO4,2,1,1
flag_SiO2,2,1,1
Flask ID,2,1,1
float latitude,2,2,2
float longitude,2,2,2
Flow,2,1,1
Flow8100,2,2,1
flux,2,2,2
flux340,2,2,1
flux360_8,2,2,1
Fmax1_stdev,2,1,1
Fmax2_stdev,2,1,1
Fmax3_stdev,2,1,1
Fmax4_stdev,2,1,1
Fmaxsummary,2,1,1
Fmaxsummary_stdev,2,1,1
FMEANCO2,2,1,1
FMEANH2O,2,1,1
FMEANP,2,1,1
FMEANT,2,1,1
FMEANWD,2,1,1
FMEANWS,2,1,1
FOXX_melt,2,1,1
FPAR,2,1,1
FPRESS,2,1,1
FPYR,2,1,1
FRAIN,2,1,1
FRH3,2,1,1
FRH4,2,1,1
frost_ref,2,2,1
frost_spec,2,2,1
FSHFP1,2,1,1
FSHFP2,2,1,1
FSHFP3,2,1,1
FSHFP4,2,1,1
FSTP1,2,1,1
FSTP2,2,1,1
FSTP3,2,1,1
FSTP4,2,1,1
FUSTAR,2,1,1
FWS2,2,1,1
FWS3,2,1,1
FWS4,2,1,1
G_1_Avg,2,1,1
G_2_Avg,2,1,1
G_3_Avg,2,1,1
G_4_Avg,2,1,1
Ga,2,2,2
Garden,2,2,1
gC,2,2,1
GC#,2,2,1
Gd,2,2,2
Gene_ID,2,2,1
Gene_Location,2,2,1
Gene_Name,2,2,1
Gene_Sequence,2,2,1
genetic_blood_capillary_tube,2,1,1
genetic_blood_preservative,2,1,1
gfe,2,1,1
GMU,2,1,1
GNIS_ID,2,2,2
GPS coordinates,2,2,1
Gravel,2,2,1
GRAVEL (DRY WEIGHT),2,2,1
Gravimetric_water_content,2,1,1
Gravimetric_water_content_stdev,2,1,1
Grayling,2,1,1
green_moss,2,1,1
grid_column,2,2,2
grid_row,2,2,2
Growth.form,2,1,1
GULL_melt,2,1,1
GWC,2,2,2
GWC g/g,2,2,1
H1,2,1,1
H2O_dry,2,2,1
H2O-18O,2,2,1
H2O-2H,2,2,1
h2o2_uM,2,1,1
Habitat,2,2,2
HARE_melt,2,1,1
hatch_date,2,1,1
HBB2minNENestimateNo1ch1,2,2,1
HBB2minNENestimateNo1ch2,2,2,1
HBB2minNENestimateNo2ch1,2,2,1
HBB2minNENestimateNo2ch2,2,2,1
HBBstable,2,2,1
HBBtempDrift,2,2,1
HBBtempDriftLimit,2,2,1
HBBviewStdDevRadiance2282_2287,2,2,1
HBBviewStdDevRadiance2295_2300,2,2,1
HBBviewStdDevRadiance2510_2515,2,2,1
HBBviewStdDevRadiance675_680,2,2,1
HBBviewStdDevRadiance700_705,2,2,1
HBBviewStdDevRadiance985_990,2,2,1
Height (m),2,1,1
Hg_blood,2,2,2
hno3_µM,2,1,1
Ho,2,2,2
homogenized_soil_g,2,1,1
horizon,2,2,2
Horizon,2,2,2
HtrV_Avg(1),2,1,1
HtrV_Avg(2),2,1,1
HUC8,2,1,1
humic,2,1,1
humidity,2,2,2
hummock_CO2,2,1,1
hummock_Dec_SWC,2,1,1
hummock_Dec_Temp,2,1,1
hummock_Temp,2,1,1
Hybrid morphology,2,2,1
i_butane,2,2,2
i_butane_numflag,2,2,2
I_degrees,2,2,2
i_pentane,2,2,2
i_pentane_numflag,2,2,2
i2,2,1,1
iawg,2,1,1
Ice/Water,2,1,1
IceThickness,2,2,2
iCH4,2,1,1
iCO2,2,1,1
ID1,2,1,1
ID2,2,1,1
ID3,2,1,1
impacted,2,2,1
Impacted,2,2,1
initial_bulk_soil_wt,2,1,1
initialdoc,2,2,1
insoluble_particle_counts_ug_g,2,1,1
instrument_name,2,2,2
instrument_serial,2,2,2
Inu_Name,2,1,1
Inu_Zoom,2,1,1
IR,2,1,1
IR_temp,2,2,1
IR01DnCo_Avg,2,2,1
IR01UpCo_Avg,2,2,1
IRTempC_Avg_Deg.C_Avg,2,1,1
IRTempC_Deg.C_Smp,2,1,1
IRTempC_Max_Deg.C_Max,2,1,1
IRTempC_Min_Deg.C_Min,2,1,1
ISO_C13,2,1,1
ISO_CalYrsBP,2,1,1
ISO_CarbPercent,2,1,1
ISO_CN_Molar,2,1,1
ISO_Depth,2,1,1
ISO_N15,2,1,1
IV CO2,2,2,1
IVDate,2,2,1
IVH2O,2,2,1
IVT1,2,2,1
IVTbench,2,2,1
IVTcham,2,2,1
IVV1,2,2,1
j2NB_s1,2,1,1
Jar2_melt,2,1,1
Jdate,2,1,1
JDAY,2,1,1
JHM,2,1,1
julian,2,2,1
Julian Day,2,2,1
Juncus biglumis,2,2,1
K (uM),2,2,1
K_uM,2,2,1
Ka,2,1,1
Kelp,2,1,1
Kolyma,2,2,1
L,2,1,1
Lab ID,2,2,2
labID,2,1,1
LAI P,2,1,1
Landform,2,1,1
Landscape position,2,2,1
lat_corrected,2,1,1
Lat(North),2,1,1
Latitude (N),2,1,1
Latitude [degrees_north],2,1,1
Latitude_DD,2,2,2
Latitude_ddeg,2,1,1
latitude..degrees_north.,2,2,1
layer,2,2,1
layer_thick_1,2,2,2
layer_thick_10,2,2,2
layer_thick_11,2,2,2
layer_thick_12,2,2,2
layer_thick_13,2,2,2
layer_thick_14,2,2,2
layer_thick_15,2,2,2
layer_thick_16,2,2,2
layer_thick_17,2,2,2
layer_thick_18,2,2,2
layer_thick_19,2,2,2
layer_thick_2,2,2,2
layer_thick_3,2,2,2
layer_thick_4,2,2,2
layer_thick_5,2,2,2
layer_thick_6,2,2,2
layer_thick_7,2,2,2
layer_thick_8,2,2,2
layer_thick_9,2,2,2
LAYER: DUST-1 OR ORGANIC -2,2,2,1
Leaf %N,2,2,1
Lena,2,2,1
length_cm,2,1,1
Li (uM),2,2,1
LI_192_4,2,1,1
LI_192_5,2,1,1
LI_192_6,2,1,1
LI_192_7,2,1,1
LI_192_8,2,1,1
lich,2,1,1
Limprichtia revolvens,2,1,1
LIN,2,2,1
Lin_Flux,2,2,1
Lin_FluxCV,2,2,1
Lin_R2,2,2,1
ll,2,1,1
Loc (m),2,2,1
Local_ID,2,1,1
local_YYYY.MM.DD_HH.MM_timezone,2,1,1
Locator,2,1,1
logdocloss,2,2,1
logdocloss10,2,2,1
logdocloss40,2,2,1
logdon,2,2,1
logk,2,2,1
lognh4,2,2,1
logo182c,2,2,1
logpo4,2,2,1
logpop,2,1,1
logsuva,2,2,1
LOI_CaCO3,2,1,1
LOI_CalYrsBP,2,1,1
LOI_Depth,2,1,1
LOI_DryWet,2,1,1
LOI_DryWt,2,1,1
LOI_Inorganic,2,1,1
LOI_Organic,2,1,1
Lon(East),2,1,1
long_corrected,2,1,1
Longitude (E),2,1,1
Longitude [degrees_east],2,1,1
Longitude_DD,2,2,2
Longitude_ddeg,2,1,1
Longitude_W,2,2,2
longitude..degrees_east.,2,2,1
Longwave(W/m^2),2,1,1
longwaveWindowAirTemp985_990,2,2,1
longwaveWindowRadiance985_990,2,2,1
loss10day,2,2,1
loss40day,2,2,1
losstotal,2,2,1
LP,2,1,1
lr,2,1,1
Lu,2,2,2
LW_HBB_NEN,2,2,1
LWP,2,2,1
Lwresponsivity,2,2,1
LWskyNEN,2,2,1
LWskyNENacceptable,2,2,1
LWskyNENlimit,2,2,1
Lysimeter_array,2,1,1
Lysimeter_number,2,1,1
Lysimeter_position_within_array,2,1,1
Mackenzie,2,2,1
MAG_ARMIRM,2,1,1
MAG_CalYrsBP,2,1,1
MAG_Depth,2,1,1
MAG_Jarm,2,1,1
MAG_Jirm,2,1,1
MAG_X,2,1,1
MAGN_N,2,1,1
Magnetic Susceptibility (SI units),2,1,1
malaria_blood,2,2,2
mass,2,2,2
Mass,2,1,1
MaxWindDir,2,1,1
MaxWindSpd,2,1,1
MBT',2,1,1
MBT'5me,2,1,1
mean Mg/Ca,2,2,1
Mean Soil CO2Flux (µmol m-2s-1),2,1,1
Mean Soil Temperature (°C),2,1,1
Mean Volumetric Soil Moisture,2,1,1
Meaning,2,1,1
MEDIAN,2,1,1
meter,2,2,2
Mg (uM),2,2,1
Mg_ppb,2,1,1
Mg_uM,2,2,1
Micro_DO,2,1,1
Micro_Pres,2,1,1
Micro_Temp,2,1,1
Microrelief type,2,1,1
MICRORELIEF TYPE BETWEEN FLAGS,2,1,1
mid_depth,2,1,1
Mid_depth,2,1,1
midpoint_depth,2,1,1
MIN_N,2,1,1
MIN_W,2,1,1
mineral_CO2,2,1,1
mineral_Dec_Temp,2,1,1
mineral_Temp,2,1,1
model,2,2,2
ModifiedV1,2,2,1
Mooring Name,2,2,1
MS9_1_Tilt,2,1,1
MS9_410nm,2,1,1
MS9_440nm,2,1,1
MS9_490nm,2,1,1
MS9_510nm,2,1,1
MS9_550nm,2,1,1
MS9_636nm,2,1,1
MS9_660nm,2,1,1
MS9_685nm,2,1,1
n_butane,2,2,2
n_butane_numflag,2,2,2
n_hexane,2,2,2
n_hexane_numflag,2,2,2
n_pentane,2,2,2
n_pentane_numflag,2,2,2
N_perc,2,2,2
n.C4H10,2,1,1
n.C4H10.err,2,1,1
n.C4H10.Gas.Age,2,1,1
N+N,2,1,1
N2O (% saturation),2,2,1
N2O (ppb),2,2,1
N2Oflux,2,2,2
Na_ppb,2,1,1
Na_uM,2,2,1
NAME,2,2,2
Narea,2,2,1
natinc2,2,1,1
natincP,2,1,1
nation,2,1,1
nationcode,2,1,1
Native_Name,2,1,1
Nb,2,2,2
Nd143_Nd144,2,2,1
NDVI M,2,1,1
NDVI P,2,1,1
NDVI T1,2,1,1
NDVI T2,2,1,1
Net N mineralization rate (ugN/g-soil/day),2,2,1
Net Radiation,2,1,1
netmig2,2,1,1
netmigP2,2,1,1
NetRad_Avg_milliVolts_Avg,2,1,1
nh4,2,2,1
NH4 (ug/g-soil),2,2,1
NH4 (uM),2,2,1
NH4_OPA_uM,2,2,1
nh4_µM,2,1,1
nh4.25,2,2,1
nipop2,2,1,1
nit_subsamp_wt,2,1,1
nitrate_nitrite_mg_N_L,2,1,1
nitrate_processed_using_isus_data_processor_baseline_corrected_mmol_m_3,2,1,1
nitrate_processed_using_isus_data_processor_corrected_mmol_m_3,2,1,1
NO2 (uM),2,2,1
no3,2,2,1
NO3 (ug/g-soil),2,2,1
NO3 (uM),2,2,1
NO3_M,2,1,1
NO3_uM,2,2,1
Norg,2,1,1
NOTES,2,1,1
NR01TC_Avg,2,2,1
Num_observers,2,1,1
Number,2,2,1
Number_1,2,2,1
numberOfTerms,2,2,1
NumNS,2,1,1
o18,2,2,1
o182c,2,2,1
o18c,2,2,1
O2/Ar_ratio,2,1,1
O2Arsat,2,2,1
O2sat,2,2,1
O3_mole_fraction,2,1,1
O3_uncertainty,2,1,1
Obs #,2,2,1
Observers,2,2,2
OC,2,2,2
OCR_4_412nm,2,1,1
OCR_4_443nm,2,1,1
OCR_4_555nm,2,1,1
OCR_4_PAR,2,1,1
ode_bulk_soil_wt,2,1,1
Offset,2,2,1
OID_,2,1,1
OLD,2,1,1
OM,2,2,2
omega_a_sm,2,1,1
omega_c_sm,2,1,1
ORGANIC MATTER (DRY WEIGHT),2,2,1
Organic_carbon_concentration,2,1,1
organic_matter_percent,2,1,1
Organism,2,2,2
Origin,2,2,2
original_band,2,1,1
Original_Filename,2,2,1
Original.Filename,2,2,1
originalInterferogramSize,2,2,1
originalLaserWavenumber,2,2,1
Outflow or reference (WT),2,2,1
outputLaserWavenumber,2,2,1
oven_dry_soil_wt,2,1,1
oven_dry_soil_wt_plus_tin,2,1,1
ozone,2,2,2
P_HPAM,2,1,1
P1_15cm,2,1,1
P1_30cm,2,1,1
p1_40cm,2,1,1
P1_5 cm,2,1,1
P2_15cm,2,1,1
P2_30cm,2,1,1
p2_40cm,2,1,1
P2_5cm,2,1,1
P3_15cm,2,1,1
P3_30cm,2,1,1
p3_40cm,2,1,1
P3_5cm,2,1,1
PAD,2,1,1
PAL [nM],2,1,1
PAR_AVG,2,1,1
PAR_Den_Avg,2,2,1
PAR_depth_m,2,1,1
PAR_down_AVG,2,1,1
PAR_in_Avg,2,1,1
PAR_out_Avg,2,1,1
PAR_uE,2,1,1
Parafissurina_spp,2,1,1
Parameter,2,1,1
Participant,2,1,1
PB,2,1,1
Pb206_Pb204,2,2,1
Pb207_Pb204,2,2,1
Pb208_Pb204,2,2,1
PC_ugL,2,2,1
PCH4_uatm,2,2,1
pCO2_SST_calc_sm,2,1,1
pCO2_SST_Tcor_sm,2,1,1
pCO2_Teq_sm,2,1,1
PCO2_uatm,2,2,1
Pedicularis sudetica,2,1,1
peptide,2,1,1
per_OM,2,1,1
perc_C,2,2,2
Perc_C,2,2,1
Perc_N,2,2,1
perc_soil,2,1,1
percC,2,2,2
percentearly,2,2,1
percN,2,2,2
Permeability,2,2,2
PF,2,1,1
Phase,2,2,2
Pheophytin,2,2,1
Phosphatase,2,2,1
Photobased,2,1,1
pHt_sm,2,1,1
pitch,2,1,1
Place_ID,2,1,1
placefips,2,1,1
plant,2,2,2
platform,2,1,1
PLFA,2,2,1
PLFA_1,2,1,1
PLFA_14C,2,1,1
PLFA_sample_size,2,1,1
PLOT,2,2,2
Plot number,2,2,2
plot_ID,2,1,1
Plot_limit,2,1,1
plotID,2,1,1
plusminus_permil1,2,2,1
plusminus_permil2,2,2,1
plusminus_permil3,2,2,1
plusminus_uM,2,2,1
PN_ugL,2,2,1
po4,2,2,1
PO4 (uM),2,2,1
PO4_uM,2,2,1
po4.25,2,2,1
