token,n
core7,2
cores,2
count,2
count1969,2
crumpetal2020,2
cs17,2
cs8r,2
csm2,2
ct,2
ctd1,2
ctd10,2
ctd100,2
ctd101,2
ctd102,2
ctd103,2
ctd104,2
ctd105,2
ctd106,2
ctd107,2
ctd108,2
ctd109,2
ctd11,2
ctd110,2
ctd111,2
ctd112,2
ctd113,2
ctd114,2
ctd115,2
ctd116,2
ctd117,2
ctd118,2
ctd119,2
ctd12,2
ctd120,2
ctd121,2
ctd122,2
ctd123,2
ctd124,2
ctd125,2
ctd126,2
ctd127,2
ctd128,2
ctd129,2
ctd13,2
ctd130,2
ctd131,2
ctd132,2
ctd133,2
ctd134,2
ctd135,2
ctd136,2
ctd137,2
ctd138,2
ctd139,2
ctd14,2
ctd140,2
ctd141,2
ctd142,2
ctd143,2
ctd144,2
ctd145,2
ctd146,2
ctd147,2
ctd148,2
ctd149,2
ctd15,2
ctd150,2
ctd151,2
ctd152,2
ctd16,2
ctd17,2
ctd18,2
ctd19,2
ctd2,2
ctd20,2
ctd21,2
ctd22,2
ctd23,2
ctd24,2
ctd25,2
ctd26,2
ctd27,2
ctd28,2
ctd29,2
ctd3,2
ctd30,2
ctd31,2
ctd32,2
ctd33,2
ctd34,2
ctd35,2
ctd36,2
ctd37,2
ctd38,2
ctd39,2
ctd4,2
ctd40,2
ctd41,2
ctd42,2
ctd43,2
ctd44,2
ctd45,2
ctd46,2
ctd47,2
ctd48,2
ctd49,2
ctd5,2
ctd50,2
ctd51,2
ctd52,2
ctd53,2
ctd54,2
ctd55,2
ctd56,2
ctd57,2
ctd58,2
ctd59,2
ctd6,2
ctd60,2
ctd61,2
ctd62,2
ctd63,2
ctd64,2
ctd65,2
ctd66,2
ctd67,2
ctd68,2
ctd69,2
ctd7,2
ctd70,2
ctd71,2
ctd72,2
ctd73,2
ctd74,2
ctd75,2
ctd76,2
ctd77,2
ctd78,2
ctd79,2
ctd8,2
ctd80,2
ctd81,2
ctd82,2
ctd83,2
ctd84,2
ctd85,2
ctd86,2
ctd87,2
ctd88,2
ctd89,2
ctd9,2
ctd90,2
ctd91,2
ctd92,2
ctd93,2
ctd94,2
ctd95,2
ctd96,2
ctd97,2
ctd98,2
ctd99,2
cumberlandp,2
cwood,2
d01701avg.cnv,2
dalton,2
dams,2
data.tsv,2
datasets,2
dates.csv,2
daugaardjensen,2
dbo.txt,2
decagon,2
definition,2
deltao2toar,2
denali,2
destination,2
df001,2
diatoms,2
dic,2
dietrich,2
disko2015,2
doc,2
domain,2
downcore,2
dry,2
drypehr,2
dsa,2
e.vaginatum,2
e02101avg.cnv,2
earth3,2
eastern,2
effort.csv,2
elevation,2
elodea,2
energy,2
env,2
envirhrly,2
enviro.csv,2
equilibrium,2
equivalent,2
esm1,2
estuary,2
evrt1980,2
exchange,2
export,2
f02201avg.cnv,2
farmstead,2
fbd,2
feb.csv,2
fetch,2
field,2
file,2
fine,2
fishscape,2
flow,2
flx,2
forest,2
forr.csv,2
friedman2012,2
ftp,2
fuel,2
g02301avg.cnv,2
g08,2
garden,2
gas,2
gasses,2
gc2015,2
gem,2
geojson,2
gert,2
ghaas,2
gi,2
glacial,2
glucose,2
gmp343,2
greeenland,2
greenland.csv,2
gtc08,2
gtc09,2
gtc10,2
gtc11,2
gtc12,2
gtc13,2
gtc14,2
gtc15,2
gtc16,2
h02401avg.cnv,2
haroldmoltke,2
hba,2
hdr,2
headless.csv,2
healy2017,2
height.csv,2
heimdal,2
helheim,2
hg.csv,2
highway,2
hly02,2
hly1103,2
hly1702,2
hunter,2
hv1,2
ibp,2
icecoretracegasdata,2
icpms,2
igdlugdlip,2
ignition,2
iii,2
iliamna,2
imat,2
imnt,2
imoss,2
inc20,2
inc30,2
inc40,2
inclination.csv,2
info.csv,2
information.csv,2
infra,2
ingia,2
ini,2
invertebrate,2
io1,2
ion,2
ipg,2
ipr,2
ipsl,2
irid.csv,2
ishrb,2
jakobshavn,2
jan.csv,2
jones,2
july2018,2
june.csv,2
juneaug,2
jwacs,2
kadko,2
kangerdlugssuaq,2
kb,2
kogebugt,2
kongoscar,2
krause,2
kvile2019,2
l129ff,2
lab,2
lability,2
laboratory,2
lakewater,2
landscape,2
lapa,2
larix,2
lasez,2
ldocdata,2
levels.csv,2
line08,2
lline1,2
lm,2
location,2
location.csv,2
locationcodes,2
lomas,2
loring,2
loss,2
lowell,2
ltoc,2
lysimeter.csv,2
m2,2
maggadan,2
main,2
major,2
mar.csv,2
mask,2
master,2
matter,2
max,2
may.csv,2
meanstddev,2
meltlayerdata,2
meta,2
meter,2
mgca.csv,2
microbial,2
midgard,2
min,2
mineralogy.csv,2
mm,2
mmol,2
mmp,2
modelled,2
moderate,2
monthly,2
moss,2
mri,2
n2o,2
navsnc,2
nh4,2
niagara,2
nline1,2
nmtn,2
norseman2,2
nox,2
nr01mu,2
nr02mu,2
nr03mu,2
nr04mu,2
nr05mu,2
nr06mu,2
nr07mu,2
nr08mu,2
nr09mu,2
nr10mu,2
nr12mu,2
nr14mu,2
nr15mu,2
nr16mu,2
nr17mu,2
nr18mu,2
nsf,2
nutrients.csv,2
nutritional,2
nuus,2
obswell,2
obswell1,2
obswell2,2
oc,2
out.csv,2
ozone,2
p1,2
pa,2
particulate,2
pdd,2
peat,2
peninsula,2
percentc,2
percentn,2
permafrost.csv,2
pg03,2
pg26,2
physiochemistry,2
pigment,2
plfa,2
plotdata.csv,2
polarbiol2017,2
polarstern,2
pom,2
port,2
precip,2
predator,2
processed,2
ps94,2
qxrd,2
qzc,2
r2,2
rcp45,2
rcp85,2
record,2
records.csv,2
records.txt,2
reflectance,2
relative,2
report.pdf,2
repository,2
results.txt,2
rhb1505,2
ring,2
rink,2
rs34,2
russell,2
ryder,2
sagwon,2
salinity,2
salts,2
sami57,2
sample,2
script,2
sedoc,2
segl,2
selawik,2
sensor,2
sequence,2
sf,2
shading,2
shrubs,2
sims.csv,2
site13,2
site14,2
site15,2
site16,2
site17,2
site18,2
skq201712s,2
sl1,2
sl2,2
sl3,2
sl4,2
sla,2
slie,2
smtaerisummaryx1,2
smtmet.qc,2
smv,2
sn10527,2
sn10528,2
sn12926,2
sn12928,2
sn12929,2
sn12960,2
sn6158,2
sn6284,2
snowdepth,2
soil.csv,2
soilgasdata,2
soilrespirationdata,2
soilrespirationdatabase,2
soils,2
solubles.csv,2
sonde,2
spc14,2
spp.csv,2
srftpco2,2
srfund,2
ssc,2
stats.txt,2
sube,2
subice,2
suharnaya,2
summary,2
summary.csv,2
summary2017,2
summary2018,2
summer2014,2
swl2015,2
t1,2
t1percov,2
t2percov,2
t3percov,2
ta,2
table.csv,2
table3,2
table5,2
table6,2
tac.csv,2
taiga.txt,2
tem.csv,2
tem.kml,2
tempcond,2
temps,2
tfs2011,2
thawdepth,2
thru20100304,2
tilt,2
time.txt,2
toacadis,2
toi,2
transcriptome,2
transect.csv,2
transport,2
trees,2
tundra,2
tundra.txt,2
tussock,2
u35,2
u66,2
ua3,2
umiamako,2
underwayo2,2
upernaviknorth,2
upernaviksouth,2
us53,2
us56,2
us58,2
v012,2
v20171129,2
vaisala,2
values.csv,2
variables,2
velocity.csv,2
volume.csv,2
vulnerability,2
vwc,2
wacp,2
wais,2
watershed,2
wdc05a,2
wdc06a,2
wh,2
wind,2
wood,2
wt,2
xlinew,2
xls,2
xuelong,2
ykd,2
ysi,2
z192cm.tif,2
zachariae,2
00.872,1
000009,1
000012,1
000014,1
000041,1
000122,1
0069,1
0070,1
0097439,1
01.872,1
012218,1
0168711,1
02.872,1
03.872,1
033117,1
03uw,1
04.872,1
05.27.2018,1
05201avg.cnv,1
054430,1
061019,1
061219,1
061419,1
061620,1
061913,1
06201avg.cnv,1
062418,1
064811,1
070857,1
071318,1
073019,1
073119,1
0801,1
080519,1
080531,1
080619,1
080719,1
0808cg044,1
080919,1
081019,1
081119,1
081519,1
0818,1
084553,1
0911,1
091312,1
0917,1
091944,1
0d1507,1
104,1
105,1
106,1
107m,1
107m.txt,1
108,1
109,1
10bedata.csv,1
10bedata.xlsx,1
10m,1
110,1
111,1
111543,1
113,1
114,1
117,1
118,1
119,1
11a,1
11b,1
11pcforam.csv,1
120,1
121,1
122,1
122919,1
123,1
124,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
133m.txt,1
134,1
135m,1
135m.txt,1
138m,1
138m.txt,1
13c,1
13ch4,1
13co2,1
1416,1
1425m.csv,1
14b,1
14c.csv,1
150607,1
150609,1
150612,1
150614,1
150617,1
150620,1
150623,1
150626,1
150628,1
150630,1
150702,1
150703,1
150706,1
150710,1
150715,1
150720,1
150721,1
150725,1
150727,1
150804,1
150806,1
150812,1
151,1
15a,1
15b,1
15c,1
15min.csv,1
160711,1
164310,1
16b,1
16b.dta,1
16s.classifer.nsres.csv,1
16s.otu.nsres.csv,1
170627,1
171844,1
174006,1
174800,1
1750m.csv,1
1767,1
185913,1
188m,1
188m.txt,1
18gc,1
1915,1
1920,1
1933,1
1948,1
1949,1
1950,1
1951,1
1952,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1963,1
1965,1
1966,1
1970to2017,1
1984to2018,1
1986to2018,1
1997shtotsoilnuts.csv,1
1999lgcover.csv,1
1999shleafnut.csv,1
1999shretrans.csv,1
19n1,1
1cm,1
1m.tfw,1
1m.tif,1
1m.tif.aux.xml,1
1m.tif.ovr,1
2.10,1
2.11,1
2.12,1
2.13,1
2.1a,1
2.1b,1
2.2abc,1
2.2d,1
2.3,1
2.4a,1
2.4b,1
2.5abc,1
2.6,1
2.7abc,1
2.8,1
2.9,1
2000lgcover.csv,1
2000lgshttbm.csv,1
2000lgshttcn.csv,1
2000shsoilresp.csv,1
2001lgcover.csv,1
2001lgshttbm.csv,1
2001lgshttcn.csv,1
2001lssl,1
2002lgcover.csv,1
2004seaiceper.csv,1
20080307,1
20080627,1
20090331,1
20110319,1
20110325,1
20110326,1
20110412,1
20110531,1
20110610,1
20110612.010137,1
20110613.000000,1
20110614.000000,1
20110615.000000,1
20110615.032900,1
20110616.000000,1
20110617.000000,1
20110618.000000,1
20110619.000000,1
20110620.000000,1
20110621.000000,1
20110622.000000,1
20110623.000000,1
20110624.000000,1
20110625.000000,1
20110626.134854,1
20110627.000000,1
20110628.000000,1
20110630.000000,1
20110701.000000,1
20110702.000000,1
20110703.000000,1
20110704.000000,1
20110705.000000,1
20110706.000000,1
20110707.000000,1
20110708.000000,1
20110709.000000,1
20110710,1
20110710.000000,1
20110711.000000,1
20110712.000000,1
20110713.000000,1
20110714.000000,1
20110715.000000,1
20110716.000000,1
20110717.000000,1
20110718.000000,1
20110719.000000,1
20110720.000000,1
20110721.000000,1
20110722.000000,1
20110723.000000,1
20110724.000000,1
20110725.000000,1
20110726.000000,1
20110727.000000,1
20110728.000000,1
20110729.000000,1
20110730.000000,1
20110731.000000,1
20110801.000000,1
20110802.000000,1
20110803.000000,1
20110804.000000,1
20110805.000000,1
20110806.000000,1
20110807.000000,1
20110808.000000,1
20110809.000000,1
20110810.000000,1
20110811.000000,1
20110812.000000,1
20110813.000000,1
20110814.000000,1
20110815.000000,1
20110816.000001,1
20110817.000000,1
20110818.000000,1
20110819.000000,1
20110820.000000,1
20110821,1
20110821.000000,1
20110822.000000,1
20110823.000001,1
20110824,1
20110824.000000,1
20110825.000000,1
20110826.000000,1
20110827.000000,1
20110828.000001,1
20110829.000000,1
20110830.000000,1
20110831.000000,1
20110901.000000,1
20110902.000000,1
20110903.000000,1
20110904.000000,1
20110905.000000,1
20110906.000000,1
20110907.000000,1
20110908.000000,1
20110909.000000,1
20110910.000000,1
20110911.000000,1
20110912.000000,1
20110913.000000,1
20110914.000000,1
20110915.000000,1
20110916.000000,1
20110917.000000,1
20110918.000000,1
20110919.000000,1
20110920.000000,1
20110921.000000,1
20110922.000000,1
20110923.000000,1
20110924.000000,1
20110925.000000,1
20110926.000000,1
20110927.000000,1
20111030.000000,1
20111031.000000,1
20111101.000000,1
20111102.000000,1
20111103.000000,1
20111104.000000,1
20111105.000000,1
20111106.000000,1
20111107.000000,1
20111108.000000,1
20111109.000000,1
20111110.000000,1
20111111.000000,1
20111112.000000,1
20111113.000000,1
20111114.000000,1
20111115.000000,1
20111116.000000,1
20111117.000000,1
20111118.000000,1
20111119.000000,1
20111120.000000,1
20111121.000000,1
20111122.000000,1
20111123.000000,1
20111124.000000,1
20111125.000000,1
20111126.000000,1
20111127.000000,1
20111128.000000,1
20111129.000000,1
20111130.000000,1
20111201.000000,1
20111202.000000,1
20111203.000000,1
20111204.000000,1
20111205.000000,1
20111206.000000,1
20111207.000000,1
20111208.000000,1
20111209.000000,1
20111210.000000,1
20111211.000000,1
20111212.000000,1
20111213.000000,1
20111214.000000,1
20111215.000000,1
20111216.000000,1
20111217.000000,1
20111218.000000,1
20111219.000000,1
20111220.000000,1
20111221.000000,1
20111222.000000,1
20111225.000000,1
20111227.170808,1
20111228.000000,1
20111229.000000,1
20111230.000000,1
20111231.000000,1
2011to2012,1
2011to2018,1
20120101.000000,1
20120102.000000,1
20120103.000000,1
20120104.000000,1
20120105.000000,1
20120106.000000,1
20120107.000000,1
20120124.191113,1
20120125.000000,1
20120126.000000,1
20120127.000000,1
20120128.000000,1
20120129.000000,1
20120130.000000,1
20120131.000000,1
20120201.000000,1
20120202.000000,1
20120203.000000,1
20120204.000000,1
20120205.000000,1
20120206.000000,1
20120207.000000,1
20120208.000000,1
20120209.000000,1
20120210.000000,1
20120211.000000,1
20120212.000000,1
20120213.000000,1
20120214.000000,1
20120215.053039,1
20120221.180923,1
20120222.000000,1
20120223.000000,1
20120224.000000,1
20120225.000000,1
20120226.000000,1
20120227.000000,1
20120228.000000,1
20120229.000000,1
20120301.000000,1
20120302.000000,1
20120303.000000,1
20120304.000000,1
20120305.000000,1
20120306.000000,1
20120307.000000,1
20120308.000000,1
20120309.000000,1
20120310.000000,1
20120311.000000,1
20120312.000000,1
20120313.000000,1
20120314.000000,1
20120315.000000,1
20120316.000000,1
20120317.000000,1
20120318.000000,1
20120319.000000,1
20120320.000000,1
20120321.000000,1
20120322.000000,1
20120323.000000,1
20120324.000000,1
20120325.000000,1
20120414,1
20120417.035432,1
20120418.000000,1
20120419.000000,1
20120420.000000,1
20120421.000001,1
20120422.000000,1
20120423.000001,1
20120424.000000,1
20120425.000000,1
20120426.000001,1
20120427.000001,1
20120428.000001,1
20120429.000000,1
20120430.000000,1
20120501.000000,1
20120502.000000,1
20120503.000000,1
20120504.000000,1
20120505.000000,1
20120506.000000,1
20120507.000000,1
20120508.000000,1
20120509.000000,1
20120510.000000,1
20120511.000000,1
20120512.000000,1
20120513.000000,1
20120514.000000,1
20120515.000000,1
20120516.000000,1
20120517.000000,1
20120521.232218,1
20120522.000000,1
20120523.000000,1
20120525.000000,1
20120525000,1
20120525001,1
20120525002,1
20120526.000000,1
20120526000,1
20120526001,1
20120526002,1
20120526003,1
20120526004,1
20120526005,1
20120526006,1
20120527000,1
20120527001,1
20120527002,1
20120527003,1
20120527004,1
20120527005,1
20120527006,1
20120527007,1
20120527008,1
20120527009,1
20120527011,1
20120527012,1
20120527013,1
20120527014,1
20120527015,1
20120527016,1
20120527017,1
20120527018,1
20120527019,1
20120527020,1
20120527021,1
20120528.000000,1
20120528.000001,1
20120528000,1
20120528001,1
20120528002,1
20120528003,1
20120528004,1
20120528005,1
20120528006,1
20120528007,1
20120528008,1
20120528009,1
20120528010,1
20120528011,1
20120528012,1
20120528013,1
20120528014,1
20120528015,1
20120528016,1
20120528017,1
20120528018,1
20120528019,1
20120528020,1
20120528021,1
20120528022,1
20120528023,1
20120528024,1
20120528025,1
20120528026,1
20120528027,1
20120528028,1
20120528029,1
20120528030,1
20120529000,1
20120529001,1
20120529002,1
20120529003,1
20120530000,1
20120530001,1
20120530002,1
20120530003,1
20120530004,1
20120530005,1
20120530006,1
20120530007,1
20120530008,1
20120530009,1
20120530010,1
20120530011,1
20120530012,1
20120530013,1
20120530014,1
20120530015,1
20120530016,1
20120530017,1
20120530018,1
20120530019,1
20120530020,1
20120530021,1
20120530022,1
20120530023,1
20120530024,1
20120530025,1
20120530026,1
20120530027,1
20120530028,1
20120530029,1
20120530030,1
20120530031,1
20120530032,1
20120530033,1
20120530034,1
20120530035,1
20120530036,1
20120530037,1
20120530038,1
20120603.000000,1
20120603.130907,1
20120605.111246,1
20120605.111247,1
20120611,1
20120622.000000,1
20120623.120043,1
20120623.120044,1
20120624,1
20120624.000000,1
20120625.000000,1
20120625.222135,1
20120628.000000,1
20120628.010734,1
20120629,1
20120705.011745,1
20120705.011746,1
20120713,1
20120716,1
20120717.000000,1
20120717.010712,1
20120718.000000,1
20120718.000001,1
20120723.000000,1
20120723.000006,1
20120724.010708,1
20120724.010709,1
20120805.000000,1
20120806.000000,1
20120807.000000,1
20120808.000000,1
20120809,1
20120809.000000,1
20120810.000000,1
20120811.000000,1
20120812.010714,1
20120813,1
20120813.000000,1
20120814.010702,1
20120815.000000,1
20120816.000000,1
20120817.000000,1
20120818.000000,1
20120819.010713,1
20120820.000000,1
20120821.000000,1
20120822.000000,1
20120823.010710,1
20120824.000000,1
20120825.000000,1
20120826.000000,1
20120827.000000,1
20120828.000000,1
20120829.000000,1
20120830.000000,1
20120831.000000,1
20120904.174817,1
20120906.152227,1
20120907.000000,1
20120908.000000,1
20120909.000000,1
20120910.000000,1
20120911.000000,1
20120912.000000,1
20120913.000000,1
20120914.000023,1
20120915.000008,1
20120916.000000,1
20120917.000000,1
20120918.000000,1
20120919.000000,1
20120920.000000,1
20120921.000000,1
20120922.000000,1
20120923.000000,1
20120924.155941,1
20120926.163546,1
20120928.001111,1
20120929.000000,1
20120930.000000,1
20121005.000000,1
20121006.000000,1
20121007.000000,1
20121008.201734,1
20121009.000000,1
20121011.000000,1
20121012.000000,1
20121013.000000,1
20121014.000000,1
20121015.000000,1
20121016.000010,1
20121017.000000,1
20121018.000000,1
20121019.000000,1
20121020.000000,1
20121023.163629,1
20121025.024634,1
20121026.000000,1
20121027.000000,1
20121028.000000,1
20121029.000000,1
20121030.000000,1
20121031.000010,1
20121101.000001,1
20121102.000000,1
20121103.000000,1
20121104.000000,1
20121105.000000,1
20121106.000000,1
20121107.000000,1
20121108.192120,1
20121109.000000,1
20121110.000000,1
20121111.000000,1
20121112.000000,1
20121113.000000,1
20121114.000001,1
20121115.000001,1
20121116.000000,1
20121117.000000,1
20121118.000000,1
20121119.000000,1
20121120.000000,1
20121121.000000,1
20121122.000000,1
20121123.000000,1
20121124.000000,1
20121125.000000,1
20121126.000000,1
20121127.000000,1
20121128.000000,1
20121129.000000,1
20121130.000000,1
20121201.000000,1
20121202.000001,1
20121203.165422,1
20121204.000000,1
20121205.000000,1
20121206.000000,1
20121207.000000,1
20121208.000000,1
20121209.000000,1
20121210.000000,1
20121211.000000,1
20121212.000000,1
20121213.032715,1
20121214.000000,1
20121220.214351,1
20121221.000000,1
20121222.000000,1
20121223.000000,1
20121226.162943,1
20121227.000000,1
20121228.000000,1
20121229.000000,1
20121230.000000,1
20121231.042957,1
20130101.000000,1
20130101.000001,1
20130102.211447,1
20130103.000000,1
20130104.000000,1
20130105.000000,1
20130106.000000,1
20130107.000000,1
20130108.000000,1
20130109.000000,1
20130110.090000,1
20130111.214238,1
20130112.000000,1
20130113.000000,1
20130114.000000,1
20130115.000000,1
20130116.024636,1
20130117.000000,1
20130118.000000,1
20130119.000000,1
20130123.183455,1
20130124.000001,1
20130125.000001,1
20130126.000000,1
20130127.000000,1
20130128.000001,1
20130129.042732,1
20130209.000000,1
20130210.000000,1
20130211.000000,1
20130216.000000,1
20130217.000000,1
20130218.000000,1
20130218.164831,1
20130219.000000,1
20130219.000001,1
20130224.000000,1
20130224.000001,1
20130227.000000,1
20130227.000001,1
20130304.000000,1
20130304.000001,1
20130305.000000,1
20130305.000001,1
20130306.000000,1
20130306.000001,1
20130307.000000,1
20130307.000001,1
20130308.000000,1
20130309.000001,1
20130310.000453,1
20130312.184218,1
20130313.000000,1
20130316.000000,1
20130316.000001,1
20130318.000000,1
20130318.000002,1
20130319.000000,1
20130321.210352,1
20130321.210353,1
20130322.000001,1
20130322.000002,1
20130323.000000,1
20130323.000001,1
20130324.000000,1
20130324.000001,1
20130325.000000,1
20130325.000001,1
20130328.000000,1
20130328.000001,1
20130330.000000,1
20130330.000001,1
20130401,1
20130404.000000,1
20130404.000001,1
20130405.000000,1
20130405.000001,1
20130406.000000,1
20130406.000001,1
20130407.000000,1
20130407.000001,1
20130410,1
20130410.000001,1
20130410.000002,1
20130411.000000,1
20130411.000001,1
20130412,1
20130412.000000,1
20130412.000002,1
20130413.000000,1
20130413.000001,1
20130415.000000,1
20130415.000001,1
20130416.000000,1
20130416.000001,1
20130419.000000,1
20130419.000001,1
20130421.000000,1
20130421.000001,1
20130423.000000,1
20130423.000001,1
20130424.151234,1
20130424.151235,1
20130425.154340,1
20130425.154341,1
20130503.000000,1
20130503.000001,1
20130508.000000,1
20130508.000001,1
20130510.000000,1
20130510.000001,1
20130511.000000,1
20130511.000001,1
20130512.000000,1
20130512.000001,1
20130513.000000,1
20130513.000001,1
20130514.000000,1
20130514.000001,1
20130515.000000,1
20130515.000001,1
20130516.000000,1
20130516.000001,1
20130517.000000,1
20130517.000001,1
20130523.000000,1
20130523.000001,1
20130530.000000,1
20130530.000001,1
20130531.000000,1
20130531.000001,1
20130601.000000,1
20130601.000001,1
20130602.000000,1
20130602.000001,1
20130603,1
20130603.000000,1
20130603.000001,1
20130604.000000,1
20130604.000001,1
20130604001,1
20130604002,1
20130604003,1
20130604004,1
20130604005,1
20130604006,1
20130604007,1
20130604008,1
20130604009,1
20130604010,1
20130604011,1
20130604012,1
20130604013,1
20130604014,1
20130604015,1
20130604016,1
20130604017,1
20130605.000000,1
20130605.000001,1
20130605000,1
20130605001,1
20130605002,1
20130605003,1
20130605004,1
20130605005,1
20130605006,1
20130605007,1
20130605008,1
20130605009,1
20130605010,1
20130606.000000,1
20130606.000002,1
20130606000,1
20130606001,1
20130606002,1
20130606003,1
20130606004,1
20130606005,1
20130606006,1
20130606007,1
20130606008,1
20130606009,1
20130606010,1
20130606011,1
20130606012,1
20130606013,1
20130606014,1
20130606015,1
20130606016,1
20130606017,1
20130606018,1
20130606019,1
20130606020,1
20130606021,1
20130606022,1
20130607.000000,1
20130607.000001,1
20130607000,1
20130607001,1
20130607002,1
20130607003,1
20130607004,1
20130607005,1
20130607006,1
20130607007,1
20130607008,1
20130607009,1
20130607010,1
20130607011,1
20130607012,1
20130607013,1
20130607014,1
20130607015,1
20130607016,1
20130607017,1
20130607018,1
20130608.000000,1
20130608.000001,1
20130608000,1
20130608001,1
20130608002,1
20130608003,1
20130608004,1
20130608005,1
20130608006,1
20130608007,1
20130608008,1
20130608009,1
20130608010,1
20130608011,1
20130608012,1
20130610.000000,1
20130610.000001,1
20130611.000000,1
20130611.000001,1
20130612.000000,1
20130612.000001,1
20130613.000000,1
20130613.000005,1
20130615.000000,1
20130615.000001,1
20130616.000000,1
20130616.000001,1
20130617.000000,1
20130617.000001,1
20130618.000000,1
20130618.000001,1
20130621.000000,1
20130621.000001,1
20130622.000000,1
20130622.000001,1
20130623.000000,1
20130623.000001,1
20130628.000000,1
20130629.155926,1
20130629.201214,1
20130709.232846,1
20130709.232847,1
20130719.000000,1
20130719.000001,1
20130722,1
20130723.000647,1
20130723.000648,1
20130725.000000,1
20130726.000000,1
20130726.114517,1
20130801.000000,1
20130801.000001,1
20130802.000000,1
20130802.000001,1
20130805.021515,1
20130805.021516,1
20130810,1
20130815.000000,1
20130815.000001,1
20130819.000000,1
20130819.000001,1
20130826.045754,1
20130826.045755,1
20130827.151234,1
20130827.151235,1
20130909.000000,1
20130909.000001,1
20130919.124403,1
20130919.124404,1
20131012.000000,1
20131012.000001,1
20131013.000000,1
20131014.165543,1
20131014.165544,1
20131019.000000,1
20131019.000001,1
20131021.150654,1
20131021.150655,1
20131028.000000,1
20131028.000001,1
20131119.000000,1
20131119.000001,1
20131122.134107,1
20131122.134108,1
20131123.000000,1
20131123.000001,1
20131125.163648,1
20131125.163649,1
20131126.000000,1
20131126.000001,1
20131128.151141,1
20131128.151142,1
20131201.000000,1
20131201.000001,1
20131204.000000,1
20131204.000001,1
20131207.000000,1
20131207.000001,1
20131210.041340,1
20131210.041341,1
20131211.000000,1
20131211.000001,1
20131217.000000,1
20131217.000001,1
20131218.000000,1
20131218.000001,1
20131221.000000,1
20131221.000001,1
20131223.004730,1
20131223.004731,1
20131224.000000,1
20131224.000001,1
20131227.000000,1
20131227.000001,1
20131230.155019,1
20131230.155020,1
2013jmcover,1
2013jmsoils,1
2013to2016,1
20140101.000000,1
20140101.000001,1
20140104.000000,1
20140104.000001,1
20140105.000000,1
20140105.000001,1
20140106.000000,1
20140106.000001,1
20140108.000000,1
20140108.000001,1
20140110.000000,1
20140110.000001,1
20140112.000000,1
20140112.000001,1
20140114.000000,1
20140114.000001,1
20140116.000000,1
20140116.000001,1
20140118.000000,1
20140118.000001,1
20140121.000000,1
20140121.000001,1
20140122.000000,1
20140122.000001,1
20140123.000000,1
20140123.000001,1
20140124.000000,1
20140124.000001,1
20140126.150000,1
20140126.150001,1
20140128.000000,1
20140128.000001,1
20140129.000000,1
20140129.000001,1
20140130.000000,1
20140130.000001,1
20140131.180000,1
20140131.180001,1
20140202.000000,1
20140202.000001,1
20140211.000000,1
20140211.000001,1
20140212.000000,1
20140212.000001,1
20140213.000000,1
20140213.000001,1
20140214.000000,1
20140214.000001,1
20140219.000000,1
20140219.000001,1
20140221.000000,1
20140221.000001,1
20140222.000000,1
20140222.000001,1
20140226.000000,1
20140226.000001,1
20140227.000000,1
20140227.000001,1
20140302.000000,1
20140302.000001,1
20140303.000000,1
20140303.000001,1
20140313.000000,1
20140313.000001,1
20140328,1
20140329.221210,1
20140329.221211,1
20140330,1
20140412.000000,1
20140412.000001,1
20140413.000000,1
20140413.000001,1
20140414.000000,1
20140414.000001,1
20140415.000000,1
20140415.000001,1
20140417,1
20140419,1
20140427.000000,1
20140427.000001,1
20140504,1
20140506.000000,1
20140506.000001,1
20140507.000000,1
20140507.000001,1
20140509.000000,1
20140509.000001,1
20140510.000000,1
20140510.000001,1
20140516.000000,1
20140516.000001,1
20140522.150048,1
20140522.150049,1
20140615.030400,1
20140615.030401,1
20140618,1
20140702,1
20140702.163330,1
20140707,1
20140709,1
20140714,1
20140715,1
20140718,1
20140719,1
20140722,1
20140728,1
20140729,1
20140804,1
20140805,1
20140811,1
20140812,1
20140815,1
20141016,1
20141030,1
20141906,1
20142606,1
20150401,1
20150406,1
20150419,1
20150501,1
20150512,1
20150602,1
20150702,1
20150731,1
20150810,1
20150812,1
20150813,1
20150816,1
20150830,1
20150916,1
20160318,1
20160508,1
20160714,1
20160720,1
20160825,1
2016to2017,1
20170611,1
20170912,1
201765,1
2017to2018,1
20180924,1
20181002,1
20181007,1
20181012,1
2018aug6,1
2018jul17,1
2018jul31,1
2019.05.15,1
20190225,1
20190510,1
20190616,1
20190627,1
20190726,1
20190825,1
20190826,1
20190830,1
20191016,1
20191124,1
20191201,1
20200103,1
20200105,1
20200109,1
20200110,1
20200203,1
20200224,1
20200309,1
2021,1
2022,1
2023,1
2024,1
2025,1
2026,1
2027,1
2028,1
2029,1
2030,1
2031,1
2032,1
2033,1
2034,1
2035,1
203556,1
2036,1
2037,1
2038,1
2039,1
2040,1
2041,1
2042,1
2043,1
2045,1
2046,1
2047,1
2048,1
2049,1
2050,1
2051,1
205155,1
2052,1
2053,1
2054,1
2055,1
2056,1
2057,1
2058,1
2059,1
2060,1
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,1
2072,1
