token,n
-195,2
-205,2
-215,2
-235,2
-245,2
-25,2
-255,2
-265,2
-35,2
-45,2
-5,2
-55,2
-65,2
-75,2
-85,2
-95,2
± 1σ Uncertainty,2
0.03 m,2
0.25,2
0.3 m,2
0.4,2
0.4 m,2
0.6,2
0.65,2
0.8,2
0.85,2
0.88,2
0.9 m,2
1.0 m,2
1.17,2
1.2,2
1.2_meters,2
1.3 m,2
1.36,2
1.42,2
1.45,2
1.64,2
1.76,2
1.8,2
1.9,2
10.0 m,2
10.04,2
10.3,2
10.81,2
10.87,2
10Be age,2
10Be age uncertainty,2
10Be/9Be,2
10cmT,2
11,2
11.01,2
12.78,2
13,2
13.08,2
130,2
13CO2,2
14 m,2
14.6_meters,2
140,2
14C Age BP,2
14CO2,2
15.03,2
15.4_meters,2
15.66,2
150,2
15cmT,2
16.38,2
160,2
17,2
180stdev,2
18O,2
19.53,2
1997,2
1998,2
1999,2
1m,2
2.0 m,2
2.02,2
2.13,2
2.16,2
2.25,2
2.4,2
2.55,2
2.64,2
2.68,2
2.7,2
2.77,2
2.89,2
2.9,2
2.94,2
20.03,2
2000,2
2001,2
2002,2
2003,2
2004,2
2005,2
2006,2
2007,2
2008,2
2009,2
2010,2
2011,2
2012,2
2013,2
20cmT,2
22.07,2
25 cm DT,2
25 cm WT,2
25 m,2
2SD,2
3,2
3.0 m,2
3.02,2
3.05,2
3.16,2
3.32,2
3.62,2
3.67,2
4.05,2
4.16,2
4.6_meters,2
4.67,2
4.8,2
4270,2
4272,2
4283,2
4350,2
4360,2
4380,2
4390,2
5.0 m,2
5.03,2
5.16,2
5.22,2
5.28,2
5.67,2
5.9,2
5cmT,2
6.16,2
6.6_meters,2
7,2
7.05,2
7.16,2
7.22,2
7.52,2
7.8,2
7.87,2
8 m,2
8.16,2
8.22,2
8.64,2
8.89,2
87Sr/86Sr,2
9,2
9.12,2
9.16,2
9.2,2
9.25,2
9.57,2
9.6_meters,2
9.87,2
a250 (m-1),2
a254 (m-1),2
a254_stdev,2
a350 (m-1),2
a375,2
a412,2
a420,2
a440,2
ABBviewStdDevRadiance2282_2287,2
ABBviewStdDevRadiance2295_2300,2
ABBviewStdDevRadiance2510_2515,2
ABBviewStdDevRadiance675_680,2
ABBviewStdDevRadiance700_705,2
ABBviewStdDevRadiance985_990,2
Abs_Pres,2
ABSOLUTE LAND SURFACE HEIGHT,2
Accumulation (m w.e.),2
acetylene,2
acetylene_numflag,2
acid_uEq,2
ACL 20-30,2
activity,2
ACZ Sample ID,2
Adjusted Thickness (m),2
admincode,2
adminname,2
Ag,2
AGC ID,2
AGC_closed,2
age_14C,2
age_calBP,2
age_plusMinus,2
Air Temp,2
Air temperature,2
Air Temperature,2
Air_T_AVG,2
Air_T(degC),2
Air_temperature,2
AirCO2,2
airPress_Avg,2
AirPressure,2
AirTemp,2
AirTemp_Avg_Degrees.Celsius_Avg,2
AirTemp_C,2
AirTemp_Degrees.Celsius_Smp,2
AirTemp_Max_Degrees.Celsius_Max,2
AirTemp_Min_Degrees.Celsius_Min,2
AirTempUpper_Avg_Deg.C_Avg,2
AirTempUpper_Deg.C_Smp,2
AirTempUpper_Max_Deg.C_Max,2
AirTempUpper_Min_Deg.C_Min,2
Albedo_Avg_unitless_Avg,2
Alk,2
ALK,2
Alk_sm,2
Alk_ueqL,2
altitude,2
ammonia_ug_N_L,2
ammonia_ug_P_L,2
Ammonium,2
Amount,2
Amount_Her,2
Aneura pinguis,2
arctic,2
Area sampled (m),2
AREA_SqKm,2
areaname1,2
ash_plus_tin_g,2
"Atmosphere, Land, Ocean",2
"Atmosphere, Ocean, Land",2
AtmPres,2
Average,2
Average.g.m2,2
AvgWindDir,2
AvgWindSpd,2
B,2
B/C,2
B0_nT,2
B1.C,2
B1.N,2
B1Q1,2
B1Q2,2
B1Q3,2
B1Q4,2
B2.C,2
B2.N,2
B2Q1,2
B2Q2,2
B2Q3,2
B2Q4,2
B3.C,2
B3.N,2
B3Q1,2
B3Q2,2
B3Q3,2
B3Q4,2
B4.C,2
B4.N,2
B4Q1,2
B4Q2,2
B4Q3,2
B4Q4,2
Band,2
bander,2
BaroNumber,2
baseflow,2
basin_area,2
basin_name,2
Batt,2
BattV,2
BattV_Avg,2
BattV_Min,2
BCconc_ppb,2
BD (cm),2
Be carrier added (g),2
Be-10 concentration,2
Be-10/Be-9 ratio uncertainty,2
Be-9 Carrier,2
Beadtemp.1.,2
Beadtemp.10.,2
Beadtemp.11.,2
Beadtemp.12.,2
Beadtemp.13.,2
Beadtemp.14.,2
Beadtemp.15.,2
Beadtemp.16.,2
Beadtemp.17.,2
Beadtemp.18.,2
Beadtemp.19.,2
Beadtemp.2.,2
Beadtemp.20.,2
Beadtemp.21.,2
Beadtemp.22.,2
Beadtemp.23.,2
Beadtemp.24.,2
Beadtemp.25.,2
Beadtemp.26.,2
Beadtemp.27.,2
Beadtemp.28.,2
Beadtemp.29.,2
Beadtemp.3.,2
Beadtemp.30.,2
Beadtemp.31.,2
Beadtemp.4.,2
Beadtemp.5.,2
Beadtemp.6.,2
Beadtemp.7.,2
Beadtemp.8.,2
Beadtemp.9.,2
Beam Transmission,2
Bearded seal,2
beg_D14C,2
benzene,2
benzene_numflag,2
Best,2
Bestflux,2
BigHerds,2
Biomass,2
Biotite_1M,2
Biotite_2M1,2
Black crustose lichen,2
blank,2
Blank-corrected 10Be concentration (atoms/g),2
Blank-corrected 10Be uncertainty (atoms/g),2
BN,2
Borehole depth,2
Borehole Location,2
BOREHOLE PLOT TYPE AND LOCATION,2
Bottle Salt,2
"Bottom Depth,m",2
bottom_depth,2
Bottom.Depth,2
Br (uM),2
br2,2
Brant goose,2
Brightness,2
brown_moss,2
Bryoerythrophyllum recurvirostre,2
Bryum cyclophyllum,2
BSI_bSiPercent,2
BSI_CalYrsBP,2
BSI_Depth,2
Buccella_frigida,2
Buliminella_elegantissma,2
Bulk Density (g/cm3),2
burn_yr,2
C_OS_C,2
C_OS_C_SD,2
C_perc,2
C13CH4,2
C14CH4,2
C16/C24,2
C16/C28,2
C18/C24,2
C18/C28,2
C24 FAME 1-sigma uncertainty,2
C24 FAME dD,2
C24/C28,2
C26 dD,2
C26 FAME 1-sigma uncertainty,2
C26 FAME dD,2
C28 1-sigma uncertainty,2
C28 dD,2
C28 FAME dD,2
C2H6,2
C2H6.err,2
C2H6.Gas.Age,2
C3H8,2
C3H8.err,2
C3H8.Gas.Age,2
Ca (uM),2
Ca_ppb,2
Ca_uM,2
CAD,2
Cadd,2
Calc True wind dir(deg),2
Calc True wind speed(m/s),2
Campylium stellatum,2
Carex aquatalis,2
Carex fuliginosa ssp. misandra,2
Carex saxatilis ssp. laxa,2
CarLyn,2
Category,2
CB,2
CBT',2
CBT5me,2
CCA,2
Cd,2
CDOM_a250,2
CDOM_a250_a365,2
CDOM_a254,2
CDOM_a350,2
CDOM_a365,2
CDOM_a375,2
CDOM_a412,2
CDOM_a440,2
CDT Pres [dbar],2
CH3Br,2
CH3Br.err,2
CH3Br.gas.age,2
CH3Cl,2
CH3Cl.err,2
CH3Cl.gas.age,2
CH4 (% saturation),2
CH4 (ppm),2
ch4_flux_gf_qc,2
CH4_stdev,2
CH4_uM,2
CH4flux,2
CHAR_Area,2
CHAR_CalYrsBP,2
CHAR_Count,2
CHAR_Depth,2
Chl_a,2
Chl-a,2
chlorophyll_a_ug_L,2
Cl (uM),2
Cl_ppb,2
Cl_stdev,2
Cl_uM,2
cl2,2
cn,2
CO2 (% saturation),2
CO2 (ppm),2
CO2 exchange,2
CO2_dry,2
CO2_Flux_Rate,2
CO2_ppmv,2
CO2_uM,2
CO2-C_Flux_Rate,2
CO2.CH4,2
coadditionsCount,2
coarse_fract,2
COG(deg),2
COL,2
column,2
Compensated Snow1,2
Compensated Snow2,2
Composite Bottom (cm),2
Composite depth midpoint,2
Composite Top (cm),2
conceal,2
ConChi,2
Cond_uS,2
Conduct,2
Conductivity (uS/m),2
cone_wt,2
Confidence_Class,2
Confidence_Domain,2
Confidence_Family,2
Confidence_Genus,2
Confidence_Order,2
Confidence_Phylum,2
Container,2
CORE,2
Core id,2
Core section,2
core_ID,2
Core_id,2
core_vol,2
CoreDrive,2
Corrected Intensity,2
Corrected O2/Ar,2
Corrected V1,2
corrected_distance_Avg__Avg,2
COS,2
COS.err,2
COS.Gas.Age,2
count,2
COUNT,2
Country,2
course,2
cpar,2
CPI (C19-C31),2
cpopP,2
CR1000_temp,2
CR3000_Panel_T_Avg,2
Cruise_ID,2
CRUISE_ID,2
Cruise.ID,2
CrvFitStatus,2
Cs,2
CS2,2
CS2.err,2
CS2.Gas.Age,2
CS655_Avg.1.1.__Avg,2
CS655_Avg.1.2.__Avg,2
CS655_Avg.1.3.__Avg,2
CS655_Avg.1.4.__Avg,2
CS655_Avg.1.5.__Avg,2
CS655_Avg.1.6.__Avg,2
CS655_Avg.2.1.__Avg,2
CS655_Avg.2.2.__Avg,2
CS655_Avg.2.3.__Avg,2
CS655_Avg.2.4.__Avg,2
CS655_Avg.2.5.__Avg,2
CS655_Avg.2.6.__Avg,2
CS655_Avg.3.1.__Avg,2
CS655_Avg.3.2.__Avg,2
CS655_Avg.3.3.__Avg,2
CS655_Avg.3.4.__Avg,2
CS655_Avg.3.5.__Avg,2
CS655_Avg.3.6.__Avg,2
CS655_Avg.4.1.__Avg,2
CS655_Avg.4.2.__Avg,2
CS655_Avg.4.3.__Avg,2
CS655_Avg.4.4.__Avg,2
CS655_Avg.4.5.__Avg,2
CS655_Avg.4.6.__Avg,2
CS655_Avg.5.1.__Avg,2
CS655_Avg.5.2.__Avg,2
CS655_Avg.5.3.__Avg,2
CS655_Avg.5.4.__Avg,2
CS655_Avg.5.5.__Avg,2
CS655_Avg.5.6.__Avg,2
CS655_Avg.6.1.__Avg,2
CS655_Avg.6.2.__Avg,2
CS655_Avg.6.3.__Avg,2
CS655_Avg.6.4.__Avg,2
CS655_Avg.6.5.__Avg,2
CS655_Avg.6.6.__Avg,2
CS655_Avg.7.1.__Avg,2
CS655_Avg.7.2.__Avg,2
CS655_Avg.7.3.__Avg,2
CS655_Avg.7.4.__Avg,2
CS655_Avg.7.5.__Avg,2
CS655_Avg.7.6.__Avg,2
CS655_Avg.8.1.__Avg,2
CS655_Avg.8.2.__Avg,2
CS655_Avg.8.3.__Avg,2
CS655_Avg.8.4.__Avg,2
CS655_Avg.8.5.__Avg,2
CS655_Avg.8.6.__Avg,2
CS655_Avg.9.1.__Avg,2
CS655_Avg.9.2.__Avg,2
CS655_Avg.9.3.__Avg,2
CS655_Avg.9.4.__Avg,2
CS655_Avg.9.5.__Avg,2
CS655_Avg.9.6.__Avg,2
CT,2
ctbr_id,2
CTD_depth_meters,2
CTD_Pressure,2
CTDSalt-1 [PSS-78],2
CTDTemp-1 [ITS-90 C],2
CTDTMP_C,2
culmen,2
cumulative_CH4_production_stdev,2
cumulative_CO2_production,2
cumulative_CO2_production_stdev,2
cup_anemometer_height,2
Cyclops_Chl,2
d,2
d13C_DIC,2
d13C-CH4,2
D17,2
d17O,2
D17O VAIR,2
d180,2
d2H,2
Data Source,2
Dataset,2
Date in,2
Date of Collection,2
Date out,2
Date received,2
Date run,2
Date sampled,2
Date Time,2
Date_Collected,2
Date_julian,2
date_measured,2
date_sampled,2
DATE_UTC,2
Date/time,2
Date/Time,2
datetime (summer),2
DateTimeHr,2
datetimestr,2
Day_of_Year_(DOY),2
DayID,2
dbh,2
DBH_cm,2
dd,2
dD_permil,2
DD14CPLFA-CO2,2
dDstdev,2
DeadBand,2
definition,2
DEG_N,2
DEG_W,2
Delta 17O_VAIR,2
DELTA_C13,2
deltaO2toAr,2
Dens,2
density_g_cm3,2
Density_stdev,2
Density.error,2
Density.kg.m.3,2
Deploy Time Range,2
Depth [m],2
DEPTH OF SAMPLE (CM),2
"Depth Range,m",2
depth_1,2
Depth_1.400,2
Depth_1.500,2
depth_10,2
Depth_10.400,2
depth_11,2
Depth_11.600,2
depth_12,2
Depth_12.200,2
Depth_12.800,2
depth_13,2
Depth_13.400,2
depth_14,2
Depth_14.00,2
Depth_14.600,2
depth_15,2
Depth_15.200,2
Depth_15.800,2
depth_16,2
Depth_16.400,2
depth_17,2
Depth_17.600,2
depth_18,2
Depth_18.200,2
Depth_18.800,2
depth_19,2
Depth_19.400,2
depth_2,2
Depth_2.500,2
Depth_2.600,2
depth_3,2
Depth_3.200,2
Depth_3.500,2
Depth_3.800,2
depth_4,2
Depth_4.400,2
Depth_4.500,2
depth_5,2
Depth_5.500,2
Depth_5.600,2
depth_6,2
Depth_6.200,2
Depth_6.500,2
Depth_6.800,2
depth_7,2
Depth_7.400,2
Depth_7.500,2
depth_8,2
Depth_8.500,2
Depth_8.600,2
depth_9,2
Depth_9.200,2
Depth_9.500,2
Depth_9.800,2
Depth_Avg_centimeters_Avg,2
depth_interval_cm_lower,2
depth_interval_cm_upper,2
Depth.cm,2
Depth.mm,2
"destination_1 (9 is local), no_uni",2
"destination_2 (9 is local), no_unit",2
DestName,2
DestType,2
Development stage recoded,2
Dew_T(degC),2
DewTemp_Avg_Degrees.Celsius_Avg,2
DewTemp_Degrees.Celsius_Smp,2
DewTemp_Max_Degrees.Celsius_Max,2
DewTemp_Min_Degrees.Celsius_Min,2
DewTempUpper_Avg_Deg.C_Avg,2
DewTempUpper_Deg.C_Smp,2
DewTempUpper_Max_Deg.C_Max,2
DewTempUpper_Min_Deg.C_Min,2
dfCO2,2
dic,2
DIC (uM),2
DIC_Flag,2
din,2
DIN (uM),2
Discharge (L/s),2
dischargeDownstream_cms,2
Dissolved (<0.45micrometer) mercury concentration (ng/L),2
dissolved_mercury_flag,2
Distance from road,2
Distance_from_bromide_application(m),2
DO_%sat,2
DO_mg/L,2
DOC_conc_uM,2
DOC_d13C_permil,2
DOC_D14C_permil,2
DOC_ppm,2
DOC_stdev,2
DOC-13C,2
DOC-14C,2
DOC-fm,2
DOC:DON,2
docb,2
docc,2
docdin,2
docdon,2
docloss,2
docloss10,2
docloss40,2
dom_land,2
dom_veg,2
Domain,2
don,2
DON (uM),2
double time,2
DOY_dat,2
doy_NH4Snc,2
doy_st,2
Drain_loca,2
Drepanocladus brevifolius,2
Drepanocladus revolvens,2
Drive,2
dry bulk density (g/cc),2
Dry mass in 5g wet,2
Dry mass/wet mass,2
DRY WEIGHT PLUS TARE,2
dry_soil_g,2
dry_soil_plus_tin_g,2
drywt_g_,2
dSCD_BrO,2
dSCD_BrO_err,2
dSCD_NO2,2
dSCD_NO2_err,2
dSCD_O3,2
dSCD_O3_err,2
dSCD_O4,2
dSCD_O4_err,2
DUST-PENETRATED PEAT,2
dxs,2
ecotype,2
Elev,2
Elev_Angle,2
elev_meter,2
ELEVAT,2
elevatedLayerAirTemp2282_2287,2
elevatedLayerAirTemp700_705,2
elevatedLayerRadiance2282_2287,2
elevatedLayerRadiance700_705,2
Elevation (m asl),2
Elevation (masl),2
ElevMEAN,2
EmpNig,2
EN,2
Encalypta alpina,2
Encalypta longicolla,2
Encalypta procera,2
End date,2
End_lat,2
End_lon,2
end_time,2
Ends,2
Eng_Name,2
Eng_Zoom,2
English_Name,2
Engraved_flag,2
Ephippia 13C,2
Er,2
Estimated depth at nominal depth   0.0 (m),2
Estimated depth at nominal depth   2.5 (m),2
Estimated depth at nominal depth   5.0 (m),2
Estimated depth at nominal depth   7.5 (m),2
Estimated depth at nominal depth  10.0 (m),2
Estimated depth at nominal depth  12.5 (m),2
Estimated depth at nominal depth  15.0 (m),2
Estimated depth at nominal depth  17.5 (m),2
Estimated depth at nominal depth  20.0 (m),2
Estimated depth at nominal depth  25.0 (m),2
Estimated depth at nominal depth  30.0 (m),2
Estimated depth at nominal depth  35.0 (m),2
Estimated depth at nominal depth  40.0 (m),2
Estimated depth at nominal depth  45.0 (m),2
Estimated depth at nominal depth  50.0 (m),2
Estimated depth at nominal depth  55.0 (m),2
Estimated depth at nominal depth  60.0 (m),2
ethane,2
ethane_numflag,2
Exp_Flux,2
Exp_FluxCV,2
Exp_No,2
Exp_R2,2
expandedInterferogramSize,2
export,2
export_cumulative,2
Extraction method,2
F_FC,2
F_G,2
F_H,2
F_LE,2
F2016_ID,2
FAD,2
fail_cause,2
Farm,2
fate,2
fCO2_ATM_interpolated,2
fCO2_SW_SST,2
FDOM (V),2
FDOM [V],2
fdoy,2
Fe-Dolomite,2
Feature altitude,2
Feature area (m2),2
Feature name,2
Feature perimeter (m),2
FeatureType,2
fecal_sample,2
Fert,2
FFOVhalfAngle,2
fibric,2
Field_section,2
Fig_A,2
Fig_B,2
Fig_C,2
Fig_D,2
File Name,2
Filter,2
filtered_data,2
final_wt,2
Fl (uM),2
flag_NH3,2
flag_NO23,2
flag_PO4,2
flag_SiO2,2
Flask ID,2
float latitude,2
float longitude,2
flow,2
Flow,2
Flow8100,2
flux,2
flux340,2
flux360_8,2
Fmax1_stdev,2
Fmax2_stdev,2
Fmax3_stdev,2
Fmax4_stdev,2
Fmaxsummary,2
Fmaxsummary_stdev,2
FMEANCO2,2
FMEANH2O,2
FMEANP,2
FMEANT,2
FMEANWD,2
FMEANWS,2
FOXX_melt,2
FPAR,2
FPRESS,2
FPYR,2
FRAIN,2
FRH3,2
FRH4,2
frost_ref,2
frost_spec,2
FROZEN PROTECTIVE LAYER - PL1**,2
"FROZEN PROTECTIVE LAYER (PL1,**)",2
FSHFP1,2
FSHFP2,2
FSHFP3,2
FSHFP4,2
FSTP1,2
FSTP2,2
FSTP3,2
FSTP4,2
FUSTAR,2
FWS2,2
FWS3,2
FWS4,2
G_1_Avg,2
G_2_Avg,2
G_3_Avg,2
G_4_Avg,2
Ga,2
Garden,2
gC,2
GC#,2
Gd,2
Gene_ID,2
Gene_Location,2
Gene_Name,2
Gene_Sequence,2
genetic_blood_capillary_tube,2
genetic_blood_preservative,2
gfe,2
GMU,2
GNIS_ID,2
GPS coordinates,2
Gravel,2
GRAVEL (DRY WEIGHT),2
Gravimetric_water_content,2
Gravimetric_water_content_stdev,2
Grayling,2
green_moss,2
grid_column,2
grid_row,2
Growth.form,2
GULL_melt,2
GWC,2
GWC g/g,2
H1,2
H2O_dry,2
H2O-18O,2
H2O-2H,2
h2o2_uM,2
Habitat,2
HARE_melt,2
hatch_date,2
HBB2minNENestimateNo1ch1,2
HBB2minNENestimateNo1ch2,2
HBB2minNENestimateNo2ch1,2
HBB2minNENestimateNo2ch2,2
HBBstable,2
HBBtempDrift,2
HBBtempDriftLimit,2
HBBviewStdDevRadiance2282_2287,2
HBBviewStdDevRadiance2295_2300,2
HBBviewStdDevRadiance2510_2515,2
HBBviewStdDevRadiance675_680,2
HBBviewStdDevRadiance700_705,2
HBBviewStdDevRadiance985_990,2
Height (m),2
HEIGHT OF IBUTTON (TM),2
HEIGHT OF IBUTTON [TM],2
HEIGHT OR DEPTH (-) OF LOGGER FROM ABSOLUTE SURFACE,2
Hg_blood,2
hno3_µM,2
Ho,2
homogenized_soil_g,2
horizon,2
Horizon,2
HtrV_Avg(1),2
HtrV_Avg(2),2
HUC8,2
humic,2
humidity,2
hummock_CO2,2
hummock_Dec_SWC,2
hummock_Dec_Temp,2
hummock_Temp,2
Hybrid morphology,2
i_butane,2
i_butane_numflag,2
I_degrees,2
i_pentane,2
i_pentane_numflag,2
i2,2
iawg,2
Ice/Water,2
IceThickness,2
iCH4,2
iCO2,2
ID1,2
ID2,2
ID3,2
impacted,2
Impacted,2
initial_bulk_soil_wt,2
initialdoc,2
insoluble_particle_counts_ug_g,2
instrument_name,2
instrument_serial,2
Inu_Name,2
Inu_Zoom,2
IR,2
IR_temp,2
IR01DnCo_Avg,2
IR01UpCo_Avg,2
IRTempC_Avg_Deg.C_Avg,2
IRTempC_Deg.C_Smp,2
IRTempC_Max_Deg.C_Max,2
IRTempC_Min_Deg.C_Min,2
ISO_C13,2
ISO_CalYrsBP,2
ISO_CarbPercent,2
ISO_CN_Molar,2
ISO_Depth,2
ISO_N15,2
IV CO2,2
IVDate,2
IVH2O,2
IVT1,2
IVTbench,2
IVTcham,2
IVV1,2
j2NB_s1,2
Jar2_melt,2
Jdate,2
JDAY,2
JHM,2
julian,2
Julian Day,2
Juncus biglumis,2
K (uM),2
K_uM,2
Ka,2
Kelp,2
Kolyma,2
L,2
Lab ID,2
labID,2
LAI P,2
Landform,2
Landscape position,2
lat_corrected,2
Lat(North),2
Latitude [degrees_north],2
Latitude_DD,2
Latitude_ddeg,2
latitude..degrees_north.,2
layer,2
layer_thick_1,2
layer_thick_10,2
layer_thick_11,2
layer_thick_12,2
layer_thick_13,2
layer_thick_14,2
layer_thick_15,2
layer_thick_16,2
layer_thick_17,2
layer_thick_18,2
layer_thick_19,2
layer_thick_2,2
layer_thick_3,2
layer_thick_4,2
layer_thick_5,2
layer_thick_6,2
layer_thick_7,2
layer_thick_8,2
layer_thick_9,2
LAYER: DUST-1 OR ORGANIC -2,2
Leaf %N,2
Lena,2
length_cm,2
Li (uM),2
LI_192_4,2
LI_192_5,2
LI_192_6,2
LI_192_7,2
LI_192_8,2
lich,2
Limprichtia revolvens,2
LIN,2
Lin_Flux,2
Lin_FluxCV,2
Lin_R2,2
ll,2
Loc (m),2
Local_ID,2
local_YYYY.MM.DD_HH.MM_timezone,2
LOCATIONS WITH IBUTTONS (TM),2
Locator,2
logdocloss,2
logdocloss10,2
logdocloss40,2
logdon,2
LOGGER ID NUMBER,2
logk,2
lognh4,2
logo182c,2
logpo4,2
logpop,2
logsuva,2
LOI_CaCO3,2
LOI_CalYrsBP,2
LOI_Depth,2
LOI_DryWet,2
LOI_DryWt,2
LOI_Inorganic,2
LOI_Organic,2
Lon(East),2
long_corrected,2
Longitude [degrees_east],2
Longitude_DD,2
Longitude_ddeg,2
Longitude_W,2
longitude..degrees_east.,2
Longwave(W/m^2),2
longwaveWindowAirTemp985_990,2
longwaveWindowRadiance985_990,2
loss10day,2
loss40day,2
losstotal,2
LP,2
lr,2
Lu,2
LW_HBB_NEN,2
LWP,2
Lwresponsivity,2
LWskyNEN,2
LWskyNENacceptable,2
LWskyNENlimit,2
Lysimeter_array,2
Lysimeter_number,2
Lysimeter_position_within_array,2
Mackenzie,2
MAG_ARMIRM,2
MAG_CalYrsBP,2
MAG_Depth,2
MAG_Jarm,2
MAG_Jirm,2
MAG_X,2
MAGN_N,2
Magnetic Susceptibility (SI units),2
malaria_blood,2
mass,2
Mass,2
MaxWindDir,2
MaxWindSpd,2
MBT',2
MBT'5me,2
MEAN ANNUAL TEMPERATTURE,2
MEAN ANNUAL TEMPERATURE,2
mean Mg/Ca,2
MEAN SNOW DEPTH,2
Mean Soil CO2Flux (µmol m-2s-1),2
Mean Soil Temperature (°C),2
Mean Volumetric Soil Moisture,2
Meaning,2
MEDIAN,2
meter,2
Mg (uM),2
Mg_ppb,2
Mg_uM,2
Micro_DO,2
Micro_Pres,2
Micro_Temp,2
Microrelief type,2
MICRORELIEF TYPE,2
MICRORELIEF TYPE BETWEEN FLAGS,2
mid_depth,2
Mid_depth,2
midpoint_depth,2
MIN_N,2
MIN_W,2
mineral_CO2,2
mineral_Dec_Temp,2
mineral_Temp,2
model,2
ModifiedV1,2
Mooring Name,2
MS9_1_Tilt,2
MS9_410nm,2
MS9_440nm,2
MS9_490nm,2
MS9_510nm,2
MS9_550nm,2
MS9_636nm,2
MS9_660nm,2
MS9_685nm,2
n_butane,2
n_butane_numflag,2
n_hexane,2
n_hexane_numflag,2
n_pentane,2
n_pentane_numflag,2
N_perc,2
n.C4H10,2
n.C4H10.err,2
n.C4H10.Gas.Age,2
N+N,2
N2O (% saturation),2
N2O (ppb),2
N2Oflux,2
Na_ppb,2
Na_uM,2
NAME,2
Narea,2
natinc2,2
natincP,2
nation,2
nationcode,2
Native_Name,2
Nb,2
Nd143_Nd144,2
NDVI M,2
NDVI P,2
NDVI T1,2
NDVI T2,2
Net N mineralization rate (ugN/g-soil/day),2
Net Radiation,2
netmig2,2
netmigP2,2
NetRad_Avg_milliVolts_Avg,2
nh4,2
NH4 (ug/g-soil),2
NH4 (uM),2
NH4_OPA_uM,2
nh4_µM,2
nh4.25,2
nipop2,2
nit_subsamp_wt,2
nitrate_nitrite_mg_N_L,2
nitrate_processed_using_isus_data_processor_baseline_corrected_mmol_m_3,2
nitrate_processed_using_isus_data_processor_corrected_mmol_m_3,2
NO2 (uM),2
no3,2
NO3 (ug/g-soil),2
NO3 (uM),2
NO3_M,2
NO3_uM,2
Norg,2
NOTES,2
NR01TC_Avg,2
Num_observers,2
number,2
Number,2
NUMBER OF SAMPLE PLOTS,2
Number_1,2
numberOfTerms,2
NumNS,2
o18,2
o182c,2
o18c,2
O2/Ar_ratio,2
O2Arsat,2
O2sat,2
O3_mole_fraction,2
O3_uncertainty,2
Obs #,2
Observers,2
OC,2
OCR_4_412nm,2
OCR_4_443nm,2
OCR_4_555nm,2
OCR_4_PAR,2
ode_bulk_soil_wt,2
Offset,2
OID_,2
OLD,2
OM,2
omega_a_sm,2
omega_c_sm,2
ORGANIC MATTER (DRY WEIGHT),2
Organic_carbon_concentration,2
organic_matter_percent,2
Organism,2
Origin,2
original_band,2
Original_Filename,2
Original.Filename,2
originalInterferogramSize,2
originalLaserWavenumber,2
other,2
Outflow or reference (WT),2
outputLaserWavenumber,2
oven_dry_soil_wt,2
oven_dry_soil_wt_plus_tin,2
ozone,2
P_HPAM,2
P1_15cm,2
P1_30cm,2
p1_40cm,2
P1_5 cm,2
P2_15cm,2
P2_30cm,2
p2_40cm,2
P2_5cm,2
P3_15cm,2
P3_30cm,2
p3_40cm,2
P3_5cm,2
PAD,2
PAL [nM],2
PAR_AVG,2
PAR_Den_Avg,2
PAR_depth_m,2
PAR_down_AVG,2
PAR_in_Avg,2
PAR_out_Avg,2
PAR_uE,2
PAR_umoles_m2_s,2
Parafissurina_spp,2
Parameter,2
Participant,2
PB,2
Pb206_Pb204,2
Pb207_Pb204,2
Pb208_Pb204,2
PC_ugL,2
PCH4_uatm,2
pCO2_SST_calc_sm,2
pCO2_SST_Tcor_sm,2
pCO2_Teq_sm,2
PCO2_uatm,2
Pedicularis sudetica,2
peptide,2
per_OM,2
perc_C,2
Perc_C,2
Perc_N,2
perc_soil,2
percC,2
percentearly,2
percN,2
Permeability,2
PF,2
Phase,2
Pheophytin,2
Phosphatase,2
Photobased,2
pHt_sm,2
pitch,2
Place_ID,2
placefips,2
plant,2
platform,2
PLFA,2
PLFA_1,2
PLFA_14C,2
PLFA_sample_size,2
PLOT,2
"PLOT LOCATION: C-CENTER, T-TROUGH",2
Plot number,2
PLOT TYPE AND LOCATION,2
plot_ID,2
Plot_limit,2
plotID,2
plusminus_permil1,2
plusminus_permil2,2
plusminus_permil3,2
plusminus_uM,2
PN_ugL,2
po4,2
PO4 (uM),2
PO4_uM,2
po4.25,2
POC-13C,2
POC-14C,2
POC-fm,2
Pohlia cruda,2
Point_ID,2
Polygon,2
PON-15N,2
pop,2
Pop,2
Pop_ID,2
Porosity,2
Porosity_stdev,2
post_ash_wt,2
post_ash_wt_tin,2
post_homog_bulk_soil_wt,2
posterior_error_prob,2
potential_density_sigma_theta_kg_m_3,2
potential_temperature_its_90_deg_c,2
PP_uM,2
prec1,2
prec10,2
prec11,2
prec12,2
prec2,2
prec3,2
prec4,2
prec5,2
prec6,2
prec7,2
prec8,2
prec9,2
precip_mm,2
Precip_Tot_mm.of.Water_Tot,2
Pred_LTOC_g_m2_5cm,2
PRES_ATM_SSP,2
PRES_EQU,2
Press [dbar],2
Press_radiometers(mbar),2
PressDrop,2
pressure_dbar,2
pressure_qc,2
Project ID,2
project_num,2
prop_soil_moist,2
propane,2
propane_numflag,2
proportion_soil,2
proteinIds,2
pSig__Smp,2
PSMId,2
Puccinellia andersonii,2
