word1,word2,n
fire,vegetation,2
firn,density,2
firth,river,2
fish,catch,2
fisheries,privatization,2
fjord,oceanography,2
flash,interim,2
flat,terrain,2
floe,size,2
florida,site,2
flow,cytometry,2
flows,scarfs,2
flux,buoys,2
fm,fog,2
fnl,operational,2
fog,monitor,2
foliar,nutrients,2
food,webs,2
forest,ascii,2
forest,excel,2
forest,tundra,2
form,data,2
form,stats,2
format,krishfield,2
fox,river,2
fram,strait,2
framing,format,2
free,date,2
freeze,thaw,2
freshwater,budget,2
frost,boil,2
gas,concentrations,2
gas,data,2
gas,field,2
gas,flux,2
gas,phase,2
gas,ratio,2
gem,iii,2
geology,map,2
geophysical,institute,2
geosummit,greenland,2
geosummit,station,2
gif,intrieri,2
gif,moritz,2
gif,national,2
gif,psc,2
gif,uttal,2
gis,data,2
glacial,fed,2
glacial,meltwaters,2
glacier,1976,2
glacier,2004,2
glacier,ablation,2
glacier,extent,2
glacier,fed,2
glacier,gps,2
glacier,greenland,2
glacier,linnébreen,2
glacier,mass,2
glacier,ocean,2
glaciomarine,oceanographic,2
global,atmospheric,2
global,emissions,2
global,positioning,2
global,upper,2
glucose,addition,2
goose,vegetation,2
gpr,data,2
gps,derived,2
gps,network,2
graphical,library,2
grazing,data,2
greenhouse,gases,2
greenland,1948,2
greenland,august,2
greenland,eemian,2
greenland,gps,2
greenland,microclimate,2
greenland,sea,2
greenland,traverse,2
grid,2000,2
grid,data,2
grid,developed,2
grid,photo,2
grid,vascular,2
ground,root,2
ground,snow,2
ground,surface,2
growing,seasons,2
growth,rates,2
guy,rowe,2
harvest,survey,2
hazen,nunavut,2
head,lake,2
healy,lake,2
healy,october,2
heath,tundra,2
heating,research,2
hemisphere,1951,2
highway,alaska,2
hillshade,rasters,2
historical,data,2
historical,driven,2
historical,lake,2
historical,sea,2
hly1001,barrow,2
hly1001,shipboard,2
hly1003,shipboard,2
hly1101,barrow,2
hly1103,shipboard,2
hly1201,barrow,2
hly1201,bering,2
hly1203,shipboard,2
hly1301,bering,2
hly1303,shipboard,2
holocene,methane,2
holocene,physical,2
holocene,variations,2
hot,spring,2
hour,final,2
hourly,measurements,2
hourly,position,2
hourly,pressure,2
hr,radar,2
hrpt,overpass,2
humidity,plot,2
hunter,denali,2
hydgrographic,chlorophyll,2
hydrocarbons,pahs,2
hydrogen,isotopes,2
hydrological,estimates,2
hydrology,permafrost,2
hydrostatic,pressure,2
hydroxybenzoic,acid,2
hyperboreus,abundance,2
iabp,daily,2
iabp,interpolated,2
iabp,twelve,2
ice,alaska,2
ice,algal,2
ice,brines,2
ice,caps,2
ice,center,2
ice,characteristics,2
ice,chukchi,2
ice,collected,2
ice,conditions,2
ice,content,2
ice,cut,2
ice,drilling,2
ice,marginal,2
ice,microstructure,2
ice,observations,2
ice,proximal,2
ice,samples,2
ice,seal,2
ice,streams,2
ice,structure,2
ice,subdataset,2
ice,variability,2
icefield,yukon,2
id,ascii,2
id,excel,2
idaea,data,2
ii,data,2
iii,1,2
iii,5,2
imagery,sturm,2
imagery,svalbard,2
images,cooper,2
imet,data,2
impact,monitoring,2
inclinometry,measurements,2
increased,interdisciplinarity,2
index,data,2
index,walker,2
indigenous,communities,2
indigirka,basin,2
industry,chemical,2
industry,data,2
information,hill,2
infrared,cloud,2
infrared,imagery,2
infrared,observer,2
inlet,2010,2
inlet,2012,2
inmotion,influx,2
inorganic,species,2
integrals,doserates,2
integrated,ndvi,2
interactions,implications,2
interactions,sbi,2
interim,driven,2
interim,report,2
interpolated,ice,2
interpolated,position,2
inuit,observations,2
inverse,tide,2
ion,exchange,2
ipy,international,2
ipy,middle,2
island,air,2
island,borough,2
island,canada,2
island,july,2
islands,2008,2
isotope,hydrology,2
isotope,measurements,2
isotopic,compositions,2
isotopic,evidence,2
isotopic,values,2
isus,nitrate,2
itex,arcss,2
itex,climate,2
itex,community,2
itex,detailed,2
itex,microclimate,2
itex,thaw,2
itkillik,primarily,2
ivishak,hot,2
ivotuk,alaska,2
ivotuk,calm,2
ivotuk,mat,2
ivotuk,meteorological,2
ivotuk,otuk,2
ivotuk,radiation,2
ivotuk,raw,2
ivotuk,soil,2
january,19,2
january,20,2
january,21,2
january,22,2
january,26,2
january,27,2
january,29,2
january,30,2
january,31,2
jaz,2,2
july,2003,2
july,2008,2
july,2013,2
july,2017,2
july,2019,2
july,23,2
july,30,2
kap,hoegh,2
kn,195,2
kodiak,island,2
kolyma,r12,2
kolyma,r13,2
kolyma,r15,2
kongsbreen,system,2
kongsvegen,glaciers,2
kongsvegen,kongsfjorden,2
konkovaya,river,2
kuparuk,region,2
kuropatochya,river,2
kurupa,pond,2
labeling,study,2
lake,2011,2
lake,basal,2
lake,colleen,2
lake,extents,2
lake,hazen,2
lake,region,2
lake,sedimentation,2
lake,sediments,2
lake,survey,2
lake,taimyr,2
lakes,observation,2
land,fast,2
land,ice,2
land,petermann,2
landsat,derived,2
landscape,scale,2
larch,forests,2
larch,tree,2
larix,cajanderi,2
late,pleistocene,2
late,season,2
latitude,lake,2
leads,profile,2
leaf,gas,2
leaf,length,2
leaf,nitrogen,2
level,calon,2
level,estimates,2
lidar,dataset,2
lidar,deployed,2
lidar,scanner,2
life,stage,2
light,saturated,2
lines,snow,2
linking,belowground,2
linné,glacier,2
linnébreen,spitsbergen,2
linnédalen,svalbard,2
litter,decomposition,2
longwavedown,radiation,2
longwavenet,radiation,2
longwaveup,radiation,2
low,warming,2
lter,experimental,2
m1_4a,sbe,2
m1_5a,sbe,2
m1_6a,sbe,2
m3e,sbe,2
macrobenthic,sampling,2
macrofauna,data,2
magnetic,resonance,2
magnetic,susceptibility,2
mammal,sighting,2
manipulation,soil,2
manta,lake,2
maps,utqiagvik,2
mar,rcm,2
march,1,2
march,10,2
march,12,2
march,13,2
march,14,2
march,15,2
march,16,2
march,17,2
march,18,2
march,19,2
march,2,2
march,20,2
march,2012,2
march,21,2
march,22,2
march,23,2
march,25,2
march,26,2
march,27,2
march,28,2
march,29,2
march,3,2
march,30,2
march,4,2
march,5,2
march,6,2
march,7,2
march,8,2
march,9,2
marine,biology,2
marine,climate,2
marine,sediment,2
marine,sediments,2
marsh,creek,2
mass,spectrometry,2
mast,data,2
master,station,2
mat,thawed,2
matlab,ncep,2
matrix,ahlquist,2
matter,concentration,2
maui,site,2
mauze,gulch,2
maximum,ice,2
maximum,temperature,2
meas,deadhorse,2
meas,franklin,2
meas,happy,2
meas,site,2
meas,west,2
measurements,bates,2
measurements,beaufort,2
measurements,gradinger,2
measurements,happy,2
measurements,warm,2
mediated,coupling,2
melsing,creek,2
melt,pond,2
mesozooplankton,population,2
metadata,lloyd,2
metal,content,2
meteorological,parameters,2
meteorological,particle,2
methane,ch4,2
methane,flux,2
methane,oxidation,2
mhz,profiler,2
micro,zooplankton,2
microbial,communities,2
microbial,community,2
microbial,processing,2
microclimate,webber,2
microzooplankton,biomass,2
microzooplankton,flow,2
middle,atmosphere,2
mile,u31,2
min,avg,2
mineral,data,2
mineral,nutrition,2
minimum,temperature,2
minus,outlet,2
minute,final,2
minute,position,2
misp,atqasuk,2
misp,imnavait,2
misp,toolik,2
mnt,mat,2
model,2015,2
model,data,2
model,ecmwf,2
model,global,2
model,log,2
modèle,atmosphérique,2
models,2002,2
modern,climate,2
modern,process,2
modern,sedimentation,2
moisture,data,2
moisture,misp,2
monthly,station,2
moored,current,2
moored,profiler,2
mooring,m1_1a,2
mooring,m6b,2
moorings,2007,2
mountains,alaska,2
movie,ashjian,2
mrf,500mb,2
multi,sensor,2
multichannel,radar,2
multiproxy,sediment,2
mz,abundance,2
narrow,growth,2
nasa,jpl,2
national,ice,2
national,park,2
native,individuals,2
natural,abundance,2
ncar,glas,2
ncar,nsf,2
ncep,fnl,2
ndvi,images,2
ndvi,lai,2
ndvi,northern,2
nearshore,impact,2
needle,gas,2
neem,ice,2
neogloboquadrina,pachyderma,2
net,ecosystem,2
netcdf,ncar,2
netcdf,uttal,2
network,2008,2
network,2017,2
network,calm,2
network,calon,2
network,gnet,2
neutral,lipids,2
newly,exposed,2
nic_weekly_1980_07_15_tot.v0,gif,2
nic_weekly_1999_12_27_fst.v0,bin,2
nims,2010,2
nims,2011,2
nims,barrow,2
nims,transect,2
nitrogen,n2,2
nitrogen,oxides,2
nitrogen,tdn,2
nmr,soundings,2
north,atlantic,2
northeast,water,2
northern,hemisphere,2
northern,laptev,2
november,23,2
november,24,2
november,25,2
november,26,2
november,27,2
november,28,2
november,29,2
november,30,2
npeo,aerial,2
npeo,oceanographic,2
npeo,pmel,2
npeo,weather,2
nsf,0935336,2
nsf,award,2
nuclear,magnetic,2
numerical,simulations,2
nutrient,availability,2
nutrient,database,2
nutrition,welker,2
nutritional,quality,2
nutritional,status,2
observation,analysis,2
observations,2003,2
ocean,1934,2
ocean,1998,2
ocean,2000,2
ocean,2005,2
ocean,august,2
ocean,carbonate,2
ocean,dynamics,2
ocean,inverse,2
ocean,observing,2
ocean,surface,2
ocean,temperature,2
ocean,turbulence,2
ocean,warming,2
oceanic,fluxes,2
oceanographic,mooring,2
oceanographic,observations,2
oct,2012,2
oct,nov,2
october,1,2
october,2011,2
oechel,manipulation,2
oil,exploration,2
oksrukuyik,creek,2
ols,infrared,2
ols,visible,2
operational,model,2
optical,backscattering,2
optical,depth,2
optics,station,2
organic,material,2
organic,nitrogen,2
organic,pollutants,2
orthorectified,mosaics,2
otter,surface,2
oumalik,biomass,2
oumalik,sites,2
outlet,csasn,2
outlet,stream,2
output,netcdf,2
overpass,data,2
oxidant,concentration,2
oxide,mineral,2
oxygen,16,2
oxygen,8,2
oxygen,conductivity,2
oxygen:argon,gas,2
p2c2,reconstructing,2
pachyderma,geochemistry,2
pacific,cod,2
pacific,gateway,2
pacmars,bottom,2
pacmars,sediment,2
pam,ii,2
para,hydroxybenzoic,2
park,alaska,2
particle,spectrometers,2
particulate,carbon,2
partners,project,2
past,millennium,2
pathfinder,app,2
pco2,data,2
peninsula,alaska,2
peninsula,united,2
permafrost,active,2
permafrost,borehole,2
permafrost,model,2
permafrost,thaw,2
permanent,plots,2
peters,water,2
photo,barrow,2
photographs,2012,2
photophysiological,measurements,2
physical,activity,2
physiochemical,properties,2
phytoplankton,growth,2
phytoplankton,photophysiological,2
plant,nutrient,2
plant,soil,2
platform,toolik,2
pliocene,arctic,2
plot,1,2
plot,2,2
plot,3,2
plot,4,2
plot,5,2
plot,info,2
plot,method,2
plot,microclimate,2
plot,resampling,2
plutonium,measurements,2
pmel,crrel,2
polar,atmosphere,2
polar,dataset,2
polar,dome,2
polar,sciences,2
polar,star,2
polar,urals,2
pole,bottom,2
polynya,project,2
polythermal,tidewater,2
pond,data,2
ponds,2011,2
porewater,oxidant,2
positioning,system,2
positions,moritz,2
post,deposition,2
potential,future,2
precipitation,snow,2
precipitation,variability,2
precision,accuracy,2
pressure,ctd,2
pressure,pco2,2
pressure,plot,2
pressure,records,2
pressure,temperature,2
primarily,oksrukuyik,2
product,calculated,2
profile,sbe,2
profiler,19,2
profiler,observations,2
profiler,winds,2
profiles,adjacent,2
profiling,data,2
programme,1979,2
project,2,2
project,arctic,2
project,automated,2
project,cebp,2
project,office,2
project,report,2
project,terrestrial,2
properties,data,2
properties,surveys,2
proposal,aerosol,2
quantitative,assessment,2
quantitative,community,2
quantum,yield,2
quaternary,foraminiferal,2
radar,deployed,2
radar,profiling,2
radiation,buoy,2
radioactive,fallout,2
radiocarbon,ages,2
radiocarbon,dates,2
radiometer,avhrr,2
radium,isotope,2
rapid,arctic,2
rates,devol,2
ratio,measured,2
ratios,summit,2
raw,data,2
raw,dmsp,2
raw,hrpt,2
raw,satellite,2
raw,scalar,2
ray,fluorescence,2
rayleigh,lidar,2
rcm,grid,2
rcp,8.5,2
reanalysis,data,2
reanalysis,longwavedown,2
reanalysis,longwavenet,2
reanalysis,longwaveup,2
reanalysis,maximum,2
reanalysis,minimum,2
reanalysis,precipitation,2
reanalysis,shortwavedown,2
reanalysis,shortwavenet,2
reanalysis,shortwaveup,2
reanalysis,temperature,2
reanalysis,vapor,2
recent,millennia,2
reconnaissance,survey,2
reconstructing,central,2
reduction,rates,2
regime,influences,2
region,walker,2
regions,precipitation,2
relative,humidity,2
resampling,photos,2
research,cipehr,2
research,climate,2
research,contrasting,2
research,developing,2
research,development,2
research,diamonds,2
research,eurasian,2
research,evaluating,2
research,glacier,2
research,ice,2
research,impact,2
research,itex,2
research,linking,2
research,nonlinearities,2
research,p2c2,2
research,pacific,2
research,sinking,2
research,subglacial,2
resolution,chemical,2
resolution,elemental,2
resolution,late,2
resolution,radiometer,2
resonance,nmr,2
resource,allocation,2
respiration,flux,2
respiration,specific,2
respiration,water,2
respired,co2,2
response,curve,2
retrieval,conference,2
reu,holocene,2
reu,site,2
rgps,ice,2
ring,carbon,2
river,data,2
river,ice,2
river,indigenous,2
river,nunavut,2
river,sites,2
rivers,data,2
rodinka,kolyma,2
round,soil,2
rowe,stream,2
runoff,snow,2
russia,1969,2
russia,1986,2
russia,1992,2
russia,2012,2
russia,2016,2
russia,2018,2
russian,arctic,2
sagavanirktok,primarily,2
sagwon,ak,2
sagwon,hills,2
salinity,measurements,2
salix,species,2
sample,data,2
sampling,stations,2
sapflow,data,2
saqardleq,fjord,2
sar,floe,2
sar,sea,2
saskatchewan,western,2
sat,observations,2
satellite,images,2
satellite,products,2
savoonga,alaska,2
sbi,bacteria,2
sbi,domain,2
sbi,hly,2
scanner,snow,2
scass,coring,2
scicex,hydrographic,2
se,greenland,2
sea,1970,2
sea,b77,2
sea,blanchard,2
sea,gif,2
sea,july,2
sea,nic,2
sea,water,2
seabeam,bathymetry,2
seabeam,centerbeam,2
seacat,ctd,2
seas,2010,2
seas,2011,2
seas,2015,2
seas,alaska,2
seas,arctic,2
seas,spring,2
season,productivity,2
seasonal,2010,2
seasonal,2011,2
seasonal,reflectance,2
seasonal,time,2
seasonal,variability,2
seasons,project,2
seawater,flowthrough,2
sediment,chemical,2
sediment,grain,2
sediment,methane,2
sediment,mooring,2
sediment,pore,2
sediment,traps,2
sedimentation,processes,2
sediments,trefry,2
seismic,data,2
sensing,baid,2
sensing,imagery,2
sensing,products,2
sensors,data,2
september,13,2
september,16,2
september,18,2
september,2,2
september,20,2
september,2017,2
september,22,2
september,24,2
september,3,2
september,6,2
september,9,2
series,2008,2
series,beaufort,2
series,temperature,2
sfo,atqasuk,2
sfo,barrow,2
sheba,airborne,2
sheba,polar,2
sheba,project,2
sheet,central,2
sheet,east,2
sheet,project,2
sheet,west,2
shortwavedown,radiation,2
shortwavenet,radiation,2
shortwaveup,radiation,2
shrub,lines,2
shrub,tundra,2
siberia,2012,2
siberia,2013,2
siberia,2016,2
siberian,sea,2
siberian,seas,2
sighting,data,2
sikuliaq,research,2
simpson,lagoon,2
simulated,hydrological,2
simulated,runoff,2
simulations,final,2
simulations,raw,2
sinking,rates,2
site,56,2
site,allaiha,2
site,barrow,2
site,bely,2
site,chara,2
site,characteristics,2
site,eriophorum,2
site,happy,2
site,khomus,2
site,konkovaya,2
site,kuropatochya,2
site,lake,2
site,marsh,2
site,sagwon,2
site,urengoy,2
site,vaccinium,2
site,vegetation,2
site,west,2
sites,1,2
sites,webber,2
situ,carbon,2
situ,ice,2
size,nutrient,2
slope,1994,2
slope,air,2
slope,drainage,2
slope,peatland,2
slope,shoreline,2
slope,tree,2
snacs,erosion,2
snow,chemical,2
snow,cover,2
snow,data,2
snow,free,2
snow,removal,2
snowpack,gas,2
sociocultural,influences,2
soil,analysis,2
soil,co2,2
soil,depth,2
soil,gas,2
soil,interactions,2
soil,nitrogen,2
soil,nutrient,2
soil,organic,2
soil,physiochemical,2
soil,waters,2
soils,alaska,2
solar,energy,2
solar,heating,2
sound,beaufort,2
sound,velocity,2
soundings,ice,2
soundings,tundra,2
source,regions,2
south,flank,2
southeastern,bering,2
southern,greenland,2
southwestern,greenland,2
space,based,2
spatial,data,2
species,measured,2
species,observations,2
specific,depths,2
specific,leaf,2
spectra,summer,2
spectral,albedo,2
spectral,irradiance,2
spectrometers,mps,2
spitsbergen,2007,2
spring,alaska,2
spring,cruise,2
spring,stream,2
spruce,needle,2
stable,oxygen,2
star,2000,2
station,10,2
station,18,2
station,2,2
station,21,2
station,23,2
station,44,2
station,5,2
station,f9,2
station,hly,2
station,ic,2
station,information,2
station,records,2
station,summer,2
statistical,reconstructions,2
stats,calef,2
stocks,data,2
stomatal,conductance,2
strait,10,2
strait,2013,2
strait,ctd,2
strait,time,2
stream,watersheds,2
structure,plots,2
studies,seward,2
study,ct,2
study,ctd,2
study,site,2
subarctic,ponds,2
subglacial,discharge,2
subglacial,water,2
subice,2014,2
summary,analysis,2
summer,2007,2
summer,2008,2
summer,2012,2
summer,2015,2
summit,ice,2
summit,measurements,2
suna,data,2
surface,data,2
surface,melt,2
surface,nuclear,2
surface,processes,2
surface,properties,2
surface,seawater,2
survey,13c,2
survey,dropsonde,2
sustainable,futures,2
svalbard,2006,2
svalbard,research,2
switchyard,region,2
synthesis,dataset,2
synthesis,transformations,2
synthetic,annual,2
system,final,2
system,gps,2
system,study,2
system,svalbard,2
tascc,experiment,2
tem,soundings,2
temp,data,2
temperature,dew,2
temperature,misp,2
temperature,observations,2
temperature,time,2
temperature,topographically,2
temperatures,1998,2
temperatures,2016,2
temperatures,2017,2
temperatures,2018,2
temperatures,ascii,2
temperatures,soil,2
temporal,influences,2
term,measurements,2
terminating,glaciers,2
terrestrial,lidar,2
terrestrial,sites,2
territory,canada,2
tethered,winch,2
text,retrieval,2
thaw,5,2
thaw,depths,2
thawed,soil,2
thawing,permafrost,2
thermal,microstructure,2
thermokarst,lakes,2
thule,afb,2
tidal,current,2
tidewater,glaciers,2
tilt,sensor,2
time,integrated,2
timelapse,movies,2
tn,249,2
tn,250,2
tn250,10,2
toolik,snow,2
topographically,adjusted,2
towed,profiler,2
tower,5,2
tower,interpolated,2
trace,inorganic,2
track,upper,2
traditional,ecological,2
transect,jia,2
transect,northern,2
transformations,fluxes,2
transient,electromagnetic,2
transport,pathways,2
trap,data,2
tree,data,2
tree,establishment,2
tree,size,2
triple,oxygen,2
true,wind,2
tundra,fire,2
tundra,lakes,2
tundra,ponds,2
tundra,soils,2
tundra,vegetation,2
turbulence,mast,2
tutakoke,field,2
twelve,hourly,2
type,deadhorse,2
type,franklin,2
type,west,2
typical,tussock,2
uaf,tethered,2
uggianaqtuq,inuit,2
ultraviolet,radiation,2
unattended,lidar,2
unburned,moist,2
understanding,climate,2
understory,flux,2
underway,measurement,2
undisturbed,tundra,2
unit,effort,2
updated,north,2
upper,capsule,2
uptake,rates,2
urengoy,gas,2
uscgc,polar,2
utc,gif,2
utqiaġvik,alaska,2
uw,carg,2
vaginatum,leaf,2
valley,ak,2
valley,co2,2
valley,mat,2
valley,svalbard,2
vapor,isotope,2
vapor,pressure,2
varved,sediment,2
vegetation,biomass,2
vegetation,classification,2
vegetation,measurements,2
vegetation,studies,2
velocity,data,2
vertical,distribution,2
vessel,bering,2
vessel,xuelong,2
virtual,temperatures,2
warm,buoys,2
warm,spring,2
warming,data,2
warming,ensemble,2
washington,land,2
watch,northern,2
water,content,2
water,current,2
water,equivalence,2
water,intrusion,2
water,isotope,2
water,nutrient,2
water,polynya,2
water,radiometric,2
water,tracks,2
watersheds,north,2
wavelength,accuracy,2
weather,stations,2
weekly,ice,2
west,2010,2
west,2012,2
west,2013,2
western,boreal,2
western,transect,2
wetting,experiment,2
whale,broad,2
wind,direction,2
winter,precipitation,2
woodland,ascii,2
woodland,excel,2
woodland,site,2
wtd,misp,2
xrf,mapping,2
yakutsk,region,2
yenisei,river,2
yukon,canada,2
yukon,territory,2
zev,lake,2
zone,reconnaissance,2
zooplankton,distribution,2
zooplankton,mz,2
zooplankton,smith,2
0,1900,1
0.3,micrometers,1
0.5km,visible,1
01,1,1
01,96,1
01,aft,1
01,argos,1
01,bio,1
01,biomarkers,1
01,bottle,1
01,calibration,1
01,dmsp,1
01,eicken,1
01,ek60,1
01,environmental,1
01,flagg,1
01,genbank,1
01,hourly,1
01,iron,1
01,moran,1
01,nitrogen,1
01,nutrient,1
01,observations,1
01,particulate,1
01,poes,1
01,pore,1
01,sea,1
01,seabeam,1
01,shipboard,1
01,tn249,1
01,underway,1
01,uscg,1
01,zooplankton,1
"01,03",biomarkers,1
02,benthos,1
02,biomarkers,1
02,environmental,1
02,forward,1
02,ice,1
02,macrofauna,1
02,moran,1
02,ncar,1
02,nitrate,1
02,physiological,1
02,plankton,1
02,porewater,1
02,profiles,1
02,turbidity,1
02,video,1
02,xbt,1
02,zooplankton,1
"02,03",biomarkers,1
03,1,1
03,bio,1
03,bottle,1
03,elog,1
03,hourly,1
03,ldeo,1
03,lipofuscin,1
03,porewater,1
03,posmv,1
03,scs,1
03,sedimentary,1
03,sensor,1
03,thorium,1
03,uscg,1
03,weather,1
03995,wav,1
03996,wav,1
04,"02,03",1
04,video,1
04.37,2008,1
04.37,2009,1
04.37,2010,1
04715,wav,1
04716,wav,1
04994,wav,1
04995,wav,1
04a,1,1
04a,hydrographic,1
04a,jgofs,1
04a,merged,1
04a,mgd77,1
04a,multibeam,1
04a,pco2,1
04a,raw,1
04aug12,forefield,1
05,02,1
05,14,1
05714,wav,1
05715,wav,1
05993,wav,1
05994,wav,1
05apr09,to24jul09,1
05gc,holocene,1
05may12,t0,1
06713,wav,1
06714,wav,1
06992,wav,1
06993,wav,1
07,18,1
07,24,1
07,25,1
07,27,1
07,31,1
07712,wav,1
07713,wav,1
07991,wav,1
07992,wav,1
08,11,1
08,31,1
08711,wav,1
08712,wav,1
08990,wav,1
08991,wav,1
09,2016,1
09710,wav,1
09711,wav,1
09989,wav,1
09990,wav,1
1,2,1
1,2015,1
1,biomass,1
1,excel,1
1,grid,1
1,ha,1
1,kilometer,1
1,lomonosov,1
1,mercury,1
1,phytomass,1
1,r30,1
1,r37,1
1,raw,1
1,species,1
1,sps,1
1.1,cesm1.1,1
10,130715_000000_au_bs02,1
10,130825_150000_au_bs02,1
10,131006_060000_au_bs02,1
10,131116_210000_au_bs02,1
10,131228_120000_au_bs02,1
10,140208_030000_au_bs02,1
10,140321_180000_au_bs02,1
10,140502_130000_au_bs02,1
10,140613_040000_au_bs02,1
10,140801_210000_au_bs02,1
10,2009,1
10,2015,1
10,ascii,1
10,centimeter,1
10,chlorophyll,1
10,excel,1
10,genbank,1
10,gravimeter,1
10,meter,1
10,micrometers,1
10,microzooplankton,1
10,minute,1
10,moraine,1
10,nm,1
10,par,1
10,physiological,1
10,processed,1
10,sediment,1
10,ship,1
10,thorium,1
10,tn250,1
10,underway,1
"10,900","3,100",1
1000,ce,1
10709,wav,1
10710,wav,1
10988,wav,1
10989,wav,1
10be,cosmogenic,1
10be,sample,1
11,21,1
11,22,1
1100,c6,1
11708,wav,1
11709,wav,1
11987,wav,1
11988,wav,1
12,11micron,1
12,2014,1
12,ir,1
120405,2300,1
120406,0000,1
1204220,kuparuk,1
120505,2300,1
120506,0000,1
120517,1400,1
120517,1500,1
120616,1400,1
120616,1500,1
120628,0500,1
120628,0600,1
120728,0500,1
120728,0600,1
120808,2000,1
120808,2100,1
120901_000000_au_bs02,wav,1
120901_000000_au_bs03,wav,1
120907,2000,1
120907,2100,1
120919,1100,1
120919,1200,1
121008_100000_au_bs02,wav,1
121008_110000_au_bs02,wav,1
121012_140000_au_bs03,wav,1
121012_150000_au_bs03,wav,1
121019,1100,1
121019,1200,1
121031,0200,1
121031,0300,1
121114_210000_au_bs02,wav,1
121114_220000_au_bs02,wav,1
121123_050000_au_bs03,wav,1
121123_060000_au_bs03,wav,1
121130,0200,1
121130,0300,1
121211,1700,1
121211,1800,1
121222_080000_au_bs02,wav,1
121222_090000_au_bs02,wav,1
1222,2009,1
12707,wav,1
12708,wav,1
12986,wav,1
12987,wav,1
13,15,1
130,documentation,1
130,multichannel,1
130101_000000_au_bs04,wav,1
130103_200000_au_bs03,wav,1
130103_210000_au_bs03,wav,1
130110,1700,1
130110,1800,1
130122,0800,1
130122,0900,1
130128_190000_au_bs02,wav,1
130128_200000_au_bs02,wav,1
130205_080000_au_bs04,wav,1
130205_090000_au_bs04,wav,1
130214_110000_au_bs03,wav,1
130221,0800,1
130221,0900,1
130304,2300,1
130305,0000,1
130307_060000_au_bs02,wav,1
130307_070000_au_bs02,wav,1
130312_170000_au_bs04,wav,1
130312_180000_au_bs04,wav,1
130328_030000_au_bs03,wav,1
130403,2300,1
130404,0000,1
130413_170000_au_bs02,wav,1
130413_180000_au_bs02,wav,1
130415,1400,1
130415,1500,1
130417_020000_au_bs04,wav,1
130417_030000_au_bs04,wav,1
130508_170000_au_bs03,wav,1
130508_180000_au_bs03,wav,1
130515,1400,1
130515,1500,1
130515_230000_au_bs02,wav,1
130522_110000_au_bs04,wav,1
130522_120000_au_bs04,wav,1
130527,0500,1
130527,0600,1
130623_020000_au_bs04,wav,1
130626,0500,1
130626,0600,1
130707,2000,1
130707,2100,1
130715_000000_au_bs02,wav,1
130715_000000_au_bs04,wav,1
130806,2000,1
130806,2100,1
130816_140000_au_bs03,wav,1
130816_150000_au_bs03,wav,1
130818,1100,1
130818,1200,1
130825_140000_au_bs02,wav,1
130825_140000_au_bs04,wav,1
130825_150000_au_bs02,wav,1
130825_150000_au_bs04,wav,1
130914,2300,1
130915,1700,1
130927_050000_au_bs03,wav,1
130927_060000_au_bs03,wav,1
131006_050000_au_bs02,wav,1
131006_050000_au_bs04,wav,1
131006_060000_au_bs02,wav,1
131006_060000_au_bs04,wav,1
131107_200000_au_bs03,wav,1
131107_210000_au_bs03,wav,1
131116_200000_au_bs02,wav,1
131116_200000_au_bs04,wav,1
131116_210000_au_bs02,wav,1
131116_210000_au_bs04,wav,1
131219_110000_au_bs03,wav,1
131219_120000_au_bs03,wav,1
131228_110000_au_bs02,wav,1
131228_110000_au_bs04,wav,1
131228_120000_au_bs02,wav,1
131228_120000_au_bs04,wav,1
137,2010,1
13706,wav,1
13707,wav,1
13985,wav,1
13986,wav,1
13c,15n,1
13c,benthos,1
13c,sculpin,1
14,11micron,1
14,1km,1
14,3.7micron,1
14,carbon,1
14,greenland,1
14,nsa,1
14,vis,1
140130_020000_au_bs03,wav,1
140130_030000_au_bs03,wav,1
140208_020000_au_bs02,wav,1
140208_020000_au_bs04,wav,1
140208_030000_au_bs02,wav,1
140208_030000_au_bs04,wav,1
140312_170000_au_bs03,wav,1
140312_180000_au_bs03,wav,1
140321_170000_au_bs02,wav,1
140321_170000_au_bs04,wav,1
140321_180000_au_bs02,wav,1
140321_180000_au_bs04,wav,1
140423_080000_au_bs03,wav,1
140423_090000_au_bs03,wav,1
140502_080000_au_bs04,wav,1
140502_090000_au_bs04,wav,1
140502_120000_au_bs02,wav,1
140502_130000_au_bs02,wav,1
140603_230000_au_bs03,wav,1
140604_000000_au_bs03,wav,1
140612_230000_au_bs04,wav,1
140613_000000_au_bs04,wav,1
140613_030000_au_bs02,wav,1
140613_040000_au_bs02,wav,1
140702_030000_au_bs04,wav,1
140801_200000_au_bs02,wav,1
140801_210000_au_bs02,wav,1
140815_230000_au_bs02,wav,1
1446,1763,1
14705,wav,1
14706,wav,1
14984,wav,1
14985,wav,1
14c,inventories,1
14c,measurements,1
14co2,alaska,1
15,2014,1
15,2016,1
15,meter,1
15,time,1
150,kilohertz,1
150113_180000_au_bs03,wav,1
150113_190000_au_bs03,wav,1
150224_090000_au_bs03,wav,1
150224_100000_au_bs03,wav,1
150228_230000_au_bs03,wav,1
1523,consolidated,1
15704,wav,1
15705,wav,1
15983,wav,1
15984,wav,1
15n,isotope,1
16,111022,1
16,111203,1
16,120113,1
16,120224,1
16,120506,1
16,120616,1
16,120728,1
16,120907,1
16,121019,1
16,121130,1
16,130110,1
