token,n
methodologies,11
microclimate,11
microtopographic,11
mineralization,11
minimal,11
mirai,11
modem,11
modulating,11
mon,11
mph,11
narrative,11
ndash,11
niskins,11
noatak,11
nodes,11
nov,11
nsa,11
nutritional,11
occupation,11
organizations,11
pa,11
perform,11
pertaining,11
physically,11
pn,11
po4,11
pp,11
ppb,11
promoting,11
pronounced,11
proportion,11
proposes,11
quartz,11
quickly,11
rainfall,11
reactions,11
readings,11
reciprocal,11
recommendations,11
recorders,11
redistribution,11
register,11
reilly,11
removing,11
reproduce,11
rest,11
revealing,11
richness,11
rna,11
rusalca,11
sap,11
sbe37,11
shaped,11
shapefile,11
sharing,11
shepson,11
silicon,11
sol,11
solutions,11
sourced,11
springtime,11
sta,11
stems,11
stereographic,11
strategy,11
subfossil,11
sublimation,11
subpolar,11
subsidence,11
surficial,11
synced,11
synthesizing,11
tag,11
targeted,11
taxonomy,11
tephra,11
theory,11
thorium,11
threatened,11
trajectory,11
transportation,11
treshnikov,11
tropical,11
tsg,11
twelve,11
u23,11
underestimate,11
utilization,11
utilizing,11
validating,11
verification,11
visiting,11
warmth,11
wavelengths,11
wea,11
weingartner,11
whatman,11
wintertime,11
wire,11
women,11
woodland,11
woody,11
workforce,11
www.whoi.edu,11
yields,11
0.02,10
0.3,10
00255.1,10
10.5067,10
122,10
136,10
148,10
14th,10
150b,10
1850,10
206,10
3000,10
350,10
52,10
700,10
a4,10
academic,10
accepted,10
accession,10
accumulates,10
acrobat,10
adding,10
akademii,10
alexander,10
amplified,10
answering,10
anthropology,10
apparent,10
arc5km2018,10
archiving,10
arcmip,10
argos,10
arw,10
assemblage,10
assemble,10
assistance,10
association,10
assumed,10
atwain,10
awareness,10
bags,10
bank,10
beamforming,10
bgm221,10
bgm222,10
biomes,10
biota,10
blowing,10
bluffs,10
brines,10
bulletin,10
california,10
cations,10
chavez,10
ciliates,10
cirque,10
clusters,10
coccoid,10
coded,10
colder,10
collaborate,10
colonies,10
combusted,10
comparative,10
completely,10
concerns,10
confirmed,10
connect,10
cooperation,10
counted,10
creeks,10
crevasse,10
cryostratigraphy,10
cut,10
cytometry,10
dams,10
dead,10
dental,10
dietary,10
dimension,10
directed,10
discoveries,10
don,10
drives,10
dss,10
dyson,10
economy,10
ed,10
egg,10
encompassing,10
enrichment,10
entry,10
equals,10
equation,10
erai,10
eroded,10
examination,10
exerts,10
explored,10
extensively,10
extract,10
factory,10
faster,10
figure,10
figures,10
filter,10
fishery,10
flood,10
fluorometric,10
foraminiferal,10
formated,10
foster,10
fueling,10
genbank,10
generations,10
geo,10
geostationary,10
gigahertz,10
glaciological,10
gradinger,10
graminoid,10
granular,10
grounding,10
h20,10
handle,10
hands,10
histories,10
house,10
htm,10
hypothesize,10
icebergs,10
ideal,10
impacting,10
infauna,10
inhabited,10
inupiaq,10
ird,10
japan,10
journals,10
kamchatka,10
kolyma,10
kougarok,10
labels,10
larix,10
lengths,10
lens,10
leverett,10
lincoln,10
linkage,10
logistics,10
london,10
ltk,10
macro,10
magnesium,10
mca,10
microscopy,10
microtopography,10
miles,10
mixture,10
mk27,10
mmol,10
mmwe,10
modelling,10
moderately,10
moraines,10
morison,10
multidisciplinary,10
nansen,10
natives,10
nauk,10
ncei,10
ncl,10
ni,10
o'neill,10
oasis,10
opposite,10
optimal,10
oscar,10
otcs,10
otuk,10
outcomes,10
papers,10
participant,10
periodogram,10
perovich,10
perpendicular,10
photograph,10
pigments,10
planned,10
plastic,10
plr,10
plusmn,10
polythermal,10
pom,10
portions,10
ports,10
ppt,10
preparation,10
preservation,10
pressures,10
prominent,10
publicly,10
pulex,10
qc,10
radiometric,10
raise,10
raster,10
redeployed,10
reflected,10
reflects,10
refuge,10
relevance,10
relies,10
ringed,10
rings,10
roms,10
s2,10
sagavanirktok,10
sami,10
sampler,10
sbe911,10
scheduled,10
seabird's,10
seg,10
severely,10
shetland,10
shipped,10
shoot,10
sightings,10
slopes,10
smsr,10
so4,10
soc,10
societies,10
sodium,10
speeds,10
spmr,10
sponsored,10
stake,10
standards,10
stereophotography,10
structural,10
subdirectories,10
subsequently,10
successfully,10
summaries,10
sun,10
supplementary,10
synthesized,10
tiles,10
togiak,10
tongue,10
town,10
traffic,10
trapping,10
triggered,10
uav,10
ug,10
uk,10
uls,10
ultimate,10
undergoing,10
union,10
varian,10
variance,10
vascular,10
videos,10
viral,10
wetland,10
wider,10
worksheet,10
wr,10
wt,10
www.marinespecies.org,10
xml,10
δ13c,10
δ18o,10
0.25,9
0.6,9
1.0,9
1104,9
117.2w,9
1349,9
150w,9
1518,9
152,9
17.8,9
1965,9
1984,9
2016gl069563,9
2050,9
2d,9
3.2,9
3.5,9
320b,9
37.2,9
553,9
597,9
76.2,9
76.2n,9
828,9
accumulated,9
acetylene,9
additions,9
adequate,9
adsorption,9
albedos,9
alfred,9
aliasing,9
allison,9
alongside,9
anchored,9
archaeology,9
articles,9
atd,9
attempted,9
b.e,9
barker,9
begin,9
bender,9
binned,9
bioavailability,9
blunier,9
bone,9
burst,9
calculus,9
cesmle,9
cesmlw,9
cf,9
chaoborus,9
cice,9
citations,9
city,9
col,9
colville,9
combustion,9
compaction,9
compares,9
complicated,9
compound,9
concurrently,9
configured,9
convert,9
copepodite,9
corporations,9
corridor,9
crash,9
crustaceans,9
cryptoendolithic,9
d.p,9
d68s4mvh,9
danielson,9
dec,9
decisionmaking,9
del,9
demonstrates,9
destinations,9
dispersion,9
duda,9
dudhia,9
dug,9
eagle,9
earliest,9
earthquakes,9
ecologically,9
effectively,9
eiders,9
embedded,9
emphasize,9
enables,9
encountered,9
enr,9
ens,9
enx,9
enzyme,9
equilibrated,9
erofeeva,9
estimation,9
eukaryotes,9
eurasia,9
excavations,9
explorer,9
f17,9
farmstead,9
fences,9
filtration,9
finding,9
fishes,9
fit,9
fold,9
friendly,9
fundamentally,9
gaussian,9
genes,9
genetics,9
geography,9
gifs,9
gill,9
glaciated,9
glauca,9
grams,9
grew,9
grey,9
grow,9
grown,9
guidelines,9
hall,9
heavy,9
heterogeneity,9
hex,9
holistic,9
holm,9
hope,9
hot,9
huang,9
hundred,9
huslia,9
hyporheic,9
i.m,9
ibuttons,9
icy,9
imb,9
implement,9
inclusive,9
indirectly,9
inflows,9
initiate,9
installation,9
integrates,9
ipcc,9
junction,9
juneau,9
kaktovik,9
kea,9
keb,9
king,9
klemp,9
laboratories,9
landcover,9
lesser,9
lipid,9
loop,9
lta,9
manage,9
manitoba,9
maritime,9
markedly,9
matt,9
medical,9
melts,9
memory,9
merging,9
metadata.zip,9
meteorol,9
milligrams,9
mineralogical,9
motions,9
muscle,9
mz,9
n1r,9
nav,9
ncp,9
nee,9
negrete,9
nesting,9
nh,9
nms,9
normal,9
obs,9
occupying,9
od1507,9
oligotrophic,9
opposed,9
optimum,9
orange,9
originates,9
originating,9
overlap,9
packages,9
panarctic,9
paris,9
partner,9
pcb,9
peatlands,9
permits,9
perturbations,9
petermann2015,9
pilots,9
pism,9
plate,9
pliocene,9
polycarbonate,9
polygons,9
polynya,9
powers,9
precursor,9
predator,9
procedure,9
proximity,9
psd,9
pulsed,9
putuligayuk,9
qj,9
quart,9
ra,9
radon,9
rating,9
rbr,9
readily,9
receiving,9
reformatted,9
repeatedly,9
representatives,9
reproduction,9
residual,9
rights,9
sandstone,9
savoonga,9
scattered,9
sco,9
screen,9
searched,9
seasoft,9
seedling,9
seeds,9
selection,9
sequencing,9
sequential,9
served,9
serving,9
seth,9
severe,9
sfm,9
sgy,9
shells,9
simulates,9
sized,9
sled,9
slightly,9
sought,9
spaced,9
spec,9
specialists,9
springs,9
stainless,9
stakes,9
static,9
stock,9
str,9
subplots,9
surges,9
t1,9
tail,9
tebaldi,9
technician's,9
tedesco,9
termination,9
thermistors,9
theta,9
tmax,9
topic,9
tunu,9
twentieth,9
u12,9
ubiquitous,9
unavailable,9
undergone,9
unedited,9
unfrozen,9
universities,9
unmanipulated,9
utep,9
voltage,9
waterbody,9
wegener,9
wood,9
0.04,8
005,8
015,8
0520578,8
0632400,8
0856864,8
"1,000",8
1.7,8
10.1016,8
1200,8
1304271,8
140,8
168.8,8
16s,8
1912,8
19th,8
2.0,8
200m,8
201,8
210,8
3211,8
3300,8
430,8
54,8
6400,8
65.8,8
76,8
77,8
82,8
87,8
93,8
999.99,8
aari,8
accompanied,8
accumulations,8
acp,8
adu5,8
aeronautics,8
aged,8
agent,8
ak01,8
akhs2,8
ammonia,8
amplification,8
answer,8
answers,8
aodtm5,8
apache,8
aqua,8
argon,8
ascent,8
assisted,8
aufeis,8
benefits,8
bergen,8
bioinformatics,8
birnirk,8
blood,8
brings,8
broadband,8
bromide,8
buried,8
c3o,8
c5,8
calvin,8
caps,8
careers,8
carries,8
catcher,8
cavity,8
ccsm4,8
challenge,8
chamberlin,8
chirp,8
clearance,8
closure,8
clyde,8
compile,8
comprising,8
conclusions,8
conferences,8
consensus,8
consequent,8
consumption,8
contour,8
convection,8
conventional,8
convergence,8
corrections,8
costs,8
country,8
couplets,8
damocles,8
databases,8
dbo1,8
dean,8
denitrification,8
depends,8
destination,8
detections,8
diets,8
disaster,8
discharges,8
discovered,8
discussion,8
divergence,8
dose,8
doy,8
drains,8
drew,8
ds.iris.edu,8
dubbed,8
dwarf,8
dye,8
easily,8
eb,8
edges,8
eleven,8
elias,8
eloka,8
employing,8
engaging,8
entering,8
er,8
establishing,8
etl,8
excluded,8
exited,8
explanation,8
extinction,8
eye,8
fa,8
failed,8
fallout,8
falls,8
farm,8
feed,8
female,8
females,8
fert,8
fertility,8
filling,8
fiord,8
flade,8
flooding,8
flora,8
flying,8
footprint,8
forces,8
forty,8
forward,8
fronts,8
g1xb,8
gaining,8
gather,8
gbms,8
geese,8
genomes,8
geophysics,8
geopotential,8
gfdl,8
glacially,8
glaciochemical,8
government,8
gram,8
graphical,8
gray,8
gts,8
gww,8
hansen,8
hazard,8
heave,8
hill,8
hly0702,8
hrpt,8
hydraulic,8
hydrometeors,8
hypolimnetic,8
illustrate,8
immersion,8
imply,8
induction,8
ingestion,8
inlets,8
inserting,8
inside,8
instructional,8
intend,8
introduce,8
invertebrate,8
investigator's,8
iridium,8
isblink,8
isotopically,8
j6jqls9ej5hu,8
jago,8
james,8
japanese,8
jason,8
johnson,8
jois,8
jones,8
k1,8
kn195,8
kugururok,8
laminations,8
ldeo,8
lecture,8
leverage,8
lifetime,8
lithic,8
ma,8
makarov,8
masl,8
matched,8
mcconnell,8
mediate,8
membrane,8
miami,8
micasense,8
micrograms,8
microstructural,8
millimeters,8
million,8
mismatch,8
mk39,8
modification,8
modular,8
morning,8
motivated,8
mouth,8
mrf,8
mycorrhizal,8
n2r,8
nc,8
nimbus,8
nitrous,8
niwot,8
nmfs,8
noon,8
nordic,8
nudging,8
nwt,8
offer,8
ogc,8
originate,8
outwash,8
partition,8
pco,8
peaks,8
persistence,8
petroleum,8
pfcs,8
pfos,8
pies,8
placement,8
playback,8
played,8
pollutant,8
posatt,8
posnav,8
posreform2sb,8
potassium,8
preceding,8
preindustrial,8
priority,8
profiled,8
proposals,8
pumped,8
rawinsonde,8
rcp8.5,8
reader,8
reasonable,8
recession,8
recognizing,8
reconnaissance,8
recruited,8
regionally,8
reinvestment,8
releases,8
respective,8
resultant,8
retention,8
rim,8
rms,8
robotic,8
saint,8
satlantic,8
saved,8
sb,8
sbsv,8
seabed,8
sealed,8
sedct,8
seek,8
segments,8
sense,8
sensor's,8
sequestration,8
settled,8
signature,8
simplified,8
sipper,8
sis,8
situation,8
skq201612s,8
snacs,8
southward,8
southwestern,8
spanned,8
specimens,8
spreadsheets,8
ssec,8
ssmis,8
staff,8
stakeholder,8
statoil,8
stay,8
stern,8
stimulate,8
stockwell,8
stronger,8
submarines,8
summarizes,8
summed,8
summertime,8
supplemented,8
syringe,8
teams,8
terra,8
tf,8
theoretical,8
thermometers,8
thomas,8
thysanoessa,8
ties,8
till,8
timelapse_inventory.xls,8
tipped,8
tool2,8
totals,8
trained,8
transit,8
transmitted,8
trapped,8
traveled,8
triple,8
u20,8
uas,8
ultrasonic,8
unambiguous,8
uncertain,8
uninhabited,8
unusually,8
uppermost,8
uranium,8
utm,8
valleys,8
vandecrux,8
vanillic,8
vegetative,8
viable,8
viewed,8
virtually,8
virus,8
voc,8
wa,8
warmest,8
warms,8
webpage,8
weighted,8
wild,8
window,8
winters,8
worksheets,8
wright,8
wyoming,8
york,8
0.15,7
0.4,7
10.1007,7
10.1017,7
10.1111,7
1001,7
100m,7
106,7
117,7
"12,000",7
137cs,7
1400,7
180,7
1914,7
1940,7
1e,7
2.6,7
20km,7
2112,7
228ra,7
239pu,7
32m,7
3500,7
380,7
57,7
58,7
580,7
66,7
7.2,7
70m,7
89,7
911,7
94,7
99508,7
99775,7
9th,7
abandoned,7
accelerating,7
accelerator,7
accounted,7
ace,7
adapted,7
adjustments,7
agricultural,7
akdt,7
alaska.edu,7
alteration,7
alterations,7
ams,7
andrews,7
appeared,7
arcgis,7
arcveg,7
arcview,7
arizona,7
asl,7
associate,7
atmosphérique,7
atom,7
attributed,7
authentic,7
awards,7
backscattering,7
bahr,7
barnhart,7
barriers,7
begins,7
bering2011,7
beringer,7
biomarker,7
biospherical,7
bldg,7
ble,7
blog,7
bluff,7
bones,7
book,7
bowhead,7
br,7
breast,7
bureau,7
c6,7
cajanderi,7
calon,7
canisters,7
carbonates,7
cation,7
centennial,7
challenging,7
chaoz,7
character,7
checked,7
chesapeake,7
choline,7
clow,7
clumped,7
coincides,7
collagen,7
colleen,7
colored,7
combines,7
confirm,7
confluence,7
continent,7
convair,7
convective,7
cr1000,7
crossed,7
cutting,7
cyclone,7
das,7
data.php,7
david,7
declination,7
decomposing,7
decreased,7
deepest,7
delineate,7
deliver,7
delivered,7
demographics,7
dependence,7
deposit,7
descriptive,7
detritus,7
diffuse,7
discontinuous,7
displacement,7
dock,7
downloaded,7
downvalley,7
draw,7
drifters,7
dropped,7
duffy,7
dunrossness,7
ecohydrology,7
educators,7
eez,7
eggs,7
eighty,7
electronic,7
elson,7
enters,7
equatorial,7
exceed,7
exclusive,7
expert,7
exploring,7
fabric,7
factorial,7
fault,7
favor,7
fetch,7
ff,7
fin,7
finalized,7
finer,7
fitted,7
flooded,7
fluorescent,7
foliar,7
foods,7
force,7
formal,7
formalin,7
forum,7
fourth,7
frank,7
gallée,7
gcc,7
geneious,7
generalized,7
geographically,7
geomorphic,7
german,7
glacerized,7
glacialis,7
glycerol,7
grained,7
graminoids,7
guide,7
habitation,7
halocline,7
halogens,7
hard,7
hauls,7
highlight,7
hly1001,7
hour:min:sec,7
housed,7
hplc,7
hudson,7
humanities,7
hummocks,7
hunted,7
hydraulics,7
hydrocarbon,7
hyperboreus,7
iasoa,7
icefloe,7
icp,7
icpms,7
iges,7
ignition,7
inclination,7
inclusively,7
ind,7
injection,7
insects,7
institutional,7
intake,7
intelligent,7
intensifying,7
intimately,7
inuktitut,7
iso,7
isolation,7
issued,7
itelmen,7
itkillik,7
iv,7
j.a,7
je,7
jet,7
kaufman,7
kinematics,7
kingdom,7
kpa,7
kyr,7
latewood,7
laurentide,7
leaders,7
learning,7
leaving,7
legged,7
lena,7
lifestyles,7
lineage,7
linearly,7
lipson,7
listings,7
logistical,7
longitudinal,7
lowshrub,7
lubricate,7
maintenance,7
mammoth,7
manipulated,7
mast,7
master,7
mb41,7
mccall,7
mega,7
megalign,7
mentioned,7
methyl,7
mif,7
missed,7
mit,7
mm5,7
modèle,7
modes,7
mordy,7
move,7
movie,7
multilateral,7
multiyear,7
music,7
n130ar,7
ngrip,7
niño,7
notably,7
nprb,7
nunatarssuaq,7
ny,7
ob,7
obvious,7
offered,7
oksrukuyik,7
orthophotos,7
orthorectified,7
oscillations,7
outcrops,7
p.a,7
padman,7
participated,7
partnerships,7
patterned,7
peggy,7
perchlorate,7
permeability,7
pervasive,7
phantom,7
phenomenon,7
phyllis,7
planetary,7
poles,7
pope,7
powerpoint,7
precluding,7
predation,7
presaging,7
prevalence,7
prevent,7
progression,7
proof,7
providence,7
publishing,7
pyrene,7
python,7
radionuclides,7
radius,7
ranger,7
raven,7
reactive,7
reasons,7
recommended,7
recover,7
refine,7
refined,7
reflectances,7
regridded,7
regulated,7
reliability,7
remainder,7
remarkably,7
requests,7
respondents,7
retreating,7
returning,7
rhizon,7
ribbon,7
riparian,7
rocky,7
ronald,7
routine,7
rrna,7
saline,7
scholars,7
sectors,7
selective,7
senescence,7
sequestering,7
sermilik,7
serreze,7
sex,7
sherr,7
shorebirds,7
sieve,7
signing,7
simulating,7
skagafjordur,7
skills,7
smb,7
snownet,7
snowpacks,7
solomons,7
spectometer,7
sphagnum,7
stabeno,7
steffen,7
subdivided,7
submerged,7
submersible,7
submesoscale,7
subsamples,7
successive,7
sullivan,7
surveying,7
switch,7
synchronous,7
synthesize,7
tb,7
technician,7
terraces,7
theses,7
tides,7
tiff,7
tika,7
timescale,7
tipping,7
titanic,7
toolkit,7
tovs,7
traditionally,7
transducer,7
transient,7
transplanted,7
treated,7
trough,7
tsunamis,7
twenty,7
undertook,7
unfiltered,7
unis,7
unsolved,7
uss,7
varies,7
vegetated,7
vm_data,7
wais,7
walleye,7
walls,7
weak,7
webber,7
webgis,7
wetter,7
wolf,7
wxt520,7
zhang,7
δ15n,7
0.03,6
0.75,6
04a,6
1.1,6
1.2,6
1.3,6
"10,000",6
104,6
110,6
1100,6
"12,14,15",6
125,6
1300,6
140w,6
14co,6
14co2,6
1600,6
164,6
164.1,6
168.35,6
168.9,6
16o,6
171.7,6
174.7,6
1921,6
1951,6
1967,6
2020.30,6
2071,6
2080,6
2081,6
222,6
2nd,6
3007,6
360,6
362,6
365,6
40c,6
440,6
4614,6
499,6
4hrs,6
51,6
56.9,6
57.9,6
59.9,6
600m,6
60m,6
634km2,6
64,6
68.63,6
78n,6
79m,6
8232,6
840,6
9000,6
abiotic,6
absent,6
absorbance,6
absorbed,6
accelerometer,6
accessibility,6
accomplish,6
accounting,6
acknowledge,6
acquiring,6
acts,6
ads,6
advantages,6
aging,6
alnus,6
alos,6
alternating,6
alters,6
amherst,6
amplify,6
anaerobic,6
analyzers,6
anderson,6
anomalies,6
anthropometric,6
anticipate,6
apl,6
arcsees,6
arctica,6
arrival,6
assayed,6
asset,6
assets,6
auks,6
auto,6
autovpr,6
ave,6
avhhr,6
awi,6
azimuth,6
banks,6
barnes,6
battle,6
beavers,6
becagli,6
behave,6
bethel,6
biased,6
billed,6
biogeosciences,6
blank,6
boil,6
bomb,6
bongo,6
brackish,6
bridging,6
bryophyte,6
buds,6
business,6
care,6
careful,6
caribou,6
ceased,6
characterizations,6
chen,6
chinare,6
circa,6
circum,6
cited,6
clams,6
coasts,6
coinciding,6
collar,6
communications,6
compression,6
confidence,6
connects,6
conocophillips,6
consequence,6
constituent,6
constituted,6
constraining,6
contexts,6
contrasts,6
converge,6
copenhagen,6
correlate,6
corridors,6
crawls,6
crust,6
csat3,6
csesp,6
cultivation,6
curran,6
curriculum,6
curves,6
d2hwax,6
dat,6
data_,6
decoupling,6
deformed,6
degrading,6
depended,6
des,6
descriptor,6
designated,6
destruction,6
detecting,6
deviation,6
dillingham,6
diminishing,6
dionex,6
disaggregation,6
disparate,6
dissolution,6
divides,6
diving,6
doherty,6
double,6
dsm,6
dutch,6
eberl,6
echogram,6
ecm,6
ekman,6
eloranta,6
em,6
emaiksoun,6
emmonak,6
employment,6
enclosure,6
encoded,6
endorsed,6
engagement,6
englacial,6
enriched,6
eroding,6
esas,6
estuaries,6
eswe,6
etheridge,6
evapotranspiration,6
evident,6
evolves,6
excavated,6
exeter,6
explicitly,6
explores,6
extents,6
fac10,6
falling,6
farmsteads,6
feet,6
fell,6
fewer,6
fidelity,6
fixation,6
flash,6
flaw,6
floatplane,6
floes,6
forthcoming,6
fourteen,6
fractionation,6
francey,6
franklin,6
freezer,6
frequently,6
ftp,6
gabric,6
game,6
garmin,6
gatherer,6
genus,6
geogrid,6
geomorphology,6
geoscience,6
gep,6
ghg,6
giss,6
glucose,6
govern,6
grand,6
granulometry,6
green's,6
greening,6
groupings,6
groves,6
gssi,6
gtn,6
guidance,6
haplotype,6
headwater,6
heard,6
heinrichs,6
heritage,6
highlighted,6
hillslopes,6
hinders,6
hinzman,6
hly0202,6
hly0203,6
hly0701,6
hooking,6
hormone,6
hornsund,6
hundreds,6
hydrodynamic,6
hypobromite,6
i8,6
ib,6
icescape,6
icetrendr,6
idaea,6
idealized,6
ideally,6
identity,6
iexcl,6
ik,6
improvement,6
inch,6
incidence,6
indications,6
induce,6
inexpensive,6
insolation,6
inspection,6
insulating,6
integrative,6
interferograms,6
intermittent,6
interstitial,6
invasion,6
invasive,6
ip25,6
irvine,6
isccp,6
isolates,6
itw,6
ja,6
jakobsson,6
jenk,6
jgr,6
jog,6
jointly,6
julian,6
k2,6
kd,6
kennedy,6
kevin,6
klondike,6
kodiak,6
l1102,6
labeling,6
lag,6
lagoons,6
lammers,6
lamont,6
landing,6
langenfelds,6
lasertech,6
leachate,6
lessons,6
lichen,6
limb,6
linnebreen,6
linnédalen,6
lithologies,6
loading,6
lovecraft,6
luts,6
m8,6
macrofossils,6
maine,6
maintains,6
manganese,6
manipulations,6
manned,6
markus,6
masking,6
maximally,6
maximize,6
mcd43a3,6
meaningful,6
meet,6
michael,6
microbiology,6
micron,6
midges,6
migrate,6
mile,6
military,6
minimally,6
minorities,6
mitigation,6
mix,6
modifying,6
molting,6
mounds,6
multiproxy,6
n80,6
nbp,6
nbp03,6
neoglacial,6
nest,6
nicewonger,6
norse,6
notz,6
npcrep,6
nsidc.org,6
nucleic,6
o1.1,6
och,6
oelke,6
offering,6
onr,6
operationally,6
options,6
origins,6
oscillating,6
overeem,6
paleoecological,6
paleomagnetic,6
paludified,6
paramount,6
pc,6
penn,6
periglacial,6
periphery,6
perl,6
peroxynitrite,6
person,6
personal,6
petersburg,6
pfas,6
pfoa,6
phenomena,6
phoxmelt,6
phylogenetic,6
pi's,6
platinum,6
polarhub,6
port,6
prefix,6
prescribed,6
prevalent,6
priorities,6
pursued,6
push,6
qa,6
quantitatively,6
quantum,6
quick,6
raf,6
rafting,6
rarely,6
rebecca,6
recruit,6
rees,6
rejection,6
releve,6
remedy,6
remineralization,6
replacement,6
repositories,6
resident,6
retreated,6
reviews,6
revolutionize,6
rho,6
rinsed,6
routes,6
rubino,6
seaward,6
sed,6
segment_id,6
seismicity,6
semidiurnal,6
seminars,6
server,6
settlements,6
shaver,6
shed,6
shifting,6
sio,6
sio4,6
skiplane,6
sl6,6
slowly,6
sn,6
soa,6
spaceborne,6
spatiotemporal,6
spectrophotometer,6
spikes,6
sponsors,6
sporadic,6
spot,6
stanford.edu,6
stanford's,6
stories,6
storing,6
strontium,6
sturm,6
subgrid,6
succession,6
suffered,6
sunrise,6
supervision,6
supplied,6
taps,6
taw,6
tbs,6
tdn,6
tech,6
televiewer,6
thematic,6
thermodynamics,6
tim,6
tk,6
township,6
tracor,6
transcribed,6
transferred,6
traverses,6
trec,6
tritium,6
tromsø,6
trudinger,6
truthed,6
tucker,6
underlain,6
understudied,6
undertake,6
usfws,6
usiabp,6
ut,6
utah,6
uv.biospherical.com,6
uvsimn,6
vaccinium,6
varved,6
vectors,6
viability,6
viking,6
virtual,6
viscous,6
visited,6
vitis,6
von,6
vsmow,6
wasim,6
wbm,6
westward,6
wetstar,6
wetting,6
whaling,6
widths,6
wildfires,6
withering,6
worldview,6
ws3s,6
www.uaf.edu,6
yoyo,6
zenith,6
zooplanktonmethods.txt,6
δd,6
µg,6
0.06,5
0.10,5
0.85,5
003,5
008,5
0701,5
0732771,5
1.9,5
10.1038,5
10.7284,5
10ml,5
114,5
115,5
116,5
118,5
1250,5
12xl,5
12z,5
1307,5
14ch4,5
164.03w,5
168,5
168.87w,5
170,5
171.70w,5
1920,5
1929,5
1940s,5
1963,5
1970s,5
1974,5
1st,5
"2,000",5
2.2,5
2.25,5
2.8,5
"20,000",5
2040,5
20cm,5
20x50,5
20xx,5
218,5
224,5
228,5
25th,5
2x,5
30e,5
30m,5
320,5
3209m,5
322,5
370,5
"40,000",5
40tc,5
50km,5
510,5
56.88n,5
57.85n,5
59.90n,5
5m,5
5th,5
6.2,5
65x65,5
81,5
8100,5
870,5
8th,5
a.m,5
a.s.l,5
abandonment,5
abilities,5
accompanies,5
actinic,5
adjustment,5
aeolian,5
aerobic,5
afb,5
affixed,5
akutan,5
alexandra,5
alkanes,5
allocation,5
alt,5
alternate,5
altimeter,5
amoc,5
analysed,5
annals,5
anwr,5
aos,5
apex,5
apl.washington.edu,5
architecture,5
arise,5
arrays,5
ash,5
assembly,5
assuming,5
assumptions,5
atigun,5
attempting,5
audiences,5
auxiliary,5
avayalik,5
axel,5
baldwin,5
balloon,5
basc,5
bec,5
bedload,5
beringfall2012,5
beringfall2013,5
beringian,5
beringsummer2012,5
berkelhammer,5
beta,5
biennial,5
bigelowii,5
billion,5
bioavailable,5
bit,5
blogs.scientificamerican.com,5
border,5
borne,5
bottoms,5
bound,5
brittany,5
broken,5
broo,5
bs3,5
bucket,5
burns,5
butane,5
cajander,5
calibrating,5
canada’s,5
carefully,5
cascading,5
cash,5
category,5
cc,5
cfd,5
cfl,5
char,5
check,5
cherskiy,5
chick,5
chief,5
chromophoric,5
cims,5
cipehr,5
cires,5
classifications,5
classify,5
cleaned,5
climatically,5
closest,5
cluster,5
clustering,5
clutch,5
cm2,5
coal,5
coarser,5
coastlines,5
cobble,5
coincided,5
colleges,5
colonized,5
combatant,5
comida,5
complements,5
complexity,5
configurations,5
congeners,5
constants,5
consult,5
consumed,5
contacts,5
contaminants,5
contamination,5
convenient,5
cool,5
correlating,5
cosmic,5
couple,5
creation,5
crossdated,5
cube,5
cv,5
dabul,5
daphnia,5
darby,5
datalogger,5
dataloggers,5
dbar,5
de,5
decipher,5
default,5
delayed,5
derivative,5
designing,5
dewpoint,5
differentiate,5
difficulties,5
diffusive,5
discharging,5
disconnected,5
displayed,5
distortionless,5
distribute,5
doas,5
documentary,5
domains,5
dominates,5
drag,5
drawing,5
drops,5
dunes,5
earlywood,5
echograms,5
ecography,5
economies,5
ecoregion,5
ecoregions,5
ecotypes,5
efficient,5
eighteen,5
elementary,5
elucidating,5
email,5
employs,5
enso,5
enumerated,5
environmentally,5
eocene,5
episodic,5
eq,5
ers,5
euphotic,5
evenness,5
evolutionary,5
evolve,5
evolving,5
exception,5
exercises,5
exerting,5
exhibit,5
exhibited,5
exploited,5
exponential,5
exposing,5
extant,5
extraordinarily,5
facilitated,5
facilities,5
families,5
fco,5
fecal,5
federation,5
fedorov,5
fellowship,5
filtering,5
financial,5
fisher,5
fishscape,5
fits,5
flexible,5
flowpaths,5
flushed,5
fly,5
focal,5
fog,5
footprints,5
formulations,5
frequent,5
functioning,5
fund,5
fy,5
galbraith,5
gambell,5
gamma,5
gender,5
genera,5
genesis,5
genome,5
github.com,5
gletscher,5
glisn,5
gnss,5
gogineni,5
gold,5
governing,5
gravel,5
grebmeier,5
greenland’s,5
greentracs,5
greg,5
grg,5
groundwork,5
habit,5
hanna,5
harvests,5
hassett,5
haul,5
headwaters,5
healthy,5
heiberg,5
helping,5
herd,5
herring,5
hly0803,5
homepage,5
homogeneous,5
hopes,5
household,5
hybrid,5
hydroxybenzoic,5
hydroxyl,5
ibutton,5
icebridge,5
idea,5
illumination,5
imr,5
inactive,5
incorporating,5
incorrect,5
indicative,5
initiatives,5
inquiry,5
insect,5
insitu,5
instability,5
insufficient,5
intends,5
intensively,5
internally,5
internationally,5
interns,5
interviewed,5
introduced,5
inupiat,5
investigates,5
iopas,5
iris,5
isothermal,5
issuance,5
itoh,5
ivishak,5
j.quascirev,5
jackie,5
jamstec,5
